50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.061,,,,,,,,,,,,8d9493b2-69e4-4cc9-b1c6-64679d0d58c3,1857,,"[119.0, 30.0]",7478,50,,,,,,,,,,,,,,,,2,From Free Kick,Megan Anna Rapinoe,8298.0,Left Wing,135,OL Reign,760,['c0619e5b-9abe-47a5-bde7-27ed33a5831c'],5,Left Foot,"[120.0, 36.2, 0.3]","[{'location': [109.0, 32.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 32.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 21.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.0, 45.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.0, 31.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 18.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.0, 40.0], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 37.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9ef242fc-600a-4fa2-8669-3f29cabf36d0,True,Saved,0.018265475,Normal,Open Play,,,,OL Reign,760,00:05:05.627,Shot,
,,,,,,,,,,,,,,1.8,,,,,,,,,,,,f573e1d0-d641-46b3-9843-95c626545582,2022,,"[109.0, 41.0]",7478,55,,,,,,,,,,,,,,,,2,Other,Megan Anna Rapinoe,8298.0,Left Wing,148,OL Reign,760,['4e122b56-31c2-4e5c-8bd7-2c988d511d94'],55,Right Foot,"[120.0, 36.4, 2.3]",,,,Goal,0.7835,Normal,Penalty,,,,OL Reign,760,00:10:55.450,Shot,
,,,,,,,,,,,,,,0.355,,,,,,,,,,,,08befe3b-98a1-4a10-a6e9-b67c0eeee1df,2032,,"[112.0, 47.0]",7478,56,,,,,,,,,,,,,,,,2,Regular Play,Rachel Daly,5058.0,Center Forward,149,Houston Dash,762,['c46e8989-94eb-4262-8356-ab2bb31a4da8'],46,Right Foot,"[114.0, 42.8, 0.4]","[{'location': [101.0, 53.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [81.0, 65.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [89.0, 40.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 36.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 50.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 35.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [81.0, 48.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 50.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 23.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.0, 41.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 43.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 45.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d495657c-7dc4-473b-a82d-2770e2eb6808,,Saved,0.34790996,Normal,Open Play,,,,Houston Dash,762,00:11:46.366,Shot,
,,,,,,,,,,,,,,0.63,,,,,,,,,,,,7b4d38c3-9fc5-4537-a1f0-e37ac8623bb4,2041,,"[97.0, 51.0]",7478,56,,,,,,,,,,,,,,,,2,Regular Play,Clare Elizabeth Polkinghorne,8382.0,Left Defensive Midfield,149,Houston Dash,762,"['a91ea24d-f887-407d-b859-a7778eb88f71', 'ddb52c4a-717f-4ec5-be41-0802db9b0d13']",53,Right Foot,"[102.0, 51.0]","[{'location': [107.0, 55.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.0, 73.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.0, 58.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 59.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.0, 46.0], 'player': {'id': 5075, 'name': 'Elizabeth Addo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.0, 42.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 34.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 58.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 30.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.0, 51.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 43.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 66.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 48.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.030578446,Normal,Open Play,,,,Houston Dash,762,00:11:53.942,Shot,
,,,,,,,,,,,,,,1.144,,,,,,,,,,,,ac0ca07c-996e-4cb1-a08f-8fafa96e0fae,2242,,"[103.0, 40.0]",7478,66,,,,,,,,,,,,,,,,2,From Free Kick,Jodie Taylor,5002.0,Center Forward,161,OL Reign,760,['dc01edbd-d131-42e4-9f2a-b78f8922e4c1'],31,Right Foot,"[113.0, 38.0, 0.4]","[{'location': [100.0, 31.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.0, 25.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [83.0, 29.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [78.0, 32.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 40.0], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.0, 63.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9f84a671-1916-4b90-a76b-dfd637ca3f57,True,Saved,0.25463304,Normal,Open Play,,,,OL Reign,760,00:21:31.699,Shot,
,,,,,,,,,,,,,,0.752,,,,,,,,,,,,28b6a311-6744-4be2-9b4f-36e6feef6cbb,2361,,"[110.0, 31.0]",7478,69,,,,,,,,,,,,,,,,2,From Throw In,Jodie Taylor,5002.0,Center Forward,170,OL Reign,760,['3d716bac-75c1-4fc8-8a78-f2d35fbe4a89'],25,Right Foot,"[120.0, 36.4, 2.2]","[{'location': [107.0, 29.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 17.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.0, 39.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [92.0, 32.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 47.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [85.0, 42.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 34.0], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0bd4e095-49b5-44be-87a5-24e4c7299fb8,True,Saved,0.12141038,Normal,Open Play,,,,OL Reign,760,00:24:25.546,Shot,
,,,,,,,,,,,,,,0.456,,,,,,,,,,,,5527a949-87ef-4abf-a7a0-033cb667cde1,2367,,"[101.0, 26.0]",7478,70,,,,,,,,,,,,,,,,2,From Corner,Megan Anna Rapinoe,8298.0,Left Wing,171,OL Reign,760,"['9733cb75-4602-4a9e-984a-a0f44314401a', 'cbe38d67-f9c8-49b9-90a2-ab74529d71c3']",32,Right Foot,"[103.0, 27.0]","[{'location': [98.0, 33.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [114.0, 45.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 36.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 31.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 30.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.0, 32.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.0, 26.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 7.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 41.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [87.0, 15.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.0, 22.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 48.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.0, 16.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.035426002,Normal,Open Play,,,,OL Reign,760,00:25:32.209,Shot,
,,,,,,,,,,,,,,0.531,,,,,,,,,,,,def62d89-f1d5-4683-8078-cb697d378012,2417,,"[111.0, 27.0]",7478,72,,,,,,,,,,,,,,,,2,From Throw In,Kealia Ohai,5051.0,Left Wing,174,Houston Dash,762,['51451e81-1442-4824-a392-5e2827825181'],2,Left Foot,"[117.0, 36.8, 0.6]","[{'location': [104.0, 36.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 40.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 53.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 31.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 26.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 27.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 29.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",51d91f1d-337c-4c73-8dc0-b81a5fb71390,,Saved,0.101061374,Normal,Open Play,,,,Houston Dash,762,00:27:02.554,Shot,
,,,,,,,,,,,,,,0.595,,,,,,,,,,,,acb47572-0309-4267-b9da-a39ee6dfa1a4,2491,,"[87.0, 64.0]",7478,75,,,,,,,,,,,,,,,,2,From Free Kick,Linda Maserame Motlhalo,5053.0,Right Defensive Midfield,181,Houston Dash,762,"['09b3c7fb-8b2d-4f40-81b4-5331ff1a9dab', '607ccc77-2cdd-41c5-9e13-10668b68036c']",47,Right Foot,"[90.0, 62.0]","[{'location': [94.0, 59.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.0, 69.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.0, 63.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [89.0, 56.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [87.0, 70.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [90.0, 40.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.0, 30.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [83.0, 51.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.0, 70.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 15.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.0, 62.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 46.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 56.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.005428959,Normal,Open Play,,,,Houston Dash,762,00:30:47.395,Shot,
,,,,,,,,,,,,,,1.08,,,,,,,,,,,,60804d84-52c9-460c-9303-7a9ef41535a5,2537,,"[110.0, 37.0]",7478,76,,,,,,,,,,,,,,,,2,Regular Play,Rachel Daly,5058.0,Center Forward,184,Houston Dash,762,['526bc6c3-7a22-4040-a81c-1def38a80cd4'],41,Head,"[108.0, 52.0]","[{'location': [100.0, 40.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.0, 41.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 37.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [89.0, 47.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 21.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 11.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.0, 29.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 17.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 36.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c6976f2e-ee39-4040-8fd3-2d07175a85cb,,Wayward,0.096038386,Normal,Open Play,,,,Houston Dash,762,00:31:41.171,Shot,
,,,,,,,,,,,,,,1.856,,,,,,,,,,,,805a3621-b8d3-4d86-9792-4f5dd6a52fd5,2877,,"[110.0, 55.0]",7478,83,,,,,,,,,,,,,,,,2,Regular Play,Nahomi Kawasumi,4994.0,Right Wing,201,OL Reign,760,['550008a4-2dc0-4f1d-a0c1-ba9a4f3087d4'],51,Right Foot,"[120.0, 35.2, 0.4]","[{'location': [110.0, 31.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 52.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 42.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.0, 52.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.0, 48.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 54.0], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 56.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 43.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",485d6bad-459e-45a0-8b2c-df046c897e94,,Off T,0.036639944,Normal,Open Play,,,,OL Reign,760,00:38:51.681,Shot,
,,,,,,,,,,,,,,1.363,,,,,,,,,,,,25a35150-546d-49ed-be61-cba12b9802cd,2902,,"[110.0, 36.0]",7478,84,,,,,,,,,,,,,,,,2,Regular Play,Allie Long,5001.0,Right Defensive Midfield,201,OL Reign,760,['dd4d9777-a178-4784-88bc-ec383bcb2866'],28,Left Foot,"[120.0, 43.8, 0.9]","[{'location': [100.0, 17.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 38.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 28.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",68c4d887-5808-4884-8200-da7619a1e1d5,,Goal,0.2711842,Normal,Open Play,,,,OL Reign,760,00:39:28.037,Shot,
,,,,,,,,,,,,,,1.5,,,,,,,,,,,,ed56daa1-d761-4cff-b03a-a2f0ce1a717e,2965,,"[89.0, 38.0]",7478,86,,,,,,,,,,,,,,,,2,From Counter,Sofia Huerta,5105.0,Center Attacking Midfield,205,Houston Dash,762,['0c3393bf-51f5-4a64-867d-67b145935379'],42,Right Foot,"[120.0, 35.0, 0.7]","[{'location': [79.0, 48.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [90.0, 36.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 54.0], 'player': {'id': 5043, 'name': 'Nichelle Patrice Prince'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.0, 22.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 49.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 11.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.0, 34.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 44.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 40.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,0.022264132,Normal,Open Play,,,,Houston Dash,762,00:41:42.725,Shot,
