ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.133,,,,,,,,,,,,,,81243827-3a67-4048-9b26-1b27dd99771b,176,,"[91.0, 21.0]",7582,4,,,,,,,,,,,,,,,,,,1,From Corner,Yuri Zhirkov,5193.0,Left Midfield,13,Russia,796,"['58027268-4f9a-43c4-831e-4f85a6fb5aa0', 'bb09c2ca-c47c-428a-b6ca-e512fc606eec', 'cb4815e1-089b-4ed5-b8d3-5b9fa3799e0e']",28,,Left Foot,"[96.0, 23.0]",,"[{'location': [107.0, 39.0], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 23.0], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.0, 38.0], 'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 52.0], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.0, 47.0], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [98.0, 8.0], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.0, 33.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.0, 30.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.0, 38.0], 'player': {'id': 5195, 'name': 'Artem Dzyuba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 31.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [100.0, 23.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 29.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 32.0], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 30.0], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [94.0, 22.0], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 54.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,Blocked,,0.006913921,Normal,Open Play,,,,Russia,796,00:04:28.907,Shot,True
,,,,,,,,,,,1.133,,,,,,,,,,,,,,de2ca09a-1f77-4afe-bc94-118bbff16028,553,,"[96.0, 52.0]",7582,13,,,,,,,,,,,,,,,,,,1,From Throw In,Roman Zobnin,5171.0,Left Center Midfield,27,Russia,796,"['ad093dda-3cdf-416e-be23-58df3bb40f87', 'f14dc01a-579f-4600-a373-7329a5eee73a']",26,,Right Foot,"[120.0, 45.8, 2.4]",,"[{'location': [103.0, 35.0], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 50.0], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 73.0], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.0, 53.0], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.0, 35.0], 'player': {'id': 5193, 'name': 'Yuri Zhirkov'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.0, 35.0], 'player': {'id': 5195, 'name': 'Artem Dzyuba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.0, 69.0], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.0, 41.0], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 50.0], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 55.0], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 61.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 62.0], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [83.0, 67.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.0, 60.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.0, 61.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.0, 65.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",4b624c8c-8b0b-4c09-81b3-79d4fe5554d1,Off T,,0.023523824,Normal,Open Play,,,,Russia,796,00:13:26.987,Shot,True
,,,,,,,,,,,0.893,,,,,,,,,,,,,,bc1b0594-37a3-42ff-bfcd-de91f841cd3e,1618,,"[104.0, 31.0]",7582,35,,,,,,,,,,,,,,,,,,1,Regular Play,Aleksandr Golovin,5177.0,Left Center Forward,59,Russia,796,"['c3232e05-3180-4a25-9734-8a7d9e1fd2cf', 'cfe32998-ed71-4909-bc8a-4e7bb9fba416']",30,,Right Foot,"[120.0, 45.8, 2.2]",,"[{'location': [104.0, 50.0], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.0, 40.0], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 34.0], 'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 44.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.0, 41.0], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 42.0], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 38.0], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.0, 38.0], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 48.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 39.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.0, 41.0], 'player': {'id': 5195, 'name': 'Artem Dzyuba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 54.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",fbb8a64b-3dd4-454e-abe6-d92e4e64d4ba,Off T,,0.13442212,Normal,Open Play,,,,Russia,796,00:35:30.627,Shot,True
,,,,,,,,,,,0.12,,,,,,,,,,,,,,e7539250-2513-4e8c-886e-172c6f510679,1750,,"[110.0, 33.0]",7582,39,,,,,,,,,,,,,,,,,,1,From Corner,Artem Dzyuba,5195.0,Center Forward,65,Russia,796,"['9a3f2f1f-0636-4b0d-92e9-7b4a379639ca', 'da2f92be-2034-4e3d-9a7d-d24f2b96ea41']",14,,Head,"[114.0, 32.0]",,"[{'location': [110.0, 30.0], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 43.0], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.0, 42.0], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.0, 30.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 30.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [113.0, 42.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.0, 44.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.0, 41.0], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 45.0], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.0, 33.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 38.0], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 25.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 43.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.0, 39.0], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",7a502f24-df94-464d-a5b9-90fe25b59e62,Blocked,,0.062742114,Normal,Open Play,,,,Russia,796,00:39:14.387,Shot,
,,,,,,,,,,,0.613,,,,,,,,,,,,,,0fb0e9de-07f7-41e0-90ff-be857585f3c6,1754,,"[108.0, 40.0]",7582,40,,,,,,,,,,,,,,,,,,1,Other,Artem Dzyuba,5195.0,Center Forward,66,Russia,796,['44b0d36b-bc26-43f0-ace6-996a471acc72'],55,,Right Foot,"[120.0, 43.0, 1.7]",,,,Goal,,0.7835,Normal,Penalty,,,,Russia,796,00:40:55.707,Shot,
,,,,,,,,,,,1.013,,,,,,,,,,,,,,2172a028-89d9-44d5-9e13-347a222e1e77,1868,,"[100.0, 27.0]",7582,44,,,,,,,,,,,,,,,,,,1,From Throw In,Francisco Román Alarcón Suárez,4926.0,Left Midfield,73,Spain,772,"['3a0d3549-1ae7-4573-baae-f38dc147bceb', 'cc97f9cc-3ec3-45f2-b18c-7ab8cf7506d5']",35,,Right Foot,"[113.0, 39.0]",,"[{'location': [108.0, 59.0], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.0, 49.0], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 44.0], 'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.0, 39.0], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 33.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 47.0], 'player': {'id': 5193, 'name': 'Yuri Zhirkov'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 26.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [117.0, 18.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.0, 46.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.0, 28.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [101.0, 43.0], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [95.0, 39.0], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",c38cf7fb-78db-49b7-9ebf-9d26e3fab083,Blocked,,0.03204402,Normal,Open Play,,,,Spain,772,00:44:35.507,Shot,
,,,,,,,,,,,0.28,,,,,,,,,,,,,,cd5b3260-a2a3-4090-a18d-d128ef504984,1901,,"[117.0, 51.0]",7582,45,,,,,,,,,,,,,,,,,,1,Regular Play,Diego da Silva Costa,5198.0,Center Forward,75,Spain,772,['06a165fc-9123-4bce-8aed-df973fd568b6'],13,,Right Foot,"[118.0, 44.0, 0.3]",True,"[{'location': [113.0, 39.0], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [95.0, 21.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.0, 50.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 45.0], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.0, 38.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.0, 48.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 36.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.0, 42.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 50.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.0, 54.0], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 61.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.0, 55.0], 'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",9a1cb23f-9f58-4a3f-93fe-dc1980d2e693,Saved,,0.0372205,Normal,Open Play,,,,Spain,772,00:45:13.387,Shot,
,,,,,,,,,,,1.013,,,,,,,,,,,,,,26470fbe-d6b2-477b-8548-14b102f17f2e,1924,,"[113.0, 47.0]",7582,45,,,,,,,,,,,,,,,,,,1,From Throw In,Diego da Silva Costa,5198.0,Center Forward,76,Spain,772,['54093f87-9b9d-4900-a619-00a300ae1af2'],46,,Head,"[119.0, 44.0, 0.2]",,"[{'location': [107.0, 18.0], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.0, 27.0], 'player': {'id': 5195, 'name': 'Artem Dzyuba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 47.0], 'player': {'id': 5193, 'name': 'Yuri Zhirkov'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.0, 44.0], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.0, 27.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 33.0], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [119.0, 42.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.0, 40.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 43.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [107.0, 21.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [114.0, 46.0], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.0, 52.0], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",cfd08457-ae46-439e-9cc2-8f133d6d1007,Saved,,0.05935931,Normal,Open Play,,,,Spain,772,00:45:46.467,Shot,
,,,,,,,,,,,1.093,,,,,,,,,,,,,,9cc2715c-6c64-4b70-973d-a35a04227c0b,2102,,"[111.0, 47.0]",7582,46,,,,,,,,,,,,,,,,,,2,From Throw In,Marco Asensio Willemsen,5719.0,Right Midfield,86,Spain,772,['47ddae8a-3aa4-4170-bbb9-0f1e59e03886'],40,,Right Foot,"[112.0, 48.0]",,"[{'location': [91.0, 52.0], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.0, 37.0], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 65.0], 'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.0, 33.0], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.0, 31.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 36.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 50.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.0, 42.0], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 20.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.0, 35.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 58.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 62.0], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 6353, 'name': 'Vladimir Granat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",7a3e5c8f-d319-4825-94f8-59e8132f4ff8,Wayward,,0.10353613,Normal,Open Play,,,,Spain,772,00:01:40.000,Shot,
