ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.686264,,,,,,,,,84f8902e-f63c-468f-8607-0c58e4a90544,1999,,"[96.0, 43.0]",19751,56,,,,,,,,,,,,,,,,,,,,,2,From Corner,Sophie Louise Ingle,15549.0,Right Center Midfield,113,Chelsea FCW,971,"['0669fff6-dae6-46fc-a2dd-75788f2e5ae3', 'a9e35dc8-12cf-449e-a7a8-ec8f48d17514']",51,,Left Foot,"[106.0, 44.0]",,"[{'location': [112.0, 29.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 47.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 48.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.0, 57.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 61.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 60.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 33.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.0, 35.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.0, 46.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.0, 45.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.0, 58.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Blocked,,0.042051006,Normal,Open Play,,,,Chelsea FCW,971,00:11:51.337,Shot,
,,,,,,,,,,0.451222,,,,,,,,,dc1687c3-bb7a-492a-86f5-3e3a101577a2,2119,,"[99.0, 39.0]",19751,59,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jane Ross,4653.0,Right Wing,121,West Ham United LFC,972,"['0040395c-73b9-4fb7-bb71-653adbd78526', 'ed67264c-9b17-4125-83de-426e5284bd91']",44,,Left Foot,"[101.0, 39.0]",,"[{'location': [99.0, 29.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.0, 36.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 22.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 37.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 41.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 40.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 47.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.0, 23.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.0, 39.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.0, 34.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Blocked,True,0.044478495,Half Volley,Open Play,,,,West Ham United LFC,972,00:14:44.140,Shot,
,,,,,,,,,,0.617104,,,,,,,,,2ff6c3e2-3791-447e-aa98-4d57db93c528,2124,,"[105.0, 35.0]",19751,59,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leanne Kiernan,18146.0,Left Center Forward,121,West Ham United LFC,972,"['ac54ca72-372f-4711-8b81-465b9475f803', 'd3ceb974-f2a8-470f-835f-4fdb8b907bcf']",47,,Left Foot,"[110.0, 35.0]",,"[{'location': [112.0, 46.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 34.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 31.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.0, 38.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.0, 41.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.0, 48.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.0, 34.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 36.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 31.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Blocked,,0.10140218,Normal,Open Play,,,,West Ham United LFC,972,00:14:47.175,Shot,
,,,,,,,,,,2.169112,,,,,,,,,12620bfe-6916-4de6-8609-9c81a17438da,2132,,"[113.0, 47.0]",19751,60,,,,,,,,,,,,,,,,,,,,,2,From Corner,Brianna Visalli,18157.0,Right Center Midfield,122,West Ham United LFC,972,['1c44e231-f071-45ae-a4d7-3be143d3cd92'],21,,Left Foot,"[113.0, 37.0]",,"[{'location': [110.0, 38.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 35.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 54.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 51.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.0, 41.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",4a6368f7-1d7e-4f5e-92c5-2b9925b2900e,,Wayward,,0.22725563,Normal,Open Play,,,,West Ham United LFC,972,00:15:21.655,Shot,
,,,,,,,,,,0.3543,,,,,,,,,385dba15-bb30-4f8a-b288-da7fe4667125,2162,,"[101.0, 38.0]",19751,61,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Francesca Kirby,4641.0,Center Forward,123,Chelsea FCW,971,"['b4d79736-5f4b-4233-98e1-3478a632d77d', 'f5312b8d-e959-43ba-93d4-2faefd3636a2']",21,,Right Foot,"[104.0, 40.0]",,"[{'location': [112.0, 35.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 32.0], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.0, 49.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 39.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 35.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 36.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.0, 32.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",1c355a0b-34ae-434b-9455-da8f2f52c688,,Blocked,,0.08515785,Normal,Open Play,,,,Chelsea FCW,971,00:16:21.617,Shot,
,,,,,,,,,,0.7267,,,,,,,,,035610ef-180a-44f6-b7d9-48e0f45029b7,2170,,"[113.0, 49.0]",19751,61,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Ramona Bachmann,4659.0,Right Wing,123,Chelsea FCW,971,['fb66acf0-18ef-4703-8438-d436ae6540a3'],24,,Right Foot,"[120.0, 35.8, 0.9]",,"[{'location': [106.0, 37.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 45.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 43.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 50.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 32.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 46.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 43.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 35.0], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.0, 38.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Post,,0.21942295,Normal,Open Play,,,,Chelsea FCW,971,00:16:24.322,Shot,
,,,,,,,,,,0.215982,,,,,,,,,8d757285-0ba2-4619-afef-15643ac2a688,2174,,"[117.0, 46.0]",19751,61,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Ramona Bachmann,4659.0,Right Wing,123,Chelsea FCW,971,['f215b76c-0a01-416e-b804-5a5a05564732'],27,,Right Foot,"[120.0, 43.0, 1.0]",,"[{'location': [111.0, 50.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 31.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.0, 49.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 44.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.0, 43.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Goal,,0.35109007,Normal,Open Play,,,,Chelsea FCW,971,00:16:27.025,Shot,
,,,,,,,,,,0.946525,,,,,,,,,a55dfa17-8614-453d-a5b7-199e11764256,2461,,"[99.0, 54.0]",19751,70,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alisha Lehmann,18153.0,Right Center Forward,134,West Ham United LFC,972,"['1c2842bb-ceea-4b49-a884-8f973da66799', 'cb958bc9-d310-4a83-b0e8-b71a6c8c99e0']",20,,Right Foot,"[112.0, 40.0]",,"[{'location': [110.0, 65.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.0, 51.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 57.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 59.0], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.0, 51.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",b27b415e-b827-4b2b-a30e-7c4f625846ae,,Blocked,,0.039514177,Normal,Open Play,,,,West Ham United LFC,972,00:25:20.289,Shot,
,,,,,,,,,,1.626972,,,,,,,,,e8baeb8c-e6cc-46a5-ae0f-750605b33f2c,2968,,"[110.0, 29.0]",19751,84,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ramona Bachmann,4659.0,Center Forward,159,Chelsea FCW,971,['2dc540f6-e496-4bed-a4c3-f95c626c7d99'],4,,Right Foot,"[120.0, 43.8, 0.8]",,"[{'location': [107.0, 47.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 49.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.0, 50.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 31.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 32.0], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",be343aee-8f95-451b-94d0-c2e2f19e78c1,,Goal,,0.13980894,Normal,Open Play,,,,Chelsea FCW,971,00:39:04.449,Shot,
,,,,,,,,,,2.03585,,,,,,,,,6b7a0801-3eb3-4539-ae57-311c68d15caf,2999,,"[99.0, 20.0]",19751,86,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Julia Simic,18150.0,Left Wing,162,West Ham United LFC,972,['a8c560bb-ed14-4547-bf3c-d8089f088718'],13,,Right Foot,"[119.0, 35.0, 3.4]",,"[{'location': [96.0, 21.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.0, 32.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 38.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 35.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.0, 37.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.0, 33.0], 'player': {'id': 19422, 'name': 'Jessica Carter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 45.0], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 49.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 43.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.0, 36.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.0, 39.0], 'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 26.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 25.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 27.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,Off T,,0.011394105,Normal,Free Kick,,,,West Ham United LFC,972,00:41:13.474,Shot,
,,,,,,,,,,2.013747,,,,,,,,,5f9fd3b8-3f16-489e-b985-421df8a63ab2,3105,,"[97.0, 58.0]",19751,89,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hannah Jayne Blundell,17275.0,Right Wing,167,Chelsea FCW,971,['7d642000-d2b8-4797-a4b2-b980e484a9a1'],1,,Right Foot,"[120.0, 34.4, 2.2]",,"[{'location': [108.0, 37.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 46.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 48.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 51.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 56.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 59.0], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.0, 29.0], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.0, 46.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Off T,,0.009720986,Normal,Open Play,,,,Chelsea FCW,971,00:44:01.982,Shot,
