50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,1.56,,,,,,,,,,,d934308c-ddaf-4bd9-bc4c-e04eee126688,646,,"[113.0, 38.0]",7572,11,,,,,,,,,,,,,,,,,,1,Regular Play,Shinji Okazaki,3810.0,Left Center Forward,23,Japan,778,"['41e1d9b6-3a06-422a-8f6d-4e2b2bf39763', '5a5d5ce0-aacc-4d28-9384-8a1e94500307']",54,,Head,"[120.0, 33.7, 0.8]",,"[{'location': [114.0, 44.0], 'player': {'id': 4685, 'name': 'Artur Jędrzejczyk'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 39.0], 'player': {'id': 6191, 'name': 'Takashi Usami'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.0, 42.0], 'player': {'id': 6195, 'name': 'Jacek Góralski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 21.0], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.0, 22.0], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 23.0], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 51.0], 'player': {'id': 6336, 'name': 'Rafał Kurzawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.0, 52.0], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.0, 39.0], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 20.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",f549813d-471e-43a2-9bfc-e15cf3c98e75,,Off T,0.18346742,Diving Header,Open Play,,,,Japan,778,00:11:54.810,Shot,True
,,,,,,,,,,,1.08,,,,,,,,,,,cc013a2a-9588-4ef5-9192-2d7b2104ebf1,664,,"[100.0, 28.0]",7572,12,,,,,,,,,,,,,,,,,,1,Regular Play,Yoshinori Muto,6337.0,Right Center Forward,25,Japan,778,"['0a95c93e-3495-4c40-9c5b-a82eb6f78762', '98751b78-3e7c-4830-b014-692d77133f39']",46,,Right Foot,"[119.0, 36.6, 0.4]",,"[{'location': [107.0, 49.0], 'player': {'id': 4685, 'name': 'Artur Jędrzejczyk'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 42.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 35.0], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 28.0], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 20.0], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.0, 34.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 45.0], 'player': {'id': 6195, 'name': 'Jacek Góralski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 43.0], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.0, 55.0], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.0, 38.0], 'player': {'id': 6191, 'name': 'Takashi Usami'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",1c38b1d8-02a3-4e58-be81-4bbcfee75d88,,Saved,0.059056483,Normal,Open Play,,,,Japan,778,00:12:46.810,Shot,True
,,,,,,,,,,,0.453,,,,,,,,,,,df3eb2c0-2933-4d8a-8967-a7367e8312c5,760,,"[98.0, 32.0]",7572,14,,,,,,,,,,,,,,,,,,1,Regular Play,Robert Lewandowski,5668.0,Center Forward,30,Poland,789,"['90182454-ddef-4bf3-873b-1a9c2c686890', 'b259f74a-730f-4aa6-a772-09263d7ff465']",54,,Right Foot,"[102.0, 35.0]",True,"[{'location': [101.0, 44.0], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 35.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.0, 50.0], 'player': {'id': 6191, 'name': 'Takashi Usami'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [88.0, 40.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.0, 32.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.0, 20.0], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 38.0], 'player': {'id': 6338, 'name': 'Tomoaki Makino'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 26.0], 'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 33.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",8f0d2c4c-8422-4c9c-8def-c4b370db3563,,Blocked,0.054395676,Normal,Open Play,,,,Poland,789,00:14:54.650,Shot,
,,,,,,,,,,,1.08,,,,,,,,,,,1ba2b077-1128-4740-81d5-61f415ddd751,784,,"[97.0, 43.0]",7572,15,,,,,,,,,,,,,,,,,,1,Regular Play,Gotoku Sakai,6339.0,Right Midfield,31,Japan,778,"['86ee6adf-7ae3-47fb-b0d3-edf78b66dbb1', 'f2c9df07-2303-45d2-a4b8-203ce0e62034']",15,,Left Foot,"[118.0, 39.1, 0.5]",True,"[{'location': [103.0, 45.0], 'player': {'id': 4685, 'name': 'Artur Jędrzejczyk'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.0, 32.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 19.0], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 24.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 37.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 36.0], 'player': {'id': 6195, 'name': 'Jacek Góralski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 30.0], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.0, 43.0], 'player': {'id': 6336, 'name': 'Rafał Kurzawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.0, 24.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.0, 43.0], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.0, 10.0], 'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 17.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.0, 29.0], 'player': {'id': 6191, 'name': 'Takashi Usami'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",e60f646b-46ab-46d9-97d4-d41cc29fe2ad,,Saved,0.062735535,Normal,Open Play,,,,Japan,778,00:15:15.330,Shot,True
,,,,,,,,,,,0.333,,,,,,,,,,,a3c96a0f-ec67-4212-bad9-b0e5388a3c91,1076,,"[93.0, 38.0]",7572,22,,,,,,,,,,,,,,,,,,1,From Free Kick,Rafał Kurzawa,6336.0,Left Wing,47,Poland,789,"['213cbb54-abd3-41de-92e4-ad6b762c89da', '8fcf4afc-26b4-43fa-90ac-c796a2142c01']",54,,Left Foot,"[101.0, 37.0]",,"[{'location': [83.0, 16.0], 'player': {'id': 4685, 'name': 'Artur Jędrzejczyk'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.0, 60.0], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [90.0, 41.0], 'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [81.0, 24.0], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.0, 51.0], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.0, 37.0], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.0, 41.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.0, 56.0], 'player': {'id': 6191, 'name': 'Takashi Usami'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.0, 46.0], 'player': {'id': 6338, 'name': 'Tomoaki Makino'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 37.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 34.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.0, 35.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [88.0, 33.0], 'player': {'id': 6195, 'name': 'Jacek Góralski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",7c7aef9b-e24e-4206-b122-529d2a61b361,,Blocked,0.044366844,Normal,Open Play,,,,Poland,789,00:22:54.570,Shot,
,,,,,,,,,,,1.0,,,,,,,,,,,3fef7c7d-91ba-4bfd-a8bf-67c8240bff62,1350,,"[108.0, 39.0]",7572,31,,,,,,,,,,,,,,,,,,1,Regular Play,Kamil Grosicki,5667.0,Right Wing,61,Poland,789,['7ea3bcdc-af6f-4cfe-89c2-63cb46734edc'],50,,Head,"[119.0, 36.2, 1.3]",,"[{'location': [107.0, 42.0], 'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 6338, 'name': 'Tomoaki Makino'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 47.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 59.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 33.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.0, 39.0], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",ee7c7894-217f-4807-9716-0a598a8fe25a,,Saved,0.13426797,Normal,Open Play,,,,Poland,789,00:31:50.090,Shot,
,,,,,,,,,,,1.293,,,,,,,,,,,07588f03-4aad-4654-bb3a-d982aa4cba9c,1359,,"[85.0, 48.0]",7572,32,,,,,,,,,,,,,,,,,,1,From Corner,Jacek Góralski,6195.0,Left Defensive Midfield,62,Poland,789,['c18286d4-8a59-4385-9200-de131267fce9'],32,,Right Foot,"[120.0, 41.9, 5.5]",,"[{'location': [101.0, 37.0], 'player': {'id': 4685, 'name': 'Artur Jędrzejczyk'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.0, 42.0], 'player': {'id': 6191, 'name': 'Takashi Usami'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.0, 38.0], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.0, 38.0], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.0, 44.0], 'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 41.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 36.0], 'player': {'id': 6338, 'name': 'Tomoaki Makino'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 32.0], 'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [101.0, 29.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.0, 36.0], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 42.0], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [98.0, 43.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.0, 46.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 48.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [118.0, 41.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 46.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 32.0], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 64.0], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Off T,0.006573843,Normal,Open Play,,,,Poland,789,00:32:32.050,Shot,
,,,,,,,,,,,0.68,,,,,,,,,,,05803432-0138-468e-b824-75a4a3e72b74,1431,,"[114.0, 58.0]",7572,34,,,,,,,,,,,,,,,,,,1,Regular Play,Takashi Usami,6191.0,Left Midfield,63,Japan,778,"['69397604-df91-4ffd-b498-d781960f7205', '9b82d2e2-7776-4d50-b3e1-8fdf652a4ad3']",7,,Right Foot,"[119.0, 38.3, 0.9]",,"[{'location': [106.0, 56.0], 'player': {'id': 4685, 'name': 'Artur Jędrzejczyk'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 30.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.0, 35.0], 'player': {'id': 6336, 'name': 'Rafał Kurzawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 51.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 55.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 63.0], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.0, 65.0], 'player': {'id': 6195, 'name': 'Jacek Góralski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",fa19a8c8-87f6-43c4-824e-c9fa16331b7c,True,Saved,0.011623721,Normal,Open Play,,,,Japan,778,00:34:07.570,Shot,True
,,,,,,,,,,,0.933,,,,,,,,,,,c87117d9-b122-449e-95cc-af974e1ba68e,1545,,"[104.0, 50.0]",7572,36,,,,,,,,,,,,,,,,,,1,From Corner,Rafał Kurzawa,6336.0,Left Wing,69,Poland,789,['4f701e4c-d0e7-4c17-af8d-77c1eb2a1023'],56,,Right Foot,"[120.0, 45.4, 4.9]",True,"[{'location': [116.0, 33.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [118.0, 43.0], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.0, 36.0], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [117.0, 30.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 44.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 41.0], 'player': {'id': 6338, 'name': 'Tomoaki Makino'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 41.0], 'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 27.0], 'player': {'id': 6191, 'name': 'Takashi Usami'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.0, 28.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [94.0, 37.0], 'player': {'id': 6195, 'name': 'Jacek Góralski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.0, 42.0], 'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 51.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 46.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",,,Off T,0.061134342,Volley,Open Play,,,,Poland,789,00:36:56.010,Shot,
,,,,,,,,,,,2.36,,,,,,,,,,,21dbf112-85ba-46b4-ae62-7a337d606c0e,1633,,"[109.0, 38.0]",7572,40,,,,,,,,,,,,,,,,,,1,From Corner,Tomoaki Makino,6338.0,Left Center Back,76,Japan,778,['a6e7df04-7a8c-4f19-8588-70b40e948c62'],31,,Head,"[114.0, 26.0]",,"[{'location': [110.0, 40.0], 'player': {'id': 4685, 'name': 'Artur Jędrzejczyk'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 50.0], 'player': {'id': 6195, 'name': 'Jacek Góralski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 36.0], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 45.0], 'player': {'id': 6336, 'name': 'Rafał Kurzawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 31.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.0, 43.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 45.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.0, 37.0], 'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 52.0], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.0, 29.0], 'player': {'id': 6191, 'name': 'Takashi Usami'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.0, 49.0], 'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",bcc3550c-b6f9-476d-aec5-8af0d7f31270,,Wayward,0.07206442,Normal,Open Play,,,,Japan,778,00:40:31.610,Shot,
