ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.413,,,,,,,,,23079c05-d63c-44e1-bb3c-6ab99def0656,822,,"[114.0, 44.0]",7457,21,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Crystal Alyssia Dunn Soubrier,5088.0,Left Center Forward,44,North Carolina Courage,766,['dfd2daf1-53d6-48cf-b02c-654586198a12'],12,,Right Foot,"[119.0, 43.4, 0.3]",True,"[{'location': [109.0, 63.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.0, 40.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [98.0, 49.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 55.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 39.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 43.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",018532f7-eab3-4ed3-8eee-8266d49157fa,,,Saved,0.4874078,Normal,Open Play,,,,North Carolina Courage,766,00:21:12.547,Shot,
,,,,,,,,,,,,1.053,,,,,,,,,6931bf60-acc5-46ea-ada0-efda36b7b625,825,,"[109.0, 44.0]",7457,21,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Crystal Alyssia Dunn Soubrier,5088.0,Left Center Forward,44,North Carolina Courage,766,['55d4eef0-08f9-428f-bc88-81d7d0a698ad'],13,,Head,"[107.0, 38.0]",,"[{'location': [106.0, 59.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.0, 41.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [118.0, 43.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 36.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 48.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 55.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,,Wayward,0.30304667,Normal,Open Play,,,,North Carolina Courage,766,00:21:13.427,Shot,
,,,,,,,,,,,,1.187,,,,,,,,,8c77c1bf-68ef-4d07-8310-82eef90e109b,953,,"[115.0, 47.0]",7457,25,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alanna Stephanie Kennedy,5078.0,Right Center Midfield,51,Orlando Pride,764,['a3f69738-7647-4433-b61a-c8b7a19a6225'],13,,Head,"[120.0, 45.2, 2.0]",,"[{'location': [113.0, 52.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.0, 52.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.0, 52.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 47.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 49.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [108.0, 47.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [109.0, 40.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",d4d41b6e-420a-4195-8fc1-7a226e3c00df,True,True,Off T,0.3868691,Normal,Open Play,,,,Orlando Pride,764,00:25:13.200,Shot,
,,,,,,,,,,,,1.013,,,,,,,,,ed024ae6-4dcd-49c1-9228-dec48caa068f,1175,,"[102.0, 32.0]",7457,30,,,,,,,,,,,,,,,,,,,,,1,Regular Play,McCall Zerboni,5091.0,Left Center Midfield,63,North Carolina Courage,766,"['5c43ecf6-bd3d-4386-a4b5-0a8885f7d333', 'c7996149-beb7-4728-bc79-dd4e7aee4d42']",33,,Right Foot,"[113.0, 39.0]",True,"[{'location': [112.0, 36.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.0, 40.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.0, 48.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.0, 36.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 65.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.0, 62.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 50.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 36.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 36.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 51.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 42.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 74.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,,Blocked,0.07386106,Normal,Open Play,,,,North Carolina Courage,766,00:30:33.347,Shot,
,,,,,,,,,,,,0.773,,,,,,,,,5ec88981-543a-4652-a9d4-8036ab23a915,1180,,"[113.0, 42.0]",7457,30,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jessica McDonald,5034.0,Right Center Forward,63,North Carolina Courage,766,['2e693629-493b-4665-b6ff-04f7d6952074'],36,,Right Foot,"[120.0, 43.0, 1.3]",True,"[{'location': [102.0, 32.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.0, 37.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.0, 45.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [111.0, 57.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 47.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 35.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",bc9747cf-cbff-4957-9b81-04a53b2d5c74,,,Goal,0.3879692,Volley,Open Play,,,,North Carolina Courage,766,00:30:36.067,Shot,
,,,,,,,,,,,,0.173,,,,,,,,,f2ecf4e7-e736-4104-bfac-b5afb58b44f5,1209,,"[98.0, 53.0]",7457,31,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samantha June Mewis,5087.0,Center Midfield,64,North Carolina Courage,766,"['6931633c-94a1-4fe0-9959-34674bcf711f', 'd761a09d-b57c-4f92-8efd-dcb957be7ea8']",58,,Right Foot,"[101.0, 52.0]",True,"[{'location': [110.0, 38.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 39.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [84.0, 22.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 37.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 52.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.0, 48.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 49.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 44.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 33.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 31.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 31.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 51.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,,Blocked,0.024175823,Normal,Open Play,,,,North Carolina Courage,766,00:31:58.907,Shot,
,,,,,,,,,,,,0.933,,,,,,,,,72258347-6287-4f95-a4e4-f27aa7bc6ed9,1300,,"[115.0, 40.0]",7457,34,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jessica McDonald,5034.0,Right Center Forward,66,North Carolina Courage,766,"['1c5b0685-51c2-423d-b4da-93b99df97ad7', '51463fd3-5219-467b-8579-695b25eca4d7']",0,True,Head,"[120.0, 34.4, 2.1]",,"[{'location': [114.0, 37.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [100.0, 31.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [103.0, 31.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 30.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 26.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 51.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.0, 36.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 34.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.0, 47.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.0, 21.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.0, 33.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Off T,0.42157394,Normal,Open Play,,,,North Carolina Courage,766,00:34:00.907,Shot,True
,,,,,,,,,,,,0.6,,,,,,,,,a0be1670-3c08-49fa-9a60-1b5d92d8a27b,1408,,"[112.0, 46.0]",7457,37,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christine Nairn,5070.0,Left Center Midfield,72,Orlando Pride,764,"['57e63c3f-15b4-4630-8f1b-01b2d4b037d3', '5c9572f6-9fe8-43ce-98b7-f44771452499']",28,,Right Foot,"[114.0, 42.0]",,"[{'location': [112.0, 48.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 45.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 36.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [107.0, 38.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 36.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 45.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.0, 45.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}]",409216b0-c3bc-40de-be21-8aa9344953b7,,,Blocked,0.139842,Normal,Open Play,,,,Orlando Pride,764,00:37:28.827,Shot,
,,,,,,,,,,,,0.413,,,,,,,,,7cc51227-e1b8-4f47-b313-1ba26e4fcc6c,1469,,"[112.0, 47.0]",7457,39,,,,,,,,,,,,,,,,,,,,,1,From Corner,Abby Erceg,5037.0,Left Center Back,74,North Carolina Courage,766,"['5058c05e-8b27-4512-a79c-7201836e0007', 'fec8da97-b8bf-4cef-840c-145cacbd0925']",27,True,Head,"[104.0, 62.0]",,"[{'location': [119.0, 40.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 31.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 32.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.0, 50.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.0, 57.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [110.0, 51.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.0, 48.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 47.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 42.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.0, 54.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.0, 39.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}]",8f1066c5-e098-41f2-8548-ed199224ef1d,,,Wayward,0.0664027,Normal,Open Play,,,,North Carolina Courage,766,00:39:27.707,Shot,True
,,,,,,,,,,,,0.293,,,,,,,,,b7b3c611-0788-4f2b-b6af-31bc6797132b,1482,,"[102.0, 35.0]",7457,39,,,,,,,,,,,,,,,,,,,,,1,From Corner,Denise O'Sullivan,5084.0,Right Center Midfield,74,North Carolina Courage,766,"['18bb4ce4-af5e-4b27-8bd1-1ed927cbc822', '86896080-6fdf-421e-b9a9-c09aec3cc8a6']",39,,Right Foot,"[105.0, 35.0]",,"[{'location': [118.0, 41.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 28.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 36.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 41.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 43.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 50.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 48.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [99.0, 38.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [108.0, 41.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.0, 40.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.0, 50.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",f63059d1-898a-4034-8d1c-4a9b1f5d631d,,,Blocked,0.11051556,Normal,Open Play,,,,North Carolina Courage,766,00:39:39.907,Shot,
,,,,,,,,,,,,0.733,,,,,,,,,10f6be72-f1bc-40a3-9846-f573a88a46db,1522,,"[112.0, 49.0]",7457,40,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Merritt Mathias,5083.0,Right Back,77,North Carolina Courage,766,['01ca49ae-99b0-466a-8167-c121d14908b3'],31,,Right Foot,"[120.0, 45.2, 4.4]",True,"[{'location': [115.0, 48.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 48.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 30.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 22.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 23.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 31.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.0, 32.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [112.0, 45.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [98.0, 33.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",226c3860-517d-475e-a150-9fa8a7dbed26,,,Off T,0.123978905,Half Volley,Open Play,,,,North Carolina Courage,766,00:40:31.507,Shot,
