50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.508347,,,,,,,,,,,,,,319ff6e1-da95-47ff-a5a9-4dbc628151d1,148,,"[113.9, 49.1]",3813277,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ahmed Jahouh,159771.0,Left Defensive Midfield,12,Mumbai City,7287,['6fe0e1d4-f72e-42d8-8927-14467b72fa94'],9,,Right Foot,"[120.0, 40.9, 2.1]",,"[{'location': [119.0, 42.4], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.9, 52.9], 'player': {'id': 126145, 'name': 'Raynier Fernandes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 58.1], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.8, 48.1], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.2, 42.4], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.4, 43.6], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.3, 47.3], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.5, 44.9], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 47.8], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.3, 44.3], 'player': {'id': 33419, 'name': 'Joel Joseph Chianese'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [110.7, 33.2], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.6, 41.0], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.1, 38.9], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Goal,0.3012032,Normal,Open Play,,,,Mumbai City,7287,00:05:09.709,Shot,
,,,,,,,,,,,,,,,,1.086899,,,,,,,,,,,,,,4af2cc27-3dab-4ae6-bbc3-349b84ae9426,184,,"[91.8, 59.7]",3813277,6,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Asish Rai,164485.0,Right Back,14,Hyderabad,7289,['e9ae3d68-4e29-4adf-98c9-0465c281de7a'],47,,Right Foot,"[120.0, 47.2, 0.1]",True,"[{'location': [83.9, 42.3], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [84.1, 7.6], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [93.8, 54.6], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.5, 61.8], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.7, 59.0], 'player': {'id': 159769, 'name': 'Mohamad Rakip'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.9, 49.8], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 52.2], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.1, 57.5], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 42.9], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.9, 20.5], 'player': {'id': 126145, 'name': 'Raynier Fernandes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.1, 19.4], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.7, 31.8], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.7, 38.4], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 44.9], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 49.7], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 45.7], 'player': {'id': 33419, 'name': 'Joel Joseph Chianese'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.3, 46.7], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Off T,0.0051702466,Half Volley,Open Play,,,,Hyderabad,7289,00:06:47.220,Shot,
,,,,,,,,,,,,,,,,0.521726,,,,,,,,,,,,,,bdf12e8e-ac4c-45b6-b06a-e66952e3a310,385,,"[108.1, 40.1]",3813277,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,João Victor de Albuquerque Bruno,26675.0,Left Defensive Midfield,26,Hyderabad,7289,['a32779ec-c604-492f-b431-de2fd07bee69'],56,,Right Foot,"[120.0, 36.8, 0.1]",,,,,Goal,0.7835,Normal,Penalty,,,,Hyderabad,7289,00:12:56.950,Shot,
,,,,,,,,,,,,,,,,0.368113,,,,,,,,,,,,,,14a8aaa1-73dc-4248-bb13-5c474a02a661,500,,"[117.2, 53.2]",3813277,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Asish Rai,164485.0,Right Back,32,Hyderabad,7289,['452226ee-13e5-429d-b420-75cd3a8e0a8a'],48,,Right Foot,"[119.1, 44.5, 0.1]",True,"[{'location': [100.9, 30.3], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.0, 44.9], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.8, 55.1], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.5, 46.4], 'player': {'id': 33419, 'name': 'Joel Joseph Chianese'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.1, 36.3], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.5, 47.6], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.4, 44.7], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.5, 45.7], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [120.0, 55.7], 'player': {'id': 159769, 'name': 'Mohamad Rakip'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.5, 57.1], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.0, 44.0], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4df3243f-9285-43fe-9296-f7212d570f42,,Saved,0.013285978,Normal,Open Play,,,,Hyderabad,7289,00:16:48.346,Shot,
,,,,,,,,,,,,,,,,0.939669,,,,,,,,,,,,,,e8b73014-7f9e-417f-8bdc-77925f6a0c38,542,,"[111.2, 27.6]",3813277,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rahul Bheke,124747.0,Left Center Back,37,Mumbai City,7287,"['2448101b-866e-46ed-aea7-6367e7504325', '6c90b1cd-7280-4f41-9f81-2ffa581672ee']",4,True,Head,"[120.0, 38.8, 5.9]",,"[{'location': [112.1, 27.1], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 31.3], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 42.1], 'player': {'id': 126145, 'name': 'Raynier Fernandes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.3, 37.5], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.2, 41.2], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [109.6, 38.5], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.3, 36.3], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 48.9], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.0, 32.2], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.6, 41.5], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.1, 39.8], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 46.1], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.6, 42.4], 'player': {'id': 159769, 'name': 'Mohamad Rakip'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.2, 30.9], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",8f12b47e-2541-4f13-8599-a2c74acc2848,,Off T,0.025964413,Normal,Open Play,,,,Mumbai City,7287,00:19:04.729,Shot,True
,,,,,,,,,,,,,,,,0.104958,,,,,,,,,,,,,,c83bd55d-7411-43ff-be44-3af48aed0db1,655,,"[90.3, 30.7]",3813277,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cássio Gabriel Vilela Ferreira,159765.0,Center Attacking Midfield,42,Mumbai City,7287,"['30107bd2-9af6-4660-9e1f-a29231a9c901', '32f21cb9-69b1-4150-81f7-41fef05f6458']",23,,Right Foot,"[92.3, 31.1]",,"[{'location': [119.1, 39.9], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.7, 46.3], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 42.3], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.4, 60.7], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.1, 45.0], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.8, 44.8], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [83.8, 33.8], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [89.5, 17.4], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.1, 18.3], 'player': {'id': 126145, 'name': 'Raynier Fernandes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 14.8], 'player': {'id': 159769, 'name': 'Mohamad Rakip'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [92.5, 31.2], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.9, 29.9], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [89.7, 37.3], 'player': {'id': 33419, 'name': 'Joel Joseph Chianese'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [98.4, 17.5], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.9, 35.8], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 23.7], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.2, 34.2], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",a8b0692a-ffc1-4a7a-8648-cbbc2f29ed47,,Blocked,0.019662984,Normal,Open Play,,,,Mumbai City,7287,00:22:23.057,Shot,
,,,,,,,,,,,,,,,,0.306347,,,,,,,,,,,,,,bdd3628a-ea7b-4640-9cb6-356f8c384bcd,746,,"[114.5, 42.1]",3813277,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Rahul Bheke,124747.0,Left Center Back,49,Mumbai City,7287,['2b6a45dc-505e-4fdb-973a-828a2f371bf3'],47,,Right Foot,"[120.0, 40.1, 6.1]",True,"[{'location': [118.7, 77.5], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.2, 76.0], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [119.3, 41.6], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 60.5], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.6, 50.5], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.6, 45.6], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 38.5], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.4, 36.3], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 46.6], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.5, 38.5], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.5, 37.2], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [112.6, 35.0], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.7, 37.8], 'player': {'id': 159769, 'name': 'Mohamad Rakip'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.5, 46.0], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.8, 39.5], 'player': {'id': 126145, 'name': 'Raynier Fernandes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.1, 37.1], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.8, 46.3], 'player': {'id': 33419, 'name': 'Joel Joseph Chianese'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",11319e01-820e-4912-ad2a-8569a843dbe7,,Off T,0.28929216,Half Volley,Open Play,,,,Mumbai City,7287,00:26:47.765,Shot,
,,,,,,,,,,,,,,,,0.543347,,,,,,,,,,,,,,69180058-8933-4a3c-914e-81d5a5d8f52e,761,,"[106.2, 50.3]",3813277,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raynier Fernandes,126145.0,Right Wing,51,Mumbai City,7287,['f4656a7e-baf1-4bf1-8372-59a7718341ef'],39,,Right Foot,"[120.0, 40.7, 0.2]",True,"[{'location': [119.1, 41.5], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 48.0], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.4, 43.2], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.0, 39.6], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 39.4], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.1, 42.3], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 46.7], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.7, 35.2], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.2, 37.9], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 35.7], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",6bc10b91-be88-407f-b609-e7f0b701951a,,Saved,0.10041457,Half Volley,Open Play,,,,Mumbai City,7287,00:27:39.784,Shot,
,,,,,,,,,,,,,,,,1.598936,,,,,,,,,,,,,,ff33f78e-3631-4e2d-aeab-78a18d957aee,1065,,"[94.4, 24.2]",3813277,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bipin Singh Thounajam,124902.0,Left Wing,69,Mumbai City,7287,['0cec665f-279c-4554-b64a-6e2f17eb2e71'],6,,Right Foot,"[120.0, 53.0, 2.0]",,"[{'location': [118.7, 40.9], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.4, 7.0], 'player': {'id': 159769, 'name': 'Mohamad Rakip'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.0, 29.6], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.5, 2.1], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 28.8], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.2, 23.1], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.5, 27.3], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.3, 7.5], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [88.0, 37.6], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [84.0, 3.4], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.9, 43.2], 'player': {'id': 126145, 'name': 'Raynier Fernandes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.1, 43.1], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",9dae616d-9bc1-417e-9b66-51c4febdc244,,Off T,0.021457432,Normal,Open Play,,,,Mumbai City,7287,00:39:06.782,Shot,
,,,,,,,,,,,,,,,,0.476283,,,,,,,,,,,,,,c27c8810-c975-4e1a-a6d3-7e7212c75c36,1093,,"[110.9, 43.1]",3813277,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,João Victor de Albuquerque Bruno,26675.0,Left Defensive Midfield,72,Hyderabad,7289,"['42a3b684-cba5-4864-9aa4-35c52507d213', '8941b9a8-595d-45d8-a783-2ea55eb187b7']",42,True,Head,"[115.6, 42.7]",,"[{'location': [118.7, 40.9], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 43.9], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 47.8], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 39.9], 'player': {'id': 126145, 'name': 'Raynier Fernandes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.9, 40.9], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 42.6], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 34.6], 'player': {'id': 159769, 'name': 'Mohamad Rakip'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 35.4], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.5, 32.9], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.8, 31.6], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.3, 35.7], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.2, 48.0], 'player': {'id': 33419, 'name': 'Joel Joseph Chianese'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.4, 40.6], 'player': {'id': 166022, 'name': 'Aniket Anil Jadhav'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.1, 45.0], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",24c03b1f-2123-4447-81bd-ae6d6972fcca,,Wayward,0.07010088,Normal,Open Play,,,,Hyderabad,7289,00:40:42.358,Shot,True
