50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.902729,,,,,,,,,,,,,,d22d2669-9346-4aab-8e65-2f397e135b80,95,,,"[100.9, 46.4]",3901161,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronny Rodelin,2955.0,Right Wing,5,Caen,140,"['1420f777-001a-4253-8614-4633c8e937fc', '73456d72-788a-44ba-a35f-39558bb32733']",3,,Right Foot,"[120.0, 38.1, 4.1]",True,"[{'location': [87.8, 51.6], 'player': {'id': 3220, 'name': 'Franck Tabanou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.7, 37.7], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [87.6, 29.1], 'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.2, 41.8], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 34.4], 'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 45.2], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.2, 28.3], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.4, 20.7], 'player': {'id': 106683, 'name': 'Saïdi Ntibazonkiza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.2, 30.0], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",f74e48df-8574-40cf-b54a-34cc80eca3f8,,Off T,0.09333358,Half Volley,Open Play,,,,Caen,140,00:02:03.620,Shot,True
,,,,,,,,,,,,,,,,,,0.975244,,,,,,,,,,,,,,0a306714-f91e-482b-9b64-d92de9cea1f0,486,,,"[103.6, 37.9]",3901161,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nolan Roux,3179.0,Left Wing,31,Saint-Étienne,135,['cd76d1b8-bf4c-479a-9499-e9b493e53790'],31,,Right Foot,"[120.0, 35.2, 0.4]",,"[{'location': [101.3, 56.1], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.2, 50.2], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 38.7], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 39.4], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.8, 36.0], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.3, 40.4], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.5, 59.0], 'player': {'id': 106683, 'name': 'Saïdi Ntibazonkiza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 40.2], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.0, 39.6], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.6, 38.2], 'player': {'id': 4265, 'name': 'Oussama Tannane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.1, 52.5], 'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.2, 35.6], 'player': {'id': 3423, 'name': 'Alexander Toft Søderlund'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 35.7], 'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [85.1, 59.3], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",5d383d0c-308d-4ea7-a72e-a7dca8ed7973,,Off T,0.084291875,Normal,Open Play,,,,Saint-Étienne,135,00:13:31.110,Shot,
,,,,,,,,,,,,,,,,,,0.410868,,,,,,,,,,,,,,14faa43f-d55a-4151-a37d-012545b3f0b0,532,,,"[100.1, 45.9]",3901161,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,37,Caen,140,['32425c93-2804-461e-b045-75a040b2d272'],6,,Right Foot,"[113.0, 42.4, 0.2]",,"[{'location': [96.8, 51.5], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.7, 47.2], 'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.1, 44.3], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 44.7], 'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [80.5, 19.2], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.5, 41.6], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.1, 58.8], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [84.6, 28.4], 'player': {'id': 106683, 'name': 'Saïdi Ntibazonkiza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",f6ed5184-e6ba-4c9c-acc2-6b0d683ea6b6,,Saved,0.1494466,Normal,Open Play,,,,Caen,140,00:15:06.870,Shot,
,,,,,,,,,,,,,,,,,,0.284935,,,,,,,,,,,,,,82df33d9-5dfe-4b17-a37f-2f49a8336511,701,,,"[86.7, 31.4]",3901161,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabien Lemoine,7200.0,Right Center Midfield,49,Saint-Étienne,135,"['6b297e36-f480-48c0-af4f-6fa0a0a3ad17', '88fa72b0-eb29-42a3-9646-d27efc6c715f']",1,,Right Foot,"[92.8, 32.5]",True,"[{'location': [91.9, 4.7], 'player': {'id': 3220, 'name': 'Franck Tabanou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.1, 44.9], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.1, 37.8], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 25.4], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 15.6], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [93.1, 32.3], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [91.5, 27.8], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [83.2, 45.8], 'player': {'id': 106683, 'name': 'Saïdi Ntibazonkiza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [88.4, 28.5], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.1, 38.4], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.7, 41.1], 'player': {'id': 4265, 'name': 'Oussama Tannane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.4, 29.6], 'player': {'id': 3423, 'name': 'Alexander Toft Søderlund'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.7, 22.2], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.4, 16.0], 'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",320126bd-7744-40ab-aea1-53a8e83432c5,,Blocked,0.015426667,Normal,Open Play,,,,Saint-Étienne,135,00:19:01.406,Shot,
,,,,,,,,,,,,,,,,,,0.454241,,,,,,,,,,,,,,1577cfcf-ea00-4172-8ea6-da7e32eb5c43,856,,,"[114.5, 53.9]",3901161,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dennis Appiah,22111.0,Right Wing Back,63,Caen,140,"['95787500-1fe1-44be-91cf-2b503b98b00a', 'b7c32ca9-3c2f-406a-a30f-7ac3635d5861']",43,,Right Foot,"[120.0, 39.3, 5.3]",True,"[{'location': [118.7, 43.2], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.6, 32.0], 'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.2, 54.1], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.1, 42.6], 'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.2, 50.0], 'player': {'id': 3220, 'name': 'Franck Tabanou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.3, 36.2], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 40.5], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 24.9], 'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 29.0], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.1, 43.5], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.0, 33.2], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.8, 28.6], 'player': {'id': 106683, 'name': 'Saïdi Ntibazonkiza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",6eb4c7dd-ac0c-48a2-abc9-fe6bcd23ca6a,,Off T,0.019826408,Volley,Open Play,,,,Caen,140,00:22:43.525,Shot,True
,,,,,,,,,,,,,,,,,,1.436187,,,,,,,,,,,,,,730e8cc4-061e-4be5-b26e-740900671e72,897,,,"[89.2, 30.1]",3901161,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Vincent Pajot,3414.0,Left Center Midfield,64,Saint-Étienne,135,['b3b78d2f-02ba-439e-802e-6fa749c85956'],45,,Right Foot,"[120.0, 34.9, 0.2]",True,"[{'location': [91.0, 18.3], 'player': {'id': 3423, 'name': 'Alexander Toft Søderlund'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.9, 44.5], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.8, 36.2], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.3, 21.0], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.1, 29.1], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [90.6, 26.2], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [82.5, 34.4], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.4, 39.0], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.7, 41.0], 'player': {'id': 4265, 'name': 'Oussama Tannane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.4, 6.8], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",5ad78b53-9d18-4b2c-acc2-6b7325542b7a,,Off T,0.031534158,Normal,Open Play,,,,Saint-Étienne,135,00:23:45.137,Shot,
,,,,,,,,,,,,,,,,,,0.937818,,,,,,,,,,,,,,3c7f8379-bedf-49c1-864d-f4d6ab114609,937,,,"[102.5, 48.2]",3901161,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Saïdi Ntibazonkiza,106683.0,Left Wing,66,Caen,140,"['544b2a36-40b4-4636-88d7-ace848a4a802', 'dfb2cc38-fcb0-4427-b2b0-faf98fd578fd']",47,,Right Foot,"[120.0, 34.0, 0.2]",,"[{'location': [89.4, 38.6], 'player': {'id': 4265, 'name': 'Oussama Tannane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.3, 64.0], 'player': {'id': 3220, 'name': 'Franck Tabanou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.5, 52.4], 'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.7, 51.7], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 48.3], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.7, 43.2], 'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 36.6], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.1, 41.3], 'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 60.5], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [101.9, 54.5], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.4, 37.5], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",56cfd32c-f981-47f9-aaf2-1cee19269d23,,Off T,0.0851961,Normal,Open Play,,,,Caen,140,00:24:47.329,Shot,True
,,,,,,,,,,,,,,,,,,0.289473,,,,,,,,,,,,,,4b40b9db-485c-49ba-a228-1b76119bcdc6,1005,,,"[116.2, 53.7]",3901161,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fabien Lemoine,7200.0,Right Center Midfield,67,Saint-Étienne,135,['1f24190a-061e-4202-9afa-c8ae59ddf298'],34,,Right Foot,"[118.8, 44.8, 1.0]",,"[{'location': [114.7, 45.5], 'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.2, 43.5], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.6, 62.6], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.9, 40.0], 'player': {'id': 3423, 'name': 'Alexander Toft Søderlund'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.3, 34.8], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.1, 48.9], 'player': {'id': 4265, 'name': 'Oussama Tannane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.9, 55.2], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [115.1, 51.7], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.6, 44.5], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.5, 50.0], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.2, 37.6], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.0, 30.9], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 44.5], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.014117628,Normal,Open Play,,,,Saint-Étienne,135,00:26:34.447,Shot,
,,,,,,,,,,,,,,,,,,0.490206,,,,,,,,,,,,,,063b2a10-3fc6-4695-bbbd-fe893db5780e,1013,,,"[109.0, 38.1]",3901161,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Moustapha Bayal Sall,401468.0,Right Center Back,68,Saint-Étienne,135,"['637a9fd2-13bb-406e-ad13-28d5f96ef72a', 'ac83d958-4f51-469d-bf12-5cf3c736f9ee']",0,,Right Foot,"[120.0, 38.5, 3.9]",,"[{'location': [115.0, 38.3], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [114.0, 49.6], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [119.2, 42.8], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.4, 42.8], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.3, 45.9], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 37.5], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.9, 46.1], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.9, 35.5], 'player': {'id': 106683, 'name': 'Saïdi Ntibazonkiza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [86.1, 54.4], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.8, 42.6], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.8, 38.8], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.5, 29.4], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.4, 35.8], 'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.3, 52.1], 'player': {'id': 3423, 'name': 'Alexander Toft Søderlund'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.6, 45.5], 'player': {'id': 4802, 'name': 'Florentin Pogba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [84.6, 54.8], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [92.7, 44.6], 'player': {'id': 7200, 'name': 'Fabien Lemoine'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Off T,0.08652463,Half Volley,Open Play,,,,Saint-Étienne,135,00:27:00.350,Shot,True
,,,,,,,,,,,,,,,,,,0.759869,,,,,,,,,,,,,,8c909978-51cf-41ee-98b5-0acdf2250132,1057,,,"[107.0, 55.6]",3901161,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Oussama Tannane,4265.0,Right Wing,70,Saint-Étienne,135,"['ab4964a4-2a89-4c69-abf0-6fdb12ab78b2', 'd3d6939a-778c-43d0-a873-47230320186c']",10,,Left Foot,"[117.2, 41.4, 0.9]",True,"[{'location': [117.7, 42.7], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 61.2], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.9, 66.0], 'player': {'id': 106683, 'name': 'Saïdi Ntibazonkiza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.2, 54.5], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 55.3], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.8, 49.6], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.9, 39.8], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.3, 50.8], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.6, 28.5], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.1, 68.7], 'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.9, 59.4], 'player': {'id': 3423, 'name': 'Alexander Toft Søderlund'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.8, 37.1], 'player': {'id': 3179, 'name': 'Nolan Roux'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.0, 43.9], 'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.6, 36.8], 'player': {'id': 3220, 'name': 'Franck Tabanou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [83.7, 55.0], 'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",69f462a1-a280-4063-8dd0-b795bd245ad5,,Saved,0.046675485,Normal,Open Play,,,,Saint-Étienne,135,00:28:10.829,Shot,True
