bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.687231,,,,,,,,,,,a8db5e83-2bff-4706-85cc-7c21a6a96005,2142,,"[114.0, 52.0]",19762,57,,,,,,,,,,,,,,,,,,,,2,From Throw In,Brooke Chaplen,15723.0,Left Wing,144,Reading WFC,974,['1c89b4ae-cf88-464b-92ce-77926833ebae'],56,,Right Foot,"[120.0, 36.2, 2.4]",,"[{'location': [110.0, 52.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 48.0], 'player': {'id': 16377, 'name': 'Sophie Perry-Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 53.0], 'player': {'id': 16379, 'name': 'Jodie Brett'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 50.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.0, 46.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 34.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 40.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.0, 34.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [82.0, 21.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [92.0, 29.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.0, 38.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",9804ce32-6e86-4057-8062-2c316656b370,Goal,0.12347042,Normal,Open Play,,,,Reading WFC,974,00:12:56.329,Shot,
,,,,,,,,,,,,0.491789,,,,,,,,,,,561b923c-8d18-4b7d-a9b9-2253df7ae8e6,2217,,"[115.0, 46.0]",19762,60,,,,,,,,,,,,,,,,,,,,2,From Throw In,Aileen Whelan,16374.0,Left Midfield,149,Brighton & Hove Albion WFC,965,"['98e8d340-6cac-44cc-8379-7c3884841df8', 'c663535d-3120-4385-96d1-c4e367e134d0']",43,True,Head,"[119.0, 43.4, 2.2]",,"[{'location': [115.0, 45.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.0, 67.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 16379, 'name': 'Jodie Brett'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.0, 56.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.0, 68.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 58.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 48.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",43071000-4845-4b69-9f5a-4142ce873644,Goal,0.1847565,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:15:43.449,Shot,True
,,,,,,,,,,,,3.334962,,,,,,,,,,,a18e58ad-dbe6-418d-9d1a-678ab791d4e7,2310,,"[97.0, 29.0]",19762,64,,,,,,,,,,,,,,,,,,,,2,From Throw In,Fara Williams,10251.0,Left Center Midfield,154,Reading WFC,974,"['33164d6d-b1a1-43a9-a1da-74c31fa49f30', 'fa868734-0760-4a68-920a-21d29d31adcb']",5,,Right Foot,"[120.0, 40.7, 2.0]",,"[{'location': [102.0, 42.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.0, 34.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.0, 40.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.0, 43.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 43.0], 'player': {'id': 16377, 'name': 'Sophie Perry-Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 41.0], 'player': {'id': 16379, 'name': 'Jodie Brett'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.0, 36.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [100.0, 29.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.0, 42.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 17.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [80.0, 9.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.0, 29.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",78813954-da9a-4d04-a4dd-e08a657086b1,Goal,0.036251947,Normal,Open Play,,,,Reading WFC,974,00:19:05.459,Shot,True
,,,,,,,,,,,,0.162832,,,,,,,,,,,e56c888d-bbfd-4d47-be0e-ca439f41197f,2739,,"[114.0, 39.0]",19762,76,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fara Williams,10251.0,Left Center Midfield,179,Reading WFC,974,"['098511a3-fdd3-42dd-bfae-5ac758b2ed34', 'b6bdf244-caca-4fa8-8367-c3c07a05074e']",38,,Right Foot,"[114.0, 38.0]",True,"[{'location': [114.0, 38.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [115.0, 40.0], 'player': {'id': 16377, 'name': 'Sophie Perry-Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [120.0, 40.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 15.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 27.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 29.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 13.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",02c0fb50-99cc-4766-86ea-aa812b89f6b8,Blocked,0.23931953,Half Volley,Open Play,,,,Reading WFC,974,00:31:38.690,Shot,
,,,,,,,,,,,,0.1388,,,,,,,,,,,0cfc3cae-e8b1-455d-ab20-25ab0d0506f3,2811,,"[105.0, 29.0]",19762,79,,,,,,,,,,,,,,,,,,,,2,From Throw In,Brooke Chaplen,15723.0,Left Wing,183,Reading WFC,974,"['9027db56-3f57-41f1-b132-730b5d9f4c06', 'd2518331-d04d-487d-ba8f-e691b2979494']",5,,Right Foot,"[107.0, 30.0]",,"[{'location': [107.0, 40.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.0, 22.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.0, 30.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.0, 33.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 22.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.0, 30.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [115.0, 22.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 16377, 'name': 'Sophie Perry-Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 31.0], 'player': {'id': 16379, 'name': 'Jodie Brett'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 29.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 12.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.0, 29.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [94.0, 27.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",60c73a50-1d1d-4759-90c4-ae714f63768d,Blocked,0.07156596,Normal,Open Play,,,,Reading WFC,974,00:34:05.126,Shot,
,,,,,,,,,,,,1.396101,,,,,,,,,,,aa46fd4c-c9e6-40d8-801c-fa670e184953,2861,,"[88.0, 40.0]",19762,80,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Gemma Suzanne Davison,15721.0,Center Forward,185,Reading WFC,974,['a36b6024-1894-4227-840c-7bff10dfe970'],23,,Right Foot,"[120.0, 42.6, 0.3]",,"[{'location': [74.0, 20.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [84.0, 43.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 38.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.0, 24.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.0, 42.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 34.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 45.0], 'player': {'id': 16377, 'name': 'Sophie Perry-Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 38.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.0, 32.0], 'player': {'id': 16379, 'name': 'Jodie Brett'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [86.0, 38.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.0, 26.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.0, 26.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.0, 31.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}]",,Goal,0.026772555,Normal,Open Play,,,,Reading WFC,974,00:35:23.103,Shot,
,,,,,,,,,,,,0.583384,,,,,,,,,,,6adf5be6-6f31-49ec-8866-f86548bc2f6e,2890,,"[112.0, 34.0]",19762,82,,,,,,,,,,,,,,,,,,,,2,From Corner,Aileen Whelan,16374.0,Left Midfield,188,Brighton & Hove Albion WFC,965,['f7246a2b-9007-4962-8d26-2a2f1cd43a4c'],8,,Right Foot,"[118.0, 37.2, 1.2]",,"[{'location': [118.0, 37.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.0, 36.0], 'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 39.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.0, 47.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.0, 33.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 41.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 56.0], 'player': {'id': 16379, 'name': 'Jodie Brett'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.0, 54.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",de15092f-8200-4417-b560-274372e3321f,Saved,0.095085874,Volley,Open Play,,,,Brighton & Hove Albion WFC,965,00:37:08.591,Shot,
,,,,,,,,,,,,0.5583,,,,,,,,,,,709d4805-e596-4393-933a-3f3eabc5cf6d,3187,,"[106.0, 52.0]",19762,90,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jade Moore,10190.0,Right Wing,207,Reading WFC,974,"['2856570a-62c9-4549-acfd-c62c6ce3a13a', '5f451541-0c20-49d4-a017-67837048aa9d', 'c8ca52ce-1246-435d-98ec-bed581f08bab']",24,,Right Foot,"[114.0, 40.0]",,"[{'location': [98.0, 37.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.0, 42.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 48.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 21.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 36.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.0, 38.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 44.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 51.0], 'player': {'id': 16377, 'name': 'Sophie Perry-Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 45.0], 'player': {'id': 16379, 'name': 'Jodie Brett'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 38.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 34.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [90.0, 38.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",0af82bae-efde-4cf9-b27c-9276e97f65d1,Blocked,0.0523968,Normal,Open Play,,,,Reading WFC,974,00:45:24.164,Shot,True
,,,,,,,,,,,,1.348751,,,,,,,,,,,9a6d5d25-46f5-4aa8-81bf-2cc3745ec7e2,3219,,"[95.0, 54.0]",19762,91,,,,,,,,,,,,,,,,,,,,2,From Corner,Brooke Chaplen,15723.0,Left Wing,208,Reading WFC,974,['b0043216-34ae-4de7-b8dd-3c874aaab602'],21,,Left Foot,"[120.0, 35.2, 3.8]",,"[{'location': [119.0, 43.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 28.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.0, 39.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 16377, 'name': 'Sophie Perry-Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 36.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.0, 47.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 61.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 54.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 47.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 42.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,Off T,0.021489324,Normal,Open Play,,,,Reading WFC,974,00:46:21.928,Shot,
,,,,,,,,,,,,1.666379,,,,,,,,,,,df80f3ef-9e9d-4952-b91d-a8225409cb18,3289,,"[101.0, 58.0]",19762,92,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fara Williams,10251.0,Left Center Midfield,212,Reading WFC,974,['50681b26-a723-4c8d-b95d-ac74a1050717'],39,,Right Foot,"[120.0, 45.6, 3.8]",,"[{'location': [102.0, 25.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.0, 26.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.0, 43.0], 'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 68.0], 'player': {'id': 16377, 'name': 'Sophie Perry-Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 35.0], 'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 29.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.0, 33.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 37.0], 'player': {'id': 16379, 'name': 'Jodie Brett'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 49.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 47.0], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 56.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 47.0], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.0, 49.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.0, 56.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}]",22f61e51-cfa4-4814-8ae3-6d07045c15f9,Off T,0.019379485,Normal,Open Play,,,,Reading WFC,974,00:47:39.203,Shot,
