ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.2936,,,,,,,,,,,,031964da-732a-46cb-ba8c-6ff66a7e61e7,1380,,,"[85.0, 38.0]",19795,40,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fara Williams,10251.0,Left Defensive Midfield,89,West Ham United LFC,972,"['0c0c6fe7-2209-410e-8d29-b115acf4f648', 'bdb52f6e-e594-46a5-88eb-907807e10b49']",46,,Left Foot,"[95.0, 39.0]",,"[{'location': [79.0, 40.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.0, 24.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.0, 39.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 31.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 39.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 36.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.0, 42.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [85.0, 40.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 54.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Blocked,0.015823113,Normal,Open Play,,,,Reading WFC,974,00:40:46.259,Shot,
,,,,,,,,,,2.019694,,,,,,,,,,,,ce6984c5-1dff-4b8c-81f1-a12005dac60f,1516,,,"[99.0, 53.0]",19795,45,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jade Moore,10190.0,Right Wing,102,Reading WFC,974,['e5073076-23d8-4015-8252-341fb16897ea'],26,,Right Foot,"[120.0, 42.6, 0.2]",,"[{'location': [102.0, 52.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 47.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.0, 38.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 42.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.0, 54.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.0, 43.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 33.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.0, 43.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 45.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 49.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Saved,0.028630462,Normal,Open Play,,,,Reading WFC,974,00:00:26.209,Shot,
,,,,,,,,,,0.976551,,,,,,,,,,,,b18747bb-e761-4dba-b39d-6b9b703b2714,1695,,,"[110.0, 43.0]",19795,51,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lucienne Reichardt,18148.0,Center Defensive Midfield,118,West Ham United LFC,972,['e59db4ba-3dcd-4a6c-b59e-baaad2c6e684'],0,,Head,"[119.0, 46.5, 1.3]",,"[{'location': [95.0, 48.0], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.0, 36.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 43.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.0, 47.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 32.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 41.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 48.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 30.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.0, 38.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 40.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 45.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.0, 47.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",bc99db42-2e27-47d3-a049-36b513ee3fd4,,Off T,0.060566902,Normal,Open Play,,,,West Ham United LFC,972,00:06:00.703,Shot,
,,,,,,,,,,0.824676,,,,,,,,,,,,5d0a2b9d-e0eb-4f55-9a67-e2f521e23778,1721,,,"[109.0, 49.0]",19795,53,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alisha Lehmann,18153.0,Right Wing,120,West Ham United LFC,972,['3323ca21-fd15-4375-883f-5bacbee438f0'],1,,Right Foot,"[119.0, 41.7, 2.1]",,"[{'location': [118.0, 42.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 41.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",e3e20e77-fadf-476b-996f-c65122c62693,,Goal,0.21944582,Normal,Open Play,,,,West Ham United LFC,972,00:08:01.785,Shot,
,,,,,,,,,,1.352311,,,,,,,,,,,,5e5cba46-c766-4c3f-bac9-004a8b3b5a06,1871,,,"[88.0, 57.0]",19795,58,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,So-Hyun Cho,22798.0,Right Center Midfield,132,West Ham United LFC,972,['281f590a-649a-4600-ae36-bcc492c19f15'],57,,Right Foot,"[119.0, 47.1, 1.6]",,"[{'location': [84.0, 39.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [80.0, 52.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.0, 45.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 46.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 49.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 36.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 36.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.0, 26.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [91.0, 43.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.0, 48.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",e0c476fc-0679-4f55-8f31-22ad60ab8210,,Off T,0.008947882,Normal,Open Play,,,,West Ham United LFC,972,00:13:57.528,Shot,
,,,,,,,,,,1.484323,,,,,,,,,,,,ed9aef98-45fc-468f-b6ae-3bcef3932f7c,2081,,,"[90.0, 55.0]",19795,63,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jade Moore,10190.0,Right Wing,144,Reading WFC,974,['5bbe1381-38e2-455b-9136-4ee566551368'],44,,Right Foot,"[120.0, 47.7, 5.8]",,"[{'location': [85.0, 54.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [81.0, 40.0], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [120.0, 42.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 28.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.0, 46.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 52.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 48.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 40.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 32.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.0, 42.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [96.0, 43.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.0, 47.0], 'player': {'id': 13834, 'name': 'Rakel Hönnudóttir'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",0278a33a-32f9-40c2-aa18-c985ff738c98,,Off T,0.0072822073,Normal,Open Play,,,,Reading WFC,974,00:18:44.606,Shot,
,,,,,,,,,,0.651,,,,,,,,,,,,f894fea2-e84c-4b21-a7c6-a923d3992f41,2106,,,"[109.0, 41.0]",19795,65,,,,,,,,,,,,,,,,,,,,,,2,Other,Fara Williams,10251.0,Left Defensive Midfield,147,Reading WFC,974,['6f546e54-4eab-4703-85a4-cd7afa47e5ea'],15,,Right Foot,"[120.0, 43.6, 0.3]",,,,,Goal,0.7835,Normal,Penalty,,,,Reading WFC,974,00:20:15.005,Shot,
,,,,,,,,,,0.1139,,,,,,,,,,,,a57daf64-da91-47c5-a893-c1b4d14bc345,2271,,,"[114.0, 41.0]",19795,70,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lauren Bruton,15726.0,Right Center Forward,156,Reading WFC,974,"['01e61c90-68a2-422d-b39b-82f80a3197f1', '143abb87-c785-415f-b0a7-3e5ef7bb1670']",4,,Right Foot,"[116.0, 41.0]",True,"[{'location': [116.0, 45.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.0, 38.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 33.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 40.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 41.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 37.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 34.0], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 22.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.0, 30.0], 'player': {'id': 13834, 'name': 'Rakel Hönnudóttir'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.0, 40.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",aed46536-6cb7-42b1-8602-1dd744908cef,,Blocked,0.28820997,Normal,Open Play,,,,Reading WFC,974,00:25:04.360,Shot,
,,,,,,,,,,1.484539,,,,,,,,,,,,4ca8f607-7775-453c-bf54-569e3bd7becc,2483,,,"[96.0, 29.0]",19795,76,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jane Ross,4653.0,Center Forward,168,West Ham United LFC,972,['b068ef55-0b10-4b3e-8467-85b65602f8ed'],28,,Right Foot,"[119.0, 48.5, 4.4]",,"[{'location': [98.0, 59.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 46.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 32.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.0, 33.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [81.0, 37.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [87.0, 55.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [83.0, 58.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [85.0, 34.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 44.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 56.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.0, 46.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",5308eba1-8729-4a51-8ac6-8b9cd577b8c2,,Off T,0.031930324,Normal,Open Play,,,,West Ham United LFC,972,00:31:28.066,Shot,
,,,,,,,,,,1.276512,,,,,,,,,,,,abe9ce83-985b-4ecd-a88d-580b47175718,2651,,,"[96.0, 30.0]",19795,82,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alisha Lehmann,18153.0,Right Wing,183,West Ham United LFC,972,['0ba8ab1e-7a6c-43d5-aa12-23da0c49a18e'],27,,Right Foot,"[119.0, 37.4, 4.1]",,"[{'location': [105.0, 28.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 29.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 30.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 31.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 33.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 42.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.0, 48.0], 'player': {'id': 13834, 'name': 'Rakel Hönnudóttir'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 34.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.0, 50.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.0, 45.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.0, 48.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,,Off T,0.07258584,Normal,Free Kick,,,,West Ham United LFC,972,00:37:27.694,Shot,
,,,,,,,,,,0.645664,,,,,,,,,,,,1bf61590-6810-459e-8593-e6218ee7feda,2689,,,"[113.0, 37.0]",19795,83,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Brooke Hendrix,18159.0,Left Center Back,187,West Ham United LFC,972,"['2878998f-6e7b-426d-b4c2-770e290fb66f', '4850e805-bc45-47e9-8e21-08080dbd1d53']",57,True,Head,"[119.0, 34.6, 0.8]",,"[{'location': [114.0, 35.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 35.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 42.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 41.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 47.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 39.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.0, 43.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.0, 47.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",9b8c0e7b-66ac-4301-afda-e899bc7c5fdd,,Off T,0.08917626,Normal,Open Play,,,,West Ham United LFC,972,00:38:57.722,Shot,True
,,,,,,,,,,1.051483,,,,,,,,,,,,b4e6454e-5de5-41db-bfb6-198aca9caa44,2896,,,"[94.0, 39.0]",19795,89,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Fara Williams,10251.0,Right Wing,205,Reading WFC,974,['9b4b1b0d-9d44-428a-bedd-55affe998e08'],54,,Right Foot,"[119.0, 39.7, 1.3]",,"[{'location': [107.0, 35.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 30.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 22027, 'name': 'Anne Moorhouse'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 13834, 'name': 'Rakel Hönnudóttir'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 39.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 39.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 30.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.0, 26.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.0, 28.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.0, 37.0], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [90.0, 35.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [83.0, 37.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [79.0, 38.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Saved,0.03597501,Normal,Open Play,,,,Reading WFC,974,00:44:54.185,Shot,
