bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.56,,,,,,,,,,,9b82eaa3-2048-4157-aa9a-eabeb4fa0ebe,42,,,"[115.0, 25.0]",7298,0,,,,,,,,,,,,,,,,,,,1,From Counter,Francesca Kirby,4641.0,Right Center Forward,4,Chelsea FCW,971,"['a1c408ce-f949-4dfd-801f-08ed281da0cc', 'e3be7ccf-7637-4c6b-b87d-12e7841d84de']",47,Right Foot,"[117.0, 34.0]",,"[{'location': [97.0, 48.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.0, 38.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 28.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 50.0], 'player': {'id': 4635, 'name': 'Julia Spetsmark'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [120.0, 26.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.0, 31.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 32.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [115.0, 36.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",00821d9b-c6c8-4c05-9b81-3cb1bba0e845,,Blocked,0.018856188,Normal,Open Play,,,,Chelsea FCW,971,00:00:47.620,Shot,
,,,,,,,,,,,,0.4,,,,,,,,,,,25dace9c-6bf8-4ada-8a4f-bad0485141c9,237,,,"[109.0, 51.0]",7298,5,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesca Kirby,4641.0,Right Center Forward,15,Chelsea FCW,971,"['7d64a307-d6e2-46e7-97cd-211198e0537e', '8bc7ee19-5c36-49ef-b872-10d8225e43c2']",12,Left Foot,"[112.0, 44.0]",,"[{'location': [106.0, 42.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 57.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.0, 44.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.0, 38.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.0, 44.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [114.0, 39.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 30.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 50.0], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 53.0], 'player': {'id': 4635, 'name': 'Julia Spetsmark'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.0, 53.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",b6dc7e4b-76f8-4f2a-a98d-5bb2bb8fe860,,Blocked,0.041846413,Normal,Open Play,,,,Chelsea FCW,971,00:05:12.780,Shot,
,,,,,,,,,,,,0.48,,,,,,,,,,,5e58cab7-75c2-47f8-903c-2874de6ed5b0,243,,,"[99.0, 52.0]",7298,5,,,,,,,,,,,,,,,,,,,1,From Corner,So-Yun Ji,4647.0,Center Midfield,16,Chelsea FCW,971,"['6be0bd8f-2f87-4064-a787-1ef1d3431a4a', 'ff8b35e7-9195-4fdc-8eb1-403f6d9f9052']",41,Right Foot,"[108.0, 51.0]",True,"[{'location': [111.0, 44.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 35.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 44.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [96.0, 38.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.0, 42.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.0, 38.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.0, 40.0], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [103.0, 52.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.0, 34.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.0, 37.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 52.0], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 45.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [108.0, 48.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Blocked,0.026682008,Half Volley,Open Play,,,,Chelsea FCW,971,00:05:41.940,Shot,
,,,,,,,,,,,,0.16,,,,,,,,,,,624a8c1d-b775-4a4f-85e8-a516aed3f3a5,248,,,"[107.0, 40.0]",7298,5,,,,,,,,,,,,,,,,,,,1,From Corner,Drew Spence,4638.0,Left Center Midfield,16,Chelsea FCW,971,"['466f6a4e-cafb-40d5-8db6-c031a84dfced', '6924b30c-f757-4280-8a6b-2be4ced923d5']",43,Right Foot,"[112.0, 37.0]",,"[{'location': [105.0, 35.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.0, 41.0], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [101.0, 37.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 44.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [101.0, 55.0], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 45.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 34.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 31.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 36.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.0, 50.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [99.0, 52.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}]",,,Blocked,0.106219485,Normal,Open Play,,,,Chelsea FCW,971,00:05:43.900,Shot,
,,,,,,,,,,,,1.48,,,,,,,,,,,3f0fc8e9-a09f-480a-9396-132e1ca05ec5,256,,,"[108.0, 32.0]",7298,5,,,,,,,,,,,,,,,,,,,1,From Corner,Millie Bright,4642.0,Right Center Back,16,Chelsea FCW,971,"['1eea8a2e-0500-406a-a78c-163b804923af', 'd1aa0d0b-4900-438d-a06c-38d1bfba0b07', 'ff4f89a4-3347-4aa8-8244-f2c2528ea071']",46,Left Foot,"[120.0, 43.2, 2.0]",True,"[{'location': [103.0, 36.0], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [97.0, 45.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [97.0, 52.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 44.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.0, 34.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 46.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 37.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 32.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 35.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 50.0], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 41.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",e3effe10-23f0-413d-81e3-a468b90091b2,,Goal,0.082253404,Normal,Open Play,,,,Chelsea FCW,971,00:05:46.380,Shot,True
,,,,,,,,,,,,0.16,,,,,,,,,,,5ec8ad61-9926-4aeb-886d-bb08893dcb8b,746,,,"[108.0, 32.0]",7298,17,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Right Center Forward,41,Chelsea FCW,971,"['2df66a95-ed54-439e-8e1d-b51041c66b73', 'a87e1278-807a-420c-bd95-f70311e1cb7e']",44,Right Foot,"[110.0, 34.0]",,"[{'location': [98.0, 54.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.0, 43.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.0, 44.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.0, 34.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 29.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 43.0], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 37.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}]",03633a70-c1f3-48cd-a9d3-cbfbb6be88aa,,Blocked,0.11862602,Normal,Open Play,,,,Chelsea FCW,971,00:17:44.300,Shot,
,,,,,,,,,,,,2.0,,,,,,,,,,,557d6915-da01-41b9-bbbe-3be813687981,892,,,"[87.0, 41.0]",7298,21,,,,,,,,,,,,,,,,,,,1,From Free Kick,Maren Nævdal Mjelde,10395.0,Right Center Midfield,50,Chelsea FCW,971,['de6d3bfb-298d-4ebe-b91b-a3bcf645fb3a'],47,Right Foot,"[120.0, 46.5, 2.7]",,"[{'location': [99.0, 46.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.0, 49.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [95.0, 23.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.0, 37.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [73.0, 40.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [94.0, 35.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [97.0, 18.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [88.0, 39.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 45.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 50.0], 'player': {'id': 4635, 'name': 'Julia Spetsmark'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.0, 43.0], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 29.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [95.0, 20.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.0, 34.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 52.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",8a0dc3e2-c467-42ab-91f4-7057bd46e280,,Off T,0.025282087,Normal,Open Play,,,,Chelsea FCW,971,00:21:47.940,Shot,
,,,,,,,,,,,,1.693,,,,,,,,,,,13933d30-56e3-4900-b942-0ee01af8ed1f,958,,,"[108.0, 36.0]",7298,23,,,,,,,,,,,,,,,,,,,1,From Throw In,So-Yun Ji,4647.0,Center Midfield,53,Chelsea FCW,971,"['33fd8519-f470-4d0d-a6d2-fef1f66f8c9f', 'b398ed35-aa1c-4d1f-b651-8d2f0728535d']",21,Left Foot,"[120.0, 43.6, 1.0]",True,"[{'location': [115.0, 41.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.0, 52.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.0, 39.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.0, 38.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.0, 28.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.0, 36.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 49.0], 'player': {'id': 4635, 'name': 'Julia Spetsmark'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 37.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [107.0, 34.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 37.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 33.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 30.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",698d3970-0390-4f7a-a58e-fb579b15daa3,,Goal,0.122101225,Normal,Open Play,,,,Chelsea FCW,971,00:23:21.100,Shot,True
,,,,,,,,,,,,0.56,,,,,,,,,,,36501ef3-8282-4688-b02b-2a4b2afd7c52,976,,,"[105.0, 43.0]",7298,24,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Right Center Forward,55,Chelsea FCW,971,"['728f6fd4-9617-43dc-a3a6-37bb45c2ee50', 'd36906ae-3ef6-43b1-95ae-ea67d09d8619', 'f1cb45df-b1e5-4675-bfa8-cf0ca7058107']",41,Right Foot,"[118.0, 38.0, 1.3]",,"[{'location': [100.0, 51.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.0, 36.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 30.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.0, 36.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.0, 32.0], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 48.0], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 37.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 32.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 46.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 42.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",6643840c-5e06-48ce-a18c-2a894aaf18ca,,Saved,0.11130494,Normal,Open Play,,,,Chelsea FCW,971,00:24:41.780,Shot,True
,,,,,,,,,,,,0.24,,,,,,,,,,,ed775af4-0882-44af-95f7-4ebabbaba854,1061,,,"[117.0, 53.0]",7298,26,,,,,,,,,,,,,,,,,,,1,Regular Play,Nikita Parris,4654.0,Right Wing,61,Manchester City WFC,746,"['babecabf-a060-4493-b014-a9f9ea099d51', 'd0d3c113-732d-4142-bcfd-882c2ab501ac']",22,Right Foot,"[117.0, 36.8, 1.3]",True,"[{'location': [113.0, 37.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.0, 51.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 34.0], 'player': {'id': 4635, 'name': 'Julia Spetsmark'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.0, 40.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.0, 51.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 46.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 46.0], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 41.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}]",a7b3ccd1-39a6-4733-9270-376f5728ede8,,Saved,0.015437505,Normal,Open Play,,,,Manchester City WFC,746,00:26:22.860,Shot,True
