ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.013816,,,,,,,,,,,af9e2f1b-7e19-43fa-a30f-708cd1831d8b,178,,"[115.7, 43.1]",3754072,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Odion Jude Ighalo,5458.0,Center Forward,12,Watford,23,"['42eef10c-b3d1-4f62-afce-376e84fd0782', 'bc4e01ee-ddcf-41c0-94ba-92ce9ba4a2a1']",38,,Right Foot,True,"[120.0, 43.2, 0.5]",,"[{'location': [116.1, 42.3], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [120.0, 57.4], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.8, 41.9], 'player': {'id': 3658, 'name': 'DeAndre Yedlin'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [116.5, 47.5], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [119.6, 53.5], 'player': {'id': 22281, 'name': 'Duncan Watmore'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 42.7], 'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3b12905c-6003-4560-8c89-9aef38d8bc1a,,Goal,0.21448,Normal,Open Play,,,,Watford,23,00:03:38.742,Shot,
,,,,,,,,,,,,,,,,0.104182,,,,,,,,,,,ab88308d-2b2f-493a-b23d-e3d2c54ef855,328,,"[116.1, 49.6]",3754072,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Almen Abdi,43081.0,Right Wing,20,Watford,23,"['5dcfebbe-5048-4670-8016-6f657a3c62a8', 'ce4e3255-d986-44ff-ad63-21248b3fd1da']",4,,Right Foot,,"[117.6, 47.3]",,"[{'location': [115.3, 42.3], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.4, 30.8], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.7, 38.5], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.5, 45.3], 'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 33.4], 'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 25.2], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.8, 33.9], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.1, 43.1], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [117.2, 47.0], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.8, 48.8], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}]",c46758ba-3cc3-4eed-af32-91889874a2e7,,Blocked,0.07387999,Normal,Open Play,,,,Watford,23,00:08:04.395,Shot,
,,,,,,,,,,,,,,,,0.2073,,,,,,,,,,,afa6ee49-6e55-4717-b725-b586c6f9ee73,443,,"[117.1, 50.8]",3754072,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Odion Jude Ighalo,5458.0,Center Forward,23,Watford,23,"['d6e0dc57-d1f5-428c-b805-d7ee40379df1', 'e8d663c8-0764-4fc6-b1fb-e9c9eb5c3bff']",39,,Right Foot,,"[118.0, 48.1, 0.2]",,"[{'location': [110.1, 48.1], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.3, 44.8], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.1, 47.5], 'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.5, 37.3], 'player': {'id': 3658, 'name': 'DeAndre Yedlin'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.5, 43.9], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 49.0], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 51.5], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.0, 42.1], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.3, 56.5], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}]",5ea4894c-dabe-4421-8fbe-95055af2c99c,True,Saved,0.029191228,Normal,Open Play,,,,Watford,23,00:10:39.514,Shot,True
,,,,,,,,,,,,,,,,0.404111,,,,,,,,,,,8694587c-99c5-46da-9b9f-6eaa29c860f6,446,,"[119.5, 47.4]",3754072,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Odion Jude Ighalo,5458.0,Center Forward,23,Watford,23,"['7360a95b-9d89-4fb3-b9c3-dbc905658e21', 'a6375837-007c-4773-b27e-16d54357f0b0']",40,,Left Foot,,"[120.0, 42.2]",True,"[{'location': [120.0, 53.4], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.2, 53.4], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.0, 42.2], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 45.8], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.2, 41.5], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.5, 38.6], 'player': {'id': 3658, 'name': 'DeAndre Yedlin'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.2, 47.5], 'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.5, 40.0], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.2, 45.8], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Blocked,0.02487211,Normal,Open Play,,,,Watford,23,00:10:40.551,Shot,
,,,,,,,,,,,,,,,,0.163187,,,,,,,,,,,5ace0525-4622-4a35-8791-f9619c2e940c,455,,"[112.6, 36.8]",3754072,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Almen Abdi,43081.0,Right Wing,23,Watford,23,['a9f72edf-f59d-4c77-ab0a-aec6cd70cafa'],44,,Left Foot,,"[114.4, 37.0, 0.2]",True,"[{'location': [108.5, 35.1], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [120.0, 48.7], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.6, 31.2], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.0, 29.7], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.4, 35.0], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.2, 39.9], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.6, 37.4], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.6, 35.6], 'player': {'id': 3658, 'name': 'DeAndre Yedlin'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.8, 47.6], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.6, 45.1], 'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 37.4], 'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b4491c11-4779-4edd-a15d-2ecd4b1ff890,,Saved,0.16800435,Half Volley,Open Play,,,,Watford,23,00:10:44.192,Shot,
,,,,,,,,,,,,,,,,0.453686,,,,,,,,,,,f6c6ffe6-94f8-42ad-9914-f97c84cd7d2c,459,,"[108.6, 36.5]",3754072,10,,,True,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Manuel Jurado Marín,6870.0,Left Wing,23,Watford,23,"['592998d6-d21a-43e3-a33e-8d57f53eec16', 'e964a72a-e628-48ab-ad0c-d0237784187d']",45,,Right Foot,,"[120.0, 36.1, 1.6]",True,"[{'location': [113.5, 37.0], 'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.1, 44.4], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.2, 37.4], 'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 39.8], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.6, 37.6], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.1, 38.6], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 37.9], 'player': {'id': 3658, 'name': 'DeAndre Yedlin'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.8, 27.1], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 47.0], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.2, 24.7], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.1, 38.0], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.4, 32.1], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Post,0.13656469,Normal,Open Play,,,,Watford,23,00:10:45.880,Shot,True
,,,,,,,,,,,,,,,,1.148337,,,,,,,,,,,8b7d2249-5e15-45bd-bcf3-485ee3198016,565,,"[87.8, 31.1]",3754072,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Billy Jones,10503.0,Left Center Back,30,Sunderland,41,['adcd50bc-ce0e-4883-9b44-a515c2bd21f6'],3,,Right Foot,,"[120.0, 41.1, 6.0]",,"[{'location': [118.5, 39.6], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 47.7], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [102.4, 43.6], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.4, 23.5], 'player': {'id': 22281, 'name': 'Duncan Watmore'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.4, 36.8], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.3, 45.8], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.4, 30.8], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.3, 25.6], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.2, 34.4], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 17.9], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [88.2, 23.1], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [83.4, 41.3], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.3, 42.2], 'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.0, 32.6], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.3, 15.9], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",d3525847-78ff-404f-ba21-e1f558a03a84,,Off T,0.01919701,Normal,Open Play,,,,Sunderland,41,00:14:03.849,Shot,
,,,,,,,,,,,,,,,,0.600915,,,,,,,,,,,0ad59dff-e576-406f-93f6-805f26561315,688,,"[112.6, 52.8]",3754072,16,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabio Borini,7171.0,Right Center Midfield,34,Sunderland,41,"['5e28c6ad-2354-4ea5-8f86-c7a3b7e7e2bc', 'f540565a-f861-4f6b-8376-0940c4d38f24']",29,,Right Foot,,"[120.0, 32.6, 0.5]",,"[{'location': [99.1, 56.0], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.2, 52.9], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 31.8], 'player': {'id': 22281, 'name': 'Duncan Watmore'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.2, 41.7], 'player': {'id': 9554, 'name': 'Steven Fletcher'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.8, 46.4], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.9, 38.9], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 42.5], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",b1db803e-4736-4d5e-9dd5-9334a8dc236d,True,Off T,0.12161977,Normal,Open Play,,,,Sunderland,41,00:16:29.126,Shot,True
,,,,,,,,,,,,,,,,0.624036,,,,,,,,,,,cc42f10a-b449-4fda-b37d-9052008f8919,927,,"[99.6, 36.5]",3754072,25,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Etienne Capoue,3721.0,Right Defensive Midfield,51,Watford,23,['1c59f871-4416-42e5-871d-8bb2f806e9f2'],26,,Right Foot,,"[118.6, 42.8, 0.6]",True,"[{'location': [101.8, 51.6], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [95.5, 39.9], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.1, 25.0], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.2, 40.3], 'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [93.1, 30.0], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.3, 38.0], 'player': {'id': 9554, 'name': 'Steven Fletcher'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [91.9, 33.4], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [95.2, 56.3], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.8, 47.8], 'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.3, 39.8], 'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9a77dad8-167f-4a19-87bc-a8549399e16b,,Saved,0.10645566,Normal,Open Play,,,,Watford,23,00:25:26.920,Shot,
,,,,,,,,,,,,,,,,1.06642,,,,,,,,,,,73881aed-1ee2-4bfb-91a2-b943da13c77b,1100,,"[92.0, 29.7]",3754072,29,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jack Rodwell,18751.0,Left Wing Back,61,Sunderland,41,['d6b131fa-8069-42de-8a4d-bd6856d45876'],9,,Left Foot,,"[120.0, 31.6, 6.0]",,"[{'location': [101.2, 19.6], 'player': {'id': 22281, 'name': 'Duncan Watmore'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.6, 48.4], 'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [83.3, 51.2], 'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.5, 39.6], 'player': {'id': 9554, 'name': 'Steven Fletcher'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.6, 30.3], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.2, 33.7], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 28.1], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 34.8], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.1, 55.5], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.3, 45.8], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 42.1], 'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.4, 39.5], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 52.1], 'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [103.8, 55.0], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.3, 38.1], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,0.02375723,Normal,Open Play,,,,Sunderland,41,00:29:09.492,Shot,
