50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.272007,,,,,,,,,,,,,819f8ad9-3b91-4fed-ae4e-a0bd1dc2c024,97,,"[101.2, 51.8]",2275130,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Right Center Midfield,5,Chelsea FCW,971,"['8e5b2b9c-2d7f-4734-b5ff-5ef3f9bdad57', '9a1edd4c-5554-4bec-9641-5c43758ba256']",46,,Right Foot,,"[104.4, 50.0]",,"[{'location': [101.1, 36.5], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.8, 23.0], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.3, 41.7], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.3, 53.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [80.3, 71.4], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.9, 40.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.3, 22.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.6, 41.6], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.1, 46.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 50.1], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.4, 53.9], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.4, 40.8], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 50.1], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",e879e356-5ee9-486b-b225-7fe9ca9e7afb,,Blocked,,0.04474419,Normal,Open Play,,,,Chelsea FCW,971,00:01:46.274,Shot,
,,,,,,,,,,,,,,,,,1.317561,,,,,,,,,,,,,e99842d8-cdad-4b71-9915-1eeb4c6c351f,401,,"[101.1, 39.1]",2275130,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,20,Chelsea FCW,971,['78d8ee43-e587-430d-bc53-d61acbacbe5b'],0,,Right Foot,,"[120.0, 45.7, 0.0]",True,"[{'location': [101.1, 40.5], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 37.1], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.1, 41.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 43.4], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 47.5], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.8, 39.4], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.2, 55.5], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.9, 35.6], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [88.6, 55.7], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [105.9, 32.2], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.3, 43.3], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.3, 41.0], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.7, 46.8], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.3, 52.5], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",53fdbce3-ea17-418a-a82e-0fc64c0b48e2,,Off T,,0.05828995,Half Volley,Open Play,,,,Chelsea FCW,971,00:09:00.089,Shot,
,,,,,,,,,,,,,,,,,0.981295,,,,,,,,,,,,,c2ed41b8-7aeb-4fcd-b70f-7a78c20d454f,600,,"[92.5, 43.4]",2275130,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,28,Chelsea FCW,971,['ebd11df0-ccbc-4082-96e3-1f94040a32e2'],33,,Left Foot,,"[118.9, 39.8, 2.0]",,"[{'location': [80.4, 66.9], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [74.5, 54.0], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [94.4, 22.8], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.9, 40.1], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.0, 45.1], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.2, 49.6], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 58.5], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 47.8], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.1, 32.9], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.3, 41.6], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [73.3, 68.2], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.1, 52.3], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.3, 21.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.5, 34.3], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.9, 39.8], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2de533ee-1433-46b6-bb75-e893faede155,,Saved,,0.03452869,Normal,Open Play,,,,Chelsea FCW,971,00:13:33.816,Shot,
,,,,,,,,,,,,,,,,,1.150408,,,,,,,,,,,,,b325fc34-a794-4494-b478-be14b0a9c2bb,659,,"[111.4, 47.4]",2275130,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lauren Hemp,15555.0,Left Midfield,34,Manchester City WFC,746,['e5775862-b64d-4694-954f-815be5d417f8'],53,,Left Foot,,"[120.0, 30.7, 2.2]",,"[{'location': [99.9, 55.5], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.4, 64.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.3, 44.7], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.2, 47.3], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.9, 45.1], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.0, 41.7], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.8, 41.3], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 35.3], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.8, 33.6], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.3, 42.5], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.5, 40.4], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 41.3], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.3, 40.8], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.1, 47.3], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.8, 48.3], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,,Off T,,0.11114293,Normal,Open Play,,,,Manchester City WFC,746,00:15:53.437,Shot,
,,,,,,,,,,,,,,,,,1.835928,,,,,,,,,,,,,c46b1c26-5699-4a97-afe9-3ba3b0e5dd90,811,,"[92.9, 27.7]",2275130,20,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jill Scott,10172.0,Right Midfield,40,Manchester City WFC,746,['b184d4e0-0336-4704-ab31-1164038ff8ee'],2,,Left Foot,,"[120.0, 32.3, 0.4]",,"[{'location': [84.2, 35.6], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [89.6, 37.8], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.4, 30.5], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 38.5], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.5, 47.6], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.4, 42.1], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.5, 39.9], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 30.7], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 27.5], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.7, 25.0], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [84.4, 18.8], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.4, 26.9], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",d8e625cd-ac27-4321-96e9-183d5bd02be7,,Off T,,0.022807976,Normal,Open Play,,,,Manchester City WFC,746,00:20:02.164,Shot,
,,,,,,,,,,,,,,,,,1.296492,,,,,,,,,,,,,acf1f31c-5e7f-4b43-aa60-737d4c83ac6c,1181,,"[95.9, 37.4]",2275130,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jill Scott,10172.0,Right Midfield,58,Manchester City WFC,746,"['4bb7e081-a4a4-4469-8eaf-49510eaa201c', 'acf33ae8-a36f-40a5-9e7d-7865a9d6bc8c']",42,,Right Foot,,"[120.0, 33.7, 0.3]",True,"[{'location': [99.3, 49.1], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.1, 59.9], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.0, 55.9], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.5, 53.7], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.4, 42.1], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.2, 41.8], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.8, 39.3], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 29.0], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.6, 33.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.7, 38.1], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.9, 41.8], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 33.5], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.1, 39.5], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 38.9], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",386a1247-c923-4910-a710-970ccf879362,,Off T,,0.047840476,Normal,Open Play,,,,Manchester City WFC,746,00:27:42.110,Shot,True
,,,,,,,,,,,,,,,,,1.547908,,,,,,,,,,,,,2d533a32-8b08-454b-9f38-bc1e5a566de7,1214,,"[96.4, 49.9]",2275130,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Bethany England,15550.0,Center Forward,61,Chelsea FCW,971,['a69d0015-71b9-4152-b9e5-c2b6c0456dc3'],31,,Right Foot,,"[118.8, 37.3, 0.0]",,"[{'location': [87.9, 47.6], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 54.0], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.2, 35.2], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.4, 29.8], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.5, 48.8], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 45.4], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.6, 50.6], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [82.1, 59.3], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 30.5], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.6, 38.7], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.1, 35.1], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.2, 54.9], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.8, 39.7], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",39a71b11-f826-48bd-9cce-d3d29a2282a1,,Saved,,0.030617675,Normal,Open Play,,,,Chelsea FCW,971,00:28:31.070,Shot,
,,,,,,,,,,,,,,,,,2.376883,,,,,,,,,,,,,99d0d1a3-550b-42f5-857a-12c1f61916bc,1367,,"[115.8, 30.7]",2275130,31,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Midfield,66,Manchester City WFC,746,['6df3c5be-4680-4ec4-aa24-b6b3bdecdb65'],26,,Head,,"[111.9, 31.8]",,"[{'location': [109.2, 43.5], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.2, 40.4], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.7, 40.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.4, 43.6], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 41.6], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.1, 32.2], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.4, 32.7], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.6, 37.4], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.8, 32.1], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",0aba16ed-9d7f-4a09-b05d-89bb4c756895,True,Wayward,,0.0862483,Normal,Open Play,,,,Manchester City WFC,746,00:31:26.269,Shot,
,,,,,,,,,,,,,,,,,0.792519,,,,,,,,,,,,,9c20efc7-b6ad-4f81-8145-ee64193e7d15,1384,,"[116.7, 23.9]",2275130,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ellen White,10180.0,Right Center Forward,67,Manchester City WFC,746,['838820d7-727f-4558-a906-bb1215a3eb69'],5,,Left Foot,,"[118.8, 35.6, 1.7]",,"[{'location': [108.7, 31.6], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.2, 31.9], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.9, 34.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.4, 13.7], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [96.9, 32.6], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.5, 33.8], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.2, 40.8], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.7, 35.9], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.5, 30.9], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.9, 16.8], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.1, 13.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.4, 16.8], 'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.1, 24.9], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",2bea21da-5db6-4894-ba11-6b8ebd306e82,,Saved,,0.009607705,Normal,Open Play,,,,Manchester City WFC,746,00:32:05.255,Shot,
,,,,,,,,,,,,,,,,,0.423123,,,,,,,,,,,,,3a4bc4cc-d247-47e1-b684-deaaa8713313,1519,,"[107.2, 48.1]",2275130,35,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany England,15550.0,Center Forward,76,Chelsea FCW,971,['c9fe1ae6-837a-4c69-ac02-298b3a6a0ba3'],34,,Left Foot,,"[118.8, 41.3, 0.3]",,"[{'location': [109.0, 43.6], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 44.1], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.0, 37.9], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 32.5], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 46.3], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 52.1], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.9, 48.1], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.8, 41.3], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.6, 39.8], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.3, 29.7], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.9, 53.9], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",aac004fe-6bd3-4bc0-ada3-35d2b5aec49d,,Saved,,0.20507193,Normal,Open Play,,,,Chelsea FCW,971,00:35:34.892,Shot,
