50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.336952,,,,,,,,,,,,,,,05fe4386-fe60-4d20-b1cc-694333c2e119,20,,,"[93.6, 28.2]",3879786,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Lorenzo Insigne,7037.0,Left Wing,3,Napoli,227,['7d54e157-cf9f-4d2c-800a-4b85b664542e'],8,,Right Foot,"[120.0, 33.7, 0.2]",,"[{'location': [114.7, 39.1], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [67.5, 15.6], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [76.6, 32.6], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [84.4, 45.4], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [82.5, 27.6], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.9, 45.6], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.4, 39.0], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.4, 30.3], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.5, 30.6], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.5, 25.6], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [78.7, 58.9], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [76.8, 28.4], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [82.1, 39.8], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [86.3, 33.6], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.6, 15.9], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",1f980c48-6354-43d0-be6e-615c23760efc,,Off T,0.033788368,Normal,Open Play,,,,Napoli,227,00:00:08.372,Shot,
,,,,,,,,,,,,,,,,,,0.282492,,,,,,,,,,,,,,,7ef78c1e-4312-44c9-91d5-c60d22bced9a,152,,,"[116.4, 48.2]",3879786,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lorenzo Insigne,7037.0,Left Wing,7,Napoli,227,['1e8e85c1-a3be-4c11-a5e0-18b2a5247fb8'],59,,Right Foot,"[119.1, 44.4, 1.0]",,"[{'location': [101.2, 47.4], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.2, 40.4], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.2, 31.3], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.5, 46.4], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.2, 53.4], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.9, 46.0], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.8, 45.7], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.6, 43.9], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.1, 43.3], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.8, 57.9], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.9, 48.0], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.5, 39.1], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Saved,0.16586782,Normal,Open Play,,,,Napoli,227,00:01:59.029,Shot,
,,,,,,,,,,,,,,,,,,0.166929,,,,,,,,,,,,,,,8584861d-685a-4482-9df5-88f9b4c317bf,604,,,"[94.6, 29.2]",3879786,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Faouzi Ghoulam,8876.0,Left Back,36,Napoli,227,"['0099bbdf-790f-4c4e-be85-f10545541b38', '2b4213e8-dd49-4869-aca9-fcdda3243a66']",52,,Left Foot,"[101.2, 31.2]",True,"[{'location': [108.4, 33.3], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.7, 46.4], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.2, 39.9], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 41.4], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 43.7], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 32.7], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 31.5], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.9, 59.4], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.1, 51.7], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 41.0], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 38.7], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 70.5], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [94.6, 48.2], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.4, 36.8], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.4, 29.9], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.8, 35.3], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.5, 42.9], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.1, 41.5], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",a47b3dac-fd1f-499c-b437-6742bbefac8f,,Blocked,0.019617006,Normal,Open Play,,,,Napoli,227,00:13:52.817,Shot,
,,,,,,,,,,,,,,,,,,1.05512,,,,,,,,,,,,,,,8a01a094-3cc1-440d-9cab-6cd35f6ec5b3,769,,,"[88.0, 57.3]",3879786,16,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Center Forward,40,Napoli,227,['01dd065b-72a1-4bab-91a2-49c7ee72d3a8'],43,,Right Foot,"[120.0, 54.3, 6.7]",,"[{'location': [118.0, 41.4], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [78.7, 48.3], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [79.7, 37.8], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [83.5, 42.7], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [89.7, 53.4], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.3, 57.9], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.9, 51.5], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 45.7], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.1, 28.7], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.5, 76.0], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.2, 52.7], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [77.3, 39.6], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.9, 22.6], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",a39045ac-8f1d-4ec3-8b0b-2d1b3c66edb8,,Off T,0.006100178,Normal,Open Play,,,,Napoli,227,00:16:43.389,Shot,
,,,,,,,,,,,,,,,,,,0.268794,,,,,,,,,,,,,,,3691c769-0b5a-48a9-91b5-81244bcf69ef,810,,,"[92.4, 31.3]",3879786,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marek Hamšík,7025.0,Left Center Midfield,42,Napoli,227,"['6cc86bc5-5791-483a-a5a4-d3a802a7ecbf', '88a51c20-4646-428f-8b09-0e605a7d2706', 'e8d9eb42-8987-46c7-90d3-f680f8e77506']",29,,Right Foot,"[101.7, 33.3]",,"[{'location': [115.5, 38.8], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.1, 41.5], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.6, 31.5], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.8, 46.7], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.7, 33.4], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.9, 25.3], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.1, 27.6], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 29.3], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 24.4], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.3, 43.9], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.5, 53.3], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.0, 26.8], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.8, 26.6], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",26110224-23ae-4141-a390-c326a13cc75a,,Blocked,0.028445482,Normal,Open Play,,,,Napoli,227,00:17:29.995,Shot,True
,,,,,,,,,,,,,,,,,,0.400305,,,,,,,,,,,,,,,2128837a-b700-4974-ab65-a269e5753aca,929,,,"[108.1, 40.1]",3879786,22,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Gonzalo Gerardo Higuaín,5497.0,Center Forward,51,Napoli,227,['6a45ed17-28a2-4280-adbb-0012eab450de'],0,,Right Foot,"[120.0, 43.0, 1.7]",,,,,Goal,0.7835,Normal,Penalty,,,,Napoli,227,00:22:00.588,Shot,
,,,,,,,,,,,,,,,,,,0.099486,,,,,,,,,,,,,,,1d51544e-f9a2-432a-9a6f-2b2e5710f514,1196,,,"[111.8, 53.8]",3879786,27,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Oscar Hiljemark,5605.0,Right Midfield,63,Palermo,2256,"['268d1091-8dbf-407f-a28f-bbaa876194e1', '79f76f8b-48ea-4697-93cb-eacc12b712f7', '804fbb22-dca9-4728-a779-077f241d3d1f']",30,,Right Foot,"[113.2, 52.0]",,"[{'location': [112.5, 36.3], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 34.0], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 34.4], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.5, 51.1], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.9, 43.6], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.3, 43.6], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 50.7], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.7, 43.3], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.7, 37.5], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.3, 40.5], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 38.1], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.0, 52.3], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",a7d0cfd0-ded1-4f46-87e1-08b94f498b98,,Blocked,0.0443006,Normal,Open Play,,,,Palermo,2256,00:27:30.662,Shot,True
,,,,,,,,,,,,,,,,,,0.789173,,,,,,,,,,,,,,,6cb4a219-ddac-4e0b-8492-367b96e1144c,1985,,,"[100.5, 49.8]",3879786,42,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Franco Damián Vázquez,6719.0,Center Attacking Midfield,95,Palermo,2256,['b5965434-eadb-4fa4-9c92-b93577d226a6'],12,,Left Foot,"[114.9, 39.8, 0.3]",True,"[{'location': [81.8, 43.0], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.6, 41.8], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 39.4], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.8, 50.2], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 50.8], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.5, 60.0], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [80.2, 51.2], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.7, 31.8], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [87.8, 57.7], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.4, 58.3], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",71e4337a-f40e-422c-a09d-e830a06815db,,Saved,0.0771245,Normal,Open Play,,,,Palermo,2256,00:42:12.348,Shot,
,,,,,,,,,,,,,,,,,,0.479068,,,,,,,,,,,,,,,416e1877-7806-4f75-b6d4-3f7ba3672f0e,2362,,,"[114.2, 58.2]",3879786,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gonzalo Gerardo Higuaín,5497.0,Center Forward,111,Napoli,227,['700d3aa0-c635-4e8d-9c7b-6f178da340ce'],22,,Right Foot,"[119.3, 44.7, 1.2]",,"[{'location': [113.7, 55.1], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 52.6], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.3, 55.2], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 39.7], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.3, 44.5], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 39.7], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.4, 55.1], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.7, 64.9], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",2421cad2-495a-45a8-afe8-126f97e55089,True,Saved,0.009819924,Normal,Open Play,,,,Napoli,227,00:02:22.168,Shot,
,,,,,,,,,,,,,,,,,,0.046233,,,,,,,,,,,,,,,ac56163b-69de-4e87-b0bb-c2d306d3975b,2496,,,"[108.0, 42.6]",3879786,49,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Center Forward,117,Napoli,227,"['541b7811-5505-4a59-a023-31c9e58549b5', '5835321a-62a7-4bbf-a758-e44799f356e7', 'be485682-673b-44ba-a25f-1cac424e0da3']",33,,Right Foot,"[108.9, 42.2]",True,"[{'location': [105.3, 31.1], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.7, 41.8], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.3, 50.5], 'player': {'id': 7792, 'name': 'Giuseppe Pezzella'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.5, 42.5], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.6, 54.6], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",db3de249-e2bc-4091-b141-bc6aa5c0b60b,,Blocked,0.14803395,Half Volley,Open Play,,,,Napoli,227,00:04:33.670,Shot,True
