50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.869028,,,,,,,,,,,,,3e7436c2-59a1-4bde-95c5-1792dde3dc40,1374,,,"[101.4, 49.7]",3879819,38,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Riccardo Gagliolo,11499.0,Left Back,99,Carpi,1683,['9051bd6f-2106-445e-b635-f2cb6cf4d712'],13,,Left Foot,"[120.0, 35.9, 3.8]",,"[{'location': [110.2, 43.9], 'player': {'id': 40457, 'name': 'Giovanni Marchese'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 47.2], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [108.8, 48.2], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.4, 46.2], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 45.2], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.1, 42.2], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [110.8, 38.9], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.1, 33.4], 'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [114.6, 36.8], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.5, 33.3], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.8, 39.0], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 44.9], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.0, 44.4], 'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.8, 35.4], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.4, 33.7], 'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.6, 34.8], 'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.5, 37.3], 'player': {'id': 32525, 'name': 'Fabrizio Poli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.8, 51.7], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.9, 43.1], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Off T,0.08554061,Normal,Free Kick,,,,Carpi,1683,00:38:13.882,Shot,
,,,,,,,,,,,,,,,,,1.526644,,,,,,,,,,,,,859a5f2c-e26a-4ec8-8908-fdf7c0f2e851,1540,,,"[86.5, 46.9]",3879819,43,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Gaetano Letizia,7114.0,Right Back,107,Carpi,1683,['c22b4e69-2598-4a6d-8801-3f4d53cc15c2'],13,,Right Foot,"[120.0, 47.5, 6.7]",,"[{'location': [100.1, 58.6], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.4, 40.2], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.3, 45.6], 'player': {'id': 40457, 'name': 'Giovanni Marchese'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 37.9], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [99.9, 36.7], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 61.0], 'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.3, 29.9], 'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",925bfcb9-837e-4150-b9ea-882ded293b37,,Off T,0.019043973,Normal,Open Play,,,,Carpi,1683,00:43:13.944,Shot,
,,,,,,,,,,,,,,,,,0.211555,,,,,,,,,,,,,5deb4793-63e8-4195-972e-21de4fe8ab1c,1612,,,"[106.7, 51.8]",3879819,44,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian Daniel Ansaldi,7464.0,Right Wing Back,113,Genoa,233,"['451a5f59-7007-4043-9bcb-ab0573726b79', '51ff6966-864a-46f7-a98d-392795791862']",52,,Left Foot,"[112.2, 46.7]",,"[{'location': [109.4, 39.0], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.1, 42.7], 'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.7, 47.1], 'player': {'id': 32525, 'name': 'Fabrizio Poli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 52.6], 'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.8, 49.4], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.4, 42.0], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.7, 34.0], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 34.1], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.7, 37.5], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.6, 42.9], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.2, 41.7], 'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",37d71fb0-87c8-45ce-8eb2-3f0f8e4fdc37,,Blocked,0.060698707,Normal,Open Play,,,,Genoa,233,00:44:52.954,Shot,
,,,,,,,,,,,,,,,,,1.06128,,,,,,,,,,,,,d6ae2b2c-4cd9-44d3-b1db-c8ee38b7c916,1637,,,"[106.8, 30.8]",3879819,47,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Alessio Cerci,7702.0,Right Center Forward,116,Genoa,233,['c61602ff-1c85-4896-a0ae-9c25aa08aa61'],4,,Left Foot,"[120.0, 36.7, 5.5]",,"[{'location': [112.9, 35.8], 'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.2, 31.8], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.9, 36.1], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",bc78af68-0e5d-4f93-a5ba-266f8083e6c0,True,Off T,0.40459394,Normal,Open Play,,,,Genoa,233,00:47:04.116,Shot,
,,,,,,,,,,,,,,,,,0.908495,,,,,,,,,,,,,1ce2761c-671c-4613-900f-2308fa8014fe,1702,,,"[112.6, 44.2]",3879819,48,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Antonio Di Gaudio,11502.0,Left Midfield,121,Carpi,1683,"['04b64db3-ac8c-4df6-b131-db8b28d3595b', 'dbb556d0-28ff-41d9-856f-441c3d5ad0e6']",28,,Right Foot,"[120.0, 37.7, 0.7]",True,"[{'location': [107.0, 57.0], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.1, 55.0], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.9, 53.7], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.4, 48.9], 'player': {'id': 40457, 'name': 'Giovanni Marchese'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.8, 41.9], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.7, 43.3], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.6, 43.0], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.8, 52.3], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.8, 56.3], 'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.4, 35.6], 'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",1e772341-e973-465b-9de4-6c81d24e668e,,Goal,0.16201213,Volley,Open Play,,,,Carpi,1683,00:48:28.206,Shot,True
,,,,,,,,,,,,,,,,,0.550936,,,,,,,,,,,,,cad4fd1b-53f9-4e0f-aae6-c0c9cab68a4e,1720,,,"[107.8, 36.4]",3879819,49,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lorenzo Lollo,30829.0,Center Attacking Midfield,123,Carpi,1683,"['79f696f7-3325-4104-9a56-1d18c6d86f3d', 'f7b8e334-a44c-4229-b352-18201ff6a164']",34,,Left Foot,"[119.0, 41.0, 1.6]",True,"[{'location': [107.8, 37.6], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [97.1, 19.1], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.5, 35.1], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.3, 28.8], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 18.7], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.6, 28.1], 'player': {'id': 40457, 'name': 'Giovanni Marchese'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 39.8], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.3, 48.0], 'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.6, 26.3], 'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.5, 17.9], 'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",6c8a3f3c-dfa8-407b-b4f5-5d74fa449c2e,,Saved,0.25664848,Normal,Open Play,,,,Carpi,1683,00:49:34.265,Shot,True
,,,,,,,,,,,,,,,,,0.527284,,,,,,,,,,,,,f6530330-1ef9-4cc0-81d3-3ee2abdb3f40,1733,,,"[115.7, 44.5]",3879819,49,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lorenzo Lollo,30829.0,Center Attacking Midfield,123,Carpi,1683,['30ca5628-8f92-446d-895c-b9c2a5197ac5'],43,,Left Foot,"[120.0, 37.8, 0.5]",True,"[{'location': [118.5, 41.5], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 53.0], 'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [88.9, 12.4], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 57.2], 'player': {'id': 40457, 'name': 'Giovanni Marchese'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.2, 45.0], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.5, 50.3], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.7, 43.5], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [115.6, 41.8], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.2, 36.2], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.6, 63.0], 'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.5, 43.6], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.9, 29.8], 'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.4, 37.7], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.2, 41.0], 'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",5d9aeddb-3180-4c26-9ad8-b45785f0301e,,Goal,0.40900737,Half Volley,Open Play,,,,Carpi,1683,00:49:43.581,Shot,
,,,,,,,,,,,,,,,,,0.837911,,,,,,,,,,,,,f4c6ca82-96fb-45d9-a8d8-f844b6adfb41,1909,,,"[106.6, 37.6]",3879819,48,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lorenzo Pasciuti,387472.0,Right Midfield,132,Carpi,1683,['840d1908-26c7-4591-9457-74d51aba34c2'],8,,Left Foot,"[120.0, 37.5, 0.2]",True,"[{'location': [118.6, 38.5], 'player': {'id': 38312, 'name': 'Eugenio Lamanna'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.1, 41.0], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 38.8], 'player': {'id': 40457, 'name': 'Giovanni Marchese'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.5, 26.2], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 37.4], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 24.6], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.1, 22.3], 'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.9, 41.4], 'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.9, 41.2], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",a68ffd82-5f8e-469f-a058-c8f4eec4b11a,,Goal,0.1435448,Normal,Open Play,,,,Carpi,1683,00:03:08.671,Shot,
,,,,,,,,,,,,,,,,,0.39332,,,,,,,,,,,,,309f644a-b8c7-47e3-ad47-0f467efdbc57,2025,,,"[99.4, 34.7]",3879819,53,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Darko Lazović,7145.0,Right Midfield,139,Genoa,233,"['f2e65ded-868a-41ad-a8a0-4e0605d09995', 'f9f5c013-92ed-4ca2-bb48-e0fcb760cda5']",20,,Right Foot,"[108.6, 35.6]",,"[{'location': [106.8, 39.5], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.4, 41.2], 'player': {'id': 7793, 'name': 'Kevin Lasagna'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.9, 40.2], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.4, 38.1], 'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.3, 37.5], 'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.2, 36.4], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 48.5], 'player': {'id': 32525, 'name': 'Fabrizio Poli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 35.4], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 34.4], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 31.8], 'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.5, 37.4], 'player': {'id': 7464, 'name': 'Cristian Daniel Ansaldi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.3, 39.2], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.6, 49.0], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.6, 38.9], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [117.7, 40.6], 'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.6, 36.5], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Blocked,0.09414455,Normal,Free Kick,,,,Genoa,233,00:08:20.434,Shot,
,,,,,,,,,,,,,,,,,1.751722,,,,,,,,,,,,,27d45954-174c-4e2d-9eaf-326e51f603d1,2041,,,"[85.8, 39.5]",3879819,53,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Cristian Daniel Ansaldi,7464.0,Left Back,140,Genoa,233,['b45943c9-61c4-4d6d-9136-e1c3ded46883'],51,,Left Foot,"[118.5, 37.1, 1.1]",True,"[{'location': [106.4, 39.7], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 47.1], 'player': {'id': 32525, 'name': 'Fabrizio Poli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 44.3], 'player': {'id': 352172, 'name': 'Raffaele Bianco'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.5, 36.0], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 38.0], 'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.7, 37.2], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 27.7], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.6, 44.9], 'player': {'id': 11502, 'name': 'Antonio Di Gaudio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [89.3, 37.8], 'player': {'id': 7793, 'name': 'Kevin Lasagna'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.8, 51.4], 'player': {'id': 32608, 'name': 'Jerry Uche Mbakogu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.2, 77.6], 'player': {'id': 7145, 'name': 'Darko Lazović'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [86.3, 49.4], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.2, 47.0], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.1, 29.7], 'player': {'id': 40457, 'name': 'Giovanni Marchese'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.1, 42.3], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.1, 33.8], 'player': {'id': 30772, 'name': 'Panagiotis Tachtsidis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [92.0, 29.7], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.2, 32.9], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.0, 38.6], 'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.013547835,Half Volley,Open Play,,,,Genoa,233,00:08:51.656,Shot,
