ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.939119,,,,,,,,,,,,,,0cd2e5ed-a109-4538-a36a-5010614392c7,1451,,"[103.0, 31.4]",3754033,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Christian Fuchs,3812.0,Left Back,66,Leicester City,22,"['24747d41-e3ce-42df-a05c-b21a1b409691', '739b0f97-d0b7-45fd-9763-9101dc00f79f']",4,True,Head,"[120.0, 49.9, 0.5]",,"[{'location': [115.4, 1.1], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [96.0, 40.6], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.6, 33.1], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.4, 36.4], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.6, 37.5], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.4, 21.2], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.6, 36.8], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.2, 35.3], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.2, 38.0], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 30.6], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.1, 38.9], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 27.7], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 32.6], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 34.1], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.3, 39.8], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Off T,,0.022170765,Normal,Open Play,,,,Leicester City,22,00:37:04.056,Shot,True
,,,,,,,,,,,,,,,,0.389803,,,,,,,,,,,,,,5c8f6810-5754-4f1b-beca-7af634369eca,1550,,"[115.5, 48.9]",3754033,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Wes Morgan,3813.0,Left Center Back,73,Leicester City,22,"['5c160376-a1eb-43e2-b1af-cc820f1c3d7e', '8e5883ac-80a9-48eb-b53c-5946df95481a']",56,,Right Foot,"[120.0, 47.1, 1.3]",True,"[{'location': [107.3, 42.9], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.8, 38.5], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 39.6], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.4, 34.4], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 43.6], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.3, 48.1], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.7, 53.1], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.7, 43.9], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.8, 30.8], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.0, 47.3], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.5, 42.1], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.7, 40.2], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.5, 53.3], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",ae418f0f-0a58-42da-a1ff-dbb8bf5156fa,,Off T,,0.0809107,Volley,Open Play,,,,Leicester City,22,00:39:56.781,Shot,True
,,,,,,,,,,,,,,,,0.421434,,,,,,,,,,,,,,cb390a85-6a67-4de3-b717-23f34e6647d5,1697,,"[93.5, 48.1]",3754033,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Riyad Mahrez,3814.0,Right Midfield,79,Leicester City,22,"['050f0802-aa0a-48ee-ae0c-74ebb948d2b9', '7eab547f-75a4-44ee-a9de-3e3ce586ecca']",10,,Left Foot,"[103.4, 45.0]",,"[{'location': [104.4, 38.5], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.7, 33.3], 'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [105.8, 30.2], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.6, 35.8], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 41.0], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.1, 42.9], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.5, 44.2], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 45.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.9, 45.5], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 46.0], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 50.0], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.5, 39.3], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 41.6], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.4, 35.1], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.0, 36.5], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.3, 34.5], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.8, 56.9], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [89.6, 51.0], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Blocked,,0.058215685,Normal,Free Kick,,,,Leicester City,22,00:44:10.581,Shot,
,,,,,,,,,,,,,,,,0.931485,,,,,,,,,,,,,,7928aea5-97b4-4879-9131-88fcb9818210,1702,,"[114.5, 29.7]",3754033,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Wes Morgan,3813.0,Left Center Back,80,Leicester City,22,['b5c24319-a44a-4397-bb81-bd6f6c842876'],38,,Head,"[120.0, 37.1, 5.5]",,"[{'location': [117.9, 41.8], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.7, 39.7], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.8, 47.3], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.5, 33.9], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.9, 43.6], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 46.0], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.9, 43.0], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.1, 51.7], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [106.9, 36.2], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.7, 37.1], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 54.4], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [116.1, 49.6], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.3, 40.6], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.6, 41.7], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.0, 45.1], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",cac6bafe-8e74-493b-8e8d-51c514af3810,,Off T,,0.051307943,Normal,Open Play,,,,Leicester City,22,00:44:38.299,Shot,
,,,,,,,,,,,,,,,,0.958688,,,,,,,,,,,,,,3f59ef28-6926-4e57-81a9-fc6a09516f67,1754,,"[113.5, 40.7]",3754033,45,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Riyad Mahrez,3814.0,Right Midfield,84,Leicester City,22,"['20b4f29d-c60c-4918-876d-e26c1fa4b59c', '2594eedb-ac33-4e4a-8da1-fcd27bb6a257']",57,True,Head,"[120.0, 40.2, 4.2]",,"[{'location': [110.0, 36.6], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 26.0], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.8, 40.3], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.3, 40.1], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 37.9], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 32.7], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.7, 21.4], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [120.0, 17.2], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.4, 36.9], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.5, 39.9], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",1354bc13-bf6f-4304-a72d-84eebc5e56fc,,Off T,,0.17139532,Normal,Open Play,,,,Leicester City,22,00:45:57.716,Shot,True
,,,,,,,,,,,,,,,,0.434608,,,,,,,,,,,,,,b8a90a0a-a516-4be0-ac66-2f9d948bf052,1784,,"[90.7, 33.8]",3754033,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,El-Hadji Baye Oumar Niasse,3442.0,Left Midfield,86,Everton,29,['15eb4cd8-dd72-41fc-8a43-ed4eaed58341'],20,,Right Foot,"[100.5, 36.5, 0.5]",True,"[{'location': [80.4, 57.9], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.6, 36.6], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.9, 55.3], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.7, 42.0], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.5, 32.5], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.7, 48.1], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [80.0, 50.9], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [76.3, 60.6], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [90.5, 38.1], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",4387ceaf-a410-4fe3-8d40-71e27cb39fe0,,Saved,,0.10398547,Lob,Open Play,,,,Everton,29,00:00:20.577,Shot,
,,,,,,,,,,,,,,,,0.34945,,,,,,,,,,,,,,0349dae0-109a-4541-9185-82465627cf6f,1805,,"[113.7, 37.0]",3754033,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Romelu Lukaku Menama,3289.0,Left Center Forward,86,Everton,29,['0978fb45-6de2-42c7-9396-e7ea96e5ee3f'],43,,Left Foot,"[116.1, 38.0, 0.2]",True,"[{'location': [101.6, 53.9], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [88.9, 62.8], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.3, 53.0], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.1, 37.1], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 38.8], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 44.3], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.2, 39.5], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.3, 31.6], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.4, 59.3], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [90.6, 54.9], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.7, 38.1], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 69.6], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.0, 41.4], 'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Saved,,0.11652432,Backheel,Open Play,,,,Everton,29,00:00:43.705,Shot,
,,,,,,,,,,,,,,,,1.201539,,,,,,,,,,,,,,feaa1723-c7be-4b40-ae82-f93f3ecc0a97,2073,,"[88.9, 42.1]",3754033,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Christian Fuchs,3812.0,Left Back,101,Leicester City,22,['7f8041c5-da1c-4e06-970d-910fe0e1e903'],38,,Left Foot,"[120.0, 44.0, 6.2]",,"[{'location': [102.3, 39.0], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.5, 38.7], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 46.3], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 52.3], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 43.5], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 34.0], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.7, 30.5], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.8, 42.8], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.8, 42.1], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [99.8, 41.3], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [105.0, 47.3], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [101.4, 40.8], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [88.7, 52.4], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.5, 55.8], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.0, 39.5], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.3, 31.0], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.3, 31.0], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Off T,,0.027379364,Normal,Free Kick,,,,Leicester City,22,00:07:38.081,Shot,
,,,,,,,,,,,,,,,,0.56068,,,,,,,,,,,,,,4bc9e712-071d-4723-8f2e-ddcff0d114be,2124,,"[117.3, 54.6]",3754033,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Shinji Okazaki,3810.0,Right Center Forward,105,Leicester City,22,['049fce0f-7e8d-40c6-b9e0-a29f3edba254'],14,,Head,"[120.0, 52.4, 5.0]",,"[{'location': [118.5, 42.4], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 44.6], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 44.3], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 36.0], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 27.0], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 16.8], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.4, 41.4], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.5, 36.6], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.8, 13.4], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",b94576c9-10d7-46b0-808b-d352529fcb23,True,Off T,,0.010439656,Normal,Open Play,,,,Leicester City,22,00:09:14.811,Shot,
,,,,,,,,,,,,,,,,0.291148,,,,,,,,,,,,,,0ae8879a-f699-4ad7-b0d3-6702b12b4ee9,2245,,"[115.1, 33.5]",3754033,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Romelu Lukaku Menama,3289.0,Left Center Forward,112,Everton,29,['0ca37bff-2df8-4ffd-bf5b-29154efbc348'],41,,Head,"[118.0, 36.4, 1.5]",,"[{'location': [107.6, 40.2], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.8, 33.9], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.2, 36.7], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.6, 41.8], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.9, 40.6], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [105.0, 54.9], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.7, 43.6], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.8, 41.6], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.1, 33.6], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 36.2], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 33.6], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 58.7], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.4, 41.3], 'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.5, 44.8], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",65d4605b-0960-436a-ad74-5720f81fc122,,Saved,,0.13329124,Normal,Open Play,,,,Everton,29,00:12:41.476,Shot,
