ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.459846,,,,,,,,,,,,,,6c130dff-1ccf-4f0a-90da-fb8444662654,240,,"[113.0, 40.7]",3754033,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jamie Vardy,10960.0,Left Center Forward,14,Leicester City,22,['1bf2de40-7633-4542-a962-17dd4c822503'],58,,Right Foot,"[120.0, 37.2, 1.7]",True,"[{'location': [101.6, 68.3], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 43.7], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 53.0], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.7, 40.3], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.9, 57.6], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.6, 48.6], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.8, 41.4], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.6, 65.8], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 47.6], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.1, 52.8], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.6, 63.4], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.9, 71.8], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.1, 74.3], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",9b8a249a-83f7-435c-a743-27209d108bf0,,Goal,,0.36916706,Half Volley,Open Play,,,,Leicester City,22,00:04:58.417,Shot,
,,,,,,,,,,,,,,,,0.515779,,,,,,,,,,,,,,d0a2c2b6-7537-4882-9ed9-a3bcb02adcd5,445,,"[114.1, 32.0]",3754033,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrew Philip King,3665.0,Left Center Midfield,20,Leicester City,22,"['57cc51e1-ecb8-4fa4-8b57-7361cf982678', 'fcf06b11-3cc7-4ba3-bdd8-dca29b43afe4']",40,True,Head,"[118.2, 36.6, 1.8]",,"[{'location': [118.5, 37.6], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 55.1], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 39.6], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 47.2], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 46.8], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.7, 50.9], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.9, 38.2], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 32.6], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.3, 37.0], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.5, 46.8], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.0, 57.0], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.3, 61.4], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",064a63a9-87ae-4938-a552-1eef97508ea8,True,Saved,,0.10609795,Normal,Open Play,,,,Leicester City,22,00:09:40.067,Shot,True
,,,,,,,,,,,,,,,,0.087411,,,,,,,,,,,,,,93e54ee2-3a14-40b2-8188-10439204151f,717,,"[111.6, 46.1]",3754033,15,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Romelu Lukaku Menama,3289.0,Left Center Forward,27,Everton,29,"['05d51b5a-814d-4a43-8c20-0b3c65ba59bd', '6ce8eb54-c868-4635-8c15-62441dd828a3']",4,,Left Foot,"[112.4, 45.2]",True,"[{'location': [99.3, 54.2], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.5, 61.6], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.7, 55.3], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.7, 42.2], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.3, 49.3], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 44.8], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 36.8], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.7, 26.5], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.7, 42.4], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 36.4], 'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.9, 20.0], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.4, 51.2], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.0, 59.4], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",c2b7c5e2-a39f-4e12-9b29-5bc02148c7be,,Blocked,,0.22087286,Normal,Open Play,,,,Everton,29,00:15:04.311,Shot,
,,,,,,,,,,,,,,,,1.477554,,,,,,,,,,,,,,a3b2ae32-9e6e-49c9-84a5-ab67a9ca915e,909,,"[103.4, 53.5]",3754033,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tom Cleverley,3683.0,Left Midfield,33,Everton,29,"['8140e64a-41fd-41de-b649-e1049cfb681b', 'f3087d9d-0338-41d1-bee3-1359d9c5e484']",22,,Right Foot,"[120.0, 31.5, 4.3]",True,"[{'location': [99.3, 20.9], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.6, 55.9], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.5, 58.3], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [107.6, 60.1], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.0, 38.8], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.7, 55.9], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 48.0], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 43.4], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 33.7], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.6, 42.7], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 58.2], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.8, 44.8], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.4, 28.6], 'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Off T,,0.054133262,Normal,Open Play,,,,Everton,29,00:19:22.877,Shot,True
,,,,,,,,,,,,,,,,1.088754,,,,,,,,,,,,,,cc5f6513-8925-46c3-b92b-8895c0c50efc,1104,,"[98.6, 45.2]",3754033,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Aaron Lennon,3953.0,Right Midfield,43,Everton,29,['382bee21-395b-4b42-9a16-a49bdbf842fa'],16,,Right Foot,"[115.6, 33.3]",True,"[{'location': [105.5, 38.5], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.6, 33.2], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.2, 39.0], 'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.7, 38.5], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.4, 31.9], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.7, 43.4], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.7, 39.1], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.0, 42.1], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 41.6], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 35.3], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.8, 36.3], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.9, 32.4], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.7, 27.9], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.6, 41.1], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Wayward,,0.041362755,Half Volley,Open Play,,,,Everton,29,00:25:16.446,Shot,
,,,,,,,,,,,,,,,,0.572175,,,,,,,,,,,,,,9239bfc5-e6e9-45bc-9a23-a45241b605ad,1106,,"[114.8, 32.0]",3754033,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,John Stones,3244.0,Right Center Back,43,Everton,29,['66091a22-6a5b-4d0c-b36c-b1841ae20fe1'],17,,Left Foot,"[114.9, 33.7]",,"[{'location': [113.3, 37.7], 'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.1, 39.3], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.3, 32.3], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.2, 39.3], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [97.9, 44.6], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.9, 38.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.2, 36.2], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.8, 27.6], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.3, 34.2], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 37.7], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [106.5, 35.8], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.4, 43.5], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.9, 42.4], 'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 45.7], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",,,Wayward,True,0.1699737,Half Volley,Open Play,,,,Everton,29,00:25:17.821,Shot,
,,,,,,,,,,,,,,,,0.900485,,,,,,,,,,,,,,bc10ddc9-d2a3-45b9-81d5-2ba42caf4891,1177,,"[92.7, 28.9]",3754033,27,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,N''Golo Kanté,3961.0,Right Center Midfield,46,Leicester City,22,['cc38865c-48a0-47b6-8272-3d668926b21e'],4,,Right Foot,"[115.1, 38.4, 0.4]",,"[{'location': [116.3, 39.0], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 45.0], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 36.1], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.3, 28.7], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.6, 30.9], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 17.7], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.7, 35.9], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.8, 5.0], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [88.1, 43.0], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.6, 28.9], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.2, 38.0], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",21c1d2ae-a014-4a5a-9e11-babb79acb894,,Saved,,0.024731418,Normal,Open Play,,,,Leicester City,22,00:27:04.581,Shot,
,,,,,,,,,,,,,,,,0.548863,,,,,,,,,,,,,,fafe73ce-239b-473c-918a-4026a21f527e,1324,,"[107.9, 43.9]",3754033,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrew Philip King,3665.0,Left Center Midfield,55,Leicester City,22,['18f3191d-adab-453b-b74b-46b46490b8ca'],12,,Right Foot,"[120.0, 42.7, 1.1]",True,"[{'location': [111.8, 42.3], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.5, 35.7], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.2, 41.0], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.0, 42.0], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 44.4], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.2, 42.0], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.1, 46.9], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 49.2], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.3, 51.1], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.3, 47.3], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.5, 32.4], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.8, 42.4], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.4, 49.9], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.1, 52.7], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Goal,,0.15872999,Normal,Open Play,,,,Leicester City,22,00:32:12.063,Shot,
,,,,,,,,,,,,,,,,3.009787,,,,,,,,,,,,,,ac9a5173-cfab-409b-8c01-6c8de8f037a3,1404,,"[102.2, 38.5]",3754033,34,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jamie Vardy,10960.0,Left Center Forward,60,Leicester City,22,['0afc8822-21a0-40c5-8534-5c66c80fd3fb'],32,,Right Foot,"[120.0, 61.2, 0.4]",True,"[{'location': [116.3, 39.4], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.6, 50.2], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.3, 41.4], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 34.7], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 24.8], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 29.2], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.4, 35.7], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.2, 25.7], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.7, 25.8], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.8, 46.5], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.8, 48.7], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",ddd1659b-7b47-4b8e-a0e9-23f5b5532879,,Off T,,0.10623893,Volley,Open Play,,,,Leicester City,22,00:34:32.172,Shot,
,,,,,,,,,,,,,,,,0.562221,,,,,,,,,,,,,,7efa1318-8387-4b85-95bc-adc1d67db6ba,1440,,"[98.7, 48.1]",3754033,36,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Andrew Philip King,3665.0,Left Center Midfield,65,Leicester City,22,"['101d025d-e0fb-4551-8e60-5d2928a4daac', 'e94894bb-39d7-4eb1-bab6-d0577680680a']",29,,Right Foot,"[110.0, 42.9]",,"[{'location': [110.8, 37.2], 'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 34.5], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 40.4], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.4, 42.5], 'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 45.0], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 51.9], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 55.1], 'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.9, 61.8], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.7, 42.6], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.5, 35.3], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.8, 41.8], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.3, 42.6], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.0, 67.0], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.5, 68.4], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.9, 56.4], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",46183fd0-ef75-4aa6-901f-5f6c59b53dac,,Blocked,,0.05567717,Normal,Open Play,,,,Leicester City,22,00:36:29.358,Shot,
