ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.654423,,,,,,,,,,,,,db5bd7b6-0444-41a1-847d-1c1ed64687fd,151,,"[105.9, 49.0]",3754194,2,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Victor Moses,3963.0,Right Wing,3,West Ham United,40,['6b92bcc0-03e1-4ec5-ac07-f156aef758ce'],38,,Right Foot,,"[120.0, 45.4, 0.2]",True,"[{'location': [109.7, 35.5], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.2, 28.9], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.4, 59.9], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.6, 30.1], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.6, 43.7], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 34.6], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.6, 39.5], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.8, 44.2], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 48.9], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 53.2], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 56.0], 'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.5, 32.6], 'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.7, 58.4], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",150882d4-e327-4a12-9ef1-43828391c655,,,Off T,0.1495838,Normal,Open Play,,,,West Ham United,40,00:02:38.695,Shot,
,,,,,,,,,,,,,,,,0.452717,,,,,,,,,,,,,ca3e907e-93b4-445e-a835-924d47d37ca8,587,,"[96.1, 38.1]",3754194,12,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Romelu Lukaku Menama,3289.0,Center Forward,22,Everton,29,"['2c36d383-8afb-4ce7-aa53-5492fc507df7', '33e9cf3d-42ad-4b3f-9bf3-14b63d5806c9']",41,,Left Foot,,"[102.6, 38.7]",,"[{'location': [117.9, 39.6], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 59.4], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.3, 46.4], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 46.3], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.3, 39.1], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.8, 35.9], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.9, 38.7], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.9, 41.7], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.5, 40.1], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [85.2, 54.2], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.4, 71.7], 'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.9, 56.4], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.3, 34.5], 'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.6, 43.8], 'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",0b6e0d24-5777-41bb-9754-26c16e223bee,,,Blocked,0.03975485,Normal,Open Play,,,,Everton,29,00:12:41.570,Shot,
,,,,,,,,,,,,,,,,0.893835,,,,,,,,,,,,,78e668ff-93d9-4ec6-8da4-47c7f053d8fc,591,,"[103.7, 28.3]",3754194,12,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Brendan Joel Zibusiso Galloway,30702.0,Left Back,22,Everton,29,['df69a367-8798-41e3-a27b-c8d18baca377'],43,,Left Foot,,"[120.0, 36.9, 7.1]",True,"[{'location': [106.4, 40.3], 'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.6, 51.5], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.2, 38.7], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.8, 58.1], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.7, 40.9], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 44.8], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 35.8], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.3, 34.5], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 32.2], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.3, 37.5], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.9, 38.1], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.8, 52.1], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.6, 37.9], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.1, 69.9], 'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,,Off T,0.07496758,Half Volley,Open Play,,,,Everton,29,00:12:43.581,Shot,
,,,,,,,,,,,,,,,,1.317675,,,,,,,,,,,,,c3b4e016-bd0a-4ec6-b526-65c950bd6c12,645,,"[99.6, 20.1]",3754194,14,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ross Barkley,4275.0,Center Attacking Midfield,25,Everton,29,"['4cbb2274-061b-442b-ab84-539ede7bcc2c', '5d904d00-1422-48f6-9706-698f0dc3369f']",52,,Right Foot,,"[118.1, 39.1, 0.5]",,"[{'location': [101.9, 34.1], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.1, 47.2], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [80.2, 51.6], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [97.1, 5.6], 'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.5, 12.9], 'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.1, 15.9], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.2, 10.0], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.5, 51.3], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.7, 65.4], 'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.4, 46.4], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 37.2], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.2, 38.9], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 30.3], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.3, 38.7], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.7, 19.5], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.1, 27.0], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",61b54d20-23a3-43cb-a3d9-a3e60a660d50,,,Saved,0.01126748,Normal,Open Play,,,,Everton,29,00:14:52.356,Shot,True
,,,,,,,,,,,,,,,,0.98948,,,,,,,,,,,,,04b5cc16-884f-4707-9a42-a30b9abd57c5,671,,"[107.4, 43.3]",3754194,16,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Victor Moses,3963.0,Right Wing,32,West Ham United,40,['42d9777e-5593-4fdd-816f-cbaa0f6d9405'],0,,Head,,"[120.0, 37.4, 3.8]",,"[{'location': [96.9, 45.3], 'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.4, 29.9], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.0, 41.4], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 38.9], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.5, 35.0], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 20.4], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.5, 11.1], 'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.8, 11.3], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.5, 43.9], 'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.6, 40.8], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.4, 38.8], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.1, 9.1], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [88.5, 13.2], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",6ae61e5d-b6d1-4362-900c-14daea7ffdea,,,Off T,0.042519785,Normal,Open Play,,,,West Ham United,40,00:16:00.229,Shot,
,,,,,,,,,,,,,,,,0.917273,,,,,,,,,,,,,c3fb484f-4231-4f1f-9976-6fb448297c74,723,,"[98.4, 19.7]",3754194,17,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Lanzini,3595.0,Center Attacking Midfield,34,West Ham United,40,['f0734bd8-9e65-4dc5-9d40-55ff6bfcbdb0'],9,,Right Foot,,"[120.0, 33.3, 0.1]",,"[{'location': [92.8, 20.4], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.5, 36.3], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.2, 48.4], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.4, 33.9], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 38.3], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.8, 47.2], 'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.6, 45.1], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 23.1], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 24.9], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 16.0], 'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.0, 38.2], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.2, 21.4], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.9, 39.4], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",fef21db4-9c16-4576-9b04-505346ad1dbe,,,Off T,0.010577313,Normal,Open Play,,,,West Ham United,40,00:17:09.379,Shot,
,,,,,,,,,,,,,,,,0.874476,,,,,,,,,,,,,d68b0f9c-da6a-452f-a7d5-2e706b812517,744,,"[102.2, 45.7]",3754194,17,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Arouna Koné,26696.0,Left Wing,36,Everton,29,"['432672d6-abf3-46cb-ae4f-f6fbe93e5c7a', '4a8b6629-364b-4760-a358-335ef8ce17e2']",48,,Right Foot,,"[120.0, 46.2, 1.7]",,"[{'location': [105.2, 44.0], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 38.4], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 44.6], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.4, 33.7], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.5, 45.5], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.1, 41.4], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.2, 35.2], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.9, 67.4], 'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",bbddf765-acc3-46fe-b7d4-e1c6a704207c,,,Off T,0.09556411,Normal,Open Play,,,,Everton,29,00:17:48.101,Shot,True
,,,,,,,,,,,,,,,,0.760271,,,,,,,,,,,,,f208b3b1-b3c2-4779-9d96-6eb95b61c142,887,,"[104.4, 27.8]",3754194,22,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aaron Cresswell,3062.0,Left Back,43,West Ham United,40,['3d56a2f6-9ead-4681-b5df-ec4649b3563b'],57,,Left Foot,,"[120.0, 46.6, 2.4]",,"[{'location': [104.2, 48.7], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.7, 47.5], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 53.1], 'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.2, 30.9], 'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.7, 36.8], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 38.6], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 28.0], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 31.5], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.2, 38.1], 'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.8, 47.2], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.2, 39.1], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.2, 30.1], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Off T,0.037865665,Half Volley,Open Play,,,,West Ham United,40,00:22:57.172,Shot,
,,,,,,,,,,,,,,,,1.490486,,,,,,,,,,,,,7a8e373f-71a4-4e54-8f61-000a65193120,932,,"[89.6, 27.9]",3754194,25,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ross Barkley,4275.0,Center Attacking Midfield,47,Everton,29,['ebc69f4f-7caf-49a2-ac75-fbef8d61273f'],4,,Right Foot,,"[118.7, 38.9, 1.6]",,"[{'location': [99.2, 31.5], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.1, 32.6], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 33.5], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.6, 44.0], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 49.7], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 47.9], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 43.5], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 43.7], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.1, 38.3], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.3, 43.2], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.9, 40.4], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 47.2], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.3, 44.1], 'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.3, 45.2], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.9, 45.6], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.6, 50.2], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.2, 65.7], 'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.9, 44.3], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,,Saved,0.022193793,Normal,Free Kick,,,,Everton,29,00:25:04.958,Shot,
,,,,,,,,,,,,,,,,0.45253,,,,,,,,,,,,,b527be22-8823-4d92-ab78-1747c65a9bca,1086,,"[116.7, 54.1]",3754194,28,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Deulofeu Lázaro,3726.0,Right Wing,54,Everton,29,['4346a83d-3110-4144-8d60-bd8c53522301'],19,,Right Foot,,"[119.1, 43.4, 0.2]",,"[{'location': [116.0, 39.9], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.2, 44.1], 'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.0, 41.2], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.9, 37.5], 'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.8, 43.2], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.5, 58.8], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.6, 52.9], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.4, 48.4], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.5, 50.0], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.5, 44.2], 'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.4, 41.3], 'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.2, 35.5], 'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",56d23106-6efe-4404-9531-8e540f5c529e,,,Saved,0.014009606,Normal,Open Play,,,,Everton,29,00:28:19.769,Shot,
