50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.708034,,,,,,,,,,,,,,2cb5c8b9-f52b-4b85-b7ac-d9221daeb713,877,,"[112.8, 43.3]",3890293,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Joël Andre Job Matip,3502.0,Right Center Back,48,Schalke 04,181,['956fb973-30d9-42e4-9282-e76c50b3826e'],29,,Head,"[120.0, 41.6, 4.4]",,"[{'location': [111.5, 44.6], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [115.0, 39.5], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.4, 37.7], 'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.8, 44.4], 'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.0, 39.2], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.5, 43.3], 'player': {'id': 20871, 'name': 'Pierre Bengtsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.9, 41.9], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 40.8], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.3, 37.0], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.8, 37.6], 'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.5, 37.8], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 30.8], 'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.8, 23.9], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.1, 28.2], 'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 22.5], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",a6f7ad6b-f262-44d7-9001-f3fa699a6395,,,Off T,0.1122647,Normal,Open Play,,,,Schalke 04,181,00:21:29.304,Shot,
,,,,,,,,,,,,,,,,,0.039909,,,,,,,,,,,,,,f6d652f6-45bb-46b8-8d9b-f75c61017746,905,,"[103.9, 40.8]",3890293,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yunus Mallı,8679.0,Center Attacking Midfield,51,FSV Mainz 05,177,"['3f914a99-534c-40dd-99b6-f46b56ff0770', 'a6e2276a-74d3-4ab3-bbf9-72de305b0c7e', 'e95dc3de-4712-4f11-b1bd-de55aeb52252']",35,,Right Foot,"[104.5, 40.9]",,"[{'location': [95.0, 43.4], 'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 27.5], 'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.2, 31.9], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.1, 39.9], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 40.4], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 40.5], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.3, 45.1], 'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.4, 28.9], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.5, 44.9], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",ce08da6d-756f-4aa3-9b57-cfe9bbe57d88,,,Blocked,0.11361062,Normal,Open Play,,,,FSV Mainz 05,177,00:22:35.361,Shot,True
,,,,,,,,,,,,,,,,,0.893171,,,,,,,,,,,,,,939fb2a4-3807-490e-9d0c-1e500d127c9f,1018,,"[88.7, 30.3]",3890293,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Johannes Geis,6717.0,Right Defensive Midfield,55,Schalke 04,181,['f1bd0d09-636e-4c45-bacf-b8798e2bc767'],40,,Right Foot,"[120.0, 34.9, 5.0]",True,"[{'location': [119.0, 39.9], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 43.4], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.7, 48.4], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.9, 37.2], 'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.8, 38.0], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.0, 44.9], 'player': {'id': 20871, 'name': 'Pierre Bengtsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.7, 40.4], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 35.8], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 31.6], 'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.6, 30.5], 'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 24.3], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.2, 27.2], 'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [91.5, 35.2], 'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [97.8, 36.3], 'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.4, 44.3], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.2, 18.0], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.4, 35.2], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,,,Off T,0.013768656,Volley,Open Play,,,,Schalke 04,181,00:25:40.824,Shot,
,,,,,,,,,,,,,,,,,1.276633,,,,,,,,,,,,,,8dd559d4-8324-4208-85f6-b87d075e4fac,1071,,"[84.6, 33.3]",3890293,27,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Danny Latza,8539.0,Left Defensive Midfield,61,FSV Mainz 05,177,['be91b6fe-9fd3-47c5-a492-9458acc4e690'],53,,Right Foot,"[120.0, 48.2, 0.6]",,"[{'location': [94.4, 33.8], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.3, 42.7], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 38.0], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.9, 35.3], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.2, 27.7], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.4, 34.7], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.9, 45.8], 'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.4, 47.2], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 50.0], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 49.3], 'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 39.8], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [78.9, 42.5], 'player': {'id': 20871, 'name': 'Pierre Bengtsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.9, 25.9], 'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.8, 50.7], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.7, 33.7], 'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.8, 37.6], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [94.7, 36.7], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [85.6, 47.1], 'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [82.0, 29.6], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.9, 48.7], 'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,,Off T,0.008538269,Normal,Free Kick,,,,FSV Mainz 05,177,00:27:53.160,Shot,
,,,,,,,,,,,,,,,,,0.097006,,,,,,,,,,,,,,b9f67d07-2ca4-4705-95a0-38ae8a8e74d6,1213,,"[108.7, 45.8]",3890293,31,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yunus Mallı,8679.0,Center Attacking Midfield,71,FSV Mainz 05,177,"['7472d015-bbf1-44ef-9551-7a05ac18b49e', '8a83ea68-3353-4509-90d9-81ec94d29ef0', '903553ad-3025-4fe4-a92d-54796617c467']",7,,Right Foot,"[109.6, 45.4]",,"[{'location': [105.8, 64.2], 'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.6, 50.5], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 45.4], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.6, 44.9], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.7, 43.0], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 41.8], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 31.5], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.9, 39.2], 'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",fbc1635b-22ec-42f7-9f0f-1b67d3cb811f,,,Blocked,0.07653053,Normal,Open Play,,,,FSV Mainz 05,177,00:31:07.633,Shot,True
,,,,,,,,,,,,,,,,,0.772644,,,,,,,,,,,,,,0f38e8ad-af6d-441b-8f61-89a565aff601,1358,,"[112.0, 44.4]",3890293,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Joël Andre Job Matip,3502.0,Right Center Back,81,Schalke 04,181,"['4c7f32c6-80d8-4142-992c-265fda9f150b', '5e783f08-09ca-41eb-b78f-c31e8b18ba9f']",48,True,Head,"[120.0, 37.3, 1.1]",,"[{'location': [114.6, 47.4], 'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 47.8], 'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 46.7], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 48.1], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [119.9, 75.3], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.5, 47.1], 'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.4, 36.5], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.4, 43.9], 'player': {'id': 20871, 'name': 'Pierre Bengtsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.5, 42.8], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.5, 44.4], 'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.3, 42.9], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.1, 42.5], 'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.7, 38.6], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 37.6], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.1, 33.9], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.5, 35.9], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",bb8e0d9c-1b6d-4c5f-96f8-d1619ef88945,,,Goal,0.06644101,Normal,Open Play,,,,Schalke 04,181,00:36:48.767,Shot,True
,,,,,,,,,,,,,,,,,0.216266,,,,,,,,,,,,,,8798ec6d-2c23-4a91-bbf4-01aa51438d1d,1379,,"[108.7, 48.6]",3890293,38,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Christian Clemens,9098.0,Left Wing,82,FSV Mainz 05,177,['1629c73b-3ddd-48c9-ba4b-09aa1dcb3ae0'],0,,Right Foot,"[111.9, 46.0, 0.2]",True,"[{'location': [98.3, 35.7], 'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.1, 46.1], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 40.1], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 44.1], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.9, 32.0], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 47.8], 'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.8, 42.3], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.3, 30.8], 'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.5, 46.2], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e6b3ca01-4a4d-4832-8c00-167899cb087a,,,Saved,0.18708439,Normal,Open Play,,,,FSV Mainz 05,177,00:38:00.962,Shot,
,,,,,,,,,,,,,,,,,2.206762,,,,,,,,,,,,,,6af46727-0883-497e-ad4d-de789d59e24d,1431,,"[93.7, 50.3]",3890293,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Julian Baumgartlinger,20037.0,Right Defensive Midfield,84,FSV Mainz 05,177,['2844b6f5-732a-4fa3-928d-189fed540cdd'],44,,Right Foot,"[111.4, 41.1]",True,"[{'location': [110.6, 38.1], 'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.7, 44.9], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.4, 40.1], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 61.0], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.3, 47.7], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.1, 48.2], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [105.9, 46.8], 'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.1, 41.3], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.6, 43.9], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 36.3], 'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.4, 56.9], 'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.2, 39.7], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.4, 33.3], 'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.4, 43.7], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.1, 43.9], 'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.9, 51.4], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.7, 69.0], 'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,,Wayward,0.014353981,Normal,Open Play,,,,FSV Mainz 05,177,00:39:44.602,Shot,
,,,,,,,,,,,,,,,,,1.008515,,,,,,,,,,,,,,fe433613-0f10-4c73-a8d7-22459315646c,1474,,"[116.1, 28.5]",3890293,41,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Clemens,9098.0,Left Wing,88,FSV Mainz 05,177,"['0ab8d477-fe56-4603-8644-4483d2d8c7da', '9e39d60f-2875-4311-9a39-93595b4f0b11']",48,,Left Foot,"[120.0, 43.9, 0.2]",True,"[{'location': [115.2, 50.3], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.3, 36.5], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 45.9], 'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 38.9], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 47.8], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 38.2], 'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.4, 46.0], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.7, 50.5], 'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.2, 39.7], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.9, 30.5], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",05428282-8b4d-48c1-8d18-8a8ecdc1f87c,,,Post,0.075800784,Normal,Open Play,,,,FSV Mainz 05,177,00:41:48.929,Shot,True
,,,,,,,,,,,,,,,,,0.564252,,,,,,,,,,,,,,d97928df-552b-477d-851f-d2347c776b1f,1477,,"[117.7, 40.0]",3890293,41,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yunus Mallı,8679.0,Center Attacking Midfield,88,FSV Mainz 05,177,['94b786b4-640e-4298-adef-6888e0636d9c'],50,,Right Foot,"[120.0, 40.1, 0.4]",True,"[{'location': [120.0, 28.5], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.1, 44.7], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.8, 43.7], 'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.4, 36.9], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.1, 42.1], 'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.6, 27.4], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.7, 35.9], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 40.9], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",,,True,Goal,0.9430959,Normal,Open Play,,,,FSV Mainz 05,177,00:41:50.527,Shot,
