ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.079249,,,,,,,,feba1eb4-0c03-4b76-b169-b696d5347e1f,51,,"[109.0, 47.0]",19753,0,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Lauren Bruton,15726.0,Right Center Forward,2,Reading WFC,974,"['6346bd01-035d-4e72-90b6-3e3a00cdec75', 'd9dc0e65-b749-4ad2-86ec-3a398f1a8d77']",46,,Right Foot,,"[112.0, 47.0]","[{'location': [107.0, 54.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 51.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 48.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 45.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 51.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.0, 36.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.0, 42.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",7c93b04d-fb46-45e6-b657-f920b0a5c106,,Blocked,0.10529644,Normal,Open Play,,,,Reading WFC,974,00:00:46.804,Shot,
,,,,,,,,,,,2.044107,,,,,,,,e0ab204a-1475-4656-b43f-78f9214d8e72,125,,"[93.0, 55.0]",19753,2,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lauren Bruton,15726.0,Right Center Forward,7,Reading WFC,974,['21875912-9f37-4f54-ad6f-d0e135ca07bf'],47,,Right Foot,,"[119.0, 40.5, 1.2]","[{'location': [100.0, 57.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.0, 36.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.0, 47.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.0, 51.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 46.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 52.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 38.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 40.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.0, 43.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",380e9e37-3a4f-493c-9710-f4fab397b5b8,,Saved,0.01695087,Normal,Open Play,,,,Reading WFC,974,00:02:47.491,Shot,
,,,,,,,,,,,0.072513,,,,,,,,c3268c66-5412-4ee8-96a1-46177d28a3c8,140,,"[110.0, 35.0]",19753,3,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Brooke Chaplen,15723.0,Left Center Forward,10,Reading WFC,974,['2d212e56-d807-4fec-a892-9c9a74038ef8'],2,,Right Foot,,"[112.0, 38.5, 0.2]","[{'location': [108.0, 40.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 25.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 25.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 34.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 31.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",6ff77637-6a73-40ff-a1d0-9d1453d8edd2,True,Saved,0.2962717,Normal,Open Play,,,,Reading WFC,974,00:03:02.554,Shot,
,,,,,,,,,,,1.160571,,,,,,,,91b90118-cf7c-4a62-b438-9c902bcbf25e,345,,"[88.0, 38.0]",19753,9,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fara Williams,10251.0,Left Center Midfield,25,Reading WFC,974,['dbe179f6-e2b0-49de-838d-8a82b21b2d51'],12,,Left Foot,,"[120.0, 43.8, 0.2]","[{'location': [96.0, 47.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.0, 55.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.0, 45.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 43.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 30.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 38.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.0, 34.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 37.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.0, 31.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 52.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [91.0, 46.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.0, 32.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.0, 29.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [94.0, 42.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",39b0a583-d145-4718-bb10-1b7b98e6831a,,Saved,0.018176014,Normal,Open Play,,,,Reading WFC,974,00:09:12.790,Shot,
,,,,,,,,,,,0.489311,,,,,,,,942b2638-f45c-476e-96b2-2f38749054da,417,,"[98.0, 49.0]",19753,11,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lauren Bruton,15726.0,Right Center Forward,30,Reading WFC,974,"['7dcb4d0e-cf17-425a-a53e-1a5534e6a113', 'f4eb13a2-87b8-46b2-a53b-e6e12efc6d84']",42,,Right Foot,,"[101.0, 48.0]","[{'location': [105.0, 50.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [91.0, 53.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [91.0, 51.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.0, 48.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 39.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 54.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.0, 38.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 47.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2e3143ec-2fcb-4240-9c92-043c445c605d,,Blocked,0.04618095,Normal,Open Play,,,,Reading WFC,974,00:11:42.098,Shot,
,,,,,,,,,,,0.487252,,,,,,,,f62e9ac8-fa1c-47e6-86db-f6ac30bbbdbc,455,,"[108.0, 46.0]",19753,13,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lauren Bruton,15726.0,Right Center Forward,33,Reading WFC,974,"['1187e1e1-6696-4d0b-bec3-8dff1ba01c61', 'e853c748-323a-442f-9f59-93e6a73fd8d9']",9,,Right Foot,,"[110.0, 45.0]","[{'location': [110.0, 33.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.0, 37.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.0, 26.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.0, 33.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.0, 25.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 33.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.0, 51.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.0, 47.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 50.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 50.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 45.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 26.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [99.0, 30.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.0, 29.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 31.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 29.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0abbd5b4-9f2a-4bfb-aed4-f35df6e5a495,,Blocked,0.14790232,Volley,Open Play,,,,Reading WFC,974,00:13:09.365,Shot,
,,,,,,,,,,,1.807339,,,,,,,,7b9eefb3-e9bf-4350-b095-2c596a5183e6,970,,"[94.0, 45.0]",19753,26,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Left Center Forward,67,Reading WFC,974,['16a72cca-505c-400c-baaf-51cf29ff29c4'],43,,Right Foot,,"[120.0, 36.6, 0.2]","[{'location': [96.0, 63.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.0, 62.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.0, 53.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 41.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.0, 58.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 48.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.0, 48.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.0, 39.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 58.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 46.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 38.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f6e733e3-2a4b-4a4c-a2e9-c9f215a52803,,Saved,0.039947856,Normal,Open Play,,,,Reading WFC,974,00:26:43.990,Shot,
,,,,,,,,,,,1.476015,,,,,,,,4f86f984-a35b-483c-a26c-afe4b3409051,1100,,"[99.0, 24.0]",19753,31,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fara Williams,10251.0,Left Center Midfield,80,Reading WFC,974,['f43f1982-962a-4ed4-bdb3-e7bcbddc8e02'],1,,Right Foot,,"[120.0, 43.8, 1.6]","[{'location': [105.0, 29.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.0, 24.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.0, 34.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.0, 20.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 27.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 22.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 26.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 30.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 37.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",1bcd98bd-bc58-49f7-9c1e-3110f91569dc,,Goal,0.026227878,Normal,Open Play,,,,Reading WFC,974,00:31:01.963,Shot,
,,,,,,,,,,,0.76811,,,,,,,,6f0f602c-120b-4fdf-b38d-751db36297b6,1393,,"[109.0, 46.0]",19753,43,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lucy Hope,16386.0,Center Attacking Midfield,107,Bristol City WFC,973,"['2f066401-57ec-4a52-ab56-1e01069988cd', '7d452024-abdf-42f3-9dbd-2f1b5c809f1a', '82832046-51cb-45b4-b227-0d5e3b356262']",23,True,Head,,"[115.0, 43.0]","[{'location': [116.0, 41.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 36.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 48.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.0, 40.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 43.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.0, 52.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",189bbf66-ef7f-4244-9a3d-c886c07d0829,,Blocked,0.0941892,Normal,Open Play,,,,Bristol City WFC,973,00:43:23.671,Shot,True
,,,,,,,,,,,0.849281,,,,,,,,038ccba8-4339-4a3a-8dfd-69f4a994812e,1658,,"[106.0, 45.0]",19753,49,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fara Williams,10251.0,Left Center Midfield,123,Reading WFC,974,['8ca6764a-c9c5-4869-adaa-df718e9c950e'],19,,Left Foot,,"[118.0, 43.8, 1.6]","[{'location': [94.0, 58.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [94.0, 56.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.0, 42.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 39.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 52.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 54.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 57.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9480cba6-8156-4941-97b0-fa5b47c9cfad,,Goal,0.10359481,Volley,Open Play,,,,Reading WFC,974,00:04:19.382,Shot,
