50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.698469,,,,,,,,,,,,,59bd10eb-0812-4844-bea9-f9e183fb0a7d,51,,"[104.7, 45.4]",3890535,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Alfreð Finnbogason,5514.0,Center Forward,4,Augsburg,172,['01c90f24-0bb9-4eb6-b4f1-7c6a28589f5e'],45,,Left Foot,"[120.0, 41.7, 0.0]",,"[{'location': [91.4, 57.9], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.9, 45.7], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.8, 50.6], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.9, 43.1], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.4, 49.3], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",e80767f7-e3f2-4d84-b5a7-41941cdf7afa,True,Goal,0.49411908,Normal,Open Play,,,,Augsburg,172,00:00:45.929,Shot,
,,,,,,,,,,,,,,,,,1.203334,,,,,,,,,,,,,161b17a7-7500-44d2-90e4-4fbf3bce6a04,454,,"[100.0, 25.0]",3890535,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alfreð Finnbogason,5514.0,Center Forward,21,Augsburg,172,['0c94f7f6-7ba6-44b9-a489-999767c0bff5'],2,,Left Foot,"[120.0, 36.9, 6.7]",,"[{'location': [117.4, 36.7], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 37.0], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.7, 26.8], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.2, 24.0], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 43.9], 'player': {'id': 9400, 'name': 'Daniel Tawiah Opare'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",b8753f9d-f95f-4c30-ac3a-5b93cbe2a03b,,Off T,0.022750683,Half Volley,Open Play,,,,Augsburg,172,00:10:02.658,Shot,
,,,,,,,,,,,,,,,,,1.15141,,,,,,,,,,,,,3c17454f-c2e3-4ff5-be3f-946834cadc0e,480,,"[102.2, 59.9]",3890535,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daniel Caligiuri,8521.0,Right Midfield,22,Wolfsburg,179,['8e4e214c-3862-4214-bb9e-6163d8594525'],35,,Right Foot,"[119.5, 39.9, 1.9]",,"[{'location': [119.4, 42.3], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 58.1], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 58.9], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.3, 40.0], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 53.4], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 23.1], 'player': {'id': 9400, 'name': 'Daniel Tawiah Opare'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.8, 42.7], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.5, 38.8], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.6, 35.2], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [78.3, 19.8], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.0, 67.7], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.7, 45.6], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.9, 40.3], 'player': {'id': 10594, 'name': 'Bas Dost'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.3, 35.7], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.1, 22.1], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",0e199792-a0a1-420d-91d3-8cd2b113934f,,Saved,0.00993435,Normal,Open Play,,,,Wolfsburg,179,00:10:35.040,Shot,
,,,,,,,,,,,,,,,,,0.964755,,,,,,,,,,,,,039fdcd3-a73d-492e-9df2-ec2b359899fa,667,,"[110.0, 42.6]",3890535,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Max Kruse,8386.0,Center Attacking Midfield,33,Wolfsburg,179,['c30e1385-7dbe-426e-ae14-d2ae146980f0'],21,,Right Foot,"[118.2, 40.9, 0.0]",True,"[{'location': [119.2, 41.8], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 56.3], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.5, 58.4], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.3, 55.6], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 37.4], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.6, 24.5], 'player': {'id': 9400, 'name': 'Daniel Tawiah Opare'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.8, 44.2], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 39.3], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 29.7], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [79.3, 20.1], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.9, 76.4], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.8, 59.1], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.2, 28.2], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.2, 33.2], 'player': {'id': 10594, 'name': 'Bas Dost'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",a7ed25d6-b469-45f0-8b14-2662407df877,,Saved,0.24470925,Half Volley,Open Play,,,,Wolfsburg,179,00:14:21.297,Shot,
,,,,,,,,,,,,,,,,,0.106213,,,,,,,,,,,,,54513124-6d4a-4471-bf76-28c56a978c1d,930,,"[99.2, 39.5]",3890535,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Max Kruse,8386.0,Center Attacking Midfield,43,Wolfsburg,179,"['cdf610a3-9dfc-4049-8048-519ab8f67e39', 'e7e4e8d3-3f68-46ea-9b0f-d67c908accf2']",37,,Right Foot,"[102.0, 40.0]",,"[{'location': [117.8, 40.1], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.9, 46.4], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.5, 36.0], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.4, 51.3], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.4, 25.9], 'player': {'id': 9400, 'name': 'Daniel Tawiah Opare'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.9, 43.4], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 39.8], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 34.6], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 48.6], 'player': {'id': 10594, 'name': 'Bas Dost'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 13.9], 'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",4dd8b693-2f55-4b37-b031-120af7324797,,Blocked,0.056507092,Normal,Open Play,,,,Wolfsburg,179,00:19:37.883,Shot,
,,,,,,,,,,,,,,,,,3.16355,,,,,,,,,,,,,ea5df7ca-875e-495d-bcaf-bd3c26ae5c4b,960,,"[91.3, 35.9]",3890535,20,,,True,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Caiuby Francisco da Silva,8303.0,Left Midfield,44,Augsburg,172,['76664783-852b-4cfb-a334-1402ba6c0247'],37,,Right Foot,"[120.0, 63.9]",True,"[{'location': [118.2, 40.5], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [70.5, 31.6], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.3, 45.0], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.7, 36.0], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.7, 25.6], 'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.6, 38.8], 'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [83.2, 28.5], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [71.6, 33.2], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 26.7], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.1, 52.9], 'player': {'id': 9400, 'name': 'Daniel Tawiah Opare'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",f02dd4d4-fe00-46db-93df-ea64c1500e63,,Wayward,0.019778289,Volley,Open Play,,,,Augsburg,172,00:20:37.714,Shot,
,,,,,,,,,,,,,,,,,0.797554,,,,,,,,,,,,,4c720ab3-0bc6-4cb8-89d9-d2307a62087a,1242,,"[107.1, 49.3]",3890535,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Träsch,23266.0,Right Back,54,Wolfsburg,179,['eae9b518-c318-4d08-8815-e72b26c64e76'],39,,Left Foot,"[120.0, 34.5, 4.5]",,"[{'location': [86.9, 30.0], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [96.8, 42.1], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.1, 51.3], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.8, 49.1], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.4, 43.9], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.7, 43.8], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 27.5], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 37.3], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 17.0], 'player': {'id': 9400, 'name': 'Daniel Tawiah Opare'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.8, 43.0], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 52.2], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [88.2, 18.6], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.1, 39.7], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [92.3, 17.6], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.6, 32.7], 'player': {'id': 10594, 'name': 'Bas Dost'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",f4d033f4-9e64-46de-bd69-ff6ce66835c7,,Off T,0.061036907,Half Volley,Open Play,,,,Wolfsburg,179,00:26:39.082,Shot,
,,,,,,,,,,,,,,,,,1.09714,,,,,,,,,,,,,239bc0bf-6c89-4326-95a3-3dca0737cd12,1533,,"[111.0, 40.2]",3890535,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,64,Wolfsburg,179,['ba912135-add4-464b-a729-df11a7301a77'],21,,Head,"[120.0, 45.7, 1.3]",,"[{'location': [112.3, 45.2], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 39.9], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.9, 41.2], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.5, 37.7], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 39.2], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 32.0], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.9, 35.8], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.9, 33.1], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.2, 15.9], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.3, 41.5], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 45.6], 'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.0, 42.1], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.5, 38.3], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.2, 29.0], 'player': {'id': 10594, 'name': 'Bas Dost'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.4, 29.5], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",75e4c36a-6d79-4a6d-9396-0c13f87c26ee,,Off T,0.07914908,Normal,Open Play,,,,Wolfsburg,179,00:33:21.093,Shot,
,,,,,,,,,,,,,,,,,0.268696,,,,,,,,,,,,,8da901dd-ba58-48ce-acf2-1fbb1e9721d9,1558,,"[116.9, 34.2]",3890535,34,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Max Kruse,8386.0,Center Attacking Midfield,66,Wolfsburg,179,['2f9cd782-8acf-4503-b24d-7b5d62bc9cd1'],17,,Left Foot,"[120.0, 37.6, 2.7]",True,"[{'location': [107.8, 43.1], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 48.5], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 40.0], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.3, 28.8], 'player': {'id': 9400, 'name': 'Daniel Tawiah Opare'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.5, 33.9], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.2, 35.4], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.6, 37.2], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.0, 12.6], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.0, 41.7], 'player': {'id': 10594, 'name': 'Bas Dost'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.5, 30.0], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",c9e4aaab-7c2f-41c9-bc20-d2752eaccdb1,,Post,0.203816,Volley,Open Play,,,,Wolfsburg,179,00:34:17.235,Shot,
,,,,,,,,,,,,,,,,,0.925553,,,,,,,,,,,,,1bc02521-4d4c-4471-9264-190800549d74,1712,,"[94.2, 32.0]",3890535,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luiz Gustavo Dias,3545.0,Left Defensive Midfield,72,Wolfsburg,179,['1b434046-ed95-4046-873d-013cf2803d5a'],55,,Left Foot,"[120.0, 33.3, 4.5]",,"[{'location': [95.5, 52.5], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.7, 42.7], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 53.2], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.3, 34.0], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.6, 42.9], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.1, 34.4], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 32.8], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 25.9], 'player': {'id': 9400, 'name': 'Daniel Tawiah Opare'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.6, 29.6], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 39.4], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.9, 21.8], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.2, 48.1], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.6, 45.5], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.7, 30.4], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.2, 38.9], 'player': {'id': 10594, 'name': 'Bas Dost'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.025146723,Normal,Open Play,,,,Wolfsburg,179,00:37:55.828,Shot,
