50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.759821,,,,,,,,,,,,,bcb58161-4a7e-4258-bee4-23bddb1114ef,680,,,"[107.0, 29.9]",3890507,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pierre-Emerick Aubameyang,3712.0,Center Forward,31,Borussia Dortmund,180,['63dfb2e1-7b16-4143-9c9b-9c80f0c9840a'],12,,Right Foot,,"[120.0, 33.8, 0.2]",,"[{'location': [97.9, 30.2], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.6, 36.1], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 37.6], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.2, 46.6], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 39.8], 'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 32.6], 'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.5, 47.0], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.2, 58.5], 'player': {'id': 40479, 'name': 'Janek Sternberg'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.1, 37.6], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 50.7], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.3, 38.5], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.2, 36.6], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Off T,0.12141541,Half Volley,Open Play,,,,Borussia Dortmund,180,00:13:12.037,Shot,
,,,,,,,,,,,,,,,,0.198533,,,,,,,,,,,,,9a9da44c-81c4-4bcd-9ec3-dc73cb8a888a,724,,,"[111.1, 39.6]",3890507,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Erik Durm,13206.0,Right Wing,33,Borussia Dortmund,180,['6e8d05ef-c6fd-4bfc-93ef-df77e1ace934'],56,,Right Foot,,"[115.6, 40.0, 0.5]",,"[{'location': [105.0, 33.8], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.7, 42.8], 'player': {'id': 40479, 'name': 'Janek Sternberg'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.7, 36.9], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 38.5], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.6, 40.9], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.9, 39.5], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",349040b7-5519-4a24-9008-0e517869c17e,True,Saved,0.51075226,Normal,Open Play,,,,Borussia Dortmund,180,00:14:56.022,Shot,
,,,,,,,,,,,,,,,,0.771353,,,,,,,,,,,,,bd1d0c8f-da3f-454f-af98-af69b8e0a537,833,,,"[94.9, 36.6]",3890507,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pierre-Emerick Aubameyang,3712.0,Center Forward,40,Borussia Dortmund,180,['142164e6-f51d-43ac-b9d9-fac5efa3a73b'],26,,Left Foot,,"[117.7, 37.8, 1.8]",,"[{'location': [117.6, 39.1], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 32.8], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.7, 6.4], 'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.9, 23.4], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.0, 21.7], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.1, 29.4], 'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.1, 31.5], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 37.0], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.0, 42.2], 'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 44.8], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.9, 49.1], 'player': {'id': 40479, 'name': 'Janek Sternberg'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [97.7, 38.8], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [93.7, 42.9], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [102.4, 43.4], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.4, 56.9], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.8, 57.9], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",7b0e6177-3da1-4606-b204-850097c04e3f,,Saved,0.037601363,Normal,Open Play,,,,Borussia Dortmund,180,00:18:26.297,Shot,
,,,,,,,,,,,,,,,,1.257159,,,,,,,,,,,,,56e87dc3-7795-4e95-93fb-35901a25196a,853,,,"[92.1, 53.9]",3890507,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pierre-Emerick Aubameyang,3712.0,Center Forward,41,Borussia Dortmund,180,['ad20b099-0a2f-465d-b416-09a15e7f3e08'],7,,Right Foot,,"[120.0, 30.5, 3.7]",,"[{'location': [117.8, 41.2], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.1, 33.5], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.3, 38.2], 'player': {'id': 40479, 'name': 'Janek Sternberg'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.4, 36.5], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [96.3, 43.0], 'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 45.0], 'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.9, 47.5], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [98.7, 50.8], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 53.0], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [93.9, 44.5], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.7, 46.8], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.5, 46.8], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.8, 23.9], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.2, 65.0], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Off T,0.018196732,Normal,Open Play,,,,Borussia Dortmund,180,00:19:07.240,Shot,
,,,,,,,,,,,,,,,,0.928757,,,,,,,,,,,,,596daa21-f099-4e12-b2f5-85ff840aa997,997,,,"[99.4, 42.2]",3890507,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Erik Durm,13206.0,Right Wing,47,Borussia Dortmund,180,['0ea4938f-cb62-41fd-8599-38689dce69c1'],17,,Left Foot,,"[120.0, 42.7, 4.2]",,"[{'location': [114.7, 40.9], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.9, 46.4], 'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 42.8], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.5, 45.4], 'player': {'id': 40479, 'name': 'Janek Sternberg'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.9, 35.5], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [94.2, 46.3], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.6, 41.3], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.6, 49.4], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.2, 33.5], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",af07e978-89a6-4962-9489-f240cf2ade08,,Off T,0.09679309,Normal,Open Play,,,,Borussia Dortmund,180,00:22:17.759,Shot,
,,,,,,,,,,,,,,,,1.429429,,,,,,,,,,,,,fb3075b7-6803-4984-af3e-3dd2c2cb0feb,1108,,,"[96.7, 37.6]",3890507,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Julian Weigl,8816.0,Right Defensive Midfield,55,Borussia Dortmund,180,"['74429277-0b5b-4770-ab64-8423413bef5a', '95870c62-2ea0-415f-b304-95dde2303b20']",31,,Right Foot,,"[120.0, 29.2, 0.9]",True,"[{'location': [103.8, 32.7], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.6, 29.4], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 40.9], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 42.6], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.0, 25.2], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.6, 40.9], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.2, 45.8], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.9, 20.1], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.4, 34.8], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.2, 30.8], 'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 47.6], 'player': {'id': 40479, 'name': 'Janek Sternberg'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.2, 39.1], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.6, 39.5], 'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 40.4], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [114.5, 42.2], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 39.5], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",59868aaf-b19d-4005-9dc5-95b83253f3b8,,Off T,0.036866587,Volley,Open Play,,,,Borussia Dortmund,180,00:26:31.266,Shot,True
,,,,,,,,,,,,,,,,1.864912,,,,,,,,,,,,,c6e2f7aa-51a1-43bc-94bb-b4ef88a21798,1149,,,"[93.4, 56.8]",3890507,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sambou Yatabaré,23660.0,Right Attacking Midfield,58,Borussia Dortmund,180,['674518c2-40a2-42ed-ae0c-5575ca533e7e'],34,,Left Foot,,"[118.6, 42.9, 0.2]",,"[{'location': [118.9, 41.6], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.3, 64.5], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [98.7, 41.1], 'player': {'id': 12624, 'name': 'Anthony Ujah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [83.9, 25.6], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [92.8, 63.6], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 69.7], 'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.8, 58.3], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.7, 48.7], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 39.7], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Saved,0.0106294295,Normal,Open Play,,,,Werder Bremen,176,00:27:34.602,Shot,
,,,,,,,,,,,,,,,,0.840812,,,,,,,,,,,,,03944f5d-4975-42cd-b1af-0649b8cfe605,1413,,,"[100.2, 39.4]",3890507,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pierre-Emerick Aubameyang,3712.0,Center Forward,66,Borussia Dortmund,180,"['9572d23c-84c7-4426-99b2-0135fe678f06', 'eb7bf9a5-0b7d-4f70-8982-f17f4e77ed54']",56,,Right Foot,,"[118.1, 40.2, 0.5]",,"[{'location': [95.2, 24.2], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.0, 60.8], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.3, 32.2], 'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 24.4], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.0, 31.2], 'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 38.5], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.4, 40.0], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 45.7], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 50.7], 'player': {'id': 40479, 'name': 'Janek Sternberg'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.5, 40.3], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 30.3], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.7, 48.6], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",23563e2e-c4ac-4aa0-aeba-0534098316a5,,Saved,0.059469163,Normal,Open Play,,,,Borussia Dortmund,180,00:32:56.942,Shot,True
,,,,,,,,,,,,,,,,1.023047,,,,,,,,,,,,,e271e9d3-ab7d-44df-90d1-0d2feef368b2,1568,,,"[90.6, 49.5]",3890507,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Erik Durm,13206.0,Right Wing,75,Borussia Dortmund,180,"['0826788f-fff6-4cbb-ae89-9dbc9e297a90', '0fc2ad4f-e870-4d5c-8716-86d5c0109382']",21,,Right Foot,,"[120.0, 45.3, 6.0]",True,"[{'location': [117.4, 41.7], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 18.3], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 18.2], 'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 50.6], 'player': {'id': 40479, 'name': 'Janek Sternberg'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.7, 34.9], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [106.0, 42.8], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 47.4], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.1, 34.0], 'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 35.9], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [91.8, 48.2], 'player': {'id': 12624, 'name': 'Anthony Ujah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.0, 8.2], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.2, 33.6], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [116.6, 3.6], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [94.2, 35.1], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.5, 43.5], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.7, 32.1], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.5, 43.3], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.5, 53.5], 'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.014293995,Half Volley,Open Play,,,,Borussia Dortmund,180,00:37:21.659,Shot,True
,,,,,,,,,,,,,,,,0.622366,,,,,,,,,,,,,16dce097-882b-408b-9be0-20b5fbecfecc,1617,,,"[110.6, 26.5]",3890507,38,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcel Schmelzer,11458.0,Left Back,79,Borussia Dortmund,180,['8848337f-cdb0-441a-8b34-91c89f9a56fd'],42,,Left Foot,,"[120.0, 35.3, 0.6]",True,"[{'location': [118.5, 36.8], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.2, 49.7], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.9, 40.0], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.6, 36.6], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.2, 35.7], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.8, 27.7], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [111.8, 49.3], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.4, 40.7], 'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.2, 41.3], 'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.5, 47.7], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 32.1], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [99.4, 49.0], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",e865ef00-c2e6-40b6-bcda-dd0cbe1f63a4,,Off T,0.047396358,Volley,Open Play,,,,Borussia Dortmund,180,00:38:42.617,Shot,
