50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.845998,,,,,,,,,,,,,f8b9f277-26e8-4ae7-b9a8-eab28febfc98,1362,,"[94.7, 43.2]",3754197,31,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Harry Kane,10955.0,Center Forward,70,Tottenham Hotspur,38,['da5ac63d-57d5-4001-ae8c-cd9459475fa1'],53,,Right Foot,"[120.0, 32.4, 1.0]",,"[{'location': [96.3, 39.7], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 42.6], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.2, 33.0], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.4, 28.1], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.6, 37.9], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 41.1], 'player': {'id': 3659, 'name': 'Wilfredo Daniel Caballero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.1, 24.0], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.2, 30.1], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.1, 49.8], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",79e7b07e-83bf-4fb5-84f2-447388742349,,Off T,0.061037876,Normal,Open Play,,,,Tottenham Hotspur,38,00:31:53.520,Shot,
,,,,,,,,,,,,,,,,,0.7348,,,,,,,,,,,,,1a04ee2e-01dc-486e-be21-ed791ef06ed3,1395,,"[108.9, 60.1]",3754197,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fernando Luiz Rosa,3054.0,Left Defensive Midfield,71,Manchester City,36,['309c6ec2-9824-4234-924d-e257064ccedd'],51,,Right Foot,"[117.2, 43.9, 1.0]",,"[{'location': [101.6, 59.6], 'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.4, 50.0], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.3, 60.8], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.4, 53.5], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 45.1], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 36.8], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.9, 43.1], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 31.5], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.4, 41.9], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.5, 69.1], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [94.9, 44.4], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",4b343e16-0e8f-4e20-901c-ff27f609ff37,,Saved,0.010210042,Normal,Open Play,,,,Manchester City,36,00:32:51.852,Shot,
,,,,,,,,,,,,,,,,,0.444545,,,,,,,,,,,,,91b23899-994e-4800-bdeb-8e15fd51562f,1468,,"[103.8, 46.1]",3754197,34,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Erik Lamela,3585.0,Right Wing,72,Tottenham Hotspur,38,['023e6c13-6f17-420b-84a4-6a9ee53b15d0'],25,,Left Foot,"[120.0, 31.8, 7.8]",True,"[{'location': [116.9, 40.0], 'player': {'id': 3659, 'name': 'Wilfredo Daniel Caballero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 42.7], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.2, 36.8], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 36.0], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 28.2], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 21.4], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 16.9], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 12.9], 'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.3, 32.5], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.1, 36.7], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.6, 43.9], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",9b1ca64f-ed85-4a27-b28a-5b0cb75ea1db,,Off T,0.14797139,Normal,Open Play,,,,Tottenham Hotspur,38,00:34:25.313,Shot,
,,,,,,,,,,,,,,,,,0.270967,,,,,,,,,,,,,646ac2a3-12d9-444d-96be-e1088aab9270,1638,,"[103.4, 51.6]",3754197,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Erik Lamela,3585.0,Right Wing,87,Tottenham Hotspur,38,"['1bfcc9c4-86b1-4b41-8504-db328a9b465f', '62137d6c-98d1-4686-9973-1678c79573ce']",20,,Left Foot,"[104.2, 51.0]",,"[{'location': [114.7, 44.1], 'player': {'id': 3659, 'name': 'Wilfredo Daniel Caballero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.5, 53.4], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.4, 50.6], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.1, 45.8], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 48.2], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [80.6, 68.2], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.7, 28.3], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [79.0, 66.6], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.6, 28.3], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.1, 40.5], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.6, 43.8], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",edd25852-7472-4aea-99c0-45fdb75253ca,,Blocked,0.048228484,Normal,Open Play,,,,Tottenham Hotspur,38,00:40:20.955,Shot,
,,,,,,,,,,,,,,,,,0.344877,,,,,,,,,,,,,4312201e-21d8-49d9-a481-988cb8e92098,1647,,"[104.1, 34.4]",3754197,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Harry Kane,10955.0,Center Forward,87,Tottenham Hotspur,38,['6709db05-e67d-463d-b78d-2a05527b6f29'],23,,Left Foot,"[115.9, 37.4, 1.5]",,"[{'location': [104.8, 45.0], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 42.2], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 37.1], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 33.8], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 36.9], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [86.0, 62.6], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [87.1, 51.7], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.9, 39.1], 'player': {'id': 3659, 'name': 'Wilfredo Daniel Caballero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 47.5], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.4, 31.7], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.3, 28.3], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [84.3, 63.0], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [89.4, 52.4], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Saved,0.15788078,Normal,Open Play,,,,Tottenham Hotspur,38,00:40:23.909,Shot,
,,,,,,,,,,,,,,,,,0.079979,,,,,,,,,,,,,6c8d51e1-3726-41cd-b31e-eb9d66c507c5,1692,,"[106.8, 31.6]",3754197,42,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,90,Manchester City,36,"['30fd26bf-f27d-48eb-a75b-6f615ba81dff', '6534daa8-2754-4b63-b3b6-2015866f1630']",1,,Left Foot,"[107.9, 32.1]",,"[{'location': [117.6, 37.2], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 50.8], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.1, 39.3], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.3, 32.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 41.6], 'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.7, 34.6], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.3, 42.8], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.2, 35.3], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.7, 29.8], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.2, 25.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.9, 49.9], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.0, 35.3], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",09f99ad3-7e02-4699-8629-a669b26917b0,,Blocked,0.07786328,Normal,Open Play,,,,Manchester City,36,00:42:01.910,Shot,
,,,,,,,,,,,,,,,,,0.554756,,,,,,,,,,,,,6ef2d462-107b-46c2-bed7-ddcbd245e578,1698,,"[111.1, 33.5]",3754197,42,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Nicolás Hernán Otamendi,3090.0,Left Center Back,91,Manchester City,36,"['2de1ccea-e972-42c6-88ac-c1460ab10fc6', 'a2b8d0b7-4b9a-494d-8807-f989c24301c0']",38,True,Head,"[120.0, 33.8, 7.8]",,"[{'location': [100.5, 29.6], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.6, 39.1], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 45.2], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.1, 35.1], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 44.4], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 43.6], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.6, 41.7], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.5, 30.8], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.1, 38.4], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.8, 35.2], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.3, 33.6], 'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 47.8], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.8, 47.5], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.4, 41.6], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.9, 38.9], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",80a55c6d-5381-446b-a90e-7f540260579a,,Off T,0.0475984,Normal,Open Play,,,,Manchester City,36,00:42:38.547,Shot,True
,,,,,,,,,,,,,,,,,0.619025,,,,,,,,,,,,,96d1d1b5-606b-4324-89ba-02f1770e9471,1751,,"[109.4, 25.7]",3754197,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,93,Manchester City,36,['04a98db8-c870-42d8-b0c7-2794448a1aaf'],38,,Left Foot,"[117.3, 36.0, 1.3]",True,"[{'location': [117.8, 36.6], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 41.8], 'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.4, 46.0], 'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.2, 28.0], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.2, 40.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 30.2], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 29.2], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.1, 42.0], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.2, 43.4], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.9, 36.5], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.1, 30.2], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",a2518c73-efdb-4d0d-9197-f2ac5a380171,,Saved,0.062065806,Normal,Open Play,,,,Manchester City,36,00:43:38.210,Shot,
,,,,,,,,,,,,,,,,,0.02159,,,,,,,,,,,,,672665c5-94a8-4f09-87d9-be76a26fc234,1792,,"[113.2, 41.4]",3754197,44,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Heung-Min Son,3083.0,Center Attacking Midfield,95,Tottenham Hotspur,38,['74657c2c-8127-44e3-ba19-5196c66230cc'],23,,Left Foot,"[114.2, 41.4, 0.5]",True,"[{'location': [112.1, 49.8], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 61.9], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.2, 56.5], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 56.2], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.1, 39.0], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.9, 40.5], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 44.5], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.7, 41.3], 'player': {'id': 3659, 'name': 'Wilfredo Daniel Caballero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.7, 35.5], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.4, 39.2], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.1, 47.5], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.6, 50.0], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.4, 60.1], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",e0ea9668-e2bf-449f-9b0b-8c5e864febc4,,Saved,0.4415821,Normal,Open Play,,,,Tottenham Hotspur,38,00:44:23.441,Shot,
,,,,,,,,,,,,,,,,,1.085764,,,,,,,,,,,,,a9620104-a844-4e2e-a091-05778a9dbc04,1798,,"[90.9, 42.0]",3754197,44,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Eric Dier,10956.0,Right Center Midfield,95,Tottenham Hotspur,38,"['22cb52d4-3711-4cab-8198-06b16721b712', '26cb016a-82fa-4ea4-b516-0521083e4cd8']",27,,Right Foot,"[120.0, 36.8, 0.0]",True,"[{'location': [110.2, 59.8], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.2, 43.0], 'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.2, 40.4], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.5, 40.4], 'player': {'id': 3659, 'name': 'Wilfredo Daniel Caballero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.3, 54.5], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 45.3], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.4, 60.1], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.4, 34.8], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 38.2], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.4, 48.1], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.6, 42.7], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 28.8], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [86.4, 49.7], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [114.1, 31.4], 'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.8, 42.1], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.3, 29.1], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Goal,0.035202067,Normal,Open Play,,,,Tottenham Hotspur,38,00:44:27.654,Shot,True
