bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.973,,,,,,,,,,,,f148311c-8776-448f-ac42-2e5b2516371a,56,,,"[113.0, 34.0]",7536,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,Romelu Lukaku Menama,3289.0,Center Forward,5,Belgium,782,"['a34ec9cb-879b-441b-b127-e5419f977a35', 'a5d91d9b-d045-441b-8f90-67214bf00254']",39,,Left Foot,"[120.0, 34.6, 0.4]",True,"[{'location': [113.0, 40.0], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [117.0, 37.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 5634, 'name': 'Erick Javier Davis Grajales'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 56.0], 'player': {'id': 5628, 'name': 'José Luis Rodríguez Francis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.0, 19.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [105.0, 21.0], 'player': {'id': 5637, 'name': 'Edgar Yoel Bárcenas Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.0, 35.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 33.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 27.0], 'player': {'id': 5641, 'name': 'Michael Amir Murillo Bermudez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 22.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 33.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [104.0, 34.0], 'player': {'id': 5645, 'name': 'Armando Enrique Cooper Whitaker'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 43.0], 'player': {'id': 5646, 'name': 'Aníbal Cesis Godoy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 51.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",488629b9-3f43-487c-9671-33757f5f3f19,,Off T,0.0747409,Normal,Open Play,,,,Belgium,782,00:00:39.200,Shot,True
,,,,,,,,,,,,1.813,,,,,,,,,,,,963937d8-53f7-4d1d-8c71-658437a89c61,146,,,"[96.0, 51.0]",7536,3,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Edgar Yoel Bárcenas Herrera,5637.0,Right Wing,9,Panama,798,['07f60f08-c234-4351-963d-0e674d99a0e2'],14,,Left Foot,"[115.0, 47.0]",,"[{'location': [114.0, 38.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 70.0], 'player': {'id': 5634, 'name': 'Erick Javier Davis Grajales'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.0, 53.0], 'player': {'id': 5631, 'name': 'Blas Antonio Miguel Pérez Ortega'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 46.0], 'player': {'id': 5641, 'name': 'Michael Amir Murillo Bermudez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.0, 44.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [116.0, 39.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.0, 29.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.0, 59.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [112.0, 49.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.0, 50.0], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [116.0, 45.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 36.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 5639, 'name': 'Anga Dedryck Boyata'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.0, 36.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.0, 36.0], 'player': {'id': 5628, 'name': 'José Luis Rodríguez Francis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.0, 39.0], 'player': {'id': 5646, 'name': 'Aníbal Cesis Godoy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Wayward,0.016566036,Half Volley,Open Play,,,,Panama,798,00:03:14.200,Shot,
,,,,,,,,,,,,0.733,,,,,,,,,,,,f4edcbce-570c-43c0-aef3-037d79cc877f,284,,,"[104.0, 24.0]",7536,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Wing Back,15,Belgium,782,['e39710c6-73ec-4d11-8f74-45e3b9dc479c'],48,,Right Foot,"[119.0, 36.8, 0.2]",True,"[{'location': [91.0, 45.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 33.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [111.0, 39.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 41.0], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 54.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [118.0, 36.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 5634, 'name': 'Erick Javier Davis Grajales'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 54.0], 'player': {'id': 5628, 'name': 'José Luis Rodríguez Francis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.0, 46.0], 'player': {'id': 5646, 'name': 'Aníbal Cesis Godoy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 42.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 35.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 35.0], 'player': {'id': 5645, 'name': 'Armando Enrique Cooper Whitaker'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 32.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 5641, 'name': 'Michael Amir Murillo Bermudez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",6425c2fa-8187-4143-8175-77d614a2ac42,,Saved,0.0327767,Normal,Open Play,,,,Belgium,782,00:05:48.760,Shot,
,,,,,,,,,,,,0.893,,,,,,,,,,,,45e0c448-1d24-442b-81cc-6307be6987c2,303,,,"[104.0, 54.0]",7536,6,,,,,,,,,,,,,,,,,,,,1,From Keeper,Dries Mertens,5630.0,Right Attacking Midfield,16,Belgium,782,"['8a44d6a1-d12d-4979-a6d4-bfb79248da60', 'e6564983-bdf9-45a2-bc4a-f0bce28f4533']",19,,Right Foot,"[119.0, 43.2, 0.5]",,"[{'location': [119.0, 41.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 52.0], 'player': {'id': 5634, 'name': 'Erick Javier Davis Grajales'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 44.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 52.0], 'player': {'id': 5628, 'name': 'José Luis Rodríguez Francis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 5646, 'name': 'Aníbal Cesis Godoy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 40.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.0, 37.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 27.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.0, 45.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [98.0, 30.0], 'player': {'id': 5645, 'name': 'Armando Enrique Cooper Whitaker'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",f67cd920-8966-4cf9-982a-85a875badca7,,Saved,0.06243627,Normal,Open Play,,,,Belgium,782,00:06:19.400,Shot,True
,,,,,,,,,,,,0.493,,,,,,,,,,,,4770654b-8252-4ab8-a8e4-8f6f8bc51060,554,,,"[118.0, 30.0]",7536,11,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Attacking Midfield,25,Belgium,782,['65e29907-a50d-4afa-b5cc-ddb16c8788a0'],0,,Left Foot,"[120.0, 35.2, 0.3]",,"[{'location': [119.0, 32.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 42.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 51.0], 'player': {'id': 5634, 'name': 'Erick Javier Davis Grajales'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 30.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 38.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 22.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Off T,0.02878628,Normal,Open Play,,,,Belgium,782,00:11:00.840,Shot,
,,,,,,,,,,,,0.8,,,,,,,,,,,,8a95ae28-a9bf-42a2-a86d-ab04c93325ab,841,,,"[110.0, 57.0]",7536,18,,,,,,,,,,,,,,,,,,,,1,From Corner,Dries Mertens,5630.0,Right Attacking Midfield,39,Belgium,782,['74d05f11-95eb-4d87-851b-e9d9f758f89c'],10,,Right Foot,"[120.0, 45.4, 2.3]",True,"[{'location': [108.0, 37.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.0, 41.0], 'player': {'id': 5646, 'name': 'Aníbal Cesis Godoy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.0, 40.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [107.0, 37.0], 'player': {'id': 5641, 'name': 'Michael Amir Murillo Bermudez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 40.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 40.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 51.0], 'player': {'id': 5645, 'name': 'Armando Enrique Cooper Whitaker'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 48.0], 'player': {'id': 5631, 'name': 'Blas Antonio Miguel Pérez Ortega'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.0, 61.0], 'player': {'id': 5634, 'name': 'Erick Javier Davis Grajales'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 69.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [117.0, 76.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",b6fbf0cd-fbf9-46ed-b9a6-bd0c3e5a6528,,Off T,0.016349373,Normal,Open Play,,,,Belgium,782,00:18:10.293,Shot,
,,,,,,,,,,,,0.933,,,,,,,,,,,,654304a6-6d5b-4580-87a1-e3a94a583f6d,961,,,"[98.0, 22.0]",7536,21,,,,,,,,,,,,,,,,,,,,1,From Corner,Kevin De Bruyne,3089.0,Right Center Midfield,43,Belgium,782,"['2c0542e8-1662-4e89-87a2-f49569ff05be', 'a0907bc4-dce5-4860-b58f-a8b049dff5e4']",13,,Right Foot,"[120.0, 36.8, 3.8]",,"[{'location': [108.0, 53.0], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 51.0], 'player': {'id': 5645, 'name': 'Armando Enrique Cooper Whitaker'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 49.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 48.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 40.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.0, 18.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 8.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 21.0], 'player': {'id': 5634, 'name': 'Erick Javier Davis Grajales'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 21.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 5631, 'name': 'Blas Antonio Miguel Pérez Ortega'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.0, 37.0], 'player': {'id': 5641, 'name': 'Michael Amir Murillo Bermudez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 40.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [102.0, 27.0], 'player': {'id': 5646, 'name': 'Aníbal Cesis Godoy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",014000db-63c5-4dc7-b259-48062ae8fce0,,Off T,0.014519094,Normal,Open Play,,,,Belgium,782,00:21:13.360,Shot,True
,,,,,,,,,,,,0.84,,,,,,,,,,,,b0239652-8b6d-431e-8e08-05ab56323d82,1128,,,"[103.0, 56.0]",7536,25,,,,,,,,,,,,,,,,,,,,1,From Corner,Eden Hazard,3621.0,Left Attacking Midfield,48,Belgium,782,"['8e2f8e02-94e4-472b-8bf2-2831d6e9fa2e', 'e1e052e0-35bd-419f-bcc0-5a9b33069363']",5,,Right Foot,"[120.0, 46.1, 2.1]",,"[{'location': [108.0, 34.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.0, 54.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 52.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 41.0], 'player': {'id': 5646, 'name': 'Aníbal Cesis Godoy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 33.0], 'player': {'id': 5641, 'name': 'Michael Amir Murillo Bermudez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 37.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 42.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 57.0], 'player': {'id': 5634, 'name': 'Erick Javier Davis Grajales'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [85.0, 67.0], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [96.0, 60.0], 'player': {'id': 5645, 'name': 'Armando Enrique Cooper Whitaker'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 67.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",a37675e4-9f43-4a6d-97cf-8cfa6987f762,,Off T,0.031556185,Normal,Open Play,,,,Belgium,782,00:25:05.693,Shot,True
,,,,,,,,,,,,0.68,,,,,,,,,,,,af328f1f-ffa0-4420-a1ad-ef73249aec00,1547,,,"[109.0, 54.0]",7536,37,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eden Hazard,3621.0,Left Attacking Midfield,67,Belgium,782,"['363543dc-1b1d-40dd-9761-8f7e840f73f3', 'e8b1d173-64a4-45a8-a46d-b0adbe778bf8']",1,,Right Foot,"[118.0, 43.6, 1.3]",,"[{'location': [105.0, 72.0], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [111.0, 60.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [104.0, 22.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [118.0, 42.0], 'player': {'id': 5636, 'name': 'Jaime Manuel Penedo Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 35.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 31.0], 'player': {'id': 5641, 'name': 'Michael Amir Murillo Bermudez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 45.0], 'player': {'id': 5645, 'name': 'Armando Enrique Cooper Whitaker'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 38.0], 'player': {'id': 5635, 'name': 'Román Aureliano Torres Morcillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 51.0], 'player': {'id': 5640, 'name': 'Gabriel Enrique Gómez Girón'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 51.0], 'player': {'id': 5638, 'name': 'Fidel Escobar Mendieta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 55.0], 'player': {'id': 5634, 'name': 'Erick Javier Davis Grajales'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 55.0], 'player': {'id': 5646, 'name': 'Aníbal Cesis Godoy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 66.0], 'player': {'id': 5628, 'name': 'José Luis Rodríguez Francis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",938bc2da-b1bf-447a-b3f4-6d5f745e972c,,Saved,0.0654758,Normal,Open Play,,,,Belgium,782,00:37:01.680,Shot,True
