50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.206867,,,,,,,,,,,,,20000d13-62b2-4f86-af42-9557a9d49d3a,232,,,"[110.8, 57.4]",3901833,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kenza Dali,15421.0,Right Midfield,12,France Women's,861,"['0f54e666-2081-4fe6-ac71-a29d2f6f22c2', '999a5ad2-28ad-4db1-8593-b0b2d4aa9693']",21,Right Foot,"[120.0, 41.5, 6.6]",True,"[{'location': [108.7, 42.0], 'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.4, 36.5], 'player': {'id': 31641, 'name': 'Elodie Nakkach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 45.8], 'player': {'id': 402663, 'name': 'Ghizlane Chebbak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 54.7], 'player': {'id': 402666, 'name': 'Fatima Zahra Tagnaout'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.6, 54.1], 'player': {'id': 402665, 'name': 'Zineb Redouani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.2, 49.0], 'player': {'id': 402660, 'name': 'Nouhaila Benzina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.4, 42.2], 'player': {'id': 135153, 'name': 'Nesryne El Chad'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.1, 43.5], 'player': {'id': 402656, 'name': 'Khadija Er-Rmichi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.6, 39.8], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.7, 48.2], 'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,,Off T,0.0116353845,Half Volley,Open Play,,,,France Women's,861,00:05:21.474,Shot,True
,,,,,,,,,,,,,,,,,,,1.738956,,,,,,,,,,,,,d202e6a3-e2bd-431e-ad5c-ce7b40fce67c,580,,,"[95.3, 29.2]",3901833,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kadidiatou Diani,10137.0,Center Forward,31,France Women's,861,"['20b01b14-df0d-4cd2-bc95-43d5ea00ccc1', '95aaf1c1-6c22-487e-9c13-63852911a00d', 'b7af6d00-58fd-48ce-ac71-21fcf7ff8e16']",10,Right Foot,"[120.0, 51.8, 5.6]",,"[{'location': [118.2, 38.7], 'player': {'id': 402656, 'name': 'Khadija Er-Rmichi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.8, 14.6], 'player': {'id': 402655, 'name': 'Sakina Ouzraoui Diki'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [86.6, 18.7], 'player': {'id': 31629, 'name': 'Anissa Lahmari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [95.2, 27.8], 'player': {'id': 31641, 'name': 'Elodie Nakkach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.9, 40.0], 'player': {'id': 402665, 'name': 'Zineb Redouani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.2, 32.0], 'player': {'id': 402660, 'name': 'Nouhaila Benzina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 28.9], 'player': {'id': 135153, 'name': 'Nesryne El Chad'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.3, 31.0], 'player': {'id': 402663, 'name': 'Ghizlane Chebbak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.7, 42.2], 'player': {'id': 402666, 'name': 'Fatima Zahra Tagnaout'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.0, 14.7], 'player': {'id': 402658, 'name': 'Hanane Aït El Haj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [77.1, 60.0], 'player': {'id': 10418, 'name': 'Eve Perisset'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [82.9, 6.3], 'player': {'id': 10117, 'name': 'Sakina Karchaoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [85.3, 23.9], 'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [87.3, 31.4], 'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.4, 33.3], 'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.2, 11.1], 'player': {'id': 15471, 'name': 'Selma Bacha'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.7, 39.4], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",05bbb36f-0307-409f-94fb-af369087edd8,,,Off T,0.028554644,Normal,Open Play,,,,France Women's,861,00:13:10.561,Shot,True
,,,,,,,,,,,,,,,,,,,0.547589,,,,,,,,,,,,,10850b94-393c-4ae7-a9d1-589f62613a77,643,,,"[114.7, 39.9]",3901833,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kadidiatou Diani,10137.0,Center Forward,33,France Women's,861,['d4c3655d-17f2-431a-bff3-235fcb573f8c'],41,Head,"[120.0, 38.9, 0.6]",,"[{'location': [116.1, 41.9], 'player': {'id': 402665, 'name': 'Zineb Redouani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.7, 37.0], 'player': {'id': 402656, 'name': 'Khadija Er-Rmichi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.9, 34.5], 'player': {'id': 402660, 'name': 'Nouhaila Benzina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 31.1], 'player': {'id': 135153, 'name': 'Nesryne El Chad'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 45.8], 'player': {'id': 402666, 'name': 'Fatima Zahra Tagnaout'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.3, 24.5], 'player': {'id': 402658, 'name': 'Hanane Aït El Haj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.8, 36.3], 'player': {'id': 402663, 'name': 'Ghizlane Chebbak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 30.7], 'player': {'id': 31641, 'name': 'Elodie Nakkach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 34.5], 'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.5, 48.8], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.5, 20.6], 'player': {'id': 15471, 'name': 'Selma Bacha'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",c8c84016-1ee3-45f7-a831-90db05dc5d59,,,Goal,0.54728407,Normal,Open Play,,,,France Women's,861,00:14:41.947,Shot,
,,,,,,,,,,,,,,,,,,,0.981304,,,,,,,,,,,,,2b985157-36c0-4d41-8c44-dbc0a9e9f28c,822,,,"[103.7, 48.5]",3901833,19,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kenza Dali,15421.0,Right Midfield,45,France Women's,861,['76c468fe-5022-46d6-b574-cc2a66548afe'],39,Right Foot,"[120.0, 36.2, 0.6]",True,"[{'location': [96.9, 35.9], 'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [89.4, 61.9], 'player': {'id': 10418, 'name': 'Eve Perisset'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.6, 61.9], 'player': {'id': 402666, 'name': 'Fatima Zahra Tagnaout'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.3, 43.1], 'player': {'id': 402656, 'name': 'Khadija Er-Rmichi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.6, 54.9], 'player': {'id': 402660, 'name': 'Nouhaila Benzina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 53.0], 'player': {'id': 402665, 'name': 'Zineb Redouani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 45.7], 'player': {'id': 135153, 'name': 'Nesryne El Chad'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.2, 38.9], 'player': {'id': 402658, 'name': 'Hanane Aït El Haj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 54.7], 'player': {'id': 402663, 'name': 'Ghizlane Chebbak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 42.7], 'player': {'id': 31641, 'name': 'Elodie Nakkach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 30.3], 'player': {'id': 15471, 'name': 'Selma Bacha'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.2, 58.4], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.1, 43.1], 'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",02b5b0fe-8b3e-426a-8231-9bf768132b87,,,Goal,0.09339294,Normal,Open Play,,,,France Women's,861,00:19:39.891,Shot,
,,,,,,,,,,,,,,,,,,,0.495299,,,,,,,,,,,,,ab07e8c7-4298-4fb4-ac07-6b18a5c27a81,946,,,"[110.7, 51.2]",3901833,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eugénie Le Sommer,10121.0,Center Attacking Midfield,54,France Women's,861,"['8437bfbe-6619-4875-9d32-3a262192c6fc', 'e5c49147-4a8c-44cc-82b3-faed55f3eda6']",51,Right Foot,"[120.0, 37.9, 0.2]",True,"[{'location': [118.1, 43.4], 'player': {'id': 402656, 'name': 'Khadija Er-Rmichi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.7, 53.5], 'player': {'id': 135153, 'name': 'Nesryne El Chad'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 65.9], 'player': {'id': 402665, 'name': 'Zineb Redouani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.7, 51.7], 'player': {'id': 402660, 'name': 'Nouhaila Benzina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.2, 52.2], 'player': {'id': 402663, 'name': 'Ghizlane Chebbak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 45.9], 'player': {'id': 31641, 'name': 'Elodie Nakkach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 40.5], 'player': {'id': 402658, 'name': 'Hanane Aït El Haj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.8, 64.2], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.5, 40.6], 'player': {'id': 15471, 'name': 'Selma Bacha'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.2, 56.1], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Goal,0.161932,Normal,Open Play,,,,France Women's,861,00:22:51.874,Shot,True
,,,,,,,,,,,,,,,,,,,0.258853,,,,,,,,,,,,,650fe8b2-3507-44c1-b02e-9f196bccbc13,1150,,,"[115.3, 29.5]",3901833,28,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Selma Bacha,15471.0,Left Midfield,61,France Women's,861,"['40abeed8-91bc-4c14-97ba-8bb412553af8', 'be227074-f79d-4cf1-9f0b-c14c83aa8ea7']",6,Left Foot,"[120.0, 34.9, 1.2]",,"[{'location': [108.5, 41.5], 'player': {'id': 402665, 'name': 'Zineb Redouani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.1, 28.4], 'player': {'id': 402658, 'name': 'Hanane Aït El Haj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.7, 31.3], 'player': {'id': 135153, 'name': 'Nesryne El Chad'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 34.8], 'player': {'id': 402656, 'name': 'Khadija Er-Rmichi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.8, 30.9], 'player': {'id': 402660, 'name': 'Nouhaila Benzina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 30.6], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.2, 47.4], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",0418159b-9d73-4bc5-9ce5-856eb7257df4,,,Off T,0.042338993,Normal,Open Play,,,,France Women's,861,00:28:06.528,Shot,True
,,,,,,,,,,,,,,,,,,,1.113212,,,,,,,,,,,,,47df1452-27e5-468f-81f1-88601db91e6d,1685,,,"[97.4, 31.7]",3901833,40,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sandie Toletti,30971.0,Left Defensive Midfield,85,France Women's,861,['f1efe894-9f48-458b-9396-d7d77e22880d'],45,Right Foot,"[120.0, 35.3, 1.0]",,"[{'location': [103.9, 54.8], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.2, 30.9], 'player': {'id': 15471, 'name': 'Selma Bacha'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.3, 42.2], 'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.2, 28.6], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.7, 42.3], 'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [119.1, 38.0], 'player': {'id': 402656, 'name': 'Khadija Er-Rmichi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [120.0, 29.6], 'player': {'id': 402658, 'name': 'Hanane Aït El Haj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.4, 24.4], 'player': {'id': 31641, 'name': 'Elodie Nakkach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 47.2], 'player': {'id': 402666, 'name': 'Fatima Zahra Tagnaout'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.6, 34.6], 'player': {'id': 402663, 'name': 'Ghizlane Chebbak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 34.1], 'player': {'id': 135153, 'name': 'Nesryne El Chad'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 43.8], 'player': {'id': 402665, 'name': 'Zineb Redouani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.3, 34.4], 'player': {'id': 31629, 'name': 'Anissa Lahmari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.1, 33.1], 'player': {'id': 402660, 'name': 'Nouhaila Benzina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,,Off T,0.027408497,Half Volley,Open Play,,,,France Women's,861,00:40:45.529,Shot,
,,,,,,,,,,,,,,,,,,,0.471409,,,,,,,,,,,,,eea516e8-c506-4780-8822-acc422e489c9,2167,,,"[102.9, 42.7]",3901833,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Onema Grace Geyoro,10272.0,Right Defensive Midfield,105,France Women's,861,"['3cf60c6f-d221-49a9-b92b-37641171ebf8', 'c7203862-2692-4a9d-82d0-cf8c5c1ff1ca', 'de6e3a37-2c64-43a3-aeeb-8144a239d340']",27,Right Foot,"[114.1, 40.0]",,"[{'location': [104.5, 54.9], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.9, 47.2], 'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.2, 38.0], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.1, 42.3], 'player': {'id': 402656, 'name': 'Khadija Er-Rmichi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 44.5], 'player': {'id': 402666, 'name': 'Fatima Zahra Tagnaout'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.0, 40.1], 'player': {'id': 31641, 'name': 'Elodie Nakkach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.5, 43.3], 'player': {'id': 402665, 'name': 'Zineb Redouani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.4, 42.7], 'player': {'id': 402663, 'name': 'Ghizlane Chebbak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.4, 41.9], 'player': {'id': 402660, 'name': 'Nouhaila Benzina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 40.4], 'player': {'id': 135153, 'name': 'Nesryne El Chad'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 26.6], 'player': {'id': 402658, 'name': 'Hanane Aït El Haj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Blocked,0.06302367,Half Volley,Open Play,,,,France Women's,861,00:04:27.948,Shot,True
,,,,,,,,,,,,,,,,,,,0.037783,,,,,,,,,,,,,729a9c5e-ce06-4523-86f9-295579df1d5f,2308,,,"[96.8, 35.9]",3901833,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ibtissam Jraïdi,402661.0,Right Center Forward,116,Morocco Women's,2391,"['5f457f99-c392-4d31-a71d-2aa1b5089982', '8c0ab0bf-e406-415f-8c24-2621840e912b', 'f795dc52-b0f7-4291-b515-3d8574e93f75']",32,Right Foot,"[97.8, 36.1]",True,"[{'location': [101.1, 25.4], 'player': {'id': 10418, 'name': 'Eve Perisset'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.8, 33.7], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.0, 40.4], 'player': {'id': 10117, 'name': 'Sakina Karchaoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.7, 40.0], 'player': {'id': 30969, 'name': 'Elisa De Almeida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.2, 35.9], 'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.8, 38.3], 'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.6, 52.6], 'player': {'id': 15471, 'name': 'Selma Bacha'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [90.7, 42.6], 'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.5, 39.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.7, 16.4], 'player': {'id': 402665, 'name': 'Zineb Redouani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.6, 25.7], 'player': {'id': 31629, 'name': 'Anissa Lahmari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.0, 39.3], 'player': {'id': 402666, 'name': 'Fatima Zahra Tagnaout'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.1, 60.8], 'player': {'id': 402655, 'name': 'Sakina Ouzraoui Diki'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.8, 39.6], 'player': {'id': 402663, 'name': 'Ghizlane Chebbak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",658e8fcb-080d-453d-b143-0910876e2f01,,,Blocked,0.024844848,Normal,Open Play,,,,Morocco Women's,2391,00:07:32.522,Shot,True
,,,,,,,,,,,,,,,,,,,0.297067,,,,,,,,,,,,,fe0edabf-ea41-4ccf-83da-38895bbd74c2,2701,,,"[112.1, 42.8]",3901833,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kadidiatou Diani,10137.0,Center Forward,130,France Women's,861,['8f3a3d73-41ce-4547-b945-4064968c5a57'],2,Head,"[112.5, 37.5]",,"[{'location': [112.5, 44.1], 'player': {'id': 402660, 'name': 'Nouhaila Benzina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.8, 66.6], 'player': {'id': 402665, 'name': 'Zineb Redouani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.6, 49.0], 'player': {'id': 402663, 'name': 'Ghizlane Chebbak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 39.6], 'player': {'id': 31641, 'name': 'Elodie Nakkach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 40.6], 'player': {'id': 135153, 'name': 'Nesryne El Chad'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 42.7], 'player': {'id': 402656, 'name': 'Khadija Er-Rmichi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 32.0], 'player': {'id': 402655, 'name': 'Sakina Ouzraoui Diki'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.9, 31.4], 'player': {'id': 402658, 'name': 'Hanane Aït El Haj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.8, 79.1], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.3, 28.7], 'player': {'id': 15471, 'name': 'Selma Bacha'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.5, 36.6], 'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",ece42274-e902-42f1-8df2-1380e0ce9ac4,,,Wayward,0.164667,Normal,Open Play,,,,France Women's,861,00:17:02.840,Shot,
