ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.265965,,,,,,,,,,,,a9b1ad40-e4de-429d-bfcf-338ef4b0049e,376,,"[105.6, 30.7]",3754341,9,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Shinji Okazaki,3810.0,Right Center Forward,27,Leicester City,22,"['3f2c8974-54ef-441d-b776-54828812d56c', '5973d7ec-be09-4a78-92bf-b5360b7bb580']",43,True,Head,,"[116.0, 38.1, 1.3]",,"[{'location': [104.1, 42.8], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [88.8, 13.1], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.1, 20.9], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.4, 31.9], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.1, 50.5], 'player': {'id': 3603, 'name': 'Mame Biram Diouf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.5, 25.6], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 31.3], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 40.9], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 38.3], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 28.3], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.1, 19.5], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [93.0, 29.9], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [82.2, 51.3], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",9d5d9f95-feab-461e-bd07-6f47dc2343a5,,Saved,,0.029108284,Normal,Open Play,,,,Leicester City,22,00:09:43.554,Shot,True
,,,,,,,,,,,,,,,0.638342,,,,,,,,,,,,98010db3-e4a0-42b5-bfca-1fc9fb7ff129,751,,"[108.4, 32.9]",3754341,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jamie Vardy,10960.0,Left Center Forward,49,Leicester City,22,['c734f1ee-cf45-4614-a552-f6be93bc29bd'],41,,Left Foot,,"[117.0, 38.2, 0.9]",True,"[{'location': [95.4, 33.1], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 29.8], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 38.2], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.1, 28.9], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.1, 33.9], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 39.2], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 24.0], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 30.2], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.4, 9.9], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.1, 39.3], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",10074b5d-af65-4a92-9880-a23c4e253304,,Saved,,0.057608653,Half Volley,Open Play,,,,Leicester City,22,00:17:41.313,Shot,
,,,,,,,,,,,,,,,0.678052,,,,,,,,,,,,36716550-f62f-4a5f-b2aa-4c8d72357951,756,,"[112.1, 38.7]",3754341,18,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Riyad Mahrez,3814.0,Right Midfield,50,Leicester City,22,['736fced0-01d6-44e2-9a6a-77f71be76aee'],20,,Left Foot,,"[120.0, 34.5, 1.2]",True,"[{'location': [110.8, 39.9], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.7, 34.2], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.9, 31.6], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.5, 33.5], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.8, 29.9], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.0, 1.8], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.8, 34.6], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 34.1], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.5, 32.0], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.1, 30.0], 'player': {'id': 3265, 'name': 'José Luis Sanmartín Mato'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.7, 36.2], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 39.8], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.9, 38.2], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 34.5], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.8, 42.8], 'player': {'id': 3603, 'name': 'Mame Biram Diouf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.3, 38.0], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a12d4b76-8e32-414d-bd5b-32480e08650d,,Off T,,0.16984163,Volley,Open Play,,,,Leicester City,22,00:18:20.206,Shot,
,,,,,,,,,,,,,,,1.274835,,,,,,,,,,,,f7b773f9-d7f7-426d-af19-bf11eddca5c5,910,,"[87.4, 48.2]",3754341,25,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,N''Golo Kanté,3961.0,Right Defensive Midfield,61,Stoke City,30,['ed4efb3d-5c92-46ce-ad56-5add7278ea1e'],1,,Right Foot,,"[120.0, 47.7, 6.8]",,"[{'location': [118.7, 41.4], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.2, 36.1], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.3, 46.7], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [92.9, 53.3], 'player': {'id': 3603, 'name': 'Mame Biram Diouf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.4, 44.4], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 21.2], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.2, 35.0], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 42.7], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 48.0], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.9, 34.6], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [85.6, 60.7], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.8, 14.8], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [117.1, 22.2], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.8, 36.2], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.3, 36.7], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Off T,,0.017167004,Normal,Open Play,,,,Leicester City,22,00:25:01.735,Shot,
,,,,,,,,,,,,,,,0.825101,,,,,,,,,,,,31d62b1f-4822-4c65-9345-4fb7335d7670,1273,,"[103.0, 31.1]",3754341,35,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Shinji Okazaki,3810.0,Right Center Forward,85,Leicester City,22,['bfe63787-b98d-4c10-ac30-fd32db759e94'],32,,Right Foot,,"[120.0, 42.9, 5.3]",True,"[{'location': [106.1, 29.2], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.1, 10.6], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.3, 22.5], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.0, 28.4], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.6, 22.3], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.4, 27.9], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 17.6], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.7, 34.7], 'player': {'id': 3603, 'name': 'Mame Biram Diouf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.4, 21.9], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 28.8], 'player': {'id': 13848, 'name': 'Marc Wilson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 40.5], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.3, 37.7], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.2, 43.6], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Off T,,0.08883686,Half Volley,Open Play,,,,Leicester City,22,00:35:32.314,Shot,
,,,,,,,,,,,,,,,0.36994,,,,,,,,,,,,2d1cc667-10ec-4bad-88fe-97ee7830fe06,1413,,"[98.8, 33.6]",3754341,41,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Danny Drinkwater,3662.0,Left Defensive Midfield,100,Leicester City,22,"['5f136bc0-8675-4aeb-84e1-3e3552786f1f', '990417d3-e15c-4d50-a44a-91f60ee24088']",49,,Right Foot,True,"[120.0, 36.7, 0.9]",True,"[{'location': [114.2, 33.4], 'player': {'id': 13848, 'name': 'Marc Wilson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 32.8], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.9, 43.5], 'player': {'id': 3265, 'name': 'José Luis Sanmartín Mato'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.6, 46.5], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.5, 38.3], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.3, 40.3], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.2, 41.6], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.3, 41.7], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 34.5], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 34.9], 'player': {'id': 3603, 'name': 'Mame Biram Diouf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.1, 48.5], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.2, 33.3], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.4, 37.0], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.8, 47.6], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.7, 39.1], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.4, 33.3], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.3, 49.3], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [88.8, 51.4], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Goal,,0.026239242,Half Volley,Open Play,,,,Leicester City,22,00:41:49.661,Shot,
,,,,,,,,,,,,,,,0.118806,,,,,,,,,,,,bb8b7289-9078-44eb-bf17-cc0c11d32da0,2048,,"[108.1, 31.3]",3754341,56,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Shinji Okazaki,3810.0,Right Center Forward,141,Leicester City,22,"['1445af11-763c-4e3c-96df-29f00a868475', '583cb16d-9579-428d-a1c4-9ab953bf52c8']",47,,Right Foot,,"[108.8, 32.0]",True,"[{'location': [93.4, 25.6], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.5, 39.9], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 48.0], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.2, 45.8], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 34.3], 'player': {'id': 13848, 'name': 'Marc Wilson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.6, 32.6], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.3, 37.0], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.6, 44.9], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.5, 54.7], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.4, 41.6], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Blocked,,0.12298644,Normal,Open Play,,,,Leicester City,22,00:11:47.919,Shot,
,,,,,,,,,,,,,,,0.475273,,,,,,,,,,,,9ff33ce5-f9c4-473e-a560-bb8d4a44161c,2184,,"[110.8, 41.6]",3754341,60,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,José Luis Sanmartín Mato,3265.0,Center Forward,149,Stoke City,30,['1ae98ba5-cff4-459a-92b1-820ccfc28fe0'],6,,Head,,"[118.7, 41.3, 1.6]",,"[{'location': [97.0, 66.0], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.0, 43.3], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.3, 35.4], 'player': {'id': 3603, 'name': 'Mame Biram Diouf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.5, 33.4], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.3, 41.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 64.5], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.4, 56.5], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 44.5], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.2, 47.4], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 42.8], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 34.8], 'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.1, 39.8], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",f268bce6-b7cf-469f-8084-d78450435b4b,,Saved,,0.119682506,Normal,Open Play,,,,Stoke City,30,00:15:06.584,Shot,
,,,,,,,,,,,,,,,1.424871,,,,,,,,,,,,f16ff40f-d84c-4055-abed-70fd0fb3ef08,2310,,"[106.6, 53.1]",3754341,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Leonardo Ulloa,3671.0,Right Center Forward,157,Leicester City,22,['689a7a43-6d43-4f69-9058-8ec1a9165743'],18,,Right Foot,,"[120.0, 28.7, 0.3]",,"[{'location': [108.0, 34.0], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [86.7, 17.4], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [88.3, 43.2], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.2, 43.7], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 27.4], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 37.9], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 48.1], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 52.1], 'player': {'id': 13848, 'name': 'Marc Wilson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 39.5], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.6, 45.6], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 52.1], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Off T,,0.061991993,Half Volley,Open Play,,,,Leicester City,22,00:20:18.714,Shot,
,,,,,,,,,,,,,,,1.224881,,,,,,,,,,,,292545cf-5d6a-447f-b1bc-ed2d8e1d8ab4,2329,,"[115.6, 51.3]",3754341,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jamie Vardy,10960.0,Left Center Forward,159,Leicester City,22,['03716507-bb2d-4b5a-97dd-d109136f5be5'],55,,Right Foot,,"[120.0, 37.4, 0.2]",,"[{'location': [89.6, 24.2], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.5, 46.5], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.4, 48.1], 'player': {'id': 13848, 'name': 'Marc Wilson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 44.9], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6f7f5233-dddf-4d07-8124-4033f04f32ee,True,Goal,,0.28052744,Normal,Open Play,,,,Leicester City,22,00:20:55.933,Shot,
