ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.860571,,,,,,,,,,,,,,,,0838b873-b809-4d4a-9e8c-d35b4f420d14,166,,,"[100.8, 25.2]",3813309,7,,,,,,,,,,,,,,,,,,,,,,1,Other,Eduardo García Martín,164486.0,Left Center Forward,12,Hyderabad,7289,['71f02622-31f6-4657-8f71-88d6e7e76ce5'],53,,Right Foot,"[118.0, 38.7, 0.5]",,"[{'location': [118.0, 38.9], 'player': {'id': 164492, 'name': 'Vishal Kaith'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.4, 27.7], 'player': {'id': 51364, 'name': 'Vladimir Koman Jr.'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [88.6, 37.8], 'player': {'id': 8202, 'name': 'Ariel Borysiuk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 18.7], 'player': {'id': 164493, 'name': 'Keisham Reagan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.2, 26.6], 'player': {'id': 164494, 'name': 'Salam Ranjan Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 33.9], 'player': {'id': 89499, 'name': 'Slavko Damjanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [84.3, 36.7], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.4, 47.2], 'player': {'id': 164481, 'name': 'Narayan Das'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 36.0], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [89.3, 58.4], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",74fb9c06-8648-490b-a0bd-be2f020f5eb0,Saved,0.02379794,Normal,Open Play,,,,Hyderabad,7289,00:07:53.758,Shot,
,,,,,,,,,,,,,,,,0.738393,,,,,,,,,,,,,,,,6c6a7aa2-e226-4a69-952c-8765027631fc,223,,,"[99.7, 37.4]",3813309,10,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hitesh Sharma,164488.0,Right Midfield,18,Hyderabad,7289,['1164d529-de8a-4505-9809-c10c8c0524b0'],38,,Right Foot,"[120.0, 39.4, 5.3]",True,"[{'location': [105.8, 42.8], 'player': {'id': 8202, 'name': 'Ariel Borysiuk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 44.6], 'player': {'id': 164499, 'name': 'Rahim Ali'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.6, 43.9], 'player': {'id': 89499, 'name': 'Slavko Damjanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.7, 39.9], 'player': {'id': 164492, 'name': 'Vishal Kaith'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 54.5], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.1, 46.2], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.4, 46.0], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.6, 51.3], 'player': {'id': 164481, 'name': 'Narayan Das'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 38.3], 'player': {'id': 164494, 'name': 'Salam Ranjan Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.4, 50.3], 'player': {'id': 124759, 'name': 'Anirudh Thapa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [82.6, 63.1], 'player': {'id': 125212, 'name': 'Mirlan Murzaev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.1, 38.2], 'player': {'id': 51364, 'name': 'Vladimir Koman Jr.'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",,Off T,0.073913045,Normal,Open Play,,,,Hyderabad,7289,00:10:38.923,Shot,
,,,,,,,,,,,,,,,,0.025869,,,,,,,,,,,,,,,,8cb05b9d-1193-44c8-b550-1a0de8e00327,318,,,"[94.1, 49.2]",3813309,13,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nikhil Poojary,124782.0,Left Midfield,21,Hyderabad,7289,"['4a1fea5f-2c23-41eb-b4f5-21763a150e4c', '64dae682-d10c-4e9a-b315-c74046b132d1']",8,,Left Foot,"[95.1, 48.9]",,"[{'location': [95.3, 48.4], 'player': {'id': 124759, 'name': 'Anirudh Thapa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.8, 35.6], 'player': {'id': 51364, 'name': 'Vladimir Koman Jr.'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [91.4, 43.8], 'player': {'id': 124743, 'name': 'Lallianzuala Chhangte'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.5, 30.0], 'player': {'id': 164493, 'name': 'Keisham Reagan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.5, 39.6], 'player': {'id': 8202, 'name': 'Ariel Borysiuk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 36.0], 'player': {'id': 164494, 'name': 'Salam Ranjan Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 39.7], 'player': {'id': 89499, 'name': 'Slavko Damjanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.2, 55.2], 'player': {'id': 164481, 'name': 'Narayan Das'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 46.6], 'player': {'id': 125212, 'name': 'Mirlan Murzaev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [85.0, 37.8], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [90.1, 42.9], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.4, 40.9], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [85.9, 62.4], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.6, 40.1], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.8, 40.1], 'player': {'id': 164492, 'name': 'Vishal Kaith'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2446bcc2-96f2-4474-a690-926b493d1cda,Blocked,0.025243869,Normal,Open Play,,,,Hyderabad,7289,00:13:08.021,Shot,
,,,,,,,,,,,,,,,,0.891402,,,,,,,,,,,,,,,,ab074b0c-a744-46e6-a0d0-c3c22bce969a,478,,,"[98.7, 33.9]",3813309,20,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Eduardo García Martín,164486.0,Left Center Forward,31,Hyderabad,7289,['bbfc4e60-158e-45bf-b343-1d5ff9c206b6'],1,,Right Foot,"[119.1, 36.8, 2.3]",,"[{'location': [107.7, 39.3], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.0, 40.7], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.8, 42.7], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.7, 45.5], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.7, 53.7], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [96.9, 36.3], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.3, 31.0], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.9, 40.4], 'player': {'id': 164493, 'name': 'Keisham Reagan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.7, 42.8], 'player': {'id': 164494, 'name': 'Salam Ranjan Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.5, 44.5], 'player': {'id': 8202, 'name': 'Ariel Borysiuk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 53.0], 'player': {'id': 164481, 'name': 'Narayan Das'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.1, 39.8], 'player': {'id': 164492, 'name': 'Vishal Kaith'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.3, 33.1], 'player': {'id': 124743, 'name': 'Lallianzuala Chhangte'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.3, 34.4], 'player': {'id': 51364, 'name': 'Vladimir Koman Jr.'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.4, 35.2], 'player': {'id': 164499, 'name': 'Rahim Ali'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.4, 36.0], 'player': {'id': 124759, 'name': 'Anirudh Thapa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.8, 38.4], 'player': {'id': 89499, 'name': 'Slavko Damjanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 36.8], 'player': {'id': 125212, 'name': 'Mirlan Murzaev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",,Saved,0.08106924,Normal,Free Kick,,,,Hyderabad,7289,00:20:01.748,Shot,
,,,,,,,,,,,,,,,,0.550853,,,,,,,,,,,,,,,,941be04a-2e43-4a2a-bf1f-a98301e38e2c,671,,,"[114.0, 54.8]",3813309,27,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bartholomew Owogbalor Ogbeche,26186.0,Right Center Forward,43,Hyderabad,7289,['aae48e5e-1f63-496d-ad29-f6158e9b25d7'],20,,Right Foot,"[120.0, 40.2, 4.6]",True,"[{'location': [91.1, 54.9], 'player': {'id': 124759, 'name': 'Anirudh Thapa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.9, 50.9], 'player': {'id': 8202, 'name': 'Ariel Borysiuk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 53.0], 'player': {'id': 164494, 'name': 'Salam Ranjan Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.4, 57.1], 'player': {'id': 164481, 'name': 'Narayan Das'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 58.6], 'player': {'id': 89499, 'name': 'Slavko Damjanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 39.3], 'player': {'id': 164493, 'name': 'Keisham Reagan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.5, 44.4], 'player': {'id': 164492, 'name': 'Vishal Kaith'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 48.9], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.7, 62.4], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.1, 37.6], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,Off T,0.02214616,Normal,Open Play,,,,Hyderabad,7289,00:27:20.802,Shot,
,,,,,,,,,,,,,,,,0.976963,,,,,,,,,,,,,,,,ab0e6ca2-e89b-4d0d-b340-d4db768c0ee0,721,,,"[107.1, 32.8]",3813309,29,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Bartholomew Owogbalor Ogbeche,26186.0,Right Center Forward,47,Hyderabad,7289,['b2c2f044-7d50-45ed-b514-285976ce6d02'],10,,Head,"[120.0, 39.9, 5.9]",,"[{'location': [90.2, 61.9], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.1, 63.3], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [87.7, 63.2], 'player': {'id': 125212, 'name': 'Mirlan Murzaev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [92.3, 55.1], 'player': {'id': 124759, 'name': 'Anirudh Thapa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.7, 34.7], 'player': {'id': 164493, 'name': 'Keisham Reagan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 37.9], 'player': {'id': 164494, 'name': 'Salam Ranjan Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 48.2], 'player': {'id': 89499, 'name': 'Slavko Damjanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 54.6], 'player': {'id': 8202, 'name': 'Ariel Borysiuk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 60.7], 'player': {'id': 164481, 'name': 'Narayan Das'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.7, 38.3], 'player': {'id': 164492, 'name': 'Vishal Kaith'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.9, 22.6], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",ef46303a-6dfd-4b12-80be-909e0c66e5a0,Off T,0.06388068,Normal,Open Play,,,,Hyderabad,7289,00:29:10.923,Shot,
,,,,,,,,,,,,,,,,1.619778,,,,,,,,,,,,,,,,4650ac75-1a86-4046-83d5-4341d80cb67a,880,,,"[88.6, 41.5]",3813309,34,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Eduardo García Martín,164486.0,Left Center Forward,56,Hyderabad,7289,['aa5250d5-d48e-4ad0-b09a-23865fff9b4a'],59,,Right Foot,"[120.0, 32.0, 0.2]",,"[{'location': [118.3, 40.0], 'player': {'id': 164492, 'name': 'Vishal Kaith'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.7, 44.6], 'player': {'id': 125212, 'name': 'Mirlan Murzaev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.3, 18.1], 'player': {'id': 124743, 'name': 'Lallianzuala Chhangte'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [89.8, 23.6], 'player': {'id': 51364, 'name': 'Vladimir Koman Jr.'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [90.8, 34.4], 'player': {'id': 124759, 'name': 'Anirudh Thapa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.0, 39.3], 'player': {'id': 8202, 'name': 'Ariel Borysiuk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 24.3], 'player': {'id': 164493, 'name': 'Keisham Reagan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.6, 31.1], 'player': {'id': 164494, 'name': 'Salam Ranjan Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 37.9], 'player': {'id': 89499, 'name': 'Slavko Damjanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 47.9], 'player': {'id': 164481, 'name': 'Narayan Das'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.3, 10.2], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.4, 30.5], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.6, 56.3], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.3, 30.6], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [86.3, 52.6], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,Off T,0.025246149,Normal,Open Play,,,,Hyderabad,7289,00:34:59.189,Shot,
,,,,,,,,,,,,,,,,0.573153,,,,,,,,,,,,,,,,f050f062-b31a-4f59-866f-fb12bd00cb37,1000,,,"[106.4, 46.4]",3813309,37,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nikhil Poojary,124782.0,Left Midfield,63,Hyderabad,7289,['b44ec971-83d1-4c52-9882-d1ba93097a28'],56,,Left Foot,"[120.0, 39.9, 3.8]",,"[{'location': [107.4, 46.2], 'player': {'id': 8202, 'name': 'Ariel Borysiuk'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 48.7], 'player': {'id': 124759, 'name': 'Anirudh Thapa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.7, 41.4], 'player': {'id': 164494, 'name': 'Salam Ranjan Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 37.9], 'player': {'id': 164493, 'name': 'Keisham Reagan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.6, 53.2], 'player': {'id': 164481, 'name': 'Narayan Das'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 42.7], 'player': {'id': 51364, 'name': 'Vladimir Koman Jr.'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.4, 41.8], 'player': {'id': 164492, 'name': 'Vishal Kaith'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.1, 49.8], 'player': {'id': 89499, 'name': 'Slavko Damjanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.7, 57.3], 'player': {'id': 125212, 'name': 'Mirlan Murzaev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.2, 38.6], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.9, 36.4], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.4, 51.6], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.5, 54.2], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.6, 55.5], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",99699d66-5e1c-42d1-9c0a-1dfbe4081876,Off T,0.06802916,Normal,Open Play,,,,Hyderabad,7289,00:37:56.278,Shot,
,,,,,,,,,,,,,,,,0.083411,,,,,,,,,,,,,,,,337295c4-cbee-4bfe-9b68-5a9f85bd5984,1247,,,"[117.3, 31.3]",3813309,45,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mirlan Murzaev,125212.0,Left Midfield,79,Chennaiyin,7290,"['1eb4d83a-40cf-4c08-adf1-7ea950a08ad1', '65baa2d7-e97f-4d0a-a898-792897043084']",18,,Head,"[118.5, 34.2]",,"[{'location': [114.4, 56.4], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.2, 40.0], 'player': {'id': 164488, 'name': 'Hitesh Sharma'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.3, 47.2], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 36.9], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 31.9], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.5, 34.2], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.9, 38.0], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.9, 49.4], 'player': {'id': 164499, 'name': 'Rahim Ali'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.6, 30.8], 'player': {'id': 164481, 'name': 'Narayan Das'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",2350f76d-340e-4047-a357-f6682b239909,Blocked,0.05012229,Normal,Open Play,,,,Chennaiyin,7290,00:45:18.355,Shot,
,,,,,,,,,,,,,,,,1.028114,,,,,,,,,,,,,,,,b7b7511a-4a33-4f23-99d2-eca263a84dce,1290,,,"[91.5, 34.5]",3813309,46,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ariel Borysiuk,8202.0,Center Defensive Midfield,80,Chennaiyin,7290,['4d7fe519-7a86-4bb5-be30-df7c4d184ecd'],4,,Right Foot,"[120.0, 34.0, 0.2]",True,"[{'location': [118.0, 39.1], 'player': {'id': 164482, 'name': 'Laxmikant Kattimani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.3, 30.6], 'player': {'id': 26186, 'name': 'Bartholomew Owogbalor Ogbeche'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [91.8, 36.4], 'player': {'id': 125109, 'name': 'Mohammad Yasir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.1, 29.4], 'player': {'id': 164486, 'name': 'Eduardo García Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [99.5, 33.5], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.1, 44.0], 'player': {'id': 124903, 'name': 'Akash Mishra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.5, 35.4], 'player': {'id': 164483, 'name': 'Juan Antonio González Fernández'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.3, 16.4], 'player': {'id': 124782, 'name': 'Nikhil Poojary'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 29.6], 'player': {'id': 125110, 'name': 'Konsham Chinglensana Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 21.5], 'player': {'id': 164485, 'name': 'Asish Rai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.3, 50.3], 'player': {'id': 125212, 'name': 'Mirlan Murzaev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [95.5, 26.6], 'player': {'id': 124759, 'name': 'Anirudh Thapa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.7, 23.0], 'player': {'id': 51364, 'name': 'Vladimir Koman Jr.'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.9, 26.4], 'player': {'id': 164499, 'name': 'Rahim Ali'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",58d5d21c-2ec6-419c-a089-87ac4e090c5a,Off T,0.030394206,Normal,Open Play,,,,Chennaiyin,7290,00:46:04.005,Shot,
