50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.407505,,,,,,,,,,,f0812d72-4796-4ba6-889d-73cdc1010c7b,74,,,"[113.0, 37.0]",3775568,1,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Chloe Arthur,10193.0,Left Center Midfield,7,Aston Villa,2647,['fbc566bd-b905-48bd-9391-11d55e688f72'],28,,Right Foot,"[120.0, 35.7, 2.5]",True,"[{'location': [112.7, 38.8], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [108.4, 48.2], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.5, 49.5], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 37.9], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.5, 44.7], 'player': {'id': 41812, 'name': 'Ruby Mace'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.8, 32.0], 'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.2, 37.5], 'player': {'id': 34375, 'name': 'Emma Rose Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 53.0], 'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.0, 37.9], 'player': {'id': 35406, 'name': 'Ruesha Littlejohn'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.4, 39.8], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 49.4], 'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 43.4], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.4, 38.1], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Off T,0.17571196,Half Volley,Open Play,,,,Aston Villa,2647,00:01:28.121,Shot,
,,,,,,,,,,,,,,,,,1.217234,,,,,,,,,,,04561e0b-aea7-42cc-94ee-0b3133925e1b,213,,,"[113.7, 40.4]",3775568,5,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Chloe Arthur,10193.0,Left Center Midfield,15,Aston Villa,2647,"['92ccb404-fdc0-4eea-8b36-dbdf51d7b087', '9d3c0c7e-b5a9-4107-abb4-7e7d3c96f530']",10,True,Head,"[120.0, 32.8, 0.7]",,"[{'location': [116.2, 39.9], 'player': {'id': 35406, 'name': 'Ruesha Littlejohn'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.5, 45.7], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.8, 59.3], 'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.9, 41.5], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.3, 57.7], 'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.8, 40.4], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.7, 37.6], 'player': {'id': 34375, 'name': 'Emma Rose Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.8, 37.4], 'player': {'id': 41812, 'name': 'Ruby Mace'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.5, 35.3], 'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.4, 49.1], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.6, 39.7], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [90.3, 62.5], 'player': {'id': 33010, 'name': 'Freya Gregory'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [107.8, 51.2], 'player': {'id': 25610, 'name': 'Mana Iwabuchi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.9, 53.7], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.9, 37.2], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.9, 48.5], 'player': {'id': 77717, 'name': 'Olivia McLoughlin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",e02a4b57-fea5-447c-ad6f-95466a52602c,Off T,0.11478828,Normal,Open Play,,,,Aston Villa,2647,00:05:10.138,Shot,True
,,,,,,,,,,,,,,,,,0.877465,,,,,,,,,,,291fae50-5d96-43df-8d66-da4f5c6e7ab7,287,,,"[103.4, 27.1]",3775568,7,,,,,,,,,,,,,,,,,,,,1,From Corner,Christie Murray,15628.0,Center Defensive Midfield,21,Birmingham City WFC,969,"['4939c322-496e-482a-9618-75c01db30acf', 'e8f0aee6-7d55-4644-a32c-0158d4e7516e']",34,,Right Foot,"[117.3, 36.6]",,"[{'location': [119.4, 38.9], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.6, 41.7], 'player': {'id': 77717, 'name': 'Olivia McLoughlin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.9, 39.6], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 36.2], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.0, 42.5], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.7, 37.3], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.8, 39.7], 'player': {'id': 35406, 'name': 'Ruesha Littlejohn'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.4, 16.5], 'player': {'id': 33010, 'name': 'Freya Gregory'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [117.1, 36.9], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.8, 30.3], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.6, 30.9], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.1, 37.4], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",a7a7691c-4bfe-43e3-aee9-21caad7382e4,Blocked,0.038791925,Normal,Open Play,,,,Birmingham City WFC,969,00:07:34.210,Shot,
,,,,,,,,,,,,,,,,,0.115008,,,,,,,,,,,5373e0eb-6256-4cbe-a441-0e0ec09984d6,298,,,"[106.5, 36.3]",3775568,7,,,,,,,,,,,,,,,,,,,,1,From Counter,Mana Iwabuchi,25610.0,Center Defensive Midfield,22,Aston Villa,2647,"['7773ca98-2dee-471b-89fd-ddba1498b889', 'dd832936-2a96-4161-a8da-47a3240cd4d0']",50,,Left Foot,"[107.8, 36.4]",,"[{'location': [106.2, 43.3], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.2, 49.5], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [98.8, 39.8], 'player': {'id': 33010, 'name': 'Freya Gregory'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [108.9, 29.9], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [96.6, 40.6], 'player': {'id': 35406, 'name': 'Ruesha Littlejohn'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.9, 44.2], 'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.4, 36.4], 'player': {'id': 41812, 'name': 'Ruby Mace'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.6, 33.1], 'player': {'id': 34375, 'name': 'Emma Rose Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.6, 37.2], 'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.4, 43.2], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 39.3], 'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.4, 38.4], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 34.3], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",0db7a762-c312-44ca-ac2d-9d0f4c661aba,Blocked,0.08908948,Normal,Open Play,,,,Aston Villa,2647,00:07:50.315,Shot,
,,,,,,,,,,,,,,,,,1.379333,,,,,,,,,,,ef9dcac4-ef96-4e44-beea-77deed4f9232,341,,,"[103.4, 53.6]",3775568,9,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mana Iwabuchi,25610.0,Center Defensive Midfield,26,Aston Villa,2647,['6db91bfa-9e4d-433f-a195-7bad73c701aa'],44,,Right Foot,"[120.0, 33.5, 1.2]",,"[{'location': [104.9, 31.4], 'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.3, 35.9], 'player': {'id': 34375, 'name': 'Emma Rose Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.2, 40.5], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.9, 42.2], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 49.1], 'player': {'id': 41812, 'name': 'Ruby Mace'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.8, 50.2], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 55.4], 'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.5, 56.5], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 61.7], 'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.6, 47.7], 'player': {'id': 35406, 'name': 'Ruesha Littlejohn'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.6, 36.6], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.8, 38.2], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [90.9, 60.9], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,Off T,0.046603516,Normal,Open Play,,,,Aston Villa,2647,00:09:44.681,Shot,
,,,,,,,,,,,,,,,,,0.729585,,,,,,,,,,,812f1593-5077-42f3-81e9-875b7314d280,803,,,"[105.4, 38.0]",3775568,27,,,,,,,,,,,,,,,,,,,,1,Regular Play,Freya Gregory,33010.0,Left Wing Back,59,Aston Villa,2647,['777bbd0c-6229-4090-9e24-9235e22e6b65'],9,,Left Foot,"[120.0, 39.1, 2.7]",True,"[{'location': [100.0, 56.4], 'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.2, 47.6], 'player': {'id': 34375, 'name': 'Emma Rose Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.5, 49.6], 'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.8, 40.9], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.1, 36.7], 'player': {'id': 41812, 'name': 'Ruby Mace'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.7, 40.2], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 30.8], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.9, 52.3], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",896953b6-9a1f-4c88-81ee-2940f9c2b340,Post,0.32350728,Normal,Open Play,,,,Aston Villa,2647,00:27:09.839,Shot,
,,,,,,,,,,,,,,,,,0.84804,,,,,,,,,,,566ad282-e06c-4f11-b221-d1a3508295b9,806,,,"[108.2, 39.2]",3775568,27,,,,,,,,,,,,,,,,,,,,1,Regular Play,Freya Gregory,33010.0,Left Wing Back,59,Aston Villa,2647,['ad1232dc-9979-4b6b-a954-c3e21fb638f2'],12,,Left Foot,"[120.0, 43.0, 0.7]",True,"[{'location': [104.6, 51.9], 'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.6, 36.3], 'player': {'id': 41812, 'name': 'Ruby Mace'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.4, 35.2], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.3, 43.9], 'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [96.1, 43.3], 'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [92.0, 49.7], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 38.6], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 40.3], 'player': {'id': 34375, 'name': 'Emma Rose Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.6, 48.7], 'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.8, 40.4], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.3, 39.4], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",,Goal,0.085816376,Volley,Open Play,,,,Aston Villa,2647,00:27:12.359,Shot,
,,,,,,,,,,,,,,,,,0.135032,,,,,,,,,,,6794479b-1463-4dc6-9694-6958e12b8ced,1378,,,"[98.6, 25.5]",3775568,46,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jamie-Lee Napier,32169.0,Left Wing,99,Birmingham City WFC,969,"['c165ef1a-7e7b-4304-9f03-3b6244bf5e09', 'eedc8f0a-19f5-4d55-9540-d9dcfac23fe4']",17,,Right Foot,"[100.9, 26.8]",,"[{'location': [89.6, 20.1], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.2, 21.8], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.1, 26.5], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [89.0, 18.2], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.8, 31.6], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.9, 29.3], 'player': {'id': 77717, 'name': 'Olivia McLoughlin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [83.2, 22.1], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.5, 44.9], 'player': {'id': 33010, 'name': 'Freya Gregory'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [117.5, 38.1], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",bf7d3adf-842c-447c-9350-33c1c8793a9e,Blocked,0.02484367,Normal,Open Play,,,,Birmingham City WFC,969,00:46:17.165,Shot,
,,,,,,,,,,,,,,,,,3.409265,,,,,,,,,,,2b056319-470c-4011-94bb-6342abc2383c,1641,,,"[114.2, 43.2]",3775568,51,,,,,,,,,,,,,,,,,,,,2,From Corner,Harriet Scott,19592.0,Right Back,116,Birmingham City WFC,969,"['6013ab62-e67f-4e37-b355-e8b2eb510d0a', '7da7de2c-dd04-4f8c-a798-57fa20412691']",48,True,Head,"[120.0, 26.6, 0.2]",,"[{'location': [119.5, 42.6], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.6, 43.2], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.9, 39.2], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 41.1], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.4, 37.5], 'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.6, 38.9], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.3, 55.7], 'player': {'id': 25610, 'name': 'Mana Iwabuchi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.2, 40.8], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.1, 43.6], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.7, 37.2], 'player': {'id': 41812, 'name': 'Ruby Mace'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.1, 38.9], 'player': {'id': 33090, 'name': 'Emily Murphy'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.6, 42.4], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.6, 53.8], 'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.9, 42.1], 'player': {'id': 77717, 'name': 'Olivia McLoughlin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",8fd182ca-c635-4f1e-98db-bb8bc8d7d708,Off T,0.13838473,Normal,Open Play,,,,Birmingham City WFC,969,00:06:48.486,Shot,True
,,,,,,,,,,,,,,,,,1.361488,,,,,,,,,,,8e51d7c5-ea91-494d-8ff3-65b0b1eaa155,1776,,,"[93.0, 41.3]",3775568,57,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emily Murphy,33090.0,Right Wing,123,Aston Villa,2647,['a3924648-557b-4da5-8e50-f46d2ee4e169'],1,,Right Foot,"[120.0, 42.5, 4.4]",,"[{'location': [94.6, 50.1], 'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.3, 48.4], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 33.4], 'player': {'id': 34375, 'name': 'Emma Rose Kelly'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [82.1, 50.8], 'player': {'id': 25610, 'name': 'Mana Iwabuchi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.4, 43.6], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.5, 40.1], 'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.0, 32.1], 'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.1, 39.0], 'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.9, 47.5], 'player': {'id': 77717, 'name': 'Olivia McLoughlin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.7, 45.4], 'player': {'id': 46537, 'name': 'Jodie Hutton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.4, 40.9], 'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.4, 53.4], 'player': {'id': 33010, 'name': 'Freya Gregory'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}]",,Off T,0.029188547,Normal,Open Play,,,,Birmingham City WFC,969,00:12:01.002,Shot,
