ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.941539,,,,,,,,,,,,eabedb8a-6581-4376-8e5b-622c2b774f54,36,,"[114.0, 39.0]",19724,0,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Vivianne Miedema,15623.0,Center Forward,2,Arsenal WFC,968,['d9fb7bc7-8808-4d2e-b5f7-51728f8602d5'],29,Head,"[120.0, 34.8, 0.9]",,"[{'location': [118.0, 40.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 30.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 45.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",da52a743-caea-4930-9af8-4c56a69f15ae,,,Off T,,0.30277845,Normal,Open Play,,,,Arsenal WFC,968,00:00:29.340,Shot,
,,,,,,,,,,,,0.0911,,,,,,,,,,,,9dcf743d-53a7-432d-9372-a274aa84209b,44,,"[113.0, 45.0]",19724,1,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jane Ross,4653.0,Secondary Striker,3,West Ham United LFC,972,"['b7935af2-5622-427e-aa3f-71a03c0c1d19', 'd92f9005-13bd-4039-88be-9a4e033c1bb3']",13,Head,"[115.0, 45.0]",,"[{'location': [117.0, 48.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 60.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.0, 52.0], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.0, 50.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.0, 39.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [85.0, 60.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.0, 44.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 50.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 34.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Blocked,,0.20760502,Normal,Open Play,,,,West Ham United LFC,972,00:01:13.611,Shot,
,,,,,,,,,,,,0.963904,,,,,,,,,,,,6c1f926f-521a-415d-945b-c67b7121091f,190,,"[101.0, 39.0]",19724,5,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,16,Arsenal WFC,968,['09ece567-e9b8-43be-a0b2-07a230c8e72b'],12,Right Foot,"[117.0, 37.0, 1.2]",,"[{'location': [90.0, 16.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [95.0, 24.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [100.0, 35.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 25.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [96.0, 33.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.0, 40.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 29.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 45.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 23.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.0, 20.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6056df68-250d-4ab5-9b71-33f3871cb0f2,,,Saved,,0.10385425,Normal,Open Play,,,,Arsenal WFC,968,00:05:12.471,Shot,
,,,,,,,,,,,,0.857334,,,,,,,,,,,,f34b52c1-e22c-47d6-b490-7438fd33d6a7,316,,"[113.0, 38.0]",19724,8,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kate Longhurst,18147.0,Right Center Midfield,24,West Ham United LFC,972,['4e4284b8-4a18-4a3d-828e-12b38a7b109b'],51,Head,"[120.0, 37.2, 2.3]",,"[{'location': [104.0, 40.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 38.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 53.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 46.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [96.0, 51.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [83.0, 61.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.0, 54.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 36.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",21986ee0-f75a-4c96-ad2e-e9a780d05cc0,,,Goal,,0.2060264,Normal,Open Play,,,,West Ham United LFC,972,00:08:51.230,Shot,
,,,,,,,,,,,,0.6875,,,,,,,,,,,,1efd8dd5-5c38-4bfa-9153-f68df876e5cd,345,,"[105.0, 55.0]",19724,10,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Vivianne Miedema,15623.0,Center Forward,26,Arsenal WFC,968,['1d36fca6-30cb-4b8e-b182-ec9090ef8604'],51,Right Foot,"[118.0, 43.2, 0.4]",,"[{'location': [103.0, 52.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 46.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 39.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 46.0], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.0, 43.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.0, 17.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",0a6eb6c4-0755-4e60-818b-d403fc502ee7,True,,Saved,,0.061796997,Normal,Open Play,,,,Arsenal WFC,968,00:10:51.368,Shot,
,,,,,,,,,,,,0.516504,,,,,,,,,,,,b7099568-96d9-44c8-856c-4e6a286c4332,349,,"[111.0, 41.0]",19724,11,,,,,,,,,,,,,,,,,,,,,1,From Corner,Dominique Johanna Anna Petrone Janssen,10666.0,Right Back,27,Arsenal WFC,968,"['891081ef-47c4-45cb-96f8-81d2510c6385', 'ac4b0c09-8aa0-42a5-ae71-047cafaeab79']",29,Head,"[119.0, 40.0]",,"[{'location': [118.0, 51.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 38.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [120.0, 38.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 37.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 23.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [88.0, 23.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.0, 29.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.0, 41.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.0, 49.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.0, 39.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [120.0, 41.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 33.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}]",5d032a3f-75c0-4649-8270-da19dea7f100,,,Blocked,,0.12332854,Normal,Open Play,,,,Arsenal WFC,968,00:11:29.516,Shot,
,,,,,,,,,,,,1.306247,,,,,,,,,,,,3b25a310-cfee-42b1-a07a-3cce92e4e09e,352,,"[119.0, 40.0]",19724,11,,,,,,,,,,,,,,,,,,,,,1,From Corner,Danielle van de Donk,10658.0,Right Wing,27,Arsenal WFC,968,['0ac1b16e-f1e7-442f-a398-860b1062d9f3'],30,Right Foot,"[120.0, 37.4, 0.8]",,"[{'location': [110.0, 40.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.0, 49.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.0, 42.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [97.0, 32.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.0, 26.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.0, 37.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 51.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [120.0, 38.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 51.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 32.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [116.0, 24.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}]",,,True,Goal,True,0.83533454,Normal,Open Play,,,,Arsenal WFC,968,00:11:30.163,Shot,
,,,,,,,,,,,,0.193681,,,,,,,,,,,,c89a6db2-3b82-4b66-8563-e8faeb580efe,489,,"[107.0, 28.0]",19724,16,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leanne Kiernan,18146.0,Left Attacking Midfield,38,West Ham United LFC,972,['23f30d37-5e9d-4f3a-8450-9c4d144bdfa4'],12,Right Foot,"[113.0, 37.2, 0.9]",,"[{'location': [117.0, 34.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 56.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 28.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 45.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 34.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",,,,Saved,,0.14960921,Normal,Open Play,,,,West Ham United LFC,972,00:16:12.262,Shot,
,,,,,,,,,,,,0.408763,,,,,,,,,,,,2fb6c913-008b-405e-97c1-eabd2d34eff8,494,,"[108.0, 38.0]",19724,16,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kate Longhurst,18147.0,Right Center Midfield,38,West Ham United LFC,972,['7ded0bc8-aeb1-4ed1-ad28-3159844fdb71'],15,Right Foot,"[120.0, 37.0, 2.0]",,"[{'location': [108.0, 33.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 36.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [119.0, 38.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 40.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 30.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 57.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 39.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 41.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.0, 37.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",,,,Goal,,0.08896359,Normal,Open Play,,,,West Ham United LFC,972,00:16:15.486,Shot,
,,,,,,,,,,,,0.161301,,,,,,,,,,,,932e70a2-decf-43c7-8e09-d8ca515a841c,1049,,"[107.0, 45.0]",19724,33,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordan Nobbs,10192.0,Left Center Midfield,67,Arsenal WFC,968,['62340eb1-4200-4a48-8c4a-57559a534e1a'],51,Right Foot,"[111.0, 42.2, 0.9]",,"[{'location': [107.0, 33.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 41.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.0, 42.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.0, 43.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.0, 46.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,,Saved,,0.3355301,Normal,Open Play,,,,Arsenal WFC,968,00:33:51.494,Shot,
