bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.806652,,,,,,,,,,,,08cbb359-688c-4fdc-96d8-571444ba516c,29,,,"[89.7, 47.6]",3890503,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Yunus Mallı,8679.0,Center Attacking Midfield,3,FSV Mainz 05,177,['700a4f1e-aaa3-4839-9385-1bd85eaee883'],24,,Right Foot,"[120.0, 29.7, 0.5]",,"[{'location': [87.5, 48.9], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.9, 58.7], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.0, 51.0], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [83.2, 29.7], 'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.7, 42.2], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.2, 40.9], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.1, 52.8], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.0, 55.4], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [75.4, 33.5], 'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",6c74353c-0f5e-412d-8c46-b0816890975a,,Off T,0.051552743,Lob,Open Play,,,,FSV Mainz 05,177,00:00:24.172,Shot,
,,,,,,,,,,,,,,,0.194128,,,,,,,,,,,,1c1d0a24-3d10-41d3-92ed-b05e6b93f0fa,132,,,"[101.4, 55.8]",3890503,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dominik Kohr,8207.0,Right Defensive Midfield,7,Augsburg,172,"['38d5660d-3662-420f-a7e9-43c60375640e', '8be5384a-7876-41fd-b81d-484b1c612c8d']",13,,Right Foot,"[105.3, 52.4]",,"[{'location': [99.0, 44.9], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [88.3, 52.4], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.1, 54.3], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 37.1], 'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 47.1], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 52.5], 'player': {'id': 15847, 'name': 'Alexander Hack'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 54.3], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.9, 59.3], 'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 58.8], 'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.4, 58.0], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.4, 42.6], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.7, 46.3], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.8, 31.8], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.8, 47.5], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.1, 53.4], 'player': {'id': 8807, 'name': 'Raúl Marcelo Bobadilla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.9, 73.0], 'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.8, 59.2], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",ba62ca5c-34db-40c5-8764-e4e16679c41a,,Blocked,0.02706981,Normal,Open Play,,,,Augsburg,172,00:03:13.658,Shot,
,,,,,,,,,,,,,,,0.919471,,,,,,,,,,,,93b7299c-0f5e-4920-b123-ae0b7d9a6725,349,,,"[106.8, 29.0]",3890503,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Caiuby Francisco da Silva,8303.0,Left Wing,18,Augsburg,172,['d4449808-79b1-4ea3-806e-271ab51b431c'],35,,Right Foot,"[120.0, 43.7, 0.2]",True,"[{'location': [108.6, 41.2], 'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 37.5], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 34.6], 'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.3, 43.0], 'player': {'id': 15847, 'name': 'Alexander Hack'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.4, 37.5], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.6, 48.8], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.1, 59.2], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.6, 64.6], 'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.9, 39.9], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.9, 40.7], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.6, 51.9], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.8, 67.5], 'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.3, 57.4], 'player': {'id': 8807, 'name': 'Raúl Marcelo Bobadilla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",2dcd2c79-9828-44d8-ac34-8f23c6f7ab99,,Goal,0.14413555,Normal,Open Play,,,,Augsburg,172,00:08:35.989,Shot,
,,,,,,,,,,,,,,,0.727241,,,,,,,,,,,,c329cc62-092a-4f09-88e9-0da9142a0bf4,510,,,"[111.8, 46.1]",3890503,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Clemens,9098.0,Right Wing,25,FSV Mainz 05,177,['72f10d21-4059-498f-a2b5-492e8b222d08'],50,,Right Foot,"[120.0, 36.4, 0.2]",,"[{'location': [111.6, 59.3], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.6, 50.9], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 59.0], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 46.6], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 43.3], 'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.9, 47.8], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.2, 41.9], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 45.4], 'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.5, 43.4], 'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.4, 52.3], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",b51618e1-91b8-4bb8-9969-1d4f37ce9aa4,,Goal,0.44158354,Normal,Open Play,,,,FSV Mainz 05,177,00:12:50.193,Shot,
,,,,,,,,,,,,,,,1.128973,,,,,,,,,,,,9c35e5fd-e377-4eff-891d-142ad02c01a6,780,,,"[115.5, 41.7]",3890503,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jhon Andrés Córdoba Copete,8817.0,Center Forward,42,FSV Mainz 05,177,['2bfac7ad-a728-427c-b030-6082b8e74d67'],30,,Right Foot,"[120.0, 28.0, 0.9]",True,"[{'location': [107.3, 49.9], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 60.1], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 45.6], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.1, 38.9], 'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 42.7], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 63.3], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.6, 41.7], 'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.5, 27.5], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",97b32122-c809-4929-a404-4695c2c992a0,,Off T,0.5242885,Volley,Open Play,,,,FSV Mainz 05,177,00:21:30.739,Shot,
,,,,,,,,,,,,,,,0.777861,,,,,,,,,,,,89351881-5a3f-4852-8f08-9ec8916bc309,821,,,"[113.0, 31.2]",3890503,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Pablo Ezequiel De Blasis,8555.0,Left Wing,44,FSV Mainz 05,177,['f71453bf-5eae-467f-9a45-9d347ca44f53'],1,,Left Foot,"[120.0, 43.6, 0.2]",,"[{'location': [114.5, 36.7], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 38.8], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.6, 43.3], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.1, 33.8], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.3, 26.0], 'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.3, 32.1], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.3, 42.6], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 23.3], 'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.4, 37.1], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",710afc6d-8dd1-4a7e-b70f-7a9680854678,,Goal,0.73771006,Normal,Open Play,,,,FSV Mainz 05,177,00:23:01.584,Shot,
,,,,,,,,,,,,,,,0.584625,,,,,,,,,,,,c3397ef9-0b65-406e-b598-9f2ce0487fc9,983,,,"[111.8, 60.7]",3890503,27,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Raúl Marcelo Bobadilla,8807.0,Right Wing,52,Augsburg,172,['2b00c09b-7acd-49d8-ae09-52d57b93e774'],1,,Left Foot,"[119.2, 44.1, 0.2]",,"[{'location': [105.1, 44.0], 'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 37.6], 'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.1, 43.9], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 50.5], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 51.6], 'player': {'id': 15847, 'name': 'Alexander Hack'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.8, 61.2], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 59.8], 'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.2, 43.2], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 36.8], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.3, 45.9], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.7, 45.6], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [92.4, 65.2], 'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",5feba776-8a20-43bb-9cca-a884f8ae535c,,Saved,0.006983727,Normal,Open Play,,,,Augsburg,172,00:27:01.409,Shot,
,,,,,,,,,,,,,,,0.289261,,,,,,,,,,,,dca996bd-83fa-41ad-a692-663085606ceb,1291,,,"[106.3, 39.3]",3890503,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Jhon Andrés Córdoba Copete,8817.0,Center Forward,77,FSV Mainz 05,177,"['672fe557-9f4a-46f8-abb2-b186e10819a7', 'f9218c13-781e-43f6-b353-58c204e983e6']",24,,Right Foot,"[112.3, 40.1, 0.5]",,"[{'location': [105.7, 41.8], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.6, 38.7], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.5, 22.0], 'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.2, 35.3], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 39.7], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 18.8], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.9, 26.2], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.1, 32.0], 'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",6783965f-95bc-4f85-bbb4-5b4014357602,True,Saved,0.5124842,Normal,Open Play,,,,FSV Mainz 05,177,00:37:24.621,Shot,True
,,,,,,,,,,,,,,,0.60354,,,,,,,,,,,,5c7de1e9-ee65-4d8c-9c1e-219315744caf,1347,,,"[114.3, 49.2]",3890503,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ja-Cheol Koo,5627.0,Center Attacking Midfield,79,Augsburg,172,['de97cbff-4a95-42c9-8512-23af4d4a6565'],5,,Right Foot,"[120.0, 36.9, 2.4]",,"[{'location': [115.4, 33.8], 'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 48.3], 'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 40.7], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 45.0], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 46.4], 'player': {'id': 15847, 'name': 'Alexander Hack'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 54.6], 'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.6, 64.1], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 44.1], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 32.3], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.5, 35.2], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.7, 67.9], 'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.1, 55.9], 'player': {'id': 8807, 'name': 'Raúl Marcelo Bobadilla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Goal,0.17150043,Half Volley,Open Play,,,,Augsburg,172,00:39:05.000,Shot,
,,,,,,,,,,,,,,,0.806457,,,,,,,,,,,,37f9c36a-5c85-45c0-86fb-a656282367ca,1453,,,"[100.6, 40.8]",3890503,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danny Latza,8539.0,Left Defensive Midfield,85,FSV Mainz 05,177,['e0988070-3029-4a9e-8705-b4c74508e5a3'],59,,Left Foot,"[120.0, 46.9, 0.2]",,"[{'location': [87.2, 36.6], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.7, 44.2], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 39.0], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 35.5], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 39.5], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.3, 32.1], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 24.7], 'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.2, 39.6], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.5, 21.1], 'player': {'id': 8807, 'name': 'Raúl Marcelo Bobadilla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.0, 54.1], 'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.1, 32.1], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.3, 25.3], 'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [85.8, 33.5], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.8, 37.5], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",c354a091-516c-43f5-b420-48b52f178e2b,,Off T,0.10045834,Normal,Open Play,,,,FSV Mainz 05,177,00:42:59.049,Shot,
