ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.213663,,,,,,,,,,,,,96998f15-f260-4b04-9cb9-aef7b2e8324f,340,,"[95.8, 58.4]",2275090,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Center Defensive Midfield,24,Arsenal WFC,968,"['10dfceca-a3d2-4cfe-a011-40e1d37787dc', '6e05e831-8a5d-4a48-9f5f-381483fcd27a']",30,,Right Foot,"[101.4, 54.9]",,"[{'location': [97.5, 47.4], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [75.1, 59.4], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.5, 52.5], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.8, 54.6], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.5, 26.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [81.9, 41.6], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.1, 41.2], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 40.2], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",b0eb9832-f398-432e-8bbb-6ead72dae59d,,Blocked,0.010078224,Normal,Open Play,,,,Arsenal WFC,968,00:08:30.843,Shot,
,,,,,,,,,,,,,,1.281421,,,,,,,,,,,,,c1f1e533-a3aa-4084-8e86-76ae38bc07a0,391,,"[104.2, 59.2]",2275090,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany England,15550.0,Left Wing,27,Chelsea FCW,971,['d22965db-ced3-4065-bfec-a22654052da5'],16,,Left Foot,"[120.0, 37.0, 1.8]",,"[{'location': [99.8, 50.6], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [80.8, 26.9], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [93.2, 33.1], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.5, 40.6], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 38.4], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.7, 47.4], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.9, 42.7], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.3, 38.6], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 60.2], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 55.9], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [119.2, 42.9], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d891a5b6-6874-49b7-b59e-15fabf99e9a4,,Goal,0.010743501,Normal,Open Play,,,,Chelsea FCW,971,00:09:16.381,Shot,
,,,,,,,,,,,,,,0.701684,,,,,,,,,,,,,5cace80b-a214-45fd-a51d-0e9ea1e0be16,439,,"[117.8, 39.7]",2275090,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany England,15550.0,Left Wing,29,Chelsea FCW,971,['e94eece8-8d75-4bd3-a181-60b95b44375d'],51,,Head,"[120.0, 41.6, 3.5]",,"[{'location': [103.9, 30.1], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.1, 26.8], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.9, 25.7], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.9, 37.8], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.4, 26.7], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 32.5], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.3, 42.7], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [116.7, 40.1], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.1, 39.9], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",77210a06-c988-4b77-a958-25fc49a23461,True,Off T,0.4217621,Normal,Open Play,,,,Chelsea FCW,971,00:10:51.236,Shot,
,,,,,,,,,,,,,,0.629581,,,,,,,,,,,,,f3eef945-acf1-47a9-a7f0-a0e1edd3a40e,508,,"[117.5, 44.8]",2275090,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samantha May Kerr,4961.0,Right Wing,31,Chelsea FCW,971,['c7b6241c-2d83-44bd-b462-7ec9386e7034'],20,,Head,"[120.0, 37.1, 1.1]",,"[{'location': [116.8, 43.3], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.1, 20.8], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.9, 21.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.7, 30.2], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.0, 48.9], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [95.8, 33.8], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.5, 41.3], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.9, 43.7], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [80.0, 13.8], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",4a1e3555-8fae-4e80-9151-a87dfff0cbb2,True,Goal,0.2258431,Normal,Open Play,,,,Chelsea FCW,971,00:12:20.506,Shot,
,,,,,,,,,,,,,,0.131203,,,,,,,,,,,,,a4010b4c-e41a-4d0e-b7b4-b079bf6ee465,569,,"[109.7, 48.2]",2275090,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Magdalena Lilly Eriksson,4633.0,Left Center Back,36,Chelsea FCW,971,"['91bdc13e-c8f5-428a-b86c-404e3e4009e9', 'ba08b87e-3b33-47f9-88e3-12850cdb7ccd', 'bf650852-09df-4d4f-ba8c-fb94fcdd1dab']",36,,Right Foot,"[110.6, 47.8]",True,"[{'location': [104.3, 40.7], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [120.0, 41.3], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.7, 41.3], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.3, 36.3], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.8, 48.2], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.1, 32.8], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.8, 47.8], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [117.5, 40.1], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.3, 44.9], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [114.5, 39.5], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.8, 39.8], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.2, 37.3], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.1, 38.3], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.4, 58.2], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [116.5, 41.1], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.1, 39.2], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Blocked,0.086384535,Normal,Open Play,,,,Chelsea FCW,971,00:15:36.746,Shot,True
,,,,,,,,,,,,,,0.620983,,,,,,,,,,,,,9c831451-d818-4c0c-8115-38156274e9d8,629,,"[113.4, 27.6]",2275090,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Katie McCabe,15620.0,Left Wing Back,41,Arsenal WFC,968,"['b3283a28-8084-4b69-9540-4ae339ff58f3', 'da9ee44b-3c35-4897-89d3-04ff1d1d04e7']",10,,Left Foot,"[118.1, 36.4, 0.2]",,"[{'location': [118.7, 36.2], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.4, 33.8], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.6, 52.3], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.4, 43.8], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.4, 70.5], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [87.6, 59.0], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.6, 49.4], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.4, 51.8], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.7, 41.8], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 36.1], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.2, 34.8], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.4, 37.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.6, 45.2], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 29.2], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",a936b3ab-2d1b-4f7c-90f5-f8bfbee4b7ba,,Saved,0.06578271,Normal,Open Play,,,,Arsenal WFC,968,00:17:10.421,Shot,True
,,,,,,,,,,,,,,1.300026,,,,,,,,,,,,,ec465b0f-d47c-42a2-a051-46876d8f0ccf,698,,"[99.9, 27.0]",2275090,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sophie Louise Ingle,15549.0,Center Defensive Midfield,44,Chelsea FCW,971,['f7b0b4af-7a31-441a-9f52-853288f519c2'],18,,Left Foot,"[120.0, 43.3, 2.1]",True,"[{'location': [96.4, 52.5], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.5, 25.3], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.1, 31.3], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.9, 34.3], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.3, 37.8], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 35.1], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [99.4, 40.4], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [96.2, 34.9], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 25.9], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [109.3, 31.7], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.4, 32.9], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 32.9], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.9, 44.5], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.3, 47.1], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,Goal,0.019547438,Half Volley,Open Play,,,,Chelsea FCW,971,00:19:18.368,Shot,
,,,,,,,,,,,,,,1.257964,,,,,,,,,,,,,85f19890-ac3e-46d3-beb3-25c53a350fb0,801,,"[106.9, 38.6]",2275090,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Magdalena Lilly Eriksson,4633.0,Left Center Back,50,Chelsea FCW,971,"['452ff9b3-bf7d-4107-9869-05474ff2291b', 'eb7b5c9a-7be5-4380-b6fa-93cbb6161946']",6,True,Head,"[120.0, 30.4, 0.4]",,"[{'location': [106.3, 22.1], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [88.6, 43.4], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.8, 27.1], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.9, 40.7], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.1, 51.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.4, 39.8], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 32.8], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.7, 31.5], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.7, 38.4], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 40.7], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.8, 44.7], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.9, 49.4], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 41.6], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.4, 52.6], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",93c2c965-88a6-4fe0-9981-2ec018de9892,,Off T,0.036803167,Normal,Open Play,,,,Chelsea FCW,971,00:23:06.858,Shot,True
,,,,,,,,,,,,,,0.734463,,,,,,,,,,,,,01d139d9-c688-4718-9f18-173ca2a3f4f5,1158,,"[113.0, 29.6]",2275090,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samantha May Kerr,4961.0,Right Wing,74,Chelsea FCW,971,['db522df7-253f-4383-aa6d-cf50737fbe7e'],18,,Left Foot,"[120.0, 33.0, 1.0]",,"[{'location': [95.8, 40.8], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.6, 19.4], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.2, 21.4], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.2, 38.9], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.7, 35.3], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.1, 26.3], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 32.4], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 41.8], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.1, 21.4], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.6, 34.4], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",a4dcf72a-443e-407e-be58-2ead76cb32c8,True,Off T,0.22517137,Half Volley,Open Play,,,,Chelsea FCW,971,00:32:18.260,Shot,
,,,,,,,,,,,,,,0.843161,,,,,,,,,,,,,ebf60c8f-af15-40b0-a5dd-95989d44c251,1195,,"[115.3, 40.0]",2275090,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Samantha May Kerr,4961.0,Right Wing,78,Chelsea FCW,971,['71538e49-e0d2-4979-b9a5-df93178b3cab'],24,,Left Foot,"[120.0, 32.1, 3.9]",True,"[{'location': [114.8, 43.5], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [115.5, 41.4], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.6, 38.9], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.9, 48.4], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.5, 35.5], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.6, 42.1], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.2, 40.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.7, 39.4], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [119.0, 35.5], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.5, 49.2], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.6, 39.7], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 45.3], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.8, 33.8], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [115.9, 36.0], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 31.4], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",da54fe5b-9828-41c7-a5b2-b0aabc63f298,,Off T,0.20000772,Volley,Open Play,,,,Chelsea FCW,971,00:34:24.920,Shot,
