50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.510712,,,,,,,,,,,d80d465e-aa10-4fef-87d6-9225e767f536,210,,"[105.5, 26.5]",3879746,4,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Federico Bernardeschi,7777.0,Left Wing,14,Fiorentina,239,['ca4b308f-edbf-4c39-8bdf-ac3a24680e7e'],42,,Left Foot,"[118.2, 36.4, 0.2]",,"[{'location': [104.1, 28.5], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [91.8, 48.1], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.3, 54.4], 'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.3, 39.1], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 46.0], 'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.4, 17.7], 'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.2, 36.5], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 42.4], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 37.6], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.1, 48.2], 'player': {'id': 11183, 'name': 'Alex Nicolao Telles'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.2, 28.8], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 32.5], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",33325522-d3fd-4a9e-a150-830906e3758f,,Saved,0.040639054,Normal,Open Play,,,,Fiorentina,239,00:04:42.216,Shot,
,,,,,,,,,,,,,,,,,,,,0.567102,,,,,,,,,,,b25aa211-b6b9-4b3e-ac5e-4df95536cd36,273,,"[105.9, 22.0]",3879746,6,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Josip Iličić,7139.0,Center Attacking Midfield,18,Fiorentina,239,['9f1a22bc-0ddd-48bd-8e96-bf63fd0bed0a'],31,,Left Foot,"[118.2, 36.4, 0.2]",,"[{'location': [104.0, 20.6], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 29.3], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.3, 15.4], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.2, 40.2], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 45.4], 'player': {'id': 11183, 'name': 'Alex Nicolao Telles'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.3, 36.4], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.7, 27.2], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.6, 24.4], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 31.8], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.3, 36.4], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 47.2], 'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.2, 33.7], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.018452715,Normal,Open Play,,,,Fiorentina,239,00:06:31.331,Shot,
,,,,,,,,,,,,,,,,,,,,0.49605,,,,,,,,,,,43f6339d-4d8a-4fe6-92ee-e9a7aea0e5d4,560,,"[108.3, 33.4]",3879746,13,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Josip Iličić,7139.0,Center Attacking Midfield,34,Fiorentina,239,"['567957fe-35a1-439c-9629-449ec9eaf26b', '7eca4b7b-34d4-4457-a0c6-f14125c21d22']",47,,Left Foot,"[117.4, 39.8]",True,"[{'location': [104.3, 45.6], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 27.8], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.4, 41.9], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.3, 49.8], 'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.8, 34.2], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.2, 39.8], 'player': {'id': 11183, 'name': 'Alex Nicolao Telles'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.5, 35.3], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.2, 25.7], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.2, 26.7], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",81995369-a72e-49bc-9c67-39578c186673,,Blocked,0.1322793,Normal,Open Play,,,,Fiorentina,239,00:13:47.463,Shot,
,,,,,,,,,,,,,,,,,,,,4.760778,,,,,,,,,,,88b5dbcd-463c-4002-b6fa-5abd6aaae51e,709,,"[113.3, 42.5]",3879746,17,,True,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jeison Fabián Murillo Cerón,6585.0,Left Center Back,45,Inter Milan,238,"['5a2f5177-6fa0-4b49-80f0-fef358c335d9', 'f5149573-883f-412a-a4c3-8bfb949b188b']",24,True,Head,"[118.1, 0.1]",,"[{'location': [109.3, 40.5], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.2, 39.6], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 48.6], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.0, 49.6], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.8, 42.8], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 38.0], 'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.1, 41.9], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 43.5], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.3, 42.0], 'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.7, 74.2], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.6, 51.0], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.3, 44.7], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.9, 33.3], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.6, 40.2], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",281f6678-412c-4e43-a266-575606b694f0,,Wayward,0.13648595,Normal,Open Play,,,,Inter Milan,238,00:17:24.047,Shot,True
,,,,,,,,,,,,,,,,,,,,0.606707,,,,,,,,,,,ed9ee742-db3f-4a8b-92af-d2242e91b890,1015,,"[110.8, 37.1]",3879746,25,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcelo Brozović,5469.0,Right Center Midfield,59,Inter Milan,238,['fb82c10e-122f-46f7-aec5-312f17dfb238'],41,,Right Foot,"[120.0, 42.4, 2.2]",True,"[{'location': [104.7, 41.4], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.1, 52.1], 'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.2, 41.2], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.1, 45.0], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 45.8], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.8, 41.2], 'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.3, 59.1], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.8, 47.9], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",9ac8281a-947c-4e70-8d43-c9f79a1a5406,,Goal,0.34169456,Half Volley,Open Play,,,,Inter Milan,238,00:25:41.209,Shot,
,,,,,,,,,,,,,,,,,,,,1.982889,,,,,,,,,,,758a5b23-dc00-4f2b-bae3-10eb018eb61e,1129,,"[110.3, 36.7]",3879746,29,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nikola Kalinić,7033.0,Center Forward,63,Fiorentina,239,['4371e6e6-3395-4dc5-bf0a-a0a115a839e2'],45,,Head,"[120.0, 39.8, 5.5]",,"[{'location': [110.9, 35.5], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.6, 37.9], 'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.1, 37.8], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.1, 40.8], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.7, 39.5], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 35.6], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.3, 33.6], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 39.6], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.9, 46.2], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.3, 40.6], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 50.4], 'player': {'id': 11183, 'name': 'Alex Nicolao Telles'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 33.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.6, 17.3], 'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 39.4], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.7, 52.4], 'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.9, 45.7], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.2, 51.3], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",b3f0e81f-edc0-4771-a0a4-b02ac88d3107,,Off T,0.064185806,Normal,Open Play,,,,Fiorentina,239,00:29:45.057,Shot,
,,,,,,,,,,,,,,,,,,,,0.137595,,,,,,,,,,,5945fb84-f2e3-448e-a8bd-337226d78fda,1272,,"[99.0, 40.1]",3879746,33,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Eder Citadin Martins,7000.0,Left Wing,70,Inter Milan,238,"['3cc5e5bc-1278-4e0f-a3dd-9a7c04f35317', '4157e5c1-c8ac-4d13-8266-fca303f18189']",1,,Left Foot,"[102.5, 40.1]",True,"[{'location': [107.6, 39.8], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 44.9], 'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.5, 42.6], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 40.1], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.7, 39.7], 'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.1, 38.6], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.0, 20.1], 'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.8, 34.6], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 42.1], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 36.0], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [88.6, 23.8], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Blocked,0.062378984,Normal,Open Play,,,,Inter Milan,238,00:33:01.334,Shot,
,,,,,,,,,,,,,,,,,,,,1.818042,,,,,,,,,,,1fc82cdd-00d1-46ab-99e5-16e8aca12da0,1278,,"[113.6, 43.1]",3879746,33,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,João Miranda de Souza Filho,5551.0,Right Center Back,71,Inter Milan,238,"['1b6bfcb7-c2bc-4bfb-babd-e8919226a8e0', '5772fa35-8f8a-4fef-8247-423df8e07b32']",33,True,Head,"[120.0, 45.2, 5.5]",,"[{'location': [114.7, 51.0], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.6, 45.2], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 42.5], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.9, 44.0], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.3, 48.8], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.0, 38.7], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 38.1], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.4, 36.8], 'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 42.1], 'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.8, 37.2], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.5, 52.6], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.7, 46.4], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.5, 74.5], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.7, 33.6], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",407ef321-6229-44f0-9d00-8099f2d16d18,,Off T,0.12952076,Normal,Open Play,,,,Inter Milan,238,00:33:33.000,Shot,True
,,,,,,,,,,,,,,,,,,,,0.802774,,,,,,,,,,,77e1b54a-6c14-4f50-a628-5bf1a6320431,1780,,"[109.2, 38.8]",3879746,44,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Matías Vecino Falero,5255.0,Right Defensive Midfield,96,Fiorentina,239,['21005e82-712d-43f2-ade9-885656be03f1'],46,,Head,"[118.3, 41.1, 2.0]",,"[{'location': [112.4, 32.9], 'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.2, 35.0], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.3, 42.0], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.1, 44.7], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.2, 2.6], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.1, 43.3], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.6, 43.6], 'player': {'id': 11183, 'name': 'Alex Nicolao Telles'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 42.2], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.8, 40.8], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.4, 38.3], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.3, 38.8], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 33.7], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.0, 30.7], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.7, 17.5], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.7, 17.3], 'player': {'id': 7000, 'name': 'Eder Citadin Martins'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.3, 41.1], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 53.1], 'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",89308b96-183a-48f1-bf7b-9a7da471dd65,,Saved,0.05405484,Normal,Open Play,,,,Fiorentina,239,00:44:46.863,Shot,
