50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.286145,,,,,,,,,,,,,4f77ba0f-0987-4bbe-ba93-d00faa06a583,108,,"[114.8, 32.0]",3879578,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ryder Matos Santos,7696.0,Left Midfield,6,Carpi,1683,['e08fa3df-686a-46bf-a814-688a5723b8b9'],8,Right Foot,"[120.0, 50.4, 0.9]",,"[{'location': [108.5, 41.9], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.6, 39.3], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 44.9], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.9, 38.1], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.7, 35.4], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.8, 30.0], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.5, 30.8], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",913c3c21-66e6-481b-ab7d-cb4e857f9bfe,True,,Off T,0.39037338,Normal,Open Play,,,,Carpi,1683,00:02:08.252,Shot,
,,,,,,,,,,,,,,,,,0.102141,,,,,,,,,,,,,1da4c54d-dd79-4d5b-b0b5-6e53c2535907,207,,"[94.3, 26.4]",3879578,6,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lorenzo Lollo,30829.0,Left Center Midfield,12,Carpi,1683,"['44fdb8b3-5624-4924-babe-3151792c4812', '6f835175-ce12-4f05-85c6-b928ced2a5c7']",29,Right Foot,"[96.1, 27.3]",,"[{'location': [103.4, 47.6], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.6, 32.9], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.7, 26.4], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 42.4], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.1, 28.6], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.9, 38.2], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.8, 13.2], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.1, 30.5], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 24.3], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 39.4], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.8, 60.5], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.1, 41.5], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.3, 17.8], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.8, 22.9], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",ea3cd6aa-34fe-4d1c-af6c-01a1940d6c1f,,,Blocked,0.020228231,Normal,Open Play,,,,Carpi,1683,00:06:29.755,Shot,
,,,,,,,,,,,,,,,,,1.407481,,,,,,,,,,,,,46fe1a8e-e9d1-403f-9baa-36dbb15c5924,349,,"[92.2, 26.5]",3879578,9,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ryder Matos Santos,7696.0,Left Midfield,21,Carpi,1683,"['17ba202f-48c6-46b5-bb6c-eb8b3d7e8179', '2ea56ba5-f11e-4a89-8a2e-bf4c4dc0ec97']",29,Right Foot,"[120.0, 30.9, 0.1]",,"[{'location': [101.8, 24.5], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.6, 38.6], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.2, 34.7], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.0, 27.7], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 53.5], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.1, 18.1], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.3, 31.9], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.1, 41.2], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.8, 22.1], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.7, 39.5], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 62.5], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.1, 46.4], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.4, 25.2], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.7, 15.3], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [81.8, 17.2], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",e3c3cadb-3f07-410e-bf04-82cff887f673,,,Off T,0.020506797,Normal,Open Play,,,,Carpi,1683,00:09:29.889,Shot,True
,,,,,,,,,,,,,,,,,0.213062,,,,,,,,,,,,,e93eaa0a-8191-4a63-9076-dd6e076f3ad2,1017,,"[111.6, 43.8]",3879578,23,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marco Borriello,8871.0,Center Forward,43,Carpi,1683,"['b983b2d4-82e5-48d2-bb97-3cbb7f803efc', 'c6a10c36-43ce-45a0-860e-6f2f2e1cefc2']",41,Right Foot,"[112.6, 43.2]",,"[{'location': [112.7, 45.0], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.7, 17.6], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.2, 42.5], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.3, 30.7], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 24.3], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.9, 42.9], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 27.5], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.7, 38.0], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.8, 42.1], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.1, 46.0], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.7, 40.2], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.4, 17.1], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.2, 14.3], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,,Blocked,0.081283644,Volley,Open Play,,,,Carpi,1683,00:23:41.167,Shot,
,,,,,,,,,,,,,,,,,0.385195,,,,,,,,,,,,,b5dba4a9-b847-45e2-913b-79827e0f7d63,1022,,"[113.8, 47.3]",3879578,23,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gaetano Letizia,7114.0,Right Midfield,43,Carpi,1683,['7c05141a-d31c-456c-9bd1-aa8e3c89699c'],42,Right Foot,"[120.0, 39.8, 0.6]",True,"[{'location': [101.4, 32.1], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 26.0], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.8, 43.2], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.4, 46.0], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.3, 44.3], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.2, 40.2], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.3, 33.2], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.2, 43.2], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.7, 18.0], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.8, 41.4], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.1, 43.5], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.8, 13.8], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,,Goal,0.11723913,Half Volley,Open Play,,,,Carpi,1683,00:23:42.366,Shot,
,,,,,,,,,,,,,,,,,1.179629,,,,,,,,,,,,,a83b0449-46f9-4ae3-bc09-f2f3ef333088,1187,,"[93.7, 29.0]",3879578,29,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Emanuele Giaccherini,7775.0,Left Center Midfield,50,Bologna,240,['04e8564d-3284-455b-a767-aa9df89fe629'],8,Right Foot,"[120.0, 37.6, 3.8]",,"[{'location': [103.3, 36.1], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.8, 29.7], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.1, 30.8], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.9, 39.9], 'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 48.2], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.4, 41.2], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.1, 38.4], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 38.3], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.7, 31.6], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.4, 32.4], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.1, 33.2], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 34.9], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.3, 36.8], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.0, 35.0], 'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.1, 39.3], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.3, 49.0], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [92.5, 30.3], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [86.8, 38.2], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,,,Off T,0.045425575,Normal,Free Kick,,,,Bologna,240,00:29:08.698,Shot,
,,,,,,,,,,,,,,,,,0.739134,,,,,,,,,,,,,b75e7a46-6cc3-4510-9e02-c0afe29219e3,1359,,"[109.0, 21.3]",3879578,32,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Isaac Cofie,7460.0,Right Center Midfield,59,Carpi,1683,['1c1a8931-16ff-4f69-8e9a-975a3e01b945'],55,Left Foot,"[118.0, 38.0, 1.6]",,"[{'location': [118.5, 37.2], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.7, 48.2], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.9, 18.3], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.5, 25.6], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 42.3], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 21.4], 'player': {'id': 6358, 'name': 'Emil Krafth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.1, 25.6], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 41.3], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.3, 5.8], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.0, 5.6], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",dffc6290-48a6-4db4-8897-19cd12c8655b,,,Saved,0.014833768,Normal,Open Play,,,,Carpi,1683,00:32:55.771,Shot,
,,,,,,,,,,,,,,,,,0.377231,,,,,,,,,,,,,0239e1d9-d5c9-478c-8517-b058e54082f6,1685,,"[109.0, 40.2]",3879578,42,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mattia Destro,8103.0,Center Forward,71,Bologna,240,"['69c8997c-9c47-49bf-bee4-50698c510302', '99924394-e765-4321-9fac-12be07f6900c']",30,Left Foot,"[117.6, 38.6, 0.8]",True,"[{'location': [110.4, 21.1], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.5, 38.6], 'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 47.9], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.8, 41.2], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 18.4], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 31.5], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 45.6], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 13.5], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.9, 30.0], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 49.3], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",98110106-1df3-4f61-9c0a-b161279c5bfe,,,Saved,0.1691381,Half Volley,Open Play,,,,Bologna,240,00:42:30.417,Shot,True
,,,,,,,,,,,,,,,,,0.429231,,,,,,,,,,,,,f2ff7a39-712e-46a2-bf6c-5171c9e37b6e,1712,,"[94.5, 28.5]",3879578,43,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Luca Rizzo,11729.0,Left Center Midfield,72,Bologna,240,"['966094d0-dc9e-4eec-98d9-50b14d75ace4', 'ccce24ba-c371-4fe2-99bb-aaab3b1b1274']",8,Left Foot,"[104.5, 42.7]",,"[{'location': [103.8, 39.7], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 35.8], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.5, 32.4], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 26.2], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [96.7, 27.5], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.5, 18.3], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.5, 45.1], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 42.3], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.5, 51.2], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.5, 37.6], 'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.5, 43.5], 'player': {'id': 7164, 'name': 'Ibrahima Mbaye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.3, 40.5], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.5, 28.8], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [93.6, 54.5], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.4, 37.4], 'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.2, 32.9], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",00b5a177-3319-4bd1-ba31-41aca9f44f5d,,,Wayward,0.024081899,Normal,Open Play,,,,Bologna,240,00:43:08.009,Shot,True
,,,,,,,,,,,,,,,,,0.229436,,,,,,,,,,,,,cd12dfb7-8391-4be3-aa69-396973b64c85,1763,,"[93.6, 32.6]",3879578,45,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cristian Zaccardo,387300.0,Right Back,74,Carpi,1683,"['2bee5383-10bd-4c51-9b3f-1f28c318fea4', '6425515f-41f1-4550-bf5c-c2c320221d21']",4,Right Foot,"[99.5, 33.9]",True,"[{'location': [103.2, 35.4], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.1, 31.3], 'player': {'id': 8280, 'name': 'Godfred Donsah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.3, 37.9], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 44.2], 'player': {'id': 7164, 'name': 'Ibrahima Mbaye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.4, 46.4], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 34.8], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 38.4], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.5, 32.4], 'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.8, 33.8], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.9, 40.9], 'player': {'id': 12475, 'name': 'Angelo Esmael da Costa Júnior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.3, 34.1], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.9, 37.7], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.7, 45.4], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.7, 47.0], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.7, 37.6], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [92.9, 27.1], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 32.0], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",25acf242-6823-4e98-8507-90b86d1e6411,,,Blocked,0.026962394,Normal,Open Play,,,,Carpi,1683,00:45:04.156,Shot,
