bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.396038,,,,,,,,,,,,,,ae15777b-6536-4d07-946d-b40a17b58242,267,,,"[108.4, 41.4]",3775564,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rosemary Kathleen Lavelle,4949.0,Right Center Midfield,10,Manchester City WFC,746,['af254fa5-0046-4441-b41e-03a250803f1b'],14,,Left Foot,"[117.5, 39.3, 2.3]",True,"[{'location': [119.3, 37.3], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [117.8, 34.0], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.1, 39.4], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.5, 41.4], 'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.3, 47.8], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.3, 36.9], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.5, 38.9], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [120.0, 30.5], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.1, 43.1], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.7, 38.7], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.4, 43.9], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",ee751562-31b2-4f25-86cb-853a8b846a7d,,Saved,0.27018142,Normal,Open Play,,,,Manchester City WFC,746,00:05:14.316,Shot,
,,,,,,,,,,,,,,,,1.787002,,,,,,,,,,,,,,9c372ffe-0dbe-4602-a149-baae4b1947ba,390,,,"[102.0, 23.9]",3775564,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Center Midfield,15,Manchester City WFC,746,['ab9a827e-01b2-4791-9dad-67914dc4bed5'],54,,Right Foot,"[120.0, 45.9, 4.9]",,"[{'location': [110.0, 48.1], 'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [114.1, 41.2], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 34.3], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [110.5, 36.7], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 47.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.7, 21.5], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.5, 33.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 27.8], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.9, 30.3], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 49.2], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.7, 37.7], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.6, 38.8], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.8, 17.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",a7b30a4a-87fc-460a-a5e0-eedfcaacc00e,,Off T,0.03606601,Normal,Open Play,,,,Manchester City WFC,746,00:07:54.275,Shot,
,,,,,,,,,,,,,,,,1.287452,,,,,,,,,,,,,,ea0bc32a-379d-4bb1-ad52-6229caebbb1c,481,,,"[100.1, 57.1]",3775564,12,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Rosemary Kathleen Lavelle,4949.0,Right Center Midfield,18,Manchester City WFC,746,['6f3bf4a5-7ff1-4123-a0ec-bca835defdef'],57,,Left Foot,"[120.0, 34.8, 6.0]",,"[{'location': [107.1, 44.3], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.5, 42.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.7, 55.7], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.0, 33.1], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.2, 41.8], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.8, 67.5], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.0, 56.1], 'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [107.9, 51.5], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.2, 45.2], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.8, 33.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.7, 40.0], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.3, 44.4], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.6, 42.2], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",d12d872c-99a2-4c7f-aed2-0886917a4464,,Off T,0.023099741,Normal,Open Play,,,,Manchester City WFC,746,00:12:57.274,Shot,
,,,,,,,,,,,,,,,,0.69722,,,,,,,,,,,,,,aa7aa5db-f8d9-4891-a6b1-f5e4224a0968,668,,,"[106.8, 26.7]",3775564,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Center Midfield,24,Manchester City WFC,746,"['c5796315-d978-4e0a-a387-f599096eb479', 'cd2682f6-87a1-4f8c-a88c-ba0afb7df910']",41,,Left Foot,"[115.2, 35.8, 0.2]",True,"[{'location': [103.4, 45.1], 'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [107.6, 28.4], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.6, 40.2], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.7, 27.5], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.1, 18.1], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.1, 36.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.7, 39.3], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.1, 47.4], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",289f92b4-e35c-435f-97c0-9f2703dc82c7,,Saved,0.07033292,Normal,Open Play,,,,Manchester City WFC,746,00:16:41.303,Shot,True
,,,,,,,,,,,,,,,,0.904634,,,,,,,,,,,,,,d488af97-19d5-4e34-9018-ed9a6fe6a137,925,,,"[103.9, 53.2]",3775564,24,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rosemary Kathleen Lavelle,4949.0,Right Center Midfield,35,Manchester City WFC,746,['b0e1375a-08dc-4df6-bb67-118aef5792ed'],48,,Left Foot,"[117.1, 43.4, 0.3]",,"[{'location': [102.7, 56.8], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.6, 53.4], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.2, 49.5], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.7, 42.9], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.8, 45.4], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.1, 30.0], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 40.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [93.8, 50.7], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.1, 42.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.5, 43.0], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [84.4, 63.9], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Saved,0.045069136,Normal,Open Play,,,,Manchester City WFC,746,00:24:48.587,Shot,
,,,,,,,,,,,,,,,,0.38831,,,,,,,,,,,,,,0d4ce73b-e03b-418d-a322-89e07b32a533,971,,,"[108.6, 29.4]",3775564,25,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Amalie Vevle Eikeland,26570.0,Left Center Forward,38,Reading WFC,974,['6eba2f43-e133-4d20-938d-9104f8d26001'],46,,Left Foot,"[116.0, 36.3, 0.7]",True,"[{'location': [96.4, 37.3], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 48.4], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.8, 24.5], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 39.4], 'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 30.8], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.3, 32.6], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 36.4], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 55.3], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [100.3, 39.8], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [85.2, 22.7], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",7f77ac97-6d1e-45b2-983d-d0e46c1e0305,,Saved,0.16651556,Normal,Open Play,,,,Reading WFC,974,00:25:46.950,Shot,
,,,,,,,,,,,,,,,,1.347287,,,,,,,,,,,,,,4e3ce7eb-fdd4-4ee9-9108-64a6b26323ec,982,,,"[107.7, 35.4]",3775564,26,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Deanna Cooper,20061.0,Left Center Back,39,Reading WFC,974,"['076472c8-c95f-4c91-b2a3-344e1b20ee0b', '48df648c-927a-4081-a617-cee4411edf97']",43,True,Head,"[120.0, 35.1, 0.5]",,"[{'location': [106.3, 41.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.9, 42.9], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.1, 40.4], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [110.6, 41.7], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.9, 46.0], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.0, 36.6], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.0, 39.7], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.3, 36.6], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.7, 34.8], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.6, 46.8], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.3, 43.4], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 41.4], 'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.6, 45.7], 'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 41.5], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 49.2], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.3, 42.2], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",87529c92-24e1-4d66-ad16-3008a859ba35,,Off T,0.04809222,Normal,Open Play,,,,Reading WFC,974,00:26:43.348,Shot,True
,,,,,,,,,,,,,,,,0.504431,,,,,,,,,,,,,,49ce4529-1dab-49c3-9804-f2d1bb4c389e,1229,,,"[112.7, 42.3]",3775564,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Georgia Stanway,4643.0,Center Forward,54,Manchester City WFC,746,['b3bc2373-b687-463c-9336-93e482bc03a6'],47,,Right Foot,"[120.0, 35.8, 0.2]",True,"[{'location': [112.5, 59.5], 'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.3, 51.7], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 61.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.7, 43.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [88.0, 66.8], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.0, 34.9], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.6, 41.4], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 42.1], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.2, 31.4], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.4, 62.1], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.8, 53.1], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",f9a63d52-97f9-4131-a2d2-0211ec5a0791,,Off T,0.5182901,Normal,Open Play,,,,Manchester City WFC,746,00:33:47.035,Shot,
,,,,,,,,,,,,,,,,0.664942,,,,,,,,,,,,,,364da3c3-db5f-4116-bcea-319d7f24b856,1349,,,"[111.8, 29.0]",3775564,39,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lauren Hemp,15555.0,Left Wing,58,Manchester City WFC,746,['4756b197-a1ff-495a-8a6d-ef79cd8c8edf'],22,,Left Foot,"[120.0, 44.0, 0.2]",True,"[{'location': [117.7, 36.7], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.4, 50.6], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 57.5], 'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.5, 46.9], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.2, 31.8], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.1, 53.3], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.3, 29.7], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [106.2, 60.3], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.6, 53.8], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.8, 38.4], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.1, 47.2], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",c8e6ab27-a4cc-4c8b-bf2d-3167edfdf8b1,,Post,0.101622246,Normal,Open Play,,,,Manchester City WFC,746,00:39:22.329,Shot,
,,,,,,,,,,,,,,,,0.467274,,,,,,,,,,,,,,301d76b1-647b-4e7d-9e10-871120fe1898,1478,,,"[108.6, 51.5]",3775564,43,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Chloe Kelly,15570.0,Right Wing,65,Manchester City WFC,746,"['5b7dac80-1f84-4781-8b09-5c3db147cdbd', '79299ae8-2a47-4d82-96b4-b74298be52b6']",22,,Left Foot,"[113.9, 46.1]",,"[{'location': [110.8, 51.4], 'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.8, 46.2], 'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 43.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.0, 50.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.9, 40.2], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.1, 41.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 39.9], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.8, 48.1], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",e2db3cfd-5120-4844-be73-48b7ad359575,,Blocked,0.077289335,Normal,Open Play,,,,Manchester City WFC,746,00:43:22.637,Shot,
