ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.220915,,,,,,,,,,,,be559071-7d87-456c-b557-ef300c7ccea5,233,,"[110.6, 35.9]",2275086,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fara Williams,10251.0,Center Attacking Midfield,14,Reading WFC,974,['3b8b1aa3-723f-4fde-99b4-a820750eb846'],40,,Left Foot,,"[114.3, 36.8, 1.2]",,"[{'location': [106.1, 41.4], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.4, 34.6], 'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.7, 28.7], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.2, 60.8], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 42.9], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.6, 39.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 37.2], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.34245792,Normal,Open Play,,,,Reading WFC,974,00:04:40.012,Shot,
,,,,,,,,,,,,,,,2.885011,,,,,,,,,,,,fef93dc8-f592-4a73-8a9f-28a31dbd7479,303,,"[108.5, 55.7]",2275086,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Center Forward,16,Arsenal WFC,968,['c9401700-7c6d-467b-915f-e888f092e74b'],9,,Right Foot,,"[120.0, 23.5, 0.1]",,"[{'location': [107.5, 39.5], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.7, 43.2], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 53.4], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.8, 24.9], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [89.2, 33.1], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [90.2, 60.4], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 64.5], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 48.2], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.8, 29.4], 'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.5, 40.1], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Off T,0.03514893,Normal,Open Play,,,,Reading WFC,974,00:06:09.731,Shot,
,,,,,,,,,,,,,,,1.061554,,,,,,,,,,,,d991dd14-72a2-4c94-ba87-c74e700c9157,328,,"[101.0, 26.5]",2275086,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fara Williams,10251.0,Center Attacking Midfield,19,Reading WFC,974,['db6e82bf-55a2-4984-8ce8-9b525cf8c41e'],18,,Right Foot,,"[118.6, 38.1, 0.5]",,"[{'location': [95.3, 23.7], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.7, 15.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [89.0, 29.8], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 25.2], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 28.5], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 36.6], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.8, 21.1], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [84.2, 30.2], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [97.4, 13.5], 'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 20.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 34.2], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 27.5], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 38.1], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.03952111,Normal,Open Play,,,,Reading WFC,974,00:07:18.465,Shot,
,,,,,,,,,,,,,,,1.010729,,,,,,,,,,,,972bbab2-00d2-44e5-8ee3-c1c303a1e346,979,,"[95.6, 25.2]",2275086,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Vivianne Miedema,15623.0,Left Wing,54,Arsenal WFC,968,['f8e3add7-3ee8-49e1-ae58-d794c8c847fd'],35,,Right Foot,,"[120.0, 44.3, 4.9]",,"[{'location': [81.2, 59.1], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.8, 58.8], 'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.0, 54.8], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.1, 35.6], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 44.8], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 29.0], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.7, 29.9], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.4, 25.9], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.1, 23.8], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 39.6], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 56.7], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.1, 60.1], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.9, 32.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [92.7, 32.5], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.9, 23.3], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",e437f6cf-e7a0-4d70-895d-306ea7a08837,,Off T,0.029914306,Normal,Open Play,,,,Arsenal WFC,968,00:25:35.968,Shot,
,,,,,,,,,,,,,,,0.91274,,,,,,,,,,,,7ea98f5d-c648-444b-af02-21fc36008d2f,1074,,"[109.0, 33.2]",2275086,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Vivianne Miedema,15623.0,Left Wing,59,Arsenal WFC,968,['3ddbee81-c82e-4792-9a96-f687ce6a17c2'],50,,Right Foot,,"[120.0, 39.9, 1.1]",,"[{'location': [100.8, 41.8], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.9, 42.6], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.8, 28.9], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.4, 35.6], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 34.3], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 37.7], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 41.9], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.9, 38.4], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",2254fa37-7b80-4c89-9384-f720dc9438c7,True,Goal,0.43503127,Lob,Open Play,,,,Arsenal WFC,968,00:27:50.440,Shot,
,,,,,,,,,,,,,,,1.84484,,,,,,,,,,,,854809b1-7016-4f09-ad48-2becb2945faf,1093,,"[88.5, 57.8]",2275086,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Angharad James,15577.0,Right Wing,62,Reading WFC,974,['b1e13b8e-d939-419c-aa9e-d37af29f482d'],57,,Right Foot,,"[120.0, 32.8, 1.0]",,"[{'location': [87.8, 40.2], 'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [84.3, 41.7], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.2, 44.4], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.8, 45.7], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.4, 39.3], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.4, 50.1], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.6, 47.6], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [83.7, 49.7], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 47.9], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.1, 51.6], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.6, 59.5], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.3, 37.5], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 39.9], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",dae3605f-f7a7-413b-8b2e-971680db8c56,,Off T,0.0068610604,Normal,Open Play,,,,Reading WFC,974,00:28:57.925,Shot,
,,,,,,,,,,,,,,,1.548858,,,,,,,,,,,,dfbe87cd-7c66-4844-8cc4-52921b7cb244,1170,,"[89.1, 38.3]",2275086,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany Mead,15619.0,Center Forward,70,Arsenal WFC,968,['a9391b47-9923-4f3d-a2ee-6019c1a36c24'],10,,Right Foot,,"[120.0, 30.2, 0.1]",,"[{'location': [86.8, 37.7], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.8, 41.2], 'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [89.2, 35.1], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.5, 49.1], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.5, 36.2], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.4, 39.2], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.4, 39.4], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.9, 28.1], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.8, 39.7], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.8, 55.8], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Off T,0.020899734,Normal,Open Play,,,,Arsenal WFC,968,00:32:10.193,Shot,
,,,,,,,,,,,,,,,0.236434,,,,,,,,,,,,ce1961fa-0a73-4f8d-a30f-b6ec306046e5,1322,,"[95.5, 30.3]",2275086,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bethany Mead,15619.0,Center Forward,78,Arsenal WFC,968,"['23f288b1-bf75-4b9b-9cf9-0b83f67ae553', '4732b509-8cff-4c31-9640-c27e029a0c8d']",32,,Right Foot,,"[102.1, 32.7]",,"[{'location': [90.3, 24.1], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.4, 25.6], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 16.1], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.5, 24.5], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 28.1], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.5, 47.9], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.4, 35.8], 'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.8, 32.6], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.2, 39.2], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 2.0], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [85.7, 41.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.7, 48.3], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.8, 29.8], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.7, 1.7], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.1, 19.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",457d40c6-862d-48ab-b447-99d6d785e19d,,Blocked,0.03428752,Normal,Open Play,,,,Arsenal WFC,968,00:35:32.128,Shot,
,,,,,,,,,,,,,,,1.577009,,,,,,,,,,,,924aace2-caa6-4bcf-8b94-6ce817ac22ae,1341,,"[113.0, 49.4]",2275086,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Kim Little,15616.0,Right Center Midfield,79,Arsenal WFC,968,"['2ec889eb-f24a-4335-8138-35df998a96e1', '8f862f23-0df6-4660-be7b-38202939e0a5']",4,,Right Foot,,"[120.0, 38.4, 1.8]",,"[{'location': [112.8, 43.8], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 30.8], 'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.3, 36.3], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 43.6], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 48.5], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.6, 48.4], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.7, 47.2], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.1, 50.8], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 29.6], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.3, 40.4], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.6, 34.9], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.5, 44.2], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.7, 43.7], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",fc12f888-2ee4-4c0b-91d9-815f85f7e608,,Goal,0.122070774,Lob,Open Play,,,,Arsenal WFC,968,00:36:04.662,Shot,True
,,,,,,,,,,,,,,,1.357397,,,,,,,,,,,,1c8fbdbc-2aa6-48db-a029-949ff3459ec1,1420,,"[90.0, 21.6]",2275086,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mayumi Pacheco,15724.0,Left Back,87,Reading WFC,974,['5e40f92e-351b-48b7-a2d9-2648b99d39e6'],19,,Left Foot,,"[120.0, 37.9, 6.3]",True,"[{'location': [102.8, 37.5], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [85.3, 25.4], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.3, 22.3], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.0, 22.6], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.5, 29.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 38.4], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 31.4], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.3, 13.2], 'player': {'id': 10387, 'name': 'Lisa-Marie Utland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.1, 26.5], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 44.7], 'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.2, 34.0], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.2, 33.7], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.7, 37.9], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3556a81d-2b4e-43dc-a1e9-1df759a71c54,,Off T,0.007888654,Normal,Open Play,,,,Reading WFC,974,00:39:19.525,Shot,
