50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.332494,,,,,,,,,,,,,,,5a1e8152-74ea-42e4-a9f8-e4a6d67a41ae,227,,"[80.0, 55.3]",3879853,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stevan Jovetić,3434.0,Right Center Forward,11,Inter Milan,238,"['2eaac251-bc65-439d-acbc-8b9aebed5678', 'c05c57b3-a490-4c73-bbf3-04d335c1b7ab']",51,,Right Foot,"[93.3, 49.2]",,"[{'location': [119.0, 40.0], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [71.6, 62.6], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [73.9, 63.5], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [74.4, 44.5], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [73.2, 39.8], 'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [73.5, 33.1], 'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [80.9, 53.2], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [84.6, 54.5], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [83.4, 11.4], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.8, 14.5], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [90.1, 28.7], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.3, 37.8], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.8, 49.0], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",7dc23ff7-e476-4577-a567-e171fc13c84b,,Blocked,0.0048813666,Normal,Open Play,,,,Inter Milan,238,00:04:51.734,Shot,
,,,,,,,,,,,,,,,,,,0.806182,,,,,,,,,,,,,,,297e3e62-06fa-4b0d-8649-33296e74f4a1,366,,"[111.7, 39.0]",3879853,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Miroslav Klose,19286.0,Center Forward,18,Lazio,236,['1c526cd7-9e19-4d06-8227-f493f4a9331c'],28,,Right Foot,"[120.0, 39.3, 1.4]",,"[{'location': [103.0, 41.0], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.4, 41.9], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 37.4], 'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.4, 46.7], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.2, 39.4], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",fc9963ef-6512-490a-b5a3-5a12e1c5038c,True,Goal,0.55578077,Lob,Open Play,,,,Lazio,236,00:07:28.118,Shot,
,,,,,,,,,,,,,,,,,,0.391436,,,,,,,,,,,,,,,b30dd410-166d-45dc-9a10-2e95d8adb908,686,,"[112.5, 51.1]",3879853,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antonio Candreva,7776.0,Right Wing,33,Lazio,236,['04a062e8-e851-4001-b1ad-d7c710585be3'],47,,Right Foot,"[120.0, 46.2, 1.3]",True,"[{'location': [117.1, 70.4], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.7, 60.2], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.2, 48.4], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 48.2], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 39.8], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 43.1], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 34.0], 'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 41.5], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 33.0], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.3, 48.2], 'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.3, 43.3], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.3, 70.0], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",0f27806e-f816-4773-ac2f-44a31413046d,,Off T,0.07801857,Volley,Open Play,,,,Lazio,236,00:16:47.270,Shot,
,,,,,,,,,,,,,,,,,,0.328441,,,,,,,,,,,,,,,272d8a32-fd71-4301-849b-20d2d165ef52,1139,,"[109.9, 35.4]",3879853,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stevan Jovetić,3434.0,Right Center Forward,57,Inter Milan,238,['f6b70ce8-a3cc-4107-a558-982c147b3086'],46,,Right Foot,"[116.6, 38.4, 0.5]",,"[{'location': [104.8, 45.2], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.6, 28.1], 'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.6, 44.3], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.5, 31.3], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 21.9], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 36.8], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.9, 38.2], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 56.3], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.3, 25.4], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.6, 20.4], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.4, 15.4], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",4433b683-0f92-4a75-b660-18e57091e4aa,,Saved,0.24000499,Volley,Open Play,,,,Inter Milan,238,00:26:46.110,Shot,
,,,,,,,,,,,,,,,,,,1.092349,,,,,,,,,,,,,,,a5742281-4808-4e5a-96d1-f960bdd4955c,1185,,"[87.3, 54.1]",3879853,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antonio Candreva,7776.0,Right Wing,60,Lazio,236,['c58766ad-0abc-4791-8138-a6104effb1ab'],31,,Right Foot,"[117.5, 42.3, 2.0]",,"[{'location': [94.0, 47.0], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.6, 31.5], 'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.7, 38.0], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 45.6], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.7, 60.3], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.1, 53.8], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.5, 30.1], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [84.7, 45.8], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.9, 41.9], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.4, 30.7], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.6, 36.1], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.5, 44.1], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.6, 48.6], 'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.1, 2.9], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.4, 71.3], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",ba385b87-9fa4-40f5-9028-3acd0ed6405f,,Saved,0.0064900834,Normal,Open Play,,,,Lazio,236,00:27:31.628,Shot,
,,,,,,,,,,,,,,,,,,0.348383,,,,,,,,,,,,,,,74ea3211-33be-42fb-be62-33377acdcbbb,1189,,"[113.5, 44.0]",3879853,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Milan Biševac,3103.0,Right Center Back,61,Lazio,236,['4a6bb075-fdc1-43ac-9d55-7274f5cccd5d'],10,,Head,"[113.9, 25.5]",,"[{'location': [115.4, 45.4], 'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.3, 34.2], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 28.2], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.9, 36.4], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.4, 38.4], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 39.8], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.4, 42.9], 'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.9, 42.8], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.5, 41.3], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 60.3], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 45.2], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 31.0], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.9, 31.8], 'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.0, 36.8], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.6, 43.2], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.1, 63.3], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",9f65cde1-b16c-484c-ad92-2f5ee96c4c75,,Wayward,0.09885804,Normal,Open Play,,,,Lazio,236,00:28:10.261,Shot,
,,,,,,,,,,,,,,,,,,0.298896,,,,,,,,,,,,,,,d62fda86-a15f-4388-bdb1-9d0dbd650514,1352,,"[111.3, 27.2]",3879853,30,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Keita Baldé Diao,3145.0,Left Wing,67,Lazio,236,"['47a37aef-d212-4b72-baf4-8de3aeb5d9f0', 'dfb2edf5-f452-4db3-ac0b-3fdfa03489d2']",54,,Left Foot,"[117.8, 36.4, 0.7]",,"[{'location': [108.4, 45.5], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.9, 38.8], 'player': {'id': 6585, 'name': 'Jeison Fabián Murillo Cerón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 36.1], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 29.0], 'player': {'id': 6984, 'name': ""Danilo D''Ambrosio""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.7, 28.9], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.6, 33.6], 'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 35.6], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 36.3], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.8, 53.1], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.4, 37.8], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.4, 54.4], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",5021a8fe-a959-41cd-9b3b-3a8ee108c0e1,True,Saved,0.10273519,Normal,Open Play,,,,Lazio,236,00:30:54.784,Shot,True
,,,,,,,,,,,,,,,,,,1.051068,,,,,,,,,,,,,,,d92f4966-1dff-46c9-8115-2c61f7f38fe8,1665,,"[102.0, 27.3]",3879853,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Stevan Jovetić,3434.0,Right Center Forward,80,Inter Milan,238,['586c59d4-32ce-45cd-bf43-1f4ab3ca845c'],9,,Right Foot,"[120.0, 45.7, 1.2]",,"[{'location': [103.8, 14.9], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.2, 47.4], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.5, 13.6], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.1, 27.9], 'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.7, 32.2], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 39.1], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.9, 27.5], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 21.6], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 39.6], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.8, 44.0], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [90.8, 11.4], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.1, 39.6], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",99328c1e-fc57-4dff-83eb-cc25e72bcddd,,Off T,0.059598047,Normal,Open Play,,,,Inter Milan,238,00:37:09.083,Shot,
,,,,,,,,,,,,,,,,,,0.19304,,,,,,,,,,,,,,,16ae8a3f-ab6b-4412-b0e3-e027e012eb10,2028,,"[108.5, 29.5]",3879853,45,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Geoffrey Kondogbia,6589.0,Right Defensive Midfield,97,Inter Milan,238,"['c53d2cf8-fe2b-417f-86f6-c6ee6bf8098e', 'd37808be-29f1-496e-99a8-605bd09223d7']",33,,Left Foot,"[111.7, 33.1]",,"[{'location': [100.8, 40.4], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.1, 31.4], 'player': {'id': 33311, 'name': 'Ogenyi Eddy Onazi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.9, 20.6], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.3, 35.9], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.5, 37.7], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 32.2], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.5, 30.3], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.7, 44.4], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 33.7], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.3, 37.3], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 40.0], 'player': {'id': 3434, 'name': 'Stevan Jovetić'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.5, 45.8], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.5, 27.2], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",3d5890ff-3110-42ae-9d4a-af5451c8164d,,Blocked,0.1414102,Normal,Open Play,,,,Inter Milan,238,00:45:33.967,Shot,
,,,,,,,,,,,,,,,,,,1.524466,,,,,,,,,,,,,,,0c7afce1-5426-4247-b9ae-9e27c9334ea7,2339,,"[99.5, 29.9]",3879853,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stevan Jovetić,3434.0,Right Center Forward,112,Inter Milan,238,"['08a9e69c-85ba-435b-b161-67832686fa02', '720b3aa7-40b4-4fdf-94e7-947ab7204946']",10,,Left Foot,"[117.6, 38.9, 2.0]",,"[{'location': [106.1, 42.3], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 36.1], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.1, 29.8], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.1, 43.4], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 26.2], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 20.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [92.6, 50.3], 'player': {'id': 6589, 'name': 'Geoffrey Kondogbia'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.9, 31.6], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.4, 38.8], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 54.2], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.1, 38.2], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",c21ba981-f524-4638-bcb5-64e647f5dee6,,Saved,0.05816695,Normal,Open Play,,,,Inter Milan,238,00:05:10.409,Shot,True
