50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.212493,,,,,,,,,,,,,380cdb06-2cb6-4c1d-8f54-7e509d6880b2,205,,,"[113.8, 49.5]",3813316,3,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Ortiz Mendoza,159764.0,Center Forward,12,Goa,7288,['89c085ba-8979-42c6-8523-8776e6e82268'],42,,Right Foot,"[118.6, 44.7, 0.4]",,"[{'location': [105.0, 51.3], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 45.9], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 48.4], 'player': {'id': 162756, 'name': 'Sehnaj Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.6, 39.3], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.7, 44.7], 'player': {'id': 162747, 'name': 'Subhasish Roy Chowdhury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 27.4], 'player': {'id': 159788, 'name': 'Nongdamba Singh Naorem'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",8ee39e3b-955d-4d57-a5cc-a0aae380c29e,True,Saved,,0.22278053,Normal,Open Play,,,,Goa,7288,00:03:42.547,Shot,
,,,,,,,,,,,,,,,,,,,,1.107192,,,,,,,,,,,,,4a81fad8-faae-4032-abbc-87bbfe05c5fa,430,,,"[103.1, 38.1]",3813316,9,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rochharzela Rochharzela,162751.0,Right Wing,24,NorthEast United,7285,['ec3c13f1-0fed-4001-bd37-199d41dd3e51'],52,,Right Foot,"[120.0, 43.4, 0.2]",,"[{'location': [103.7, 30.0], 'player': {'id': 33487, 'name': 'Dylan Fox'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.2, 19.5], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.4, 39.8], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.8, 38.0], 'player': {'id': 159781, 'name': 'Princeton Rebello'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.3, 30.7], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.3, 52.3], 'player': {'id': 159776, 'name': 'Sanson Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.8, 29.7], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 17.8], 'player': {'id': 162762, 'name': 'Mathias Coureur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.2, 31.7], 'player': {'id': 164341, 'name': 'Lalkhawpuimawia Lalkhawpuimawia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",67867613-fc85-4da3-b0bb-e668b6aa80c8,,Goal,,0.4619537,Normal,Open Play,,,,NorthEast United,7285,00:09:52.130,Shot,
,,,,,,,,,,,,,,,,,,,,1.873888,,,,,,,,,,,,,a0c5f120-58b5-4e87-aa19-f3e5651ecb6a,520,,,"[116.2, 45.0]",3813316,12,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alexander Romario Jesuraj,159782.0,Right Wing,27,Goa,7288,['64818fdc-6763-4156-8cdd-8146fe0244a7'],8,,Right Foot,"[118.3, 28.9]",True,"[{'location': [108.5, 48.2], 'player': {'id': 162756, 'name': 'Sehnaj Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.3, 60.4], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.3, 46.2], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 38.6], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.1, 52.3], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.3, 45.0], 'player': {'id': 162747, 'name': 'Subhasish Roy Chowdhury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 58.8], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.1, 41.9], 'player': {'id': 159788, 'name': 'Nongdamba Singh Naorem'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.3, 55.7], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",ce13f6a7-0d6f-47aa-b0ff-6c843b42bbd5,,Wayward,,0.42246002,Backheel,Open Play,,,,Goa,7288,00:12:08.990,Shot,
,,,,,,,,,,,,,,,,,,,,0.499059,,,,,,,,,,,,,a2c6f371-92eb-418e-9a8c-ae46ab59d30b,527,,,"[102.5, 30.1]",3813316,12,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alberto Noguera Ripoll,26571.0,Left Defensive Midfield,27,Goa,7288,"['701f7908-db20-4a00-b2e7-76792f50536c', '837b2ba7-c5b4-4ec8-97fd-b9ac71554084']",14,,Left Foot,"[113.3, 41.2]",,"[{'location': [110.4, 46.1], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.7, 30.2], 'player': {'id': 162751, 'name': 'Rochharzela Rochharzela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.3, 40.2], 'player': {'id': 32394, 'name': 'Khassa Camara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 44.5], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 31.6], 'player': {'id': 162756, 'name': 'Sehnaj Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.3, 18.6], 'player': {'id': 159788, 'name': 'Nongdamba Singh Naorem'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.1, 41.2], 'player': {'id': 159782, 'name': 'Alexander Romario Jesuraj'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.1, 50.1], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.9, 48.9], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [89.0, 23.3], 'player': {'id': 159776, 'name': 'Sanson Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.6, 39.0], 'player': {'id': 162747, 'name': 'Subhasish Roy Chowdhury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.9, 27.3], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.2, 35.6], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Wayward,,0.049884353,Normal,Open Play,,,,Goa,7288,00:12:14.006,Shot,True
,,,,,,,,,,,,,,,,,,,,0.612272,,,,,,,,,,,,,b8ae9030-3525-4ad8-b453-81cb2dd54a84,529,,,"[113.3, 41.1]",3813316,12,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alexander Romario Jesuraj,159782.0,Right Wing,27,Goa,7288,['d7edfe0d-86cb-4544-9ecc-b0b53ffde77a'],14,,Right Foot,"[120.0, 41.2, 0.0]",,"[{'location': [103.4, 30.9], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.1, 44.3], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 30.4], 'player': {'id': 162751, 'name': 'Rochharzela Rochharzela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.1, 36.7], 'player': {'id': 32394, 'name': 'Khassa Camara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 41.6], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 29.6], 'player': {'id': 162756, 'name': 'Sehnaj Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.3, 35.0], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 28.6], 'player': {'id': 162748, 'name': 'Provat Lakra'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.5, 37.3], 'player': {'id': 162747, 'name': 'Subhasish Roy Chowdhury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.4, 48.1], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.3, 50.5], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.8, 18.2], 'player': {'id': 159788, 'name': 'Nongdamba Singh Naorem'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Goal,True,0.86060554,Normal,Open Play,,,,Goa,7288,00:12:14.667,Shot,
,,,,,,,,,,,,,,,,,,,,1.654426,,,,,,,,,,,,,44f0c3d0-d4a0-4ee7-97c9-e011b3bf8e5f,770,,,"[113.6, 33.1]",3813316,17,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nongdamba Singh Naorem,159788.0,Left Wing,39,Goa,7288,"['18d933ec-32cf-458f-b85c-ebe427fa3712', 'fb8748c4-0512-418f-b937-9fc8eddb68ff']",45,True,Head,"[116.3, 30.4]",,"[{'location': [114.1, 73.5], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.8, 40.2], 'player': {'id': 162756, 'name': 'Sehnaj Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.5, 51.1], 'player': {'id': 32394, 'name': 'Khassa Camara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 44.4], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.8, 32.6], 'player': {'id': 168198, 'name': 'Joe Zoherliana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 37.2], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.3, 36.5], 'player': {'id': 162747, 'name': 'Subhasish Roy Chowdhury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 34.9], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",b81c9545-f150-48a4-a760-728da52ca4bc,,Wayward,,0.06980112,Normal,Open Play,,,,Goa,7288,00:17:45.011,Shot,True
,,,,,,,,,,,,,,,,,,,,0.379745,,,,,,,,,,,,,a69eb286-0d98-4416-a5c4-4d1ba9d081cd,799,,,"[105.5, 30.1]",3813316,18,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Mathias Coureur,162762.0,Left Center Midfield,40,NorthEast United,7285,['15bf1513-ad67-48d4-bdf2-b07e8734a3f0'],8,,Right Foot,"[113.2, 35.7, 1.4]",,"[{'location': [106.5, 34.0], 'player': {'id': 159776, 'name': 'Sanson Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 39.2], 'player': {'id': 159788, 'name': 'Nongdamba Singh Naorem'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.5, 31.8], 'player': {'id': 159781, 'name': 'Princeton Rebello'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.3, 23.2], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.9, 27.3], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 36.1], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.3, 43.0], 'player': {'id': 162751, 'name': 'Rochharzela Rochharzela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.0, 54.1], 'player': {'id': 168198, 'name': 'Joe Zoherliana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.4, 34.5], 'player': {'id': 164341, 'name': 'Lalkhawpuimawia Lalkhawpuimawia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,,0.27053687,Normal,Open Play,,,,NorthEast United,7285,00:18:08.693,Shot,
,,,,,,,,,,,,,,,,,,,,1.580815,,,,,,,,,,,,,5d3d6c30-ee54-42f4-abbf-70bb192db969,873,,,"[86.6, 57.3]",3813316,19,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Ortiz Mendoza,159764.0,Center Forward,44,Goa,7288,['67aae163-2962-484e-b20e-b5083e53282c'],26,,Right Foot,"[120.0, 37.9, 7.0]",,"[{'location': [118.1, 39.8], 'player': {'id': 162747, 'name': 'Subhasish Roy Chowdhury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [69.7, 34.5], 'player': {'id': 162751, 'name': 'Rochharzela Rochharzela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [73.3, 54.2], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [86.6, 53.9], 'player': {'id': 32394, 'name': 'Khassa Camara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [83.6, 45.1], 'player': {'id': 162756, 'name': 'Sehnaj Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [91.0, 55.9], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.9, 60.0], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.2, 46.0], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.7, 37.5], 'player': {'id': 168198, 'name': 'Joe Zoherliana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [73.8, 40.9], 'player': {'id': 159781, 'name': 'Princeton Rebello'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [78.8, 52.8], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [92.1, 79.0], 'player': {'id': 159782, 'name': 'Alexander Romario Jesuraj'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.0, 29.6], 'player': {'id': 159788, 'name': 'Nongdamba Singh Naorem'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",dd74d086-ab75-44e6-9841-1aa98cf86bf2,,Off T,,0.005934247,Normal,Open Play,,,,Goa,7288,00:19:26.628,Shot,
,,,,,,,,,,,,,,,,,,,,1.174261,,,,,,,,,,,,,33857134-5ac5-45fc-96ec-4f0661d92873,1120,,,"[100.8, 24.7]",3813316,25,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Ortiz Mendoza,159764.0,Center Forward,59,Goa,7288,"['359e95e2-7a55-45e0-be8f-7ff141d61c14', 'ce1a9ce0-7fc2-4a59-bdfc-c3669f1a0de1']",47,,Right Foot,"[118.6, 36.6, 0.9]",,"[{'location': [91.8, 43.4], 'player': {'id': 162753, 'name': 'Suhair Vadakkepeedika'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.1, 33.7], 'player': {'id': 32394, 'name': 'Khassa Camara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 45.4], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.3, 26.5], 'player': {'id': 162756, 'name': 'Sehnaj Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.2, 34.8], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.2, 23.1], 'player': {'id': 162751, 'name': 'Rochharzela Rochharzela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.9, 27.8], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 24.1], 'player': {'id': 168198, 'name': 'Joe Zoherliana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.5, 36.6], 'player': {'id': 162747, 'name': 'Subhasish Roy Chowdhury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.3, 39.3], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [81.0, 11.5], 'player': {'id': 159776, 'name': 'Sanson Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.0, 55.1], 'player': {'id': 159782, 'name': 'Alexander Romario Jesuraj'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.5, 16.7], 'player': {'id': 159781, 'name': 'Princeton Rebello'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [94.0, 26.1], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.1, 16.3], 'player': {'id': 159788, 'name': 'Nongdamba Singh Naorem'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",4306f103-9096-4dc9-8291-5afda6f902e0,,Saved,,0.028866883,Normal,Open Play,,,,Goa,7288,00:25:47.796,Shot,True
,,,,,,,,,,,,,,,,,,,,0.988868,,,,,,,,,,,,,cf081948-5ae1-4a2b-b17d-9f89543af3e1,1158,,,"[91.0, 45.0]",3813316,26,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Glan Martins,124906.0,Right Defensive Midfield,63,Goa,7288,['d18d67ab-9e48-4759-afbe-604a70133d44'],46,,Right Foot,"[120.0, 40.4, 7.0]",True,"[{'location': [101.5, 26.2], 'player': {'id': 159788, 'name': 'Nongdamba Singh Naorem'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.1, 37.0], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.2, 52.3], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [116.7, 40.3], 'player': {'id': 162747, 'name': 'Subhasish Roy Chowdhury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.7, 56.6], 'player': {'id': 162749, 'name': 'Gurjinder Kumar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.4, 45.0], 'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.6, 39.8], 'player': {'id': 32394, 'name': 'Khassa Camara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.6, 47.6], 'player': {'id': 34164, 'name': 'Patrick Flottmann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.2, 37.1], 'player': {'id': 162756, 'name': 'Sehnaj Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.8, 30.8], 'player': {'id': 168198, 'name': 'Joe Zoherliana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.0, 52.3], 'player': {'id': 159782, 'name': 'Alexander Romario Jesuraj'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.4, 28.7], 'player': {'id': 159781, 'name': 'Princeton Rebello'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Off T,,0.026448991,Normal,Open Play,,,,Goa,7288,00:26:46.235,Shot,
