50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.271892,,,,,,,,,,,,,,,,19b14329-52c5-450c-97aa-008bf4c4c5ca,2327,,,"[94.9, 31.4]",3890358,55,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Uffe Manich Bech,24244.0,Right Wing,109,Hannover 96,178,"['ccbe4b9a-9449-4712-9725-1205a75aa6e5', 'efce8c5d-f7d5-48c2-931d-a6f7d801a1c0']",55,,Left Foot,,"[100.2, 32.8]",,"[{'location': [102.3, 44.8], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 40.5], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.2, 36.9], 'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 33.1], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 22.2], 'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.1, 36.4], 'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.6, 38.8], 'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.2, 30.9], 'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.6, 33.4], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.3, 60.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.5, 39.2], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.4, 16.5], 'player': {'id': 3016, 'name': 'Allan Saint-Maximin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.3, 37.9], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8a76abc5-f9b1-48c6-b450-a72546fd2fba,Blocked,0.027951904,Normal,Open Play,,,,Hannover 96,178,00:10:55.571,Shot,
,,,,,,,,,,,,,,,0.029977,,,,,,,,,,,,,,,,35e9112f-3603-44a3-92e2-f1573cfb4b3a,2336,,,"[115.0, 39.6]",3890358,56,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,110,Hannover 96,178,"['1f5c84a6-52a0-402e-b7e7-479c7edc0278', '71412d55-1c48-4dba-975a-378547e21325', 'efd4f695-70bb-4dde-a568-3c930bb71c1d']",56,True,Head,,"[115.5, 39.5]",,"[{'location': [115.6, 39.5], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.8, 39.3], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.5, 47.1], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.8, 36.3], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.6, 34.8], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [97.8, 48.8], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.2, 45.6], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 43.5], 'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.5, 38.1], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 39.3], 'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 49.6], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.3, 32.5], 'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 37.9], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.2, 40.0], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",02c5e1a1-fd10-4e20-b0ec-20f277182ea6,Blocked,0.17503858,Normal,Open Play,,,,Hannover 96,178,00:11:56.692,Shot,True
,,,,,,,,,,,,,,,0.757913,,,,,,,,,,,,,,,,5e0dd51b-0102-4a1b-b42e-2c30ea2d4440,2466,,,"[104.4, 46.2]",3890358,59,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Salomon Armand Magloire Kalou,8575.0,Center Forward,115,Hertha Berlin,173,['37816de3-c8fb-4411-b643-35e55281a76a'],44,,Right Foot,,"[120.0, 38.4, 0.6]",,"[{'location': [100.0, 43.7], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 44.7], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 44.5], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d9a3cc48-d851-4c22-9505-32183e4f6936,Goal,0.41307628,Normal,Open Play,,,,Hertha Berlin,173,00:14:44.911,Shot,
,,,,,,,,,,,,,,,0.128277,,,,,,,,,,,,,,,,74bad6de-f349-461b-bc32-72e2f76bff08,2616,,,"[104.8, 45.1]",3890358,62,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Artur Sobiech,11845.0,Center Forward,118,Hannover 96,178,"['442d0d15-1f31-412a-8df0-374646819d5b', 'a97e056c-d97c-43c1-8923-4967b1baaf22', 'bf9e2aac-44c3-45c2-83d8-7cde0f2cc24e']",48,,Right Foot,,"[106.7, 44.6]",,"[{'location': [88.1, 60.7], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.1, 49.8], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.7, 49.3], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 59.8], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.3, 44.7], 'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.2, 46.6], 'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 31.8], 'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.9, 42.4], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 52.6], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.2, 63.5], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",35644bec-6f9a-492b-a806-f22233c256da,Blocked,0.08932529,Normal,Open Play,,,,Hannover 96,178,00:17:48.049,Shot,True
,,,,,,,,,,,,,,,0.139795,,,,,,,,,,,,,,,,c276e2cf-57d4-421e-b549-8525cef130fc,2720,,,"[93.7, 54.2]",3890358,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vladimír Darida,8579.0,Center Attacking Midfield,121,Hertha Berlin,173,"['5db9f840-6ea0-4694-b059-2a71955f5880', 'e3716690-6d94-4a84-99e4-3eb7feee371a']",32,,Left Foot,,"[97.5, 52.4]",,"[{'location': [116.4, 40.5], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.3, 31.7], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.6, 52.6], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 61.7], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 56.5], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 43.1], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 44.3], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 37.1], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.3, 19.1], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.2, 65.4], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.7, 68.0], 'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.1, 39.4], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Blocked,0.016147569,Half Volley,Open Play,,,,Hertha Berlin,173,00:19:32.418,Shot,
,,,,,,,,,,,,,,,0.871494,,,,,,,,,,,,,,,,0aff432f-bfd2-483a-a970-4157403d82ef,2729,,,"[101.0, 27.4]",3890358,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Genki Haraguchi,5697.0,Left Wing,121,Hertha Berlin,173,['fd12bf31-6935-426c-8733-cf6d63b507fa'],38,,Right Foot,,"[120.0, 44.5, 5.5]",,"[{'location': [117.1, 38.1], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 40.1], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 37.1], 'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 43.7], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.7, 37.7], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.9, 32.1], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 30.5], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 27.9], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.7, 36.9], 'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.1, 37.1], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.9, 47.3], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",84ee77e7-2305-45fc-8ee3-add5e781308b,Off T,0.035274375,Normal,Open Play,,,,Hertha Berlin,173,00:19:38.448,Shot,
,,,,,,,,,,,,,,,0.590411,,,,,,,,,,,,,,,,f2eebf72-32b6-470e-a0b7-5e585e30583b,2908,,,"[108.0, 40.0]",3890358,69,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Hiroshi Kiyotake,38524.0,Center Attacking Midfield,135,Hannover 96,178,['8f577fc0-c9a4-42c3-8cec-a52746e28f51'],56,,Right Foot,,"[120.0, 37.0, 0.2]",,,,Goal,0.7835,Normal,Penalty,,,,Hannover 96,178,00:24:56.532,Shot,
,,,,,,,,,,,,,,,0.447529,,,,,,,,,,,,,,,,7a39389d-c9f0-48f3-af0b-787581b8af9e,3359,,,"[86.2, 44.6]",3890358,83,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Salif Sané,5664.0,Right Defensive Midfield,163,Hannover 96,178,"['180bfeff-f537-42c9-8b1c-c824c0a17a6e', 'bc846688-e622-49e8-8354-7efff53e5100']",35,,Right Foot,True,"[117.3, 37.9, 0.9]",,"[{'location': [102.6, 20.1], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.9, 5.4], 'player': {'id': 3016, 'name': 'Allan Saint-Maximin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [89.8, 33.2], 'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.4, 38.7], 'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.4, 49.5], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.9, 33.5], 'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.9, 30.6], 'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.7, 56.3], 'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.8, 48.6], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 43.7], 'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 40.9], 'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.9, 37.0], 'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.5, 44.9], 'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.7, 19.1], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [89.5, 32.5], 'player': {'id': 40474, 'name': 'Jens Hegeler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [86.5, 41.0], 'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.0, 39.8], 'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.6, 66.1], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",d779da7c-0153-45b8-8203-8d6d688d1fea,Saved,0.015746854,Normal,Open Play,,,,Hannover 96,178,00:38:35.468,Shot,
,,,,,,,,,,,,,,,0.516396,,,,,,,,,,,,,,,,5d7378aa-77dc-419a-a21f-a79114b1d02b,3460,,,"[108.1, 40.1]",3890358,86,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Salomon Armand Magloire Kalou,8575.0,Center Forward,169,Hertha Berlin,173,['8d8098d4-3cb2-4931-802e-8230264ade23'],56,,Right Foot,,"[120.0, 38.3, 1.7]",,,,Goal,0.7835,Normal,Penalty,,,,Hertha Berlin,173,00:41:56.619,Shot,
,,,,,,,,,,,,,,,0.924279,,,,,,,,,,,,,,,,cb4422cf-b5be-4f8c-b48a-5b861ff08933,3600,,,"[103.7, 27.4]",3890358,92,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Genki Haraguchi,5697.0,Left Wing,175,Hertha Berlin,173,['d9798b11-35f3-444d-82fe-d8d56f0e3641'],9,,Right Foot,,"[120.0, 43.9, 5.0]",,"[{'location': [97.8, 15.4], 'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.4, 37.2], 'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 35.7], 'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 43.0], 'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 33.7], 'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.5, 21.8], 'player': {'id': 24244, 'name': 'Uffe Manich Bech'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.1, 27.9], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.1, 37.6], 'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.8, 32.8], 'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.4, 46.7], 'player': {'id': 40474, 'name': 'Jens Hegeler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 47.5], 'player': {'id': 9721, 'name': 'Valentin Stocker'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.7, 34.7], 'player': {'id': 33459, 'name': 'Alexander Baumjohann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",4fb51934-1592-4729-a8ae-005e6d6b46e7,Off T,0.060719967,Normal,Open Play,,,,Hertha Berlin,173,00:47:09.644,Shot,
