50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.942828,,,,,,,,,,,5d41a0f3-e5aa-4b05-9927-34d78198b2a1,494,,"[114.6, 27.8]",3879662,9,,,True,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcos Alonso Mendoza,3964.0,Left Wing Back,22,Fiorentina,239,['871c540d-d717-43bd-8a0b-7a023a3468e4'],0,Left Foot,,"[116.9, 79.5]",True,"[{'location': [90.3, 44.0], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.5, 40.2], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 36.1], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.4, 30.7], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.1, 28.7], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 49.0], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 36.8], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.5, 39.1], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [102.2, 64.3], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [108.5, 42.2], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",d45dafc0-5f5e-4963-83b8-f0773f6fb7da,,Wayward,0.06372219,Half Volley,Open Play,,,,Fiorentina,239,00:09:00.646,Shot,
,,,,,,,,,,,,,,,,1.395698,,,,,,,,,,,299d7747-fa68-462f-9de7-15bca64f1bbb,500,,"[83.4, 28.5]",3879662,9,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Alonso Mendoza,3964.0,Left Wing Back,24,Fiorentina,239,['d9bc9b15-f7ee-4b82-82a9-a9592bae1a9e'],28,Left Foot,,"[120.0, 44.5, 4.4]",,"[{'location': [102.4, 67.6], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [96.0, 59.9], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.1, 54.3], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 39.4], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.2, 45.8], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 46.4], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [83.0, 56.6], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [92.7, 33.8], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [91.3, 29.8], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.2, 41.3], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [75.4, 57.4], 'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [95.0, 47.3], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 37.3], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [74.5, 67.7], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [82.4, 57.7], 'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [79.2, 42.0], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [98.0, 32.6], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [90.5, 60.4], 'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}]",6d28a247-e215-414b-8842-7cee029cfd6f,,Off T,0.006706366,Normal,Open Play,,,,Fiorentina,239,00:09:28.655,Shot,
,,,,,,,,,,,,,,,,0.859291,,,,,,,,,,,6baf74c3-8d7d-48e1-9070-50707eb514a9,626,,"[101.4, 56.1]",3879662,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Josip Iličić,7139.0,Right Attacking Midfield,28,Fiorentina,239,['611b1bad-65d8-4c28-8014-958497411d40'],44,Right Foot,,"[117.1, 40.5, 1.2]",,"[{'location': [96.9, 43.4], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 52.2], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.4, 55.0], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.7, 45.7], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 30.5], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 59.1], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.3, 42.2], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 39.3], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [98.8, 68.4], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [103.3, 45.5], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",0612a0a1-e538-4032-aa84-20e199003185,,Saved,0.03683862,Normal,Open Play,,,,Fiorentina,239,00:11:44.043,Shot,
,,,,,,,,,,,,,,,,1.232204,,,,,,,,,,,2b2f631a-36a5-4c44-a9df-c153103db2fe,748,,"[87.5, 56.4]",3879662,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Facundo Sebastián Roncaglia,6830.0,Right Center Back,34,Fiorentina,239,['af5c8eb8-efed-4667-986d-6b59cb3a8980'],41,Right Foot,,"[120.0, 40.5, 5.6]",,"[{'location': [99.9, 73.7], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [94.5, 26.6], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.2, 41.1], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.2, 52.2], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.8, 30.2], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 39.7], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 46.7], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 62.0], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.3, 42.0], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.9, 46.7], 'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [100.6, 27.2], 'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [104.1, 36.9], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.5, 42.4], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",a635855a-8914-40ea-88ed-741bfcbf1f10,,Off T,0.00615154,Normal,Open Play,,,,Fiorentina,239,00:14:41.198,Shot,
,,,,,,,,,,,,,,,,1.081362,,,,,,,,,,,9b8eee08-de1a-4ce4-b3d6-3c67509906e8,916,,"[114.6, 53.0]",3879662,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nikola Kalinić,7033.0,Center Forward,42,Fiorentina,239,['8f202b10-c5a5-4706-8918-b98d77d3a301'],35,Right Foot,,"[120.0, 43.3, 0.2]",,"[{'location': [102.5, 47.0], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [96.8, 49.1], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [118.8, 43.7], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 36.0], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 57.1], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 46.6], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 48.8], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.4, 56.9], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.0, 57.5], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.8, 49.9], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",1af9a829-86f8-4685-b902-707e638b73e0,True,Goal,0.07565369,Normal,Open Play,,,,Fiorentina,239,00:19:35.048,Shot,
,,,,,,,,,,,,,,,,0.537569,,,,,,,,,,,37e3fbb3-23e8-43d1-8538-f14001ec6ba8,1005,,"[95.8, 32.8]",3879662,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Matías Vecino Falero,5255.0,Left Defensive Midfield,50,Fiorentina,239,"['7be39dca-5e54-47b7-a4b5-b4a31bac75cb', 'd01d0b49-6200-480b-900a-10d9fe01029c']",20,Right Foot,,"[110.5, 37.0]",,"[{'location': [107.1, 39.8], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 34.9], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.0, 28.3], 'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.8, 46.8], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 37.0], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 34.0], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.6, 21.9], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.3, 45.5], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 40.0], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.9, 25.9], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.2, 38.4], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 13.2], 'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [111.7, 44.5], 'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [110.8, 24.0], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [91.4, 49.0], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [110.7, 47.8], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [109.0, 43.1], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.4, 33.0], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",7d97e0c0-aebe-48c3-ae09-65d08aeb8e41,,Blocked,0.037179727,Normal,Open Play,,,,Fiorentina,239,00:22:20.772,Shot,
,,,,,,,,,,,,,,,,1.127273,,,,,,,,,,,549617be-04a1-476a-b249-d5d040f75c81,1117,,"[92.9, 47.7]",3879662,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Federico Bernardeschi,7777.0,Right Wing Back,53,Fiorentina,239,['492961f9-8993-4c06-8e70-c7516fdb7d29'],28,Left Foot,,"[117.4, 38.1, 0.2]",,"[{'location': [118.4, 40.2], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.6, 37.3], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.7, 25.3], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 46.6], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.1, 31.4], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.4, 42.6], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.9, 49.1], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.3, 43.5], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 39.8], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 26.1], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [102.0, 32.9], 'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [103.2, 44.8], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.5, 41.9], 'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",2a7d24dd-3d11-4b9b-87bf-e16447979225,,Saved,0.027004419,Normal,Open Play,,,,Fiorentina,239,00:24:28.708,Shot,
,,,,,,,,,,,,,,,,1.111787,,,,,,,,,,,3fee76c5-9b76-410a-b3bd-f5ea7152c618,1184,,"[93.7, 57.0]",3879662,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Josip Iličić,7139.0,Right Attacking Midfield,59,Fiorentina,239,['e23e8993-dac0-4273-ab0b-f0a5ad20be2c'],54,Left Foot,,"[120.0, 44.5, 2.7]",,"[{'location': [101.1, 34.2], 'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [102.8, 59.5], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [103.3, 49.9], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [102.0, 49.9], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.6, 54.5], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [118.2, 39.6], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.6, 35.9], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.0, 41.7], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.8, 39.3], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 56.6], 'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [102.6, 46.0], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.8, 48.0], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.9, 54.1], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.8, 53.0], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.7, 52.0], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 50.9], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Off T,0.010353093,Normal,Free Kick,,,,Fiorentina,239,00:26:54.696,Shot,
,,,,,,,,,,,,,,,,0.486195,,,,,,,,,,,63bd13dd-8cb2-4e54-93aa-c844438292a7,1246,,"[107.7, 50.5]",3879662,29,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Nikola Kalinić,7033.0,Center Forward,65,Fiorentina,239,"['2157f3df-a71b-48db-a610-6a33a4161efb', 'b444084f-e7f4-4a46-9683-2a1667d93ad7']",30,Right Foot,,"[114.4, 45.1, 0.2]",,"[{'location': [115.3, 45.3], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.0, 48.2], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [107.6, 48.9], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.1, 48.8], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.4, 59.9], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.6, 38.3], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",2fd2c4d5-4389-4fd2-9780-b410b7a91dca,True,Saved,0.23340312,Normal,Open Play,,,,Fiorentina,239,00:29:30.783,Shot,True
,,,,,,,,,,,,,,,,0.121691,,,,,,,,,,,367e52c6-d8d9-417c-8cff-72cc3ef21d08,1352,,"[99.4, 56.4]",3879662,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Josip Iličić,7139.0,Right Attacking Midfield,71,Fiorentina,239,"['37aff21b-9c11-40b3-9afb-240888eb80c2', 'baa5da9e-5b82-4861-8d4e-5992734f1f28']",50,Left Foot,True,"[120.0, 37.1, 0.9]",,"[{'location': [88.1, 38.8], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.3, 43.4], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 31.2], 'player': {'id': 3964, 'name': 'Marcos Alonso Mendoza'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [106.9, 36.9], 'player': {'id': 7033, 'name': 'Nikola Kalinić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.9, 55.2], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [105.6, 34.0], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.3, 55.4], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.7, 49.1], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.0, 37.5], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.0, 60.6], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [97.0, 51.9], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",6c847182-da78-4ac1-9e3b-7b9f24569be2,,Goal,0.025843803,Normal,Open Play,,,,Fiorentina,239,00:31:50.430,Shot,
