50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.775878,,,,,,,,,,,,,ee29fbd8-26ef-40b7-8bf0-c18acbccd8b7,385,,"[109.1, 33.4]",3879736,7,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Miralem Pjanić,6947.0,Left Defensive Midfield,12,AS Roma,229,['321d6f3f-f9c1-4bc8-a005-ea8b07fb17ea'],29,,Head,,"[120.0, 33.0, 1.3]",,"[{'location': [98.5, 52.4], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.6, 38.8], 'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 45.0], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.3, 42.6], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 33.7], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.0, 39.6], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.8, 51.5], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.7, 39.8], 'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",60e04c68-fee5-4c0c-b93a-a6b5041893a5,,Off T,0.060424335,Normal,Open Play,,,,AS Roma,229,00:07:29.652,Shot,
,,,,,,,,,,,,,,,0.130056,,,,,,,,,,,,,11df2282-9c29-4720-a27e-3a34408064a8,412,,"[110.5, 25.8]",3879736,8,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Stephan El Shaarawy,6979.0,Left Wing,14,AS Roma,229,"['7db0094a-60ad-49d4-add6-225df2577ebd', 'f636e78d-cb67-4dd6-a909-93eac70b10d3']",19,,Right Foot,,"[111.5, 27.4]",,"[{'location': [103.7, 46.4], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.2, 37.4], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 27.7], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [110.2, 41.4], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 31.6], 'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 30.9], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.6, 27.5], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.7, 38.0], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 42.4], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.1, 30.1], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",84009f9c-95b0-4131-8eae-da26ee7b502e,,Blocked,0.034642585,Normal,Open Play,,,,AS Roma,229,00:08:19.713,Shot,
,,,,,,,,,,,,,,,1.588397,,,,,,,,,,,,,ae93ee3b-dfd9-4908-ae16-3e57a79e717e,417,,"[96.3, 56.2]",3879736,8,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alessandro Florenzi,6964.0,Right Wing,14,AS Roma,229,['6d58dc3c-4674-4f83-aeb2-c0c27b58d721'],23,,Right Foot,,"[120.0, 33.5, 6.4]",,"[{'location': [118.0, 41.9], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 53.8], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.5, 49.9], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.4, 37.8], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [101.6, 41.7], 'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 46.3], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 43.0], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.3, 31.3], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.1, 36.3], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 39.9], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.2, 44.1], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.1, 42.9], 'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.2, 28.6], 'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Off T,0.01869363,Normal,Open Play,,,,AS Roma,229,00:08:23.977,Shot,
,,,,,,,,,,,,,,,0.905644,,,,,,,,,,,,,5e1caaeb-8b20-4917-a3e8-1704e2096f37,492,,"[108.1, 42.6]",3879736,10,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antonio Rüdiger,3167.0,Left Center Back,17,AS Roma,229,"['3340948b-b4a2-49c3-90ac-3d4f51c0277b', 'b855923d-4457-4196-98dc-8a88d8399b12']",57,,Right Foot,,"[120.0, 46.2, 1.4]",,"[{'location': [118.7, 40.5], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.6, 44.7], 'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [99.4, 38.7], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 35.4], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [104.5, 44.3], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 45.9], 'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 44.2], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 41.8], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.8, 41.0], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.0, 36.3], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [99.0, 47.0], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.5, 42.2], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.0, 52.9], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.6, 35.3], 'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [115.0, 27.8], 'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.1, 37.7], 'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",24e9b072-5fce-4d9c-8daa-8f9899d6561d,,Off T,0.067769006,Half Volley,Open Play,,,,AS Roma,229,00:10:57.137,Shot,True
,,,,,,,,,,,,,,,0.070836,,,,,,,,,,,,,573bfd3f-ed0e-46ca-a7ee-e9774092840c,661,,"[107.0, 28.2]",3879736,14,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Stephan El Shaarawy,6979.0,Left Wing,27,AS Roma,229,"['3b64fb13-5bba-440a-83a9-70b8abae1333', 'fd073afa-5c7d-4be2-a4f1-5756139273c6']",24,,Right Foot,,"[108.7, 30.1]",,"[{'location': [99.7, 32.3], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [104.9, 37.7], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 29.6], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.7, 30.9], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.1, 29.6], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 38.0], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.4, 38.7], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 29.0], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.6, 36.6], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",d591d851-b679-4a3f-8fe5-13f8b8f6af95,,Blocked,0.052485265,Normal,Open Play,,,,AS Roma,229,00:14:24.829,Shot,
,,,,,,,,,,,,,,,0.922039,,,,,,,,,,,,,31e06e64-35ce-468e-a1a4-16650a24cfa8,672,,"[109.0, 22.3]",3879736,15,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Luis Fernando Muriel Fruto,6334.0,Center Forward,28,AS Roma,229,"['78e8ffbf-4434-4037-934b-461751e3a7c7', '889d89b5-a88a-46fa-a2c5-6ef1e4c63d86']",13,,Left Foot,,"[120.0, 40.7, 6.0]",,"[{'location': [99.8, 43.7], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 36.0], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 31.8], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.6, 36.3], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 42.9], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 23.0], 'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Off T,0.014700553,Normal,Open Play,,,,Sampdoria,234,00:15:13.981,Shot,True
,,,,,,,,,,,,,,,0.687481,,,,,,,,,,,,,bd49b546-7aac-47b2-a776-35e067dbd13d,793,,"[107.8, 43.3]",3879736,17,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Miralem Pjanić,6947.0,Left Defensive Midfield,33,AS Roma,229,['e06b55c4-46dd-4026-bec4-1c427cf487aa'],45,,Head,,"[119.0, 42.5, 0.5]",,"[{'location': [110.2, 63.6], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.9, 48.4], 'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 59.8], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 50.2], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.6, 40.6], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [111.3, 44.6], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.9, 46.6], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 38.8], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.1, 41.1], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.9, 68.1], 'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.7, 55.8], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.3, 46.4], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.8, 36.4], 'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.5, 26.4], 'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",a2ffdecc-95e7-4ea7-8dce-b0832f0846a3,,Saved,0.08131595,Normal,Open Play,,,,AS Roma,229,00:17:45.160,Shot,
,,,,,,,,,,,,,,,0.840667,,,,,,,,,,,,,6db8ed1a-c298-49d3-a84f-adb749d0c7b0,893,,"[108.7, 42.0]",3879736,19,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stephan El Shaarawy,6979.0,Left Wing,42,AS Roma,229,['ab8219c7-5976-40d2-acbc-02165199de1a'],58,,Right Foot,,"[120.0, 37.6, 6.7]",True,"[{'location': [118.3, 42.8], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.2, 52.2], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 44.7], 'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 53.2], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 37.9], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [111.5, 50.6], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [114.9, 50.3], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.5, 42.4], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.4, 35.4], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.1, 46.0], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.2, 49.8], 'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.2, 55.3], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.9, 33.3], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",0a3a07f3-8255-40a9-8a81-2269bdd5a462,,Off T,0.27028266,Normal,Open Play,,,,AS Roma,229,00:19:58.014,Shot,
,,,,,,,,,,,,,,,1.716369,,,,,,,,,,,,,fb24ffc8-c761-4b39-b2a6-8a180071c8d7,956,,"[111.8, 37.9]",3879736,21,,True,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alessandro Florenzi,6964.0,Right Wing,46,AS Roma,229,['a12da6ba-fd60-48fc-be4d-9061401241cc'],36,,Right Foot,,"[120.0, 27.5]",True,"[{'location': [97.4, 37.7], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [105.1, 49.0], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 48.1], 'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [112.0, 35.8], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.6, 40.3], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.2, 49.9], 'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",10cce202-19dd-46e0-a7fc-cae32882834b,,Wayward,0.3460926,Half Volley,Open Play,,,,AS Roma,229,00:21:36.092,Shot,
,,,,,,,,,,,,,,,1.179404,,,,,,,,,,,,,62e73dc2-ce73-42f7-b8b0-edf9175cfac4,1708,,"[97.3, 26.3]",3879736,39,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Carlos Joaquín Correa,6822.0,Left Attacking Midfield,74,Sampdoria,234,['bc3ac772-4eb2-41d0-8287-cc074fbe656f'],17,,Right Foot,,"[118.8, 38.1, 0.0]",True,"[{'location': [118.9, 38.0], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.3, 38.8], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [86.6, 54.4], 'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.2, 21.0], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.9, 17.3], 'player': {'id': 19299, 'name': 'Maicon Douglas Sisenando'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.7, 23.8], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 27.1], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 29.6], 'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.5, 35.2], 'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 48.2], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.5, 41.1], 'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.3, 8.1], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [102.4, 52.0], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [104.3, 24.7], 'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 47.5], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}]",0da3cf4d-ad12-4335-97d8-84c1a51c3f3b,,Saved,0.034931503,Normal,Open Play,,,,Sampdoria,234,00:39:17.364,Shot,
