50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.981639,,,,,,,,,,,,,,,86049f35-f88d-4a95-aaf8-7c2972c3a319,351,,"[89.0, 50.1]",3900596,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gaël Danic,7349.0,Right Attacking Midfield,18,Bastia,2736,['e9ec76e6-01f7-4041-83b2-409a1e76b47d'],10,,Left Foot,"[116.8, 43.6, 0.9]",True,"[{'location': [91.2, 41.5], 'player': {'id': 3121, 'name': 'Moustapha Elhadji Diallo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 47.6], 'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.6, 60.8], 'player': {'id': 30182, 'name': 'Dorian Lévêque'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.1, 74.9], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.2, 53.1], 'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.9, 52.0], 'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 36.7], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.4, 23.0], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.1, 13.0], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [95.5, 57.9], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [99.0, 64.6], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.3, 41.7], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.4, 40.6], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",dfbf5d6b-7daa-43a9-8e16-95d84e6a6ef4,,Saved,0.020602267,Normal,Open Play,,,,Bastia,2736,00:07:10.409,Shot,
,,,,,,,,,,,,,,,,2.134886,,,,,,,,,,,,,,,a90ada19-4f10-4cb9-bde4-9eb5f4e341e5,1012,,"[87.0, 28.5]",3900596,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dorian Lévêque,30182.0,Left Back,52,Guingamp,142,['a652456e-fc64-46cf-a808-db5afe676efc'],41,,Left Foot,"[120.0, 49.4, 1.6]",,"[{'location': [98.6, 69.3], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [100.6, 58.0], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [97.9, 55.3], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.6, 44.0], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 36.9], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.2, 39.0], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 23.8], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [94.3, 30.8], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.2, 33.7], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [89.5, 70.0], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.3, 40.3], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 45.0], 'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.3, 55.1], 'player': {'id': 3121, 'name': 'Moustapha Elhadji Diallo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.2, 42.1], 'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.3, 40.9], 'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.4, 21.2], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Off T,0.008338305,Half Volley,Open Play,,,,Guingamp,142,00:27:41.668,Shot,
,,,,,,,,,,,,,,,,1.817669,,,,,,,,,,,,,,,046cfdbc-9bec-422a-9fba-7355313636ab,1456,,"[105.8, 55.3]",3900596,40,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Floyd Ayité,15689.0,Center Forward,83,Bastia,2736,"['399108bb-85a3-4457-8f62-5ced92dfbb43', '9e20dee9-05a3-4da9-bae5-31d27074c530']",54,,Right Foot,"[120.0, 26.9, 0.1]",,"[{'location': [115.7, 45.4], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 49.4], 'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 53.2], 'player': {'id': 30182, 'name': 'Dorian Lévêque'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.2, 38.8], 'player': {'id': 3121, 'name': 'Moustapha Elhadji Diallo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 44.7], 'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 29.7], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.3, 41.4], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.3, 27.7], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [107.5, 32.0], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}]",5ef2ed9b-1ec2-4ef4-970b-de5d3230d17e,,Off T,0.067427166,Normal,Open Play,,,,Bastia,2736,00:40:54.552,Shot,True
,,,,,,,,,,,,,,,,1.583197,,,,,,,,,,,,,,,753a74dc-70b6-49ee-9eb4-b78d4a13ac0e,1478,,"[85.5, 29.8]",3900596,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Yannis Salibur,3122.0,Right Midfield,85,Guingamp,142,['dd53f14f-5751-4ddf-9494-ff5c3216b2de'],18,,Left Foot,"[120.0, 51.8, 0.4]",,"[{'location': [102.4, 46.8], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 43.3], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 43.9], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [101.5, 38.8], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.8, 36.8], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.6, 32.4], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [98.2, 32.5], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [98.3, 31.8], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.4, 31.2], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.5, 30.7], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 40.5], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 47.6], 'player': {'id': 3121, 'name': 'Moustapha Elhadji Diallo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.9, 41.0], 'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.5, 37.4], 'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.7, 33.7], 'player': {'id': 30182, 'name': 'Dorian Lévêque'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.4, 32.7], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.3, 30.6], 'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [81.4, 40.7], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Off T,0.008410114,Normal,Free Kick,,,,Guingamp,142,00:43:18.867,Shot,
,,,,,,,,,,,,,,,,0.585609,,,,,,,,,,,,,,,1332fe25-9cea-4b44-828d-dcffed7267d4,1601,,"[111.4, 41.7]",3900596,46,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mevlüt Erdinç,20027.0,Right Center Forward,92,Guingamp,142,['79aa904c-89ec-47cf-9b5c-8640b05c61f4'],1,,Head,"[114.7, 41.1]",,"[{'location': [96.2, 39.8], 'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.8, 44.8], 'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.1, 41.2], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 53.9], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.1, 40.9], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 39.5], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.9, 27.7], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.1, 37.0], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 24.7], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",44ac7a19-bf10-40cb-89ed-5bc13fb41b76,,Wayward,0.16374204,Normal,Open Play,,,,Guingamp,142,00:46:01.946,Shot,
,,,,,,,,,,,,,,,,0.685833,,,,,,,,,,,,,,,be36b5ac-8a6b-482d-a837-1677b03f11ac,1751,,"[109.6, 42.8]",3900596,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,François Kamano,3405.0,Right Attacking Midfield,101,Bastia,2736,"['ae03f09a-ba03-4dac-8df8-e3855a32b6f0', 'cb8346d1-1bd8-4322-aa03-5f40f9967289']",2,True,Head,"[120.0, 45.0, 0.7]",,"[{'location': [110.0, 42.0], 'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 43.1], 'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 35.1], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.4, 48.0], 'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 49.8], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 59.2], 'player': {'id': 30182, 'name': 'Dorian Lévêque'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.6, 55.6], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [116.7, 41.5], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 27.2], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [110.3, 47.7], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.1, 62.9], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",3ead6234-9251-4696-bead-26d33d66e127,,Off T,0.07670023,Normal,Open Play,,,,Bastia,2736,00:02:02.990,Shot,True
,,,,,,,,,,,,,,,,1.048672,,,,,,,,,,,,,,,0b7fcf4b-5dba-472c-ad87-009dc90b8144,1777,,"[88.1, 41.2]",3900596,48,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Thibault Giresse,4434.0,Left Defensive Midfield,103,Guingamp,142,['75eebfd3-737e-4850-b4ee-1615bc930760'],1,,Left Foot,"[120.0, 39.8, 2.9]",,"[{'location': [79.0, 57.9], 'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [87.9, 62.5], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.8, 69.4], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [89.7, 48.3], 'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [96.9, 49.2], 'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.1, 34.0], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.7, 40.0], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.3, 47.7], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [81.3, 31.1], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [91.4, 50.9], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.8, 60.6], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.2, 54.3], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [94.4, 43.3], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [97.6, 37.3], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.4, 29.3], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",bc97764b-d6bc-4fd3-80d7-f87d2c5ecd6a,,Post,0.028864652,Normal,Open Play,,,,Guingamp,142,00:03:01.407,Shot,
,,,,,,,,,,,,,,,,0.806074,,,,,,,,,,,,,,,f5e03a4e-8de7-4ebb-9510-26f14ee651a7,1974,,"[110.8, 42.0]",3900596,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jimmy Briand,3213.0,Left Center Forward,113,Guingamp,142,['c6f302e7-7c14-436c-8d1e-e021b9a25f79'],24,,Head,"[120.0, 42.6, 4.8]",,"[{'location': [118.3, 40.7], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 50.0], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.6, 44.6], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 33.6], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.2, 22.9], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 30.5], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 38.3], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.0, 19.7], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [98.3, 15.0], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [94.7, 42.7], 'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 56.6], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [89.5, 18.6], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.9, 32.5], 'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.7, 23.5], 'player': {'id': 30182, 'name': 'Dorian Lévêque'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",d23de227-fdbe-4b86-80c3-f8b363dbff47,True,Off T,0.1342229,Normal,Open Play,,,,Guingamp,142,00:07:24.181,Shot,
,,,,,,,,,,,,,,,,2.107164,,,,,,,,,,,,,,,69a26615-a1ed-4f66-99ba-f8c87285ac4f,2159,,"[77.5, 73.0]",3900596,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,François Kamano,3405.0,Right Attacking Midfield,125,Bastia,2736,['0fae5ec5-4509-49df-a484-23445f9e7032'],24,,Right Foot,"[120.0, 56.3, 2.3]",True,"[{'location': [78.3, 38.6], 'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [68.2, 62.2], 'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [63.7, 69.6], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [65.3, 33.8], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [58.2, 77.3], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.7, 45.8], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [78.6, 71.9], 'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [75.2, 69.8], 'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [70.6, 75.7], 'player': {'id': 30182, 'name': 'Dorian Lévêque'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [65.2, 26.4], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [56.7, 50.0], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [63.8, 62.7], 'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [69.3, 66.6], 'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",dd3057f9-579a-41eb-b76b-47428f998e7b,,Off T,0.003843256,Half Volley,Open Play,,,,Bastia,2736,00:12:24.972,Shot,
,,,,,,,,,,,,,,,,0.766118,,,,,,,,,,,,,,,90f7ca10-a44d-400a-b6c6-ff287dda52cd,2196,,"[110.5, 42.2]",3900596,58,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mevlüt Erdinç,20027.0,Right Center Forward,127,Guingamp,142,['ce4d97f0-4805-4540-ab4a-28e359824549'],48,,Head,"[120.0, 40.3, 4.1]",,"[{'location': [117.8, 39.9], 'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.9, 42.4], 'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [93.7, 36.1], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.7, 36.9], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.1, 41.1], 'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.5, 33.6], 'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [92.9, 44.7], 'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [96.3, 34.7], 'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.2, 39.0], 'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 44.6], 'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 36.9], 'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.2, 38.5], 'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 44.5], 'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.6, 35.3], 'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",3e031777-3c39-4d10-a256-1ecc073f09a9,True,Off T,0.1056092,Normal,Open Play,,,,Guingamp,142,00:13:48.497,Shot,
