50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.28059,,,,,,,,,,,,67f743b7-78d6-4716-adc5-adc0dd58e939,118,,,"[86.1, 31.2]",3879719,3,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Josef Alexander Martínez Mencia,12619.0,Left Center Forward,9,Torino,241,['0b6c6e76-e3e8-4d55-a0db-fe4b87e076ac'],2,,Left Foot,"[114.9, 41.6, 0.9]",,"[{'location': [76.4, 27.6], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [89.6, 49.9], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [84.2, 30.8], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 34.1], 'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [82.9, 23.0], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [93.4, 33.0], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [87.3, 24.4], 'player': {'id': 40429, 'name': 'Angelo Palombo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.3, 25.9], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.4, 39.3], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [78.4, 29.2], 'player': {'id': 40351, 'name': 'Alessandro Gazzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [76.6, 18.3], 'player': {'id': 28289, 'name': 'Gastón Alexis Silva Perdomo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [85.2, 24.9], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.3, 34.5], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",37055152-d63f-40e2-93a2-88df58fd9397,,Saved,0.01593087,Half Volley,Open Play,,,,Torino,241,00:03:02.730,Shot,
,,,,,,,,,,,,,,,,,,0.141551,,,,,,,,,,,,faae5f1e-8517-40c0-b53b-2e0b5716a6fe,124,,,"[109.4, 33.0]",3879719,3,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Josef Alexander Martínez Mencia,12619.0,Left Center Forward,10,Torino,241,['4571f47f-d8ae-44c7-9d79-28016cb9596e'],40,,Right Foot,"[112.0, 34.1, 0.3]",True,"[{'location': [89.8, 39.4], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [91.5, 40.5], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [94.0, 34.0], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [99.1, 40.7], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.1, 48.0], 'player': {'id': 40429, 'name': 'Angelo Palombo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.1, 41.4], 'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 37.2], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [97.6, 35.4], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 35.6], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.0, 23.1], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.3, 34.5], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f3f396ca-ff9e-4cb8-b658-b9d9d91189f0,,Saved,0.21106988,Half Volley,Open Play,,,,Torino,241,00:03:40.633,Shot,
,,,,,,,,,,,,,,,,,,1.766421,,,,,,,,,,,,fd92e99c-01fa-49da-ba89-63669aa9dc6e,242,,,"[92.1, 48.7]",3879719,7,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luis Fernando Muriel Fruto,6334.0,Center Forward,19,Sampdoria,234,['977ea2eb-29a7-4905-8ab0-20a75d743aae'],54,,Left Foot,"[117.1, 44.0, 0.2]",,"[{'location': [99.2, 68.8], 'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [94.7, 65.9], 'player': {'id': 28289, 'name': 'Gastón Alexis Silva Perdomo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.1, 56.8], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 52.4], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [95.2, 50.8], 'player': {'id': 40351, 'name': 'Alessandro Gazzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.5, 55.3], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [97.9, 45.5], 'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [82.1, 66.6], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.4, 45.1], 'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.4, 31.3], 'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.2, 41.0], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.3, 54.2], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [82.1, 45.1], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [80.2, 59.7], 'player': {'id': 40429, 'name': 'Angelo Palombo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [93.6, 58.7], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",,,Saved,0.024854058,Normal,Open Play,,,,Sampdoria,234,00:07:54.245,Shot,
,,,,,,,,,,,,,,,,,,1.284831,,,,,,,,,,,,596422f3-b863-4f32-a1b5-b8f88bb2adb8,378,,,"[97.4, 25.1]",3879719,10,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gastón Alexis Silva Perdomo,28289.0,Left Wing Back,26,Torino,241,"['36ff9d6d-88ce-47e8-9df8-06d82223a86a', 'cea42b51-e60a-40b7-8d25-649af40253cc']",51,,Right Foot,"[120.0, 48.7, 7.1]",,"[{'location': [98.9, 55.2], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [94.6, 42.4], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 43.1], 'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.2, 33.9], 'player': {'id': 40429, 'name': 'Angelo Palombo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 39.6], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.5, 35.0], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.6, 25.1], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.8, 39.7], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.4, 34.7], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.8, 36.3], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",55475406-f6bb-4b93-b55f-ab9e77ce3ea6,,Off T,0.027187714,Normal,Open Play,,,,Torino,241,00:10:51.013,Shot,True
,,,,,,,,,,,,,,,,,,0.855067,,,,,,,,,,,,c0613301-535c-48c7-a5bc-b2e4bb5d141c,504,,,"[95.1, 53.9]",3879719,14,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Davide Zappacosta,3660.0,Right Wing Back,33,Torino,241,"['375a9169-c45d-4fc3-82a9-d9a543227f25', '4b1b72bc-3b99-4d3f-ab51-570c38b0a83f']",54,,Right Foot,"[109.0, 45.4]",,"[{'location': [97.1, 68.8], 'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [90.0, 39.5], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.2, 44.9], 'player': {'id': 12619, 'name': 'Josef Alexander Martínez Mencia'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [87.6, 49.2], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 41.9], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.3, 58.4], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [97.4, 52.5], 'player': {'id': 40429, 'name': 'Angelo Palombo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.7, 50.6], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.1, 49.3], 'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 45.6], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.4, 44.9], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.4, 43.8], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.7, 30.2], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",cbd5f40f-dfac-408e-abf4-83412f03256f,,Blocked,0.022809431,Normal,Open Play,,,,Torino,241,00:14:54.607,Shot,
,,,,,,,,,,,,,,,,,,1.299508,,,,,,,,,,,,91663631-3aeb-405c-91e1-2eca58281c15,703,,,"[87.0, 31.0]",3879719,21,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Carlos Joaquín Correa,6822.0,Left Attacking Midfield,48,Sampdoria,234,['e2c6a772-abec-4236-a931-f7501c58b1a4'],44,,Right Foot,"[119.1, 42.6, 1.1]",,"[{'location': [97.6, 31.5], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [97.5, 32.9], 'player': {'id': 12619, 'name': 'Josef Alexander Martínez Mencia'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [97.6, 32.4], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.1, 38.7], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 53.2], 'player': {'id': 28289, 'name': 'Gastón Alexis Silva Perdomo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.5, 50.0], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 47.6], 'player': {'id': 40351, 'name': 'Alessandro Gazzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 41.5], 'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 38.8], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.4, 32.7], 'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [95.3, 42.9], 'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [79.8, 37.4], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.6, 30.7], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [100.7, 39.1], 'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.5, 43.9], 'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.4, 50.9], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [99.5, 52.8], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [90.1, 43.5], 'player': {'id': 40429, 'name': 'Angelo Palombo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [84.3, 32.3], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",,,Saved,0.019535905,Normal,Free Kick,,,,Sampdoria,234,00:21:44.495,Shot,
,,,,,,,,,,,,,,,,,,0.353398,,,,,,,,,,,,701ee88a-915f-468d-9461-880208cda55a,725,,,"[99.9, 40.4]",3879719,22,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Afriyie Acquah,7474.0,Right Center Midfield,51,Torino,241,['5665023c-e4ac-457d-85d3-02a632a965cc'],5,,Right Foot,"[113.3, 40.1, 0.2]",,"[{'location': [96.0, 37.4], 'player': {'id': 40429, 'name': 'Angelo Palombo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 43.3], 'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 36.5], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.3, 34.9], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 40.4], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.5, 33.5], 'player': {'id': 12619, 'name': 'Josef Alexander Martínez Mencia'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.1, 52.8], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Saved,0.19655891,Normal,Open Play,,,,Torino,241,00:22:05.365,Shot,
,,,,,,,,,,,,,,,,,,0.924092,,,,,,,,,,,,70360793-4bcf-438b-97a7-d084ac7801d1,804,,,"[102.0, 25.6]",3879719,25,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marco Benassi,7149.0,Left Center Midfield,57,Torino,241,['4e3d9a1a-1fa6-48e8-8a26-9db14f6a93f6'],28,,Right Foot,"[120.0, 42.7, 4.8]",,"[{'location': [93.0, 48.0], 'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.6, 39.2], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.2, 44.9], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [95.9, 30.7], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 33.9], 'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 28.8], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.7, 28.5], 'player': {'id': 40429, 'name': 'Angelo Palombo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 28.8], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.0, 13.9], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.0, 30.5], 'player': {'id': 12619, 'name': 'Josef Alexander Martínez Mencia'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.7, 32.7], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [92.3, 13.5], 'player': {'id': 28289, 'name': 'Gastón Alexis Silva Perdomo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",265db54a-337e-4356-bf77-65d1bef57cef,,Off T,0.037281107,Normal,Open Play,,,,Torino,241,00:25:28.841,Shot,
,,,,,,,,,,,,,,,,,,0.654905,,,,,,,,,,,,c86ef335-a461-47ef-94fa-593a5215f2ea,866,,,"[100.2, 40.3]",3879719,26,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrea Belotti,7471.0,Right Center Forward,60,Torino,241,"['38cd112b-b608-457e-96b7-20b06670b25b', '9ec286ae-a560-4c45-92ce-78a6b6ec7611']",46,,Right Foot,"[120.0, 46.2, 6.6]",,"[{'location': [93.8, 10.6], 'player': {'id': 28289, 'name': 'Gastón Alexis Silva Perdomo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [97.0, 26.1], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.1, 27.5], 'player': {'id': 40429, 'name': 'Angelo Palombo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 60.2], 'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [100.2, 52.6], 'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.7, 41.2], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 45.5], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.7, 40.5], 'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.6, 34.5], 'player': {'id': 36364, 'name': 'Dávid Ivan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 37.2], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.4, 38.5], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 37.5], 'player': {'id': 12619, 'name': 'Josef Alexander Martínez Mencia'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.7, 23.0], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",27f35e3f-3644-4f7c-b9c9-f8f80d42cb68,,Off T,0.035682112,Normal,Open Play,,,,Torino,241,00:26:46.468,Shot,True
,,,,,,,,,,,,,,,,,,0.07899,,,,,,,,,,,,dfde2bc2-78f6-4429-8284-60a9ec003472,910,,,"[93.5, 47.6]",3879719,27,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Dávid Ivan,36364.0,Left Defensive Midfield,61,Sampdoria,234,"['36a02494-474c-4666-b237-2d3a0b5bff15', 'ee00d700-a9d1-4766-8245-ac6751576929']",49,,Right Foot,"[98.4, 46.3]",,"[{'location': [99.7, 36.3], 'player': {'id': 6334, 'name': 'Luis Fernando Muriel Fruto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.5, 50.8], 'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [82.4, 52.9], 'player': {'id': 40429, 'name': 'Angelo Palombo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 57.3], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [103.8, 60.0], 'player': {'id': 28289, 'name': 'Gastón Alexis Silva Perdomo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.0, 54.2], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.4, 51.3], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.2, 41.1], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 40.9], 'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.7, 29.1], 'player': {'id': 3660, 'name': 'Davide Zappacosta'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.8, 37.2], 'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 47.8], 'player': {'id': 40351, 'name': 'Alessandro Gazzi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.4, 46.4], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",5e691d5c-49fe-4bef-a643-6ec7425d0f8e,,Blocked,0.03188857,Normal,Open Play,,,,Sampdoria,234,00:27:49.549,Shot,
