50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.709112,,,,,,,,,,,,,5a74fafd-ea0a-4139-b8e5-7ead63f356e1,310,,"[104.2, 53.0]",3754116,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ruben Loftus-Cheek,3504.0,Center Attacking Midfield,13,Chelsea,33,['e12fca7d-6f31-4cf6-9a8a-83bfa7b25bce'],8,,Right Foot,"[117.1, 42.1, 0.8]",,"[{'location': [117.6, 42.1], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.5, 65.0], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.9, 61.4], 'player': {'id': 4045, 'name': 'Leroy Fer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 58.8], 'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 61.8], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.1, 52.5], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 48.8], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 41.5], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.1, 44.1], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.6, 57.8], 'player': {'id': 25351, 'name': 'Alexandre Rodrigues da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.8, 57.2], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",5d828f22-aa1f-419a-86c8-769b2be226da,,,Saved,0.055100728,Normal,Open Play,,,,Chelsea,33,00:05:08.426,Shot,
,,,,,,,,,,,,,,,,,,1.509012,,,,,,,,,,,,,3259bbdf-1dff-43a3-b087-9036cd956ddf,698,,"[109.4, 53.2]",3754116,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Oscar dos Santos Emboaba Júnior,40122.0,Right Wing,38,Chelsea,33,"['4f4d148d-c699-477a-ba6e-616029e80979', 'f00edfa8-7a8e-4774-a552-2fe189a41388']",47,,Right Foot,"[120.0, 28.8, 2.7]",,"[{'location': [118.2, 43.0], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.4, 40.2], 'player': {'id': 3504, 'name': 'Ruben Loftus-Cheek'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.9, 40.8], 'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.1, 40.8], 'player': {'id': 25351, 'name': 'Alexandre Rodrigues da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.2, 38.9], 'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.2, 65.3], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.7, 42.9], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 52.6], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.3, 55.9], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.4, 39.3], 'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 42.6], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.7, 35.4], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.2, 40.0], 'player': {'id': 4045, 'name': 'Leroy Fer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",be4ebc95-1e17-40ae-90fd-2f70742f3938,,,Off T,0.07862088,Half Volley,Open Play,,,,Chelsea,33,00:12:47.021,Shot,True
,,,,,,,,,,,,,,,,,,0.435793,,,,,,,,,,,,,f8afde14-03bb-41e3-b5a3-1cfdf3448428,840,,"[102.2, 27.6]",3754116,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,46,Swansea City,26,"['7e622044-132d-4749-8de2-af4add1799ca', 'ef8aa8b3-281b-4cad-8c4e-6e461fa25090']",46,,Right Foot,"[113.6, 37.3, 1.3]",,"[{'location': [103.7, 40.4], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.1, 19.7], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.4, 8.5], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.5, 37.0], 'player': {'id': 3339, 'name': 'Asmir Begović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 27.8], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.1, 23.1], 'player': {'id': 7848, 'name': 'Matt Miazga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 33.2], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.9, 27.9], 'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 44.8], 'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",0e382488-ff5e-4783-81d2-c3112860ea95,,,Saved,0.055790994,Normal,Open Play,,,,Swansea City,26,00:16:46.154,Shot,True
,,,,,,,,,,,,,,,,,,0.844129,,,,,,,,,,,,,433f5185-b003-468e-a988-987f08aefe09,866,,"[112.4, 49.5]",3754116,17,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Àngel Rangel Zaragoza,3973.0,Right Back,48,Swansea City,26,"['200787ae-47a8-41a0-b0e7-2f920b4436ea', 'dc558e42-ab8b-40ab-abbb-0fdc9a243d63']",0,,Right Foot,"[116.8, 6.2]",,"[{'location': [111.4, 48.7], 'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 50.1], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.2, 48.4], 'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 25.6], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.2, 42.3], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.1, 42.7], 'player': {'id': 7848, 'name': 'Matt Miazga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.1, 35.3], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.2, 66.2], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.6, 47.6], 'player': {'id': 3339, 'name': 'Asmir Begović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f62c3c60-3911-4198-a5db-cb5ec279a67a,True,,Wayward,0.21283117,Normal,Open Play,,,,Swansea City,26,00:17:00.267,Shot,True
,,,,,,,,,,,,,,,,,,0.844662,,,,,,,,,,,,,1cf8ff59-71c7-4f87-8134-b95894e39b63,1190,,"[104.2, 42.3]",3754116,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,66,Swansea City,26,['5ca68943-dd5b-4ee1-a88c-a6b8383e0a00'],49,,Left Foot,"[120.0, 36.6, 1.2]",True,"[{'location': [95.1, 35.7], 'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [96.9, 17.5], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.5, 40.4], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.6, 44.6], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.8, 48.2], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.8, 41.2], 'player': {'id': 3339, 'name': 'Asmir Begović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.3, 16.9], 'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.5, 37.5], 'player': {'id': 7848, 'name': 'Matt Miazga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.8, 38.7], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.3, 40.0], 'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 43.9], 'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.4, 34.9], 'player': {'id': 3504, 'name': 'Ruben Loftus-Cheek'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,,,Goal,0.09281303,Volley,Open Play,,,,Swansea City,26,00:24:49.867,Shot,
,,,,,,,,,,,,,,,,,,0.769636,,,,,,,,,,,,,430d84fe-8cc8-4dc6-88d7-0f92139d8f21,1557,,"[97.5, 62.0]",3754116,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,André Ayew Pelé,3347.0,Right Wing,86,Swansea City,26,['0371133b-3793-4819-a4f0-36dfcdb49f62'],11,,Left Foot,"[111.7, 50.3, 0.2]",True,"[{'location': [86.6, 51.6], 'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.0, 54.0], 'player': {'id': 3339, 'name': 'Asmir Begović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.1, 45.2], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.1, 37.3], 'player': {'id': 7848, 'name': 'Matt Miazga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.4, 58.5], 'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [82.5, 23.9], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.2, 51.9], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Saved,0.021076236,Half Volley,Open Play,,,,Swansea City,26,00:36:11.157,Shot,
,,,,,,,,,,,,,,,,,,0.566168,,,,,,,,,,,,,1f13c1d4-1619-493a-b6e7-f33fd07641ae,1690,,"[113.3, 43.4]",3754116,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Leroy Fer,4045.0,Left Defensive Midfield,96,Swansea City,26,['1e15d477-ad81-41bb-b4ff-48434f324baf'],18,,Head,"[118.8, 43.8, 1.3]",,"[{'location': [114.3, 44.6], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.8, 44.9], 'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.5, 34.8], 'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.5, 14.9], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.4, 38.2], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.5, 38.9], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.5, 44.0], 'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 40.6], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.2, 34.7], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.1, 37.7], 'player': {'id': 7848, 'name': 'Matt Miazga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.6, 41.2], 'player': {'id': 3339, 'name': 'Asmir Begović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.5, 38.9], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.8, 24.5], 'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.1, 23.7], 'player': {'id': 25351, 'name': 'Alexandre Rodrigues da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.2, 42.6], 'player': {'id': 3504, 'name': 'Ruben Loftus-Cheek'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.9, 41.5], 'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",468cf0fe-855c-4d89-aa7c-d2b6ddee5895,,,Saved,0.10811831,Normal,Open Play,,,,Swansea City,26,00:40:18.311,Shot,
,,,,,,,,,,,,,,,,,,0.03933,,,,,,,,,,,,,1888e699-a42d-485f-ade8-8b64f1d61e81,1994,,"[108.8, 40.0]",3754116,46,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Oscar dos Santos Emboaba Júnior,40122.0,Right Wing,114,Chelsea,33,"['2097e543-ea2f-41b8-972c-14fe4dce5ff9', '9cb79e3d-448f-4830-9aab-5bb58ebca2a0', 'ee1cf1eb-dd7d-451e-aef6-da856f7bb845']",52,,Right Foot,"[110.6, 40.4]",,"[{'location': [103.2, 42.1], 'player': {'id': 25351, 'name': 'Alexandre Rodrigues da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.3, 44.4], 'player': {'id': 4045, 'name': 'Leroy Fer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 33.1], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.8, 40.0], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 39.8], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 53.1], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.2, 39.8], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.3, 71.5], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",0930ae1b-b402-4c1b-9f55-75fb7fe4004c,,,Blocked,0.08798185,Half Volley,Open Play,,,,Chelsea,33,00:46:52.910,Shot,True
,,,,,,,,,,,,,,,,,,0.62106,,,,,,,,,,,,,6437ee05-8bba-49df-bf04-fce9f308268c,1998,,"[108.7, 44.2]",3754116,46,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Rodrigues da Silva,25351.0,Center Forward,114,Chelsea,33,['e171af75-50d6-4469-92f9-a26ccc6f5ad6'],54,,Left Foot,"[120.0, 49.8, 0.7]",True,"[{'location': [107.6, 48.8], 'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.3, 38.5], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 41.2], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 35.0], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 40.5], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.4, 66.8], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.5, 39.2], 'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,,Off T,0.3087356,Half Volley,Open Play,,,,Chelsea,33,00:46:54.000,Shot,
,,,,,,,,,,,,,,,,,,0.09032,,,,,,,,,,,,,2bb69334-6377-475f-be17-78be1feafdc7,2066,,"[103.2, 31.8]",3754116,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ruben Loftus-Cheek,3504.0,Center Attacking Midfield,118,Swansea City,26,"['396b04dd-0857-4cf8-9a64-e09a1b8d67a6', '9584507c-f507-4f7a-a66c-cf2ace1f3368']",59,,Left Foot,"[103.9, 32.2]",,"[{'location': [100.4, 35.6], 'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 37.4], 'player': {'id': 4045, 'name': 'Leroy Fer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 30.1], 'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.3, 32.4], 'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.6, 37.7], 'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.7, 30.9], 'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 46.1], 'player': {'id': 25351, 'name': 'Alexandre Rodrigues da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.3, 25.6], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,,Blocked,0.04514919,Normal,Open Play,,,,Chelsea,33,00:00:59.623,Shot,
