50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.054648,,,,,,,,,,,,,f105203a-f960-4e5e-bfec-a2f80e04b321,1780,,,"[98.3, 50.6]",3893831,46,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Valentina Giacinti,25541.0,Center Forward,107,Italy Women's,855,"['77f70fb1-39bb-4e99-bd97-63be2beaa27e', 'c07dccd9-ebaf-4a5c-b7a3-a4341e319a60', 'd528276e-d796-43c8-801b-1fa6930118c5']",12,,Right Foot,"[99.5, 50.0]",,"[{'location': [91.7, 45.6], 'player': {'id': 402119, 'name': 'Bongeka Gamede'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [85.4, 57.6], 'player': {'id': 402118, 'name': 'Karabo Dhlamini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.2, 42.6], 'player': {'id': 25746, 'name': 'Kaylin Swart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.4, 50.0], 'player': {'id': 25747, 'name': 'Bambanani Nolufefe Mbane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.3, 55.5], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.4, 31.9], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.7, 37.1], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [83.1, 66.5], 'player': {'id': 46224, 'name': 'Lucia Di Guglielmo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.9, 58.1], 'player': {'id': 135571, 'name': 'Chiara Beccari'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",66961dd8-8fe2-40ba-b59b-95aadfe4b951,Blocked,,0.018789098,Half Volley,Open Play,,,,Italy Women's,855,00:01:12.660,Shot,True
,,,,,,,,,,,,,,,,,1.627251,,,,,,,,,,,,,1ade708d-7b7b-4cfe-9595-15583cc63ba7,1784,,,"[101.2, 52.6]",3893831,47,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lisa Boattin,25770.0,Left Back,108,Italy Women's,855,['40f09b60-bade-4431-ba9a-ea73cccbb85b'],50,,Left Foot,"[120.0, 30.5, 4.2]",,"[{'location': [102.5, 42.2], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.5, 35.4], 'player': {'id': 46224, 'name': 'Lucia Di Guglielmo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.7, 51.1], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.9, 37.4], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.2, 39.6], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.8, 52.1], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.1, 38.7], 'player': {'id': 135571, 'name': 'Chiara Beccari'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.6, 40.4], 'player': {'id': 25746, 'name': 'Kaylin Swart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 35.3], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.3, 48.9], 'player': {'id': 402118, 'name': 'Karabo Dhlamini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 38.3], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 42.5], 'player': {'id': 402119, 'name': 'Bongeka Gamede'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 44.6], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.2, 45.7], 'player': {'id': 25747, 'name': 'Bambanani Nolufefe Mbane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 47.2], 'player': {'id': 402124, 'name': 'Mapula Nomvula Kgoale'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 46.7], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.9, 48.2], 'player': {'id': 25511, 'name': 'Jermaine Seoposenwe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.5, 47.7], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,Off T,,0.07050185,Normal,Free Kick,,,,Italy Women's,855,00:02:50.726,Shot,
,,,,,,,,,,,,,,,,,0.133612,,,,,,,,,,,,,67854baf-bba5-4afe-bdda-c6a56c7de5f1,1854,,,"[114.0, 29.8]",3893831,50,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Valentina Giacinti,25541.0,Center Forward,114,Italy Women's,855,['5b8ea654-e5ee-451e-a81a-2901800c2941'],42,,Right Foot,"[115.1, 31.6, 0.4]",True,"[{'location': [115.0, 31.6], 'player': {'id': 25746, 'name': 'Kaylin Swart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.5, 34.9], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 39.4], 'player': {'id': 402124, 'name': 'Mapula Nomvula Kgoale'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 32.9], 'player': {'id': 25747, 'name': 'Bambanani Nolufefe Mbane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 28.7], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.7, 38.4], 'player': {'id': 135571, 'name': 'Chiara Beccari'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.2, 37.6], 'player': {'id': 349028, 'name': 'Giulia Dragoni'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",7e884e38-b162-48f5-a54b-9f3c93fd7c3d,Saved,,0.20465948,Normal,Open Play,,,,Italy Women's,855,00:05:42.949,Shot,
,,,,,,,,,,,,,,,,,0.304662,,,,,,,,,,,,,8330c11a-c8a0-4037-9faa-a63d421aaa38,1860,,,"[98.1, 34.2]",3893831,50,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Giulia Dragoni,349028.0,Center Attacking Midfield,114,Italy Women's,855,"['680430b6-cab5-44f3-9409-ca104abd2592', 'ccd76d3f-882a-4ab9-987e-6e70177f4b2a']",49,,Right Foot,"[105.5, 35.9]",,"[{'location': [118.5, 37.6], 'player': {'id': 25746, 'name': 'Kaylin Swart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.7, 42.2], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.5, 32.6], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.4, 42.7], 'player': {'id': 135571, 'name': 'Chiara Beccari'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.9, 33.1], 'player': {'id': 25747, 'name': 'Bambanani Nolufefe Mbane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.5, 31.3], 'player': {'id': 402119, 'name': 'Bongeka Gamede'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.9, 39.1], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.3, 27.8], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.1, 38.5], 'player': {'id': 402118, 'name': 'Karabo Dhlamini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.5, 38.7], 'player': {'id': 402124, 'name': 'Mapula Nomvula Kgoale'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 36.0], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,Blocked,,0.040075608,Normal,Open Play,,,,Italy Women's,855,00:05:49.792,Shot,
,,,,,,,,,,,,,,,,,0.708759,,,,,,,,,,,,,7b74148e-b5a8-4f22-ae15-33fbde005122,1899,,,"[112.8, 23.6]",3893831,53,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Thembi Kgatlana,5052.0,Center Forward,117,South Africa Women's,1216,"['2214e22d-bb43-4a2a-afc2-45b6beb97c5b', 'e9ebc4a9-240e-44d3-a659-563b81874cc1']",5,,Left Foot,"[120.0, 33.4, 0.2]",,"[{'location': [98.6, 31.0], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 34.8], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.2, 40.3], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.9, 34.7], 'player': {'id': 46224, 'name': 'Lucia Di Guglielmo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 27.3], 'player': {'id': 349028, 'name': 'Giulia Dragoni'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.7, 32.9], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 27.1], 'player': {'id': 47117, 'name': 'Benedetta Orsi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.6, 36.1], 'player': {'id': 32152, 'name': 'Francesca Durante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 41.2], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.3, 37.8], 'player': {'id': 25511, 'name': 'Jermaine Seoposenwe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",07bf46b2-a2b3-41a7-af18-c6f77bc7f8b4,Off T,,0.013534891,Normal,Open Play,,,,South Africa Women's,1216,00:08:05.986,Shot,True
,,,,,,,,,,,,,,,,,0.816509,,,,,,,,,,,,,eb2e24e3-e284-487c-a93c-577fb65ded20,2060,,,"[105.6, 24.6]",3893831,57,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jermaine Seoposenwe,25511.0,Left Wing,126,South Africa Women's,1216,"['8ff57b30-c2b0-4596-9016-881545e5cde2', 'a81cdfd2-adbb-45fa-bc9d-6a58b2d565db']",27,,Right Foot,"[119.0, 35.9, 0.2]",,"[{'location': [100.5, 37.1], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 42.7], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 32.4], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.4, 35.2], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 27.5], 'player': {'id': 47117, 'name': 'Benedetta Orsi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 31.9], 'player': {'id': 46224, 'name': 'Lucia Di Guglielmo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 37.6], 'player': {'id': 32152, 'name': 'Francesca Durante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.4, 50.3], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.4, 31.1], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",992ab895-6c5d-449f-900c-05a66fd63c17,Saved,,0.037204098,Normal,Open Play,,,,South Africa Women's,1216,00:12:27.480,Shot,True
,,,,,,,,,,,,,,,,,0.132782,,,,,,,,,,,,,e850af3f-77f2-4505-a7fb-7775d01027da,2200,,,"[106.5, 61.3]",3893831,64,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hildah Tholakele Magaia,402126.0,Right Wing,140,South Africa Women's,1216,['5d0e430f-9b50-4036-a77f-d14a065158be'],31,,Right Foot,"[108.7, 58.2, 0.6]",True,"[{'location': [114.5, 42.7], 'player': {'id': 47117, 'name': 'Benedetta Orsi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.3, 63.2], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.9, 42.2], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.5, 47.1], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 45.4], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.6, 52.1], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 44.8], 'player': {'id': 25511, 'name': 'Jermaine Seoposenwe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.1, 59.2], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 57.7], 'player': {'id': 32152, 'name': 'Francesca Durante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Saved,,0.012906821,Normal,Open Play,,,,South Africa Women's,1216,00:19:31.745,Shot,
,,,,,,,,,,,,,,,,,2.390263,,,,,,,,,,,,,7008d2d5-75af-441f-81d4-2bc800fe44c8,2205,,,"[92.5, 27.7]",3893831,64,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Karabo Dhlamini,402118.0,Left Back,140,South Africa Women's,1216,['45b76da8-378d-47d6-aa14-ca1c4d6f47bb'],36,,Left Foot,"[120.0, 50.5, 0.9]",True,"[{'location': [102.4, 39.5], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [94.5, 30.3], 'player': {'id': 349028, 'name': 'Giulia Dragoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.9, 44.8], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 40.1], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.6, 34.5], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 38.8], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 37.0], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.6, 34.4], 'player': {'id': 47117, 'name': 'Benedetta Orsi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.8, 46.1], 'player': {'id': 32152, 'name': 'Francesca Durante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.7, 41.1], 'player': {'id': 25511, 'name': 'Jermaine Seoposenwe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.7, 48.9], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.5, 43.3], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.6, 38.1], 'player': {'id': 402124, 'name': 'Mapula Nomvula Kgoale'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,Off T,,0.034791723,Normal,Open Play,,,,South Africa Women's,1216,00:19:36.329,Shot,
,,,,,,,,,,,,,,,,,0.657845,,,,,,,,,,,,,09de9539-ef0c-42c8-97e6-aeb3fd6b816e,2282,,,"[110.8, 29.1]",3893831,66,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Hildah Tholakele Magaia,402126.0,Right Wing,144,South Africa Women's,1216,['ab7edd09-02ef-4d32-8b0f-c1900d66e5b1'],26,,Left Foot,"[120.0, 42.1, 0.9]",True,"[{'location': [117.2, 35.7], 'player': {'id': 32152, 'name': 'Francesca Durante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.9, 27.3], 'player': {'id': 349028, 'name': 'Giulia Dragoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.4, 31.3], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.1, 28.7], 'player': {'id': 47117, 'name': 'Benedetta Orsi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 37.8], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 27.9], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 31.5], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.2, 36.9], 'player': {'id': 25511, 'name': 'Jermaine Seoposenwe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.4, 31.1], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",5e1bc9ed-3567-4362-9df1-a8cd86894ec4,Goal,,0.0765828,Normal,Open Play,,,,South Africa Women's,1216,00:21:26.379,Shot,
,,,,,,,,,,,,,,,,,0.857311,,,,,,,,,,,,,31de0439-f496-4be2-8cc1-14aa0c6b5d4c,2380,,,"[112.6, 38.9]",3893831,70,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thembi Kgatlana,5052.0,Center Forward,150,South Africa Women's,1216,['3e4c62bc-778a-4c9b-b98c-8b77dcd4d874'],41,,Head,"[119.4, 42.0, 1.3]",,"[{'location': [103.1, 7.0], 'player': {'id': 25511, 'name': 'Jermaine Seoposenwe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.5, 39.3], 'player': {'id': 32152, 'name': 'Francesca Durante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.8, 44.8], 'player': {'id': 25770, 'name': 'Lisa Boattin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.3, 38.3], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.6, 25.2], 'player': {'id': 349028, 'name': 'Giulia Dragoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.8, 39.1], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 24.0], 'player': {'id': 47117, 'name': 'Benedetta Orsi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.3, 10.3], 'player': {'id': 135571, 'name': 'Chiara Beccari'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.8, 19.3], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.1, 35.1], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 29.5], 'player': {'id': 402124, 'name': 'Mapula Nomvula Kgoale'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",f70c95b5-1344-4335-a811-37e339672ed7,Saved,,0.16744511,Normal,Open Play,,,,South Africa Women's,1216,00:25:41.536,Shot,
,,,,,,,,,,,,,,,,,0.405446,,,,,,,,,,,,,e1e9f364-8a6e-48ed-8786-501337a8dbab,2468,,,"[115.8, 33.8]",3893831,73,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Cristiana Girelli,10203.0,Right Center Midfield,156,Italy Women's,855,"['0a226fca-3a33-4d7b-9c09-686726fabe5e', '66dcac1a-1ad6-41f0-950d-c1ee92aff084', '8b5b78cb-dd3f-456b-b939-e8483ff5c773']",24,True,Head,"[117.7, 39.0]",,"[{'location': [118.2, 3.7], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [114.7, 39.1], 'player': {'id': 135571, 'name': 'Chiara Beccari'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.1, 42.8], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.6, 40.6], 'player': {'id': 349028, 'name': 'Giulia Dragoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.6, 40.3], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.6, 37.7], 'player': {'id': 25746, 'name': 'Kaylin Swart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.7, 31.2], 'player': {'id': 402124, 'name': 'Mapula Nomvula Kgoale'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.9, 20.4], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.6, 27.2], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.6, 36.3], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.8, 39.9], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.3, 40.8], 'player': {'id': 402118, 'name': 'Karabo Dhlamini'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.3, 36.8], 'player': {'id': 25747, 'name': 'Bambanani Nolufefe Mbane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.4, 34.3], 'player': {'id': 402119, 'name': 'Bongeka Gamede'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 43.1], 'player': {'id': 402126, 'name': 'Hildah Tholakele Magaia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.5, 42.0], 'player': {'id': 25511, 'name': 'Jermaine Seoposenwe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.5, 38.9], 'player': {'id': 32162, 'name': 'Arianna Caruso'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",953fe703-bdd0-4a03-8d7e-ae9c58ac1993,Blocked,,0.09473907,Normal,Open Play,,,,Italy Women's,855,00:28:24.960,Shot,True
