50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.146577,,,,,,,,,,,,6124d214-8251-4c31-92d8-c165b038630e,1353,,"[114.1, 40.4]",3879610,36,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Edin Džeko,6973.0,Center Forward,71,AS Roma,229,"['88c0411c-c914-4343-99dd-addb3c1bf2d6', 'ddfd6635-ef75-4370-90b4-d8bc7b642353']",53,Left Foot,"[120.0, 35.5, 0.2]",,"[{'location': [108.2, 54.0], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.1, 25.7], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.4, 42.4], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.2, 46.7], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.7, 50.0], 'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 39.3], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.4, 28.6], 'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.8, 51.1], 'player': {'id': 15818, 'name': 'Gervais Lombe Yao Kouassi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.9, 48.7], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Off T,True,0.8806684,Normal,Open Play,,,,AS Roma,229,00:36:53.896,Shot,True
,,,,,,,,,,,,,,,,1.514182,,,,,,,,,,,,7d9d6901-ab2e-4acc-84e1-69c5c745b86f,1434,,"[94.8, 57.2]",3879610,39,,True,,,,,,,,,,,,,,,,,,,,1,From Keeper,Radja Nainggolan,6962.0,Right Defensive Midfield,75,AS Roma,229,['8f2a49bc-c31a-4d1a-a415-14a1c469e26d'],8,Right Foot,"[120.0, 36.0, 0.2]",,"[{'location': [98.3, 55.0], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 60.6], 'player': {'id': 7778, 'name': 'Ştefan Daniel Radu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.5, 49.7], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 24.4], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.9, 44.1], 'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 37.2], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 42.9], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.8, 68.1], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.4, 50.2], 'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.4, 39.9], 'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [88.8, 43.7], 'player': {'id': 15818, 'name': 'Gervais Lombe Yao Kouassi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.7, 21.6], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",5cb13796-ba36-4a9e-b732-56fef585ed0f,,Post,,0.00920529,Normal,Open Play,,,,AS Roma,229,00:39:08.486,Shot,
,,,,,,,,,,,,,,,,1.286633,,,,,,,,,,,,eda367cc-e3f5-475f-bf3d-84b597018b60,1748,,"[110.2, 24.7]",3879610,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marco Parolo,8173.0,Right Center Midfield,95,Lazio,236,['c781716d-26f1-4414-9f08-e93ca6e5a727'],50,Left Foot,"[120.0, 43.3, 4.1]",,"[{'location': [92.0, 25.3], 'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [91.7, 15.2], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 28.2], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 32.9], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 13.2], 'player': {'id': 8104, 'name': 'Vassilis Torosidis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.9, 39.3], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.4, 27.9], 'player': {'id': 23241, 'name': 'William Vainqueur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.1, 36.7], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.7, 49.6], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.9, 7.0], 'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.8, 21.6], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.9, 34.9], 'player': {'id': 11427, 'name': 'Filip Đorđević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",b23dfffe-45df-49b5-ac10-450f07500971,,Off T,,0.03765797,Half Volley,Open Play,,,,Lazio,236,00:00:50.104,Shot,
,,,,,,,,,,,,,,,,0.349826,,,,,,,,,,,,abfc0448-1ed7-4ee9-8ee5-939ce6bb5719,2067,,"[108.4, 20.1]",3879610,55,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Edin Džeko,6973.0,Center Forward,117,AS Roma,229,"['7d8d4a58-2eb8-4465-b702-2d9d1540a3d1', 'f2be8988-d8ba-41d4-b931-2d0904a137a1']",19,Right Foot,"[112.4, 28.0]",,"[{'location': [94.0, 22.0], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.2, 39.1], 'player': {'id': 7778, 'name': 'Ştefan Daniel Radu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 36.6], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 33.6], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.3, 27.8], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 47.3], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.5, 22.0], 'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.5, 37.2], 'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.2, 35.5], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.9, 39.7], 'player': {'id': 15818, 'name': 'Gervais Lombe Yao Kouassi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.7, 40.9], 'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.3, 59.1], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",7ff50fd4-7976-489b-b7b3-3a12e55bc9e9,,Blocked,,0.007486574,Normal,Open Play,,,,AS Roma,229,00:10:19.898,Shot,
,,,,,,,,,,,,,,,,1.019818,,,,,,,,,,,,9234615a-610a-4f57-bd0d-262fcc5a2faa,2192,,"[97.2, 33.8]",3879610,60,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Edin Džeko,6973.0,Center Forward,127,AS Roma,229,['b45952cd-3473-46af-abb4-6dade53b07ba'],48,Left Foot,"[120.0, 35.0, 4.2]",True,"[{'location': [108.0, 27.3], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 39.9], 'player': {'id': 7778, 'name': 'Ştefan Daniel Radu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 30.6], 'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 30.6], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.3, 37.4], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.3, 47.3], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.1, 23.0], 'player': {'id': 15818, 'name': 'Gervais Lombe Yao Kouassi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",e53afece-62a1-4f6a-b9f4-536600939811,,Off T,,0.061917685,Normal,Open Play,,,,AS Roma,229,00:15:48.292,Shot,
,,,,,,,,,,,,,,,,0.75326,,,,,,,,,,,,f1a8590c-7fb0-4070-a909-fb63ed1d8928,2220,,"[108.8, 51.2]",3879610,61,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Gervais Lombe Yao Kouassi,15818.0,Left Wing,129,AS Roma,229,"['2186216b-15af-45e1-99a2-6fd1231b2ce8', 'dfb229d1-ce06-4223-8544-1d8fe7c9b2dc']",59,Right Foot,"[120.0, 43.2, 0.2]",,"[{'location': [114.5, 44.0], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 49.3], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.9, 52.6], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",46710821-473a-4e8e-ab6e-82bbd8821b6a,,Goal,,0.2790901,Normal,Open Play,,,,AS Roma,229,00:16:59.504,Shot,True
,,,,,,,,,,,,,,,,0.275178,,,,,,,,,,,,b8b76a90-590e-4159-8c42-e4bc28998b32,2423,,"[100.4, 47.9]",3879610,70,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Antonio Candreva,7776.0,Right Wing,139,Lazio,236,"['edd97193-3640-477c-ba11-c68965467f0d', 'fc580ed0-86a0-4d41-b020-d49e8d3aaa0a']",49,Right Foot,"[110.4, 43.8]",,"[{'location': [110.4, 44.8], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 49.7], 'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.9, 42.5], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.1, 41.6], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.4, 43.7], 'player': {'id': 23241, 'name': 'William Vainqueur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 45.7], 'player': {'id': 8104, 'name': 'Vassilis Torosidis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.4, 46.6], 'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.4, 47.8], 'player': {'id': 15818, 'name': 'Gervais Lombe Yao Kouassi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.0, 39.8], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 39.9], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 38.7], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 60.4], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.1, 43.9], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 41.5], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.0, 42.1], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.2, 37.8], 'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [98.9, 46.5], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [96.9, 39.9], 'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.8, 30.2], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Blocked,,0.08703476,Normal,Free Kick,,,,Lazio,236,00:25:49.399,Shot,
,,,,,,,,,,,,,,,,1.289416,,,,,,,,,,,,8b591037-0b0c-4147-92cb-7e3d7622e07f,2607,,"[95.5, 55.3]",3879610,77,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Radja Nainggolan,6962.0,Right Defensive Midfield,158,AS Roma,229,['86f731ae-6830-4990-a27a-34776adff5b4'],14,Right Foot,"[120.0, 46.6, 1.4]",True,"[{'location': [99.7, 46.4], 'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.0, 58.8], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.7, 63.8], 'player': {'id': 3145, 'name': 'Keita Baldé Diao'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.5, 50.8], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 48.1], 'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 39.5], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.9, 49.2], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.3, 53.1], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 35.2], 'player': {'id': 7776, 'name': 'Antonio Candreva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [91.1, 54.3], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.9, 41.9], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.3, 56.1], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.4, 36.9], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.1, 46.4], 'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.9, 34.9], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.4, 43.0], 'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.8, 42.8], 'player': {'id': 15818, 'name': 'Gervais Lombe Yao Kouassi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.1, 54.7], 'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.1, 65.8], 'player': {'id': 8104, 'name': 'Vassilis Torosidis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Off T,,0.013789799,Volley,Open Play,,,,AS Roma,229,00:32:14.572,Shot,
,,,,,,,,,,,,,,,,0.709033,,,,,,,,,,,,95706ee6-d6ad-4fd9-b518-b5670151b14e,2719,,"[105.0, 34.3]",3879610,79,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Seydou Kéita,20169.0,Left Defensive Midfield,165,AS Roma,229,['8e39ab8a-d951-490f-8d7d-9ed45d329ca8'],29,Left Foot,"[120.0, 34.9, 1.1]",True,"[{'location': [108.3, 54.3], 'player': {'id': 8847, 'name': 'Santiago Juan Gentiletti Selak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.3, 40.8], 'player': {'id': 9939, 'name': 'Maurício dos Santos Nascimento'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 46.3], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 36.2], 'player': {'id': 8443, 'name': 'Dušan Basta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.8, 40.7], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 46.9], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.9, 39.7], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.4, 49.4], 'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.7, 63.6], 'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.1, 39.4], 'player': {'id': 15818, 'name': 'Gervais Lombe Yao Kouassi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.2, 62.9], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.7, 45.2], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Off T,,0.20461722,Normal,Open Play,,,,AS Roma,229,00:34:29.780,Shot,
,,,,,,,,,,,,,,,,0.827443,,,,,,,,,,,,fdb3d86a-d65b-4a73-b77a-a9800824305b,2945,,"[105.1, 29.3]",3879610,86,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keita Baldé Diao,3145.0,Left Wing,183,Lazio,236,"['85409eb8-36c1-402a-b311-3aab0774cbfc', 'fe8d7282-999a-4592-80de-af3f63270255']",42,Right Foot,"[118.3, 37.2, 0.2]",,"[{'location': [119.0, 37.6], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.2, 52.2], 'player': {'id': 27949, 'name': 'Juan Manuel Iturbe Arévalo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.5, 27.3], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 48.7], 'player': {'id': 6849, 'name': 'Lucas Digne'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 30.7], 'player': {'id': 7468, 'name': 'Iago Falqué Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.4, 44.8], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 40.3], 'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 34.4], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.3, 27.8], 'player': {'id': 8104, 'name': 'Vassilis Torosidis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 28.5], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.4, 49.9], 'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.2, 46.8], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.5, 37.0], 'player': {'id': 8296, 'name': 'Alessandro Matri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.1, 40.3], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.5, 24.1], 'player': {'id': 7785, 'name': 'Senad Lulić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",2c099636-fbd4-4850-976f-dff267623325,,Saved,,0.07853444,Normal,Open Play,,,,Lazio,236,00:41:42.066,Shot,True
