bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.410494,,,,,,,,,,bb7ff391-a782-48a9-9a88-a4a41d1c4b4d,1299,,"[113.0, 43.0]",19731,38,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ellie Mason,15715.0,Left Defensive Midfield,81,Yeovil Town LFC,970,['c2b6308a-35e9-4bd0-8ad8-31e377a8cc46'],25,,Head,"[120.0, 37.2, 4.2]",,"[{'location': [114.0, 57.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 45.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.0, 38.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 45.0], 'player': {'id': 19775, 'name': 'Shannon Albuery'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 45.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.0, 46.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 46.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 44.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 34.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.0, 36.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [120.0, 43.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b59e26ae-9b3a-43ce-abb5-0fe70c61c024,,Off T,0.32847133,Normal,Open Play,,,,Yeovil Town LFC,970,00:38:25.953,Shot,
,,,,,,,,,,,,,0.251225,,,,,,,,,,2a1206bf-1804-479b-b6f3-7c308b439088,1577,,"[112.0, 45.0]",19731,43,,,,,,,,,,,,,,,,,,,,1,From Counter,Jane Ross,4653.0,Center Forward,85,West Ham United LFC,972,['d6512f5d-04d2-42be-b3e8-8109567b7f92'],26,,Right Foot,"[113.0, 40.1, 1.1]",,"[{'location': [113.0, 45.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 55.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",8907d9da-ecc1-4d39-96e8-430729759b14,True,Saved,0.5382449,Normal,Open Play,,,,West Ham United LFC,972,00:43:26.907,Shot,
,,,,,,,,,,,,,1.168509,,,,,,,,,,9da9d4d7-29c4-427e-8e5b-0d83b3275e81,1619,,"[99.0, 28.0]",19731,44,,,,,,,,,,,,,,,,,,,,1,Regular Play,Julia Simic,18150.0,Center Defensive Midfield,85,West Ham United LFC,972,['c6e4060b-7ec7-48b5-9b3f-5014eedc77e5'],6,,Right Foot,"[118.0, 40.7, 1.3]",,"[{'location': [119.0, 39.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 24.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 55.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 56.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 23.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.0, 53.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.0, 38.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 26.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",08701a98-21b5-4b5e-ad22-f09a9bedf73a,,Saved,0.054092545,Normal,Open Play,,,,West Ham United LFC,972,00:44:06.213,Shot,
,,,,,,,,,,,,,2.088197,,,,,,,,,,1de49fdf-7d49-4173-896e-0db821d18429,1900,,"[101.0, 41.0]",19731,52,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Olivia Fergusson,15718.0,Right Center Forward,110,Yeovil Town LFC,970,['4a5452b0-62e1-4f5b-891d-f940d84f1c55'],53,,Right Foot,"[119.0, 45.2, 1.7]",,"[{'location': [101.0, 33.0], 'player': {'id': 19775, 'name': 'Shannon Albuery'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.0, 26.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 37.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 28.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [95.0, 32.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 39.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 45.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 45.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Off T,0.12456221,Normal,Open Play,,,,Yeovil Town LFC,970,00:07:53.570,Shot,
,,,,,,,,,,,,,0.0722,,,,,,,,,,6bffe81a-8cca-457c-b9a7-be9f540aaabd,2037,,"[114.0, 40.0]",19731,56,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kate Longhurst,18147.0,Left Center Midfield,116,West Ham United LFC,972,['45ac8c64-f25d-4e79-bc7b-2508689d46e5'],40,,Right Foot,"[116.0, 38.9, 1.2]",,"[{'location': [115.0, 40.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 48.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.0, 47.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 49.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 45.0], 'player': {'id': 19775, 'name': 'Shannon Albuery'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.0, 46.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.0, 40.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.0, 40.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 26.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 18.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.0, 37.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.14521469,Normal,Open Play,,,,West Ham United LFC,972,00:11:40.762,Shot,
,,,,,,,,,,,,,0.8739,,,,,,,,,,297daa67-70f8-4c92-8941-753cfd9ac693,2042,,"[106.0, 47.0]",19731,56,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Brooke Hendrix,18159.0,Left Center Back,116,West Ham United LFC,972,"['7192bc7d-d28f-401d-9ced-419433eaf8fb', '8b36cc42-867c-4d7a-a36d-d30038a53536']",43,,Right Foot,"[118.0, 44.0]",,"[{'location': [109.0, 47.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [120.0, 43.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.0, 42.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 37.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 46.0], 'player': {'id': 19775, 'name': 'Shannon Albuery'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 41.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 26.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.0, 31.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 42.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.0, 43.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 43.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Blocked,0.063491814,Volley,Open Play,,,,West Ham United LFC,972,00:11:43.186,Shot,
,,,,,,,,,,,,,0.0585,,,,,,,,,,5d7a193e-51b6-45e7-8bd5-76601d9ce7bd,2195,,"[108.0, 38.0]",19731,63,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jane Ross,4653.0,Center Forward,128,West Ham United LFC,972,"['41e0b861-2e57-44bc-9003-69c728dde51a', '76dedbd2-b7c5-42ef-a136-db16d0981f50']",21,,Head,"[110.0, 39.0]",,"[{'location': [110.0, 46.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 45.0], 'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.0, 38.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 26.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 24.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.0, 25.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 33.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.0, 24.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 14.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [120.0, 40.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",57dfbd72-6bd0-4e70-a14c-374fffff35bf,,Blocked,0.07412319,Normal,Open Play,,,,West Ham United LFC,972,00:18:21.469,Shot,
,,,,,,,,,,,,,2.134997,,,,,,,,,,b4559a1b-901a-4d2b-82e3-2357f399aba9,2238,,"[76.0, 40.0]",19731,65,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ellie Mason,15715.0,Left Defensive Midfield,132,Yeovil Town LFC,970,['458f94b6-a19f-4567-a5ba-7f449decbba1'],11,,Left Foot,"[119.0, 35.0]",,"[{'location': [90.0, 45.0], 'player': {'id': 19775, 'name': 'Shannon Albuery'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [92.0, 28.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [77.0, 68.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.0, 67.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [78.0, 62.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [80.0, 54.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [78.0, 57.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [77.0, 54.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [80.0, 43.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [84.0, 30.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.0, 42.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.0, 50.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.0, 56.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Wayward,0.005921973,Normal,Open Play,,,,Yeovil Town LFC,970,00:20:11.470,Shot,
,,,,,,,,,,,,,0.2261,,,,,,,,,,57d6a4eb-906c-462b-901b-9be2c59a6cf2,2259,,"[106.0, 57.0]",19731,65,,,,,,,,,,,,,,,,,,,,2,From Counter,Jane Ross,4653.0,Center Forward,133,West Ham United LFC,972,"['65976897-1139-42ba-9c45-8c97ab4ac2a9', 'f6761df7-74e0-4ce1-acc8-5f8ea0e9172a']",31,,Right Foot,"[112.0, 53.0]",,"[{'location': [112.0, 33.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.0, 36.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 38.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.0, 31.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.0, 49.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 53.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 43.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",68bd1720-c47b-441e-9814-222be10febf0,,Blocked,0.03435518,Normal,Open Play,,,,West Ham United LFC,972,00:20:31.364,Shot,
,,,,,,,,,,,,,1.089749,,,,,,,,,,6473a72d-0fa1-4d28-b74f-ff662593c086,2266,,"[108.0, 44.0]",19731,66,,,,,,,,,,,,,,,,,,,,2,From Corner,Leanne Kiernan,18146.0,Right Wing,134,West Ham United LFC,972,['ce99f41e-8f14-431e-81da-141e625bb74e'],2,,Right Foot,"[120.0, 37.8, 2.4]",True,"[{'location': [118.0, 45.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 42.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.0, 47.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.0, 33.0], 'player': {'id': 19775, 'name': 'Shannon Albuery'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [117.0, 44.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.0, 43.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.0, 39.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 30.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [119.0, 42.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 37.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 46.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.0, 31.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [93.0, 28.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Goal,0.07795565,Half Volley,Open Play,,,,West Ham United LFC,972,00:21:02.704,Shot,
,,,,,,,,,,,,,0.0415,,,,,,,,,,371dc33f-3114-437a-80a0-71f76dca210c,2421,,"[113.0, 40.0]",19731,75,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jane Ross,4653.0,Center Forward,143,West Ham United LFC,972,"['1826ea61-989d-49f3-8874-5ac8a590fd26', '9dd82368-bfb7-4ae7-b463-383e105df945']",7,,Head,"[117.0, 38.0]",,"[{'location': [111.0, 46.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 18.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 39.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 25.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [104.0, 24.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",46c6871d-c6da-4519-b7eb-eca815b2888d,,Blocked,0.14817023,Normal,Open Play,,,,West Ham United LFC,972,00:30:07.917,Shot,
,,,,,,,,,,,,,1.690318,,,,,,,,,,36919c6e-a021-45e7-829d-f003a477c781,2448,,"[92.0, 51.0]",19731,76,,,,,,,,,,,,,,,,,,,,2,From Throw In,Julia Simic,18150.0,Center Defensive Midfield,145,West Ham United LFC,972,['a23263f1-35cd-4db1-b286-7bee493599b2'],12,,Right Foot,"[120.0, 38.7, 4.1]",,"[{'location': [106.0, 36.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 38.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.0, 65.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 78.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.0, 57.0], 'player': {'id': 19896, 'name': 'Rosie Kmita'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 59.0], 'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.0, 53.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 47.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 56.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 50.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 43.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 42.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",ffebce62-6f3e-48c9-a6de-1e74d26075c5,,Off T,0.020726591,Volley,Open Play,,,,West Ham United LFC,972,00:31:12.517,Shot,
