50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.299859,,,,,,,,,,,,,,a0001dc8-82bc-4dc4-8cdf-0778aefd02eb,91,,"[114.7, 50.8]",3817889,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Roy Krishna,163344.0,Right Center Forward,5,ATK Mohun Bagan,7282,"['4efc9df8-ee0b-4a01-9f7a-47c32ed76480', 'd8666cf0-54dc-4983-8fc7-4066ef0acc6d']",57,,Right Foot,,"[120.0, 44.0, 0.2]",,"[{'location': [111.6, 51.1], 'player': {'id': 164499, 'name': 'Rahim Ali'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.8, 49.7], 'player': {'id': 164496, 'name': 'Jerry Lalrinzuala'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 52.7], 'player': {'id': 89499, 'name': 'Slavko Damjanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 39.9], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 164494, 'name': 'Salam Ranjan Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.6, 44.2], 'player': {'id': 187211, 'name': 'Samik Mitra'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.4, 35.3], 'player': {'id': 164493, 'name': 'Keisham Reagan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.4, 30.8], 'player': {'id': 164500, 'name': 'Jobby Justin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.7, 32.4], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",4df14b2a-10bb-410c-b25d-4f05eca56dba,,Post,,0.08065636,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:01:57.211,Shot,True
,,,,,,,,,,,,,,,,1.254213,,,,,,,,,,,,,,557f106e-8433-4768-a5e0-82e7bc931fb8,255,,"[89.7, 40.9]",3817889,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vladimir Koman Jr.,51364.0,Right Center Midfield,10,Chennaiyin,7290,"['08c60d77-bdf7-4ed1-bc61-b39489b3b74b', '102dad4f-8452-4ee1-80f5-be82deff50b1']",57,,Right Foot,,"[115.5, 40.2, 2.1]",True,"[{'location': [90.3, 62.0], 'player': {'id': 164493, 'name': 'Keisham Reagan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.0, 46.9], 'player': {'id': 164500, 'name': 'Jobby Justin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.1, 32.5], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.7, 10.5], 'player': {'id': 164496, 'name': 'Jerry Lalrinzuala'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.1, 31.4], 'player': {'id': 164495, 'name': 'Edwin Sydney Vanspaul'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.7, 21.5], 'player': {'id': 164499, 'name': 'Rahim Ali'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [116.4, 40.1], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.8, 48.1], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 36.5], 'player': {'id': 124749, 'name': 'Sandesh Jhingan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.2, 41.4], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.9, 28.8], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.9, 32.5], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.6, 38.8], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.3, 42.4], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.9, 17.6], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",6406bccb-951f-4d6c-ad35-59f5c3b495a9,,Saved,,0.021681549,Normal,Open Play,,,,Chennaiyin,7290,00:04:57.259,Shot,True
,,,,,,,,,,,,,,,,1.229649,,,,,,,,,,,,,,bdc04932-5ab9-4006-8f82-1ed0b3c70349,300,,"[95.9, 40.0]",3817889,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Carl Gerard McHugh,9989.0,Right Center Midfield,20,ATK Mohun Bagan,7282,['b569927f-8b8a-43c7-850e-01a4b475a5c6'],45,,Left Foot,,"[120.0, 41.6, 7.5]",True,"[{'location': [118.6, 40.9], 'player': {'id': 187211, 'name': 'Samik Mitra'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.5, 39.1], 'player': {'id': 51364, 'name': 'Vladimir Koman Jr.'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 49.0], 'player': {'id': 164494, 'name': 'Salam Ranjan Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 45.1], 'player': {'id': 89499, 'name': 'Slavko Damjanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.7, 60.7], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.9, 47.9], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.8, 40.9], 'player': {'id': 24303, 'name': 'Joni Ensio Kauko'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.4, 42.9], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.6, 42.9], 'player': {'id': 164496, 'name': 'Jerry Lalrinzuala'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.9, 39.6], 'player': {'id': 164499, 'name': 'Rahim Ali'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.4, 37.7], 'player': {'id': 164493, 'name': 'Keisham Reagan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 50.8], 'player': {'id': 124749, 'name': 'Sandesh Jhingan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.7, 35.8], 'player': {'id': 164495, 'name': 'Edwin Sydney Vanspaul'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.1, 36.1], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.7, 31.3], 'player': {'id': 164500, 'name': 'Jobby Justin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.9, 32.4], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.9, 31.4], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.0, 40.2], 'player': {'id': 167009, 'name': 'Germanpreet Singh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",,,Off T,,0.024936086,Half Volley,Open Play,,,,ATK Mohun Bagan,7282,00:06:45.405,Shot,
,,,,,,,,,,,,,,,,1.465006,,,,,,,,,,,,,,704ba5d0-27d9-45c3-8e92-f4c4f8f5317b,333,,"[104.9, 18.9]",3817889,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rahim Ali,164499.0,Left Midfield,21,Chennaiyin,7290,"['a4e0ca36-464f-4f41-b5ad-dac9a9bca57c', 'f4b5ae6f-198d-4eaa-819d-a9c319c01736']",45,,Left Foot,,"[120.0, 50.0, 0.2]",True,"[{'location': [109.0, 29.3], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.6, 38.4], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 32.1], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.7, 20.1], 'player': {'id': 124749, 'name': 'Sandesh Jhingan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.2, 19.8], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.3, 37.0], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 40.2], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 49.7], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.7, 38.9], 'player': {'id': 24303, 'name': 'Joni Ensio Kauko'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.8, 17.9], 'player': {'id': 164496, 'name': 'Jerry Lalrinzuala'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.0, 16.0], 'player': {'id': 164495, 'name': 'Edwin Sydney Vanspaul'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [89.5, 44.5], 'player': {'id': 51364, 'name': 'Vladimir Koman Jr.'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.9, 41.5], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 42.4], 'player': {'id': 164500, 'name': 'Jobby Justin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",eedfbd56-4bfe-4649-8b6d-972e0e753ed7,,Off T,,0.009649397,Normal,Open Play,,,,Chennaiyin,7290,00:07:45.839,Shot,True
,,,,,,,,,,,,,,,,1.18369,,,,,,,,,,,,,,d243e002-4e5c-4c95-bb80-e96325a99c08,558,,"[94.4, 40.3]",3817889,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Liston Colaco,124907.0,Left Center Midfield,32,ATK Mohun Bagan,7282,"['2b6382db-3454-4554-abe4-d6f21414cfec', '901ed75c-0376-4f26-a009-40a0f01d2014']",5,,Right Foot,,"[117.9, 42.8, 0.2]",,"[{'location': [88.9, 41.2], 'player': {'id': 164495, 'name': 'Edwin Sydney Vanspaul'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [90.9, 30.3], 'player': {'id': 51364, 'name': 'Vladimir Koman Jr.'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.8, 25.5], 'player': {'id': 24303, 'name': 'Joni Ensio Kauko'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.3, 15.5], 'player': {'id': 164500, 'name': 'Jobby Justin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [93.6, 13.8], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.5, 42.3], 'player': {'id': 187211, 'name': 'Samik Mitra'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 46.1], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.3, 44.7], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.9, 58.0], 'player': {'id': 164499, 'name': 'Rahim Ali'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.7, 40.2], 'player': {'id': 167009, 'name': 'Germanpreet Singh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 44.6], 'player': {'id': 164496, 'name': 'Jerry Lalrinzuala'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 37.1], 'player': {'id': 89499, 'name': 'Slavko Damjanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 34.8], 'player': {'id': 164494, 'name': 'Salam Ranjan Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 29.9], 'player': {'id': 164493, 'name': 'Keisham Reagan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",6f9d6d3a-70f2-4206-af11-1ff0c8454230,,Saved,,0.027575606,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:13:05.798,Shot,True
,,,,,,,,,,,,,,,,0.261764,,,,,,,,,,,,,,b7c0e953-f20a-4f58-8cca-f125d88cc700,733,,"[91.2, 37.8]",3817889,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Vladimir Koman Jr.,51364.0,Right Center Midfield,43,Chennaiyin,7290,"['c5378d46-87c2-4c9a-bd7d-0295db34479f', 'cf6dbf67-e8e9-448b-9054-8800d1d30b3a']",37,,Right Foot,,"[95.5, 38.1]",,"[{'location': [85.8, 37.1], 'player': {'id': 164495, 'name': 'Edwin Sydney Vanspaul'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [81.1, 30.4], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.4, 16.1], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [85.9, 43.5], 'player': {'id': 164500, 'name': 'Jobby Justin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.7, 38.2], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.1, 23.1], 'player': {'id': 124749, 'name': 'Sandesh Jhingan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.7, 43.2], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.0, 33.8], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.3, 16.8], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.3, 39.3], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.6, 5.6], 'player': {'id': 164496, 'name': 'Jerry Lalrinzuala'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",6d483d48-1bbe-4627-b0ec-7f39ce67baca,,Blocked,,0.02979989,Normal,Open Play,,,,Chennaiyin,7290,00:16:37.479,Shot,
,,,,,,,,,,,,,,,,1.749605,,,,,,,,,,,,,,8d900f40-0309-4900-af7a-d39b50621426,741,,"[106.9, 40.4]",3817889,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Nerijus Valskis,73486.0,Center Forward,43,Chennaiyin,7290,"['825a9951-7d97-4da0-a400-f3a7de2c709c', 'cbd62fbd-adea-4b64-a84d-fbbeab50c8a0']",45,True,Head,,"[120.0, 28.6, 0.8]",,"[{'location': [98.2, 69.9], 'player': {'id': 51364, 'name': 'Vladimir Koman Jr.'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.2, 64.2], 'player': {'id': 164500, 'name': 'Jobby Justin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.0, 45.8], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.1, 60.0], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.9, 32.7], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 41.4], 'player': {'id': 124749, 'name': 'Sandesh Jhingan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.8, 13.6], 'player': {'id': 164499, 'name': 'Rahim Ali'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [91.0, 61.0], 'player': {'id': 164493, 'name': 'Keisham Reagan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [94.3, 35.0], 'player': {'id': 164495, 'name': 'Edwin Sydney Vanspaul'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.0, 40.5], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.3, 64.6], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 55.7], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 45.2], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",17cbc918-f5f4-47e5-999f-6a10038e2f0c,,Off T,,0.058643386,Normal,Open Play,,,,Chennaiyin,7290,00:16:45.750,Shot,True
,,,,,,,,,,,,,,,,0.066529,,,,,,,,,,,,,,50543442-362e-49da-b1fe-e425156ecd9a,867,,"[101.6, 50.6]",3817889,19,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joni Ensio Kauko,24303.0,Center Attacking Midfield,49,ATK Mohun Bagan,7282,"['ab07a8fa-fe39-4520-b519-a87cdc61be64', 'ed249495-1256-4a3c-b1c9-7287313bedb4']",36,,Right Foot,,"[102.7, 49.9]",,"[{'location': [89.4, 42.3], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.0, 43.5], 'player': {'id': 187211, 'name': 'Samik Mitra'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.2, 33.6], 'player': {'id': 164494, 'name': 'Salam Ranjan Singh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 49.7], 'player': {'id': 89499, 'name': 'Slavko Damjanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [80.3, 28.7], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [82.0, 43.7], 'player': {'id': 51364, 'name': 'Vladimir Koman Jr.'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [91.2, 59.8], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.1, 48.9], 'player': {'id': 167009, 'name': 'Germanpreet Singh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 56.8], 'player': {'id': 164496, 'name': 'Jerry Lalrinzuala'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Blocked,,0.029692516,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:19:36.242,Shot,
,,,,,,,,,,,,,,,,1.296649,,,,,,,,,,,,,,c0de2d25-9267-4b44-8611-038f1fa345cc,989,,"[94.7, 28.5]",3817889,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rahim Ali,164499.0,Left Midfield,56,Chennaiyin,7290,['05ec6d59-5444-4a07-911a-54f0f8df2ab0'],45,,Right Foot,,"[120.0, 47.2, 0.5]",,"[{'location': [87.6, 54.7], 'player': {'id': 164500, 'name': 'Jobby Justin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.6, 18.5], 'player': {'id': 164496, 'name': 'Jerry Lalrinzuala'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.9, 46.0], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.3, 39.9], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.3, 22.4], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [93.8, 34.0], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.7, 30.4], 'player': {'id': 124749, 'name': 'Sandesh Jhingan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 33.7], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 27.3], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.3, 47.1], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.3, 40.4], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",09c66b23-b0b9-464d-a4d1-9edb1d96e183,,Off T,,0.03077828,Normal,Open Play,,,,Chennaiyin,7290,00:22:45.510,Shot,
,,,,,,,,,,,,,,,,1.00956,,,,,,,,,,,,,,79df2cca-9bc1-45da-a9a7-614ac580ebc1,1049,,"[93.2, 27.0]",3817889,24,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edwin Sydney Vanspaul,164495.0,Left Center Midfield,60,Chennaiyin,7290,['7a4095ab-7496-4ee9-9b86-e63e163f12d1'],20,,Right Foot,,"[120.0, 44.4, 7.0]",,"[{'location': [117.5, 38.9], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.9, 52.6], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.7, 24.3], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.3, 30.5], 'player': {'id': 124749, 'name': 'Sandesh Jhingan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.4, 48.9], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.7, 30.8], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.2, 37.7], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [84.2, 38.1], 'player': {'id': 24303, 'name': 'Joni Ensio Kauko'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.1, 52.7], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.5, 21.5], 'player': {'id': 164499, 'name': 'Rahim Ali'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [77.7, 50.6], 'player': {'id': 164500, 'name': 'Jobby Justin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",06cd1fb7-d315-4847-9541-756e3345eabe,,Off T,,0.025048625,Normal,Open Play,,,,Chennaiyin,7290,00:24:20.860,Shot,
