bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.067959,,,,,,,,,,,,,,,21015d2e-7be6-41f1-bad0-93de6211bb6a,2020,,"[104.2, 39.4]",3825694,57,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Borja González Tomás,6566.0,Left Center Forward,129,Eibar,322,['4ddaab27-60af-4a0d-9683-ccacbec8380a'],22,Right Foot,"[117.7, 41.5, 0.8]",True,"[{'location': [101.6, 46.5], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.6, 39.7], 'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.5, 45.3], 'player': {'id': 6763, 'name': 'Pablo Daniel Piatti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.8, 37.9], 'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 42.9], 'player': {'id': 27480, 'name': 'Lucas Alfonso Orbán Alegre'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.3, 32.4], 'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 16.6], 'player': {'id': 6663, 'name': 'Antonio Barragán Fernández'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.8, 18.4], 'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.2, 38.0], 'player': {'id': 10037, 'name': 'Danilo Barbosa da Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.3, 31.4], 'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.8, 24.3], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",ce6fff6c-2922-425b-b507-5555bc639bb7,,,Saved,,0.13231027,Half Volley,Open Play,,,,Eibar,322,00:12:22.673,Shot,
,,,,,,,,,,,,,,,0.268166,,,,,,,,,,,,,,,8921ffc8-bfbc-4395-8e5d-535eaea0edaa,2230,,"[108.0, 40.0]",3825694,65,,,,,,,,,,,,,,,,,,,,,,,2,Other,Saúl Berjón Pérez,24070.0,Left Midfield,146,Eibar,322,['51bffc9d-5cd2-4211-add0-b3e3aa99b873'],19,Right Foot,"[119.0, 37.1, 1.0]",,"[{'location': [118.3, 40.0], 'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,,Saved,,0.7835,Normal,Penalty,,,,Eibar,322,00:20:19.047,Shot,
,,,,,,,,,,,,,,,0.745878,,,,,,,,,,,,,,,986c4e29-4fa2-4e6e-aa4b-a03b519f58d9,2234,,"[112.6, 43.6]",3825694,65,,,,,,,,,,,,,,,,,,,,,,,2,Other,Borja González Tomás,6566.0,Left Center Forward,146,Eibar,322,"['0251fe77-fa62-4ce6-81d4-aebd8faa38b7', 'b124282a-2588-4da0-8b92-b85d6493f20e']",21,Right Foot,"[120.0, 41.7, 4.2]",True,"[{'location': [111.7, 44.6], 'player': {'id': 6763, 'name': 'Pablo Daniel Piatti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.7, 39.2], 'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 46.1], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.2, 42.9], 'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.7, 41.9], 'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.9, 43.1], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.3, 41.2], 'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 36.5], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [114.0, 38.3], 'player': {'id': 10037, 'name': 'Danilo Barbosa da Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 36.7], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,,Off T,,0.23103563,Half Volley,Open Play,,,,Eibar,322,00:20:21.098,Shot,True
,,,,,,,,,,,,,,,0.40621,,,,,,,,,,,,,,,86c06ff1-6a92-4029-a136-b42169fece31,2247,,"[110.6, 48.3]",3825694,66,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Shkodran Mustafi,3638.0,Right Center Back,148,Valencia,207,"['b2806c55-cfc0-4baa-bc54-919009c20b91', 'd2cf6fb5-1893-453b-af46-be56aff42eaa']",44,Head,"[113.9, 45.9]",,"[{'location': [108.8, 23.3], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.8, 29.2], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.0, 35.8], 'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.5, 35.6], 'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [105.8, 37.8], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.1, 41.1], 'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.1, 41.4], 'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.9, 45.9], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.4, 44.6], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 22.4], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.8, 17.9], 'player': {'id': 6763, 'name': 'Pablo Daniel Piatti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.5, 26.4], 'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.0, 33.2], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.5, 38.5], 'player': {'id': 10037, 'name': 'Danilo Barbosa da Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.2, 44.6], 'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",df819462-c9aa-44c0-b5a8-dfc7759374d2,,,Blocked,,0.07029661,Diving Header,Open Play,,,,Valencia,207,00:21:44.000,Shot,
,,,,,,,,,,,,,,,0.159643,,,,,,,,,,,,,,,7cfa7a7d-2566-46f7-a87f-6fcb86d4f287,2422,,"[90.4, 53.6]",3825694,71,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Enrich Ametller,6700.0,Right Center Forward,157,Eibar,322,"['0066a13b-3897-457a-9037-d241baf84f8c', 'c3f1a595-9ec3-46b8-bf6f-59bca8bda2aa']",39,Right Foot,"[94.6, 52.1]",True,"[{'location': [115.3, 41.4], 'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 51.9], 'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.6, 56.0], 'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 35.2], 'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.8, 46.1], 'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 39.0], 'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 40.6], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.2, 29.7], 'player': {'id': 6663, 'name': 'Antonio Barragán Fernández'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Blocked,,0.013371909,Half Volley,Open Play,,,,Eibar,322,00:26:39.271,Shot,
,,,,,,,,,,,,,,,0.672245,,,,,,,,,,,,,,,d58d24a8-5025-4ca8-8710-40728a3076ea,2526,,"[96.6, 49.5]",3825694,74,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Ander Capa Rodríguez,6699.0,Right Back,165,Eibar,322,['0e4ddd5f-bede-4622-a3b9-e8604180a046'],43,Right Foot,"[116.6, 40.3, 1.6]",,"[{'location': [99.7, 60.3], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.9, 50.6], 'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 41.7], 'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.1, 46.0], 'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.8, 46.5], 'player': {'id': 6663, 'name': 'Antonio Barragán Fernández'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.4, 33.2], 'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.0, 17.9], 'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",2077fbf5-8e93-4908-9c3f-2ebee5a66e0d,,,Saved,,0.053271655,Normal,Open Play,,,,Eibar,322,00:29:43.378,Shot,
,,,,,,,,,,,,,,,2.207171,,,,,,,,,,,,,,,d66ef80b-c734-47d0-88e0-44fd737d3f3a,2864,,"[105.8, 44.0]",3825694,84,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,André Filipe Tavares Gomes,10802.0,Right Center Midfield,187,Valencia,207,['b0c1836a-e811-401f-bd4e-e3340a1d21f6'],25,Right Foot,"[120.0, 38.7, 0.2]",,"[{'location': [100.3, 37.8], 'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.9, 40.4], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 41.5], 'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 39.6], 'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.9, 43.5], 'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [105.8, 43.6], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.3, 41.7], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.5, 33.4], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.2, 34.2], 'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.1, 41.3], 'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8a649920-12a8-4069-8c35-7ba6bbb50ad7,,,Goal,,0.21125627,Normal,Open Play,,,,Valencia,207,00:39:25.652,Shot,
,,,,,,,,,,,,,,,1.930442,,,,,,,,,,,,,,,be84283a-3918-427f-b6cb-14dec9e0b81e,2892,,"[93.1, 42.7]",3825694,85,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Takashi Inui,5687.0,Left Midfield,191,Eibar,322,['6e885402-ae85-45ef-8ab2-8ad426ae7d3e'],52,Right Foot,"[116.9, 46.3]",True,"[{'location': [90.8, 38.7], 'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.5, 40.1], 'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 48.9], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [86.5, 45.2], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [91.8, 47.5], 'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.3, 55.5], 'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.7, 39.9], 'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 47.6], 'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.8, 51.5], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.0, 43.4], 'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",d1b6bc9c-afc4-4df7-acc7-466582395a50,,,Wayward,,0.027441999,Half Volley,Open Play,,,,Eibar,322,00:40:52.221,Shot,
,,,,,,,,,,,,,,,1.623183,,,,,,,,,,,,,,,cdc97bc6-de7e-4346-95fd-424b93c68345,2960,,"[97.0, 5.5]",3825694,89,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Álvaro Negredo Sánchez,20542.0,Right Center Forward,200,Valencia,207,['53582f55-10ee-41b5-913e-738178acd5fe'],39,Left Foot,"[120.0, 41.6, 7.4]",True,"[{'location': [77.7, 29.6], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.6, 15.9], 'player': {'id': 6763, 'name': 'Pablo Daniel Piatti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [81.7, 31.5], 'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [78.6, 10.8], 'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [113.5, 36.2], 'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.9, 7.6], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.3, 16.1], 'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.2, 5.3], 'player': {'id': 9403, 'name': 'Izet Hajrović'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [87.1, 14.3], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.9, 33.8], 'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.4, 29.0], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.1, 45.8], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",a5af86da-2ed3-48c4-a75a-1148e3da69bf,,,Off T,,0.005491652,Half Volley,Open Play,,,,Valencia,207,00:44:39.450,Shot,
,,,,,,,,,,,,,,,1.216255,,,,,,,,,,,,,,,ac249e6e-2c06-4466-aeda-d73aef57dba8,3031,,"[90.2, 39.9]",3825694,92,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Francisco Alcácer García,6402.0,Left Center Forward,205,Valencia,207,['c91cb59b-a854-4f63-8399-82c6fd6225e1'],59,Right Foot,"[120.0, 34.7, 1.0]",,"[{'location': [102.1, 49.9], 'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.8, 30.1], 'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.8, 31.8], 'player': {'id': 9403, 'name': 'Izet Hajrović'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.8, 40.0], 'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 45.0], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.6, 47.0], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.8, 39.0], 'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 41.6], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [100.9, 40.6], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 39.8], 'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [101.9, 36.7], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.9, 43.5], 'player': {'id': 6763, 'name': 'Pablo Daniel Piatti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.2, 40.8], 'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.8, 41.8], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.0, 44.6], 'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,,Off T,,0.03493221,Normal,Free Kick,,,,Valencia,207,00:47:59.533,Shot,
