50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.375431,,,,,,,,,,,,,98d81520-b1c7-4559-8ff6-551a385349ff,1124,,"[92.1, 42.1]",3879802,23,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mato Jajalo,30735.0,Center Defensive Midfield,55,Palermo,2256,"['48d9df7c-656b-4ea6-9a4a-5bd46e96883c', '993f996f-4b0f-4cae-9b61-d62160beef76']",54,,Right Foot,"[120.0, 45.8, 4.4]",True,"[{'location': [118.4, 39.9], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 35.4], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.8, 35.5], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 40.3], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 43.6], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 42.5], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 36.8], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.5, 29.9], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.3, 44.9], 'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [93.6, 59.3], 'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [93.4, 44.1], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.4, 28.0], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.6, 42.5], 'player': {'id': 5662, 'name': 'Thiago Rangel Cionek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.1, 33.8], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [97.8, 35.2], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.2, 34.3], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.6, 56.8], 'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [89.5, 52.8], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Off T,0.017157359,Volley,Open Play,,,,Palermo,2256,00:23:54.092,Shot,True
,,,,,,,,,,,,,,,,0.395396,,,,,,,,,,,,,2c078dc2-6ede-4794-b8c9-ee7215274ae4,1268,,"[113.8, 36.8]",3879802,26,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alberto Gilardino,38389.0,Left Center Forward,64,Palermo,2256,['41f1a683-75b4-42dd-8214-0f2dfc43fe7f'],48,,Right Foot,"[120.0, 36.9, 0.3]",,"[{'location': [110.3, 34.9], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.8, 38.3], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 41.7], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 53.1], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.4, 37.6], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.8, 43.5], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.7, 57.4], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",bb84a71d-efd9-4979-97ab-6c497a4354eb,,Goal,0.6974321,Normal,Open Play,,,,Palermo,2256,00:26:48.133,Shot,
,,,,,,,,,,,,,,,,1.000421,,,,,,,,,,,,,88115a85-c52e-4e0a-933e-6dce19d4007d,1494,,"[109.3, 38.3]",3879802,33,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Riccardo Meggiorini,11643.0,Right Center Forward,78,Chievo,231,"['29f97581-593c-4f36-a65a-73940d5f36bf', 'b3929779-6404-4333-acc3-b6004545f6c9']",4,True,Head,"[120.0, 35.2, 2.3]",,"[{'location': [111.0, 48.0], 'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.3, 40.3], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 46.4], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 46.7], 'player': {'id': 5662, 'name': 'Thiago Rangel Cionek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.4, 37.9], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",e090790d-426f-4f45-b4f8-4771fa91fc96,,Off T,0.08459142,Normal,Open Play,,,,Chievo,231,00:33:04.721,Shot,True
,,,,,,,,,,,,,,,,0.118731,,,,,,,,,,,,,38ec9711-241d-4063-9618-27e45f85334c,1529,,"[107.0, 26.5]",3879802,34,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Antonio Floro Flores,27110.0,Left Center Forward,81,Chievo,231,"['92864be6-5850-4a13-a62b-10491aa03016', 'febec5ce-9033-4a21-83fd-b7dbfaf29530']",17,,Right Foot,"[107.8, 27.2]",,"[{'location': [117.7, 37.4], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 44.2], 'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.4, 24.4], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.6, 46.2], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.2, 35.1], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 38.2], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 28.5], 'player': {'id': 5662, 'name': 'Thiago Rangel Cionek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.6, 28.1], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 21.7], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.5, 43.1], 'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.3, 46.0], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.8, 35.2], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.5, 15.3], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.4, 26.9], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",6a73feea-610e-4d2b-b48d-42762f5bbdb2,,Blocked,0.036418743,Normal,Open Play,,,,Chievo,231,00:34:17.082,Shot,
,,,,,,,,,,,,,,,,1.277913,,,,,,,,,,,,,e1e78a72-3b78-416c-b70f-d323dd1de3d4,1711,,"[91.3, 32.7]",3879802,39,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Valter Birsa,7045.0,Center Attacking Midfield,91,Chievo,231,['6c3ea57e-9093-4690-b2b5-d49d201e846d'],5,,Right Foot,"[120.0, 45.9, 7.2]",,"[{'location': [117.4, 38.9], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.2, 27.9], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [99.3, 55.0], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.8, 34.8], 'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.3, 32.3], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [92.7, 24.5], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.6, 40.7], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.4, 34.7], 'player': {'id': 5662, 'name': 'Thiago Rangel Cionek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.4, 26.5], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.2, 36.8], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.1, 42.8], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.1, 27.1], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.7, 45.8], 'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.4, 27.6], 'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Off T,0.016208488,Half Volley,Open Play,,,,Chievo,231,00:39:05.570,Shot,
,,,,,,,,,,,,,,,,0.985087,,,,,,,,,,,,,0e51e5c4-1c66-40c3-b5ab-734b0740c38c,2209,,"[110.6, 39.2]",3879802,52,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nicola Rigoni,7041.0,Left Center Midfield,122,Chievo,231,"['0812bf0d-4e71-4614-aad6-f821c9f004b8', 'd1d5e385-bb14-4912-b686-830d485309ce']",10,True,Head,"[120.0, 36.8, 1.3]",,"[{'location': [117.6, 40.9], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 63.0], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.6, 44.6], 'player': {'id': 5662, 'name': 'Thiago Rangel Cionek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 48.3], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.4, 65.5], 'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.7, 39.0], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.8, 50.8], 'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.1, 56.5], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.9, 58.7], 'player': {'id': 27110, 'name': 'Antonio Floro Flores'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.6, 47.3], 'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.5, 59.8], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.9, 51.4], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",7a1fd560-b21a-4fab-bef5-eef1dc701497,,Goal,0.115473494,Normal,Open Play,,,,Chievo,231,00:07:10.977,Shot,True
,,,,,,,,,,,,,,,,0.870895,,,,,,,,,,,,,cc663a62-9dcd-4913-8797-8df02c477b0b,2569,,"[99.6, 19.1]",3879802,62,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Achraf Lazaar,10032.0,Left Back,143,Palermo,2256,['9766c86b-9ec1-4d6a-9378-baadb0af3023'],4,,Left Foot,"[116.8, 36.2, 0.0]",,"[{'location': [103.0, 44.1], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.3, 36.7], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.4, 50.4], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 43.8], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 39.0], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 32.7], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.2, 23.0], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.7, 42.0], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.4, 41.3], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",acc528e3-f80e-4efa-bc47-43761ea1d695,,Saved,0.00928639,Normal,Open Play,,,,Palermo,2256,00:17:04.343,Shot,
,,,,,,,,,,,,,,,,1.04227,,,,,,,,,,,,,3b435e86-e269-4383-bf69-2dcc62e941d5,2990,,"[94.3, 54.0]",3879802,73,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Valter Birsa,7045.0,Center Attacking Midfield,168,Chievo,231,['849e5812-4f87-465b-9fbb-789163d33d41'],29,,Left Foot,"[120.0, 43.2, 0.7]",,"[{'location': [118.9, 38.6], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 44.1], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.5, 42.5], 'player': {'id': 5662, 'name': 'Thiago Rangel Cionek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 36.2], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.9, 38.0], 'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.7, 45.9], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 47.1], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.9, 48.9], 'player': {'id': 25954, 'name': 'Enzo Maresca'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 49.7], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.9, 50.7], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.7, 38.1], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.2, 35.9], 'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 44.2], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.7, 47.5], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.8, 46.8], 'player': {'id': 7043, 'name': 'Roberto Inglese'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Goal,0.042895198,Normal,Free Kick,,,,Chievo,231,00:28:29.622,Shot,
,,,,,,,,,,,,,,,,0.953042,,,,,,,,,,,,,0133fdfa-5e84-4aa2-ad81-165926a78f10,3026,,"[101.6, 32.9]",3879802,74,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Franco Damián Vázquez,6719.0,Right Center Forward,171,Palermo,2256,"['502c703d-ef82-4fc3-9d34-d8dc39045a9f', 'f41b2a33-66d4-4a47-a7ee-3871e148f8e9']",58,,Right Foot,"[115.5, 41.2, 0.0]",,"[{'location': [95.5, 33.9], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.8, 23.9], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.3, 41.1], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.1, 22.9], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 32.4], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 28.4], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.1, 34.2], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.7, 39.2], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 42.6], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.1, 26.2], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.5, 15.1], 'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.2, 20.9], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",7667dbdc-a2f1-4109-ad23-037d5c3f23ee,,Saved,0.094109036,Normal,Open Play,,,,Palermo,2256,00:29:58.269,Shot,True
,,,,,,,,,,,,,,,,1.435281,,,,,,,,,,,,,0a089079-a7e0-45f1-b5b6-375f6dde0791,3160,,"[97.8, 34.7]",3879802,79,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Enzo Maresca,25954.0,Center Defensive Midfield,181,Palermo,2256,['ca6bb013-ddb4-4319-baaf-de34ff4c4130'],0,,Left Foot,"[118.0, 42.6, 1.3]",True,"[{'location': [106.8, 21.7], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.6, 43.7], 'player': {'id': 386657, 'name': 'Giampiero Pinzi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.6, 46.0], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.9, 37.9], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 34.6], 'player': {'id': 8278, 'name': 'Nicolás Federico Spolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.6, 23.3], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.5, 37.9], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.3, 25.3], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.3, 40.4], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 50.9], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 41.7], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.0, 30.4], 'player': {'id': 32722, 'name': 'Norbert Sándor Balogh'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.0, 37.8], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.4, 23.8], 'player': {'id': 30735, 'name': 'Mato Jajalo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Saved,0.036900084,Volley,Open Play,,,,Palermo,2256,00:34:00.704,Shot,
