50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.496295,,,,,,,,,,6bcedcc6-7705-4d97-b362-8a6d319e16d7,169,,"[84.1, 46.9]",3775604,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Georgia Stanway,4643.0,Right Back,7,Manchester City WFC,746,['c70c3094-9fe9-4621-a335-fbff2cef9465'],50,,Right Foot,"[120.0, 38.3, 2.8]",True,"[{'location': [118.0, 39.6], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.4, 43.6], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [78.8, 54.3], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [79.6, 50.5], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [78.5, 27.9], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.8, 50.4], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 39.6], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.1, 27.0], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [75.6, 69.9], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [73.8, 26.7], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [75.4, 24.1], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [82.8, 51.3], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.6, 58.2], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Post,0.008554504,Normal,Open Play,,,,Manchester City WFC,746,00:02:50.038,Shot,
,,,,,,,,,,,,,,,,,1.133251,,,,,,,,,,d895e7df-12bc-4bd2-85fa-a1117cba5dd6,349,,"[101.6, 28.9]",3775604,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Janine Elizabeth Beckie,4992.0,Left Wing,14,Manchester City WFC,746,['5d42f5a0-744e-4923-bef5-cb8e4cb18cd2'],42,,Right Foot,"[120.0, 34.6, 0.5]",,"[{'location': [96.6, 39.9], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.2, 49.4], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.7, 38.9], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.4, 38.7], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.4, 20.2], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 48.3], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 36.7], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.9, 30.3], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.1, 26.1], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",208135fd-127f-4963-b2fc-5b55a9b46e84,,Off T,0.080004916,Normal,Open Play,,,,Manchester City WFC,746,00:06:42.579,Shot,
,,,,,,,,,,,,,,,,,0.71628,,,,,,,,,,d2ce4ff6-fda8-40cc-bfd9-0f7c2abe0133,382,,"[114.9, 36.2]",3775604,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Abby Dahlkemper,5081.0,Left Center Back,17,Manchester City WFC,746,"['2f691558-4795-4d85-82d0-831c2cc66728', '74573fbf-a57d-4031-8f8e-311ee1cfd7d4']",7,True,Head,"[120.0, 33.6, 1.3]",,"[{'location': [113.4, 44.0], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.5, 34.2], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.5, 37.9], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 40.8], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 41.4], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 38.0], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.5, 36.6], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.3, 34.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.8, 43.0], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.9, 39.5], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",1ed69553-c662-4c16-bfc2-4e80b5384e1a,True,Off T,0.2839146,Normal,Open Play,,,,Manchester City WFC,746,00:08:07.571,Shot,True
,,,,,,,,,,,,,,,,,0.432561,,,,,,,,,,8f44416e-aa54-42d9-904a-345c327d8ccc,884,,"[113.5, 44.5]",3775604,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ellen White,10180.0,Center Forward,39,Manchester City WFC,746,"['0dd2f8b4-7361-436d-9e60-76e19c956d1c', 'e17972d8-ee4c-45b5-94be-3002908b64be']",6,,Right Foot,"[120.0, 44.6, 1.1]",True,"[{'location': [118.9, 51.1], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.7, 34.6], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.3, 43.2], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.9, 31.8], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.8, 47.4], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.4, 52.4], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 46.1], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 43.5], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.1, 37.4], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.2, 42.3], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",4064b49e-a98b-4876-bd0b-aa787ff76d3b,,Off T,0.106338985,Normal,Open Play,,,,Manchester City WFC,746,00:20:06.650,Shot,True
,,,,,,,,,,,,,,,,,0.974796,,,,,,,,,,3d7ccfae-c468-473d-a19b-74073bbfe06c,1661,,"[107.6, 32.2]",3775604,37,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Janine Elizabeth Beckie,4992.0,Left Wing,74,Manchester City WFC,746,"['551f9bc2-11f0-457d-aa9e-cc87bd9042f8', '734d60fd-c16e-418b-9ea0-30e4a500b300']",23,,Right Foot,"[120.0, 43.6, 0.4]",True,"[{'location': [102.2, 42.5], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.4, 37.4], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 32.2], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 34.1], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",ac99f838-ddad-4d2b-996f-d9ea62736a99,,Goal,0.31964445,Normal,Open Play,,,,Manchester City WFC,746,00:37:23.062,Shot,True
,,,,,,,,,,,,,,,,,0.793454,,,,,,,,,,05219688-d7b5-4b39-9d28-f77087361193,1715,,"[99.3, 38.2]",3775604,38,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Center Midfield,76,Manchester City WFC,746,"['65ecd8ea-da6f-41d3-b70e-ed8a5a067df3', 'c41c4670-eeca-464b-bf54-a316e8ae3b64']",50,,Right Foot,"[117.8, 39.5, 1.6]",,"[{'location': [102.0, 39.1], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 38.7], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.8, 21.9], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.0, 42.8], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.1, 39.4], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 51.9], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 36.4], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 37.7], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 29.9], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 39.6], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 55.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",46333c59-7e76-4229-919f-4646556d2802,,Saved,0.04915131,Normal,Open Play,,,,Manchester City WFC,746,00:38:50.928,Shot,True
,,,,,,,,,,,,,,,,,0.06329,,,,,,,,,,ad89ad10-01d9-4948-af30-1ae8d97fe76f,2057,,"[112.8, 35.0]",3775604,46,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ellen White,10180.0,Center Forward,109,Manchester City WFC,746,"['8951a301-3718-4ad1-9941-19aceae4babe', 'ee8dc954-1a64-4f05-8ed6-0cd0dacf30fc']",3,,Head,"[114.2, 35.0]",,"[{'location': [98.2, 18.7], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.2, 24.4], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.4, 36.5], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 39.9], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 44.1], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 40.9], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 32.9], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.3, 34.8], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 22.4], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.0, 25.6], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 43.7], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.9, 41.1], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",e4a559e0-b151-4b22-8866-d4dcc6c924f0,,Blocked,0.16444233,Normal,Open Play,,,,Manchester City WFC,746,00:46:03.703,Shot,
,,,,,,,,,,,,,,,,,0.861679,,,,,,,,,,ee6b3582-63d6-4b17-b624-de90e646f997,2113,,"[106.2, 29.8]",3775604,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Caroline Weir,10188.0,Left Center Midfield,112,Manchester City WFC,746,"['1ece2519-47f3-488e-8a22-d5180f927248', '2d42d4a4-f00b-4e65-b4b0-e23f58e842f2', 'b5a340ad-9b85-40bc-8ce9-c633562a8836']",4,,Left Foot,"[117.3, 40.6]",True,"[{'location': [102.3, 39.8], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.7, 41.0], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.9, 38.7], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.9, 36.2], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 42.8], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 33.6], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.2, 29.5], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.1, 36.8], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.4, 34.7], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.0, 30.6], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.8, 37.6], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 43.3], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.3, 40.4], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.3, 38.8], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.3, 33.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.6, 37.9], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.7, 27.8], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [95.1, 42.5], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,,Blocked,0.040773656,Half Volley,Open Play,,,,Manchester City WFC,746,00:01:04.899,Shot,True
,,,,,,,,,,,,,,,,,0.14053,,,,,,,,,,659151ed-3b18-499f-ad68-2ec24089bcd1,2119,,"[114.3, 38.9]",3775604,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Janine Elizabeth Beckie,4992.0,Left Wing,112,Manchester City WFC,746,"['4ca2aa21-0dcf-4a9b-8f27-5dae8ceceff4', 'bf00f341-1e05-4873-b55f-fac7e6a3896e']",6,,Right Foot,"[116.5, 38.4]",,"[{'location': [109.8, 35.8], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.0, 38.4], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 37.8], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.8, 34.5], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 32.8], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.7, 30.4], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.9, 36.0], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 29.8], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.3, 41.1], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 43.5], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.0, 35.8], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.4, 38.1], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [118.7, 38.6], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.0, 41.4], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Blocked,0.27143356,Half Volley,Open Play,,,,Manchester City WFC,746,00:01:06.820,Shot,
,,,,,,,,,,,,,,,,,1.841382,,,,,,,,,,b8eb5e7d-8ef3-4f58-81ea-64c97202f289,2147,,"[108.2, 38.8]",3775604,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samantha June Mewis,5087.0,Right Center Midfield,114,Manchester City WFC,746,"['81d81c95-0828-425e-9f31-502eb36146a0', 'e7711eb2-663d-4da9-95cf-21ad5181b68f']",16,,Right Foot,"[120.0, 23.4, 5.4]",True,"[{'location': [98.5, 52.3], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.5, 46.7], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.0, 38.2], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 30.1], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.3, 39.9], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.7, 36.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.6, 30.6], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.4, 26.2], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.2, 20.8], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.4, 42.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.2, 31.7], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.7, 38.2], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.7, 28.3], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",ba6a9550-c4cb-445b-a0eb-d0629f9af76f,,Off T,0.08902221,Half Volley,Open Play,,,,Manchester City WFC,746,00:02:16.956,Shot,True
