ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.812073,,,,,,,,,,,,,0a58e0b6-a827-4406-acc1-c9b5816c30ff,114,,,"[110.2, 30.6]",3835320,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ada Stolsmo Hegerberg,10385.0,Center Forward,9,Norway Women's,852,['3b3f7a3d-1605-4d07-b180-660f26ae1945'],17,Left Foot,"[120.0, 33.3, 6.3]",,"[{'location': [116.7, 35.2], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.6, 16.8], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.0, 39.2], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.5, 31.8], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.2, 26.8], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 26.8], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",5be56240-dcad-4fe3-903e-f8a7a6ac836f,,Off T,0.15273613,Half Volley,Open Play,,,,Norway Women's,852,00:03:17.397,Shot,
,,,,,,,,,,,,,,1.902534,,,,,,,,,,,,,c7082141-2286-4a14-bec5-6dee281df3da,211,,,"[108.5, 35.7]",3835320,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Guro Reiten,10514.0,Left Wing,14,Norway Women's,852,['f66210db-abf2-466f-a39d-053022fdded5'],17,Head,"[120.0, 46.1, 6.4]",,"[{'location': [92.3, 43.5], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [90.7, 21.7], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [88.7, 28.6], 'player': {'id': 45371, 'name': 'Lauren Wade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.6, 56.8], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 44.7], 'player': {'id': 276297, 'name': 'Nadine Caldwell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.4, 55.3], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.4, 53.7], 'player': {'id': 276299, 'name': 'Demi Vance'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.5, 57.7], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 38.0], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 34.5], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.5, 39.3], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.1, 62.0], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.9, 60.6], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.9, 37.7], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",2872f546-6285-47f5-9949-ebe0290ef87b,,Off T,0.09134048,Normal,Open Play,,,,Norway Women's,852,00:06:17.465,Shot,
,,,,,,,,,,,,,,0.177603,,,,,,,,,,,,,a48c95da-38d3-4a62-acfd-10ef6a5985fe,309,,,"[89.3, 39.2]",3835320,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Frida Maanum,10516.0,Right Defensive Midfield,17,Norway Women's,852,"['439ca8f4-ca67-46cd-b758-35c490fe92f5', 'fe8ce2af-c37b-42c1-acb1-f799dc44730d']",1,Right Foot,"[93.7, 39.7]",,"[{'location': [83.8, 37.6], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [89.8, 42.1], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 58.8], 'player': {'id': 276299, 'name': 'Demi Vance'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.4, 49.6], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 42.6], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.7, 39.2], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.4, 39.5], 'player': {'id': 276297, 'name': 'Nadine Caldwell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 37.6], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 28.6], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [84.4, 34.9], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [93.2, 52.6], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.2, 48.8], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.4, 44.9], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.2, 41.4], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",7e169ee1-508e-4cf5-8762-6843b5a6952b,,Blocked,0.023289055,Normal,Open Play,,,,Norway Women's,852,00:08:01.695,Shot,
,,,,,,,,,,,,,,0.764215,,,,,,,,,,,,,b32eba42-786f-4703-8cd4-4ef701ed0f5e,346,,,"[106.7, 27.7]",3835320,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Julie Blakstad,191851.0,Left Back,22,Norway Women's,852,['2aa817a0-0b8f-491c-b1ca-b8674931cf3f'],21,Left Foot,"[120.0, 37.0, 0.0]",,"[{'location': [102.0, 52.1], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.3, 45.1], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.1, 37.5], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.5, 40.1], 'player': {'id': 276297, 'name': 'Nadine Caldwell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 46.1], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.4, 48.4], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 37.4], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.3, 35.9], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 28.5], 'player': {'id': 45371, 'name': 'Lauren Wade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",824653ea-9114-4d7d-8153-86257a2a4528,,Goal,0.120957196,Normal,Open Play,,,,Norway Women's,852,00:09:21.989,Shot,
,,,,,,,,,,,,,,1.57241,,,,,,,,,,,,,3ef2b2cd-fe34-4544-adbe-337acd8353b8,375,,,"[87.1, 39.6]",3835320,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rachel Furness,15706.0,Center Forward,25,Norway Women's,852,['a52e15a7-4b52-41da-8072-40e34437cab8'],14,Left Foot,"[120.0, 34.9, 3.8]",,"[{'location': [81.7, 44.9], 'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [70.7, 35.5], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [68.7, 58.5], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [87.7, 19.2], 'player': {'id': 10390, 'name': 'Anja Sønstevold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.5, 40.3], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.4, 42.5], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.9, 48.0], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.7, 54.7], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.9, 40.0], 'player': {'id': 276302, 'name': 'Guro Pettersen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [72.8, 64.0], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [70.5, 49.9], 'player': {'id': 276297, 'name': 'Nadine Caldwell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [77.9, 47.4], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [85.2, 43.3], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [87.5, 52.1], 'player': {'id': 45371, 'name': 'Lauren Wade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Off T,0.020758733,Normal,Open Play,,,,Northern Ireland,2457,00:11:14.311,Shot,
,,,,,,,,,,,,,,1.100764,,,,,,,,,,,,,3d0887ce-4dd6-4039-91d6-1a58a40411ac,401,,,"[94.1, 47.1]",3835320,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Frida Maanum,10516.0,Right Defensive Midfield,27,Norway Women's,852,['5369a191-2e46-42fe-823f-365ff23c051e'],6,Left Foot,"[118.1, 37.4, 1.1]",,"[{'location': [91.8, 56.9], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.1, 63.1], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.3, 50.3], 'player': {'id': 276297, 'name': 'Nadine Caldwell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 59.0], 'player': {'id': 276299, 'name': 'Demi Vance'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.6, 55.4], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.3, 32.3], 'player': {'id': 45371, 'name': 'Lauren Wade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.5, 40.1], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 43.0], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.1, 35.2], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.0, 38.5], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.4, 36.6], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.8, 72.4], 'player': {'id': 10390, 'name': 'Anja Sønstevold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.9, 57.3], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 36.9], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.6, 68.6], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.4, 30.6], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",3b88219e-3faf-4a98-9142-d27bdfe6ec42,,Saved,0.040226307,Normal,Open Play,,,,Norway Women's,852,00:12:06.560,Shot,
,,,,,,,,,,,,,,1.214308,,,,,,,,,,,,,05f88940-1ed0-4c51-a6f5-5c224137e46e,411,,,"[107.9, 36.3]",3835320,12,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frida Maanum,10516.0,Right Defensive Midfield,30,Norway Women's,852,['34e6bd58-d45f-428a-98cd-653555e88401'],27,Right Foot,"[120.0, 37.8, 0.0]",True,"[{'location': [105.9, 25.7], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.4, 35.4], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [91.0, 14.0], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [114.8, 42.3], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 28.6], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 31.7], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 43.6], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",44a50b9c-7a54-48dd-b7b4-485c7e7eb114,,Goal,0.63622487,Normal,Open Play,,,,Norway Women's,852,00:12:27.554,Shot,
,,,,,,,,,,,,,,0.561894,,,,,,,,,,,,,e68ed402-f407-4ebb-b213-4a7732c42423,556,,,"[110.9, 41.0]",3835320,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Maria Thorisdottir,4636.0,Left Center Back,39,Norway Women's,852,"['784f0195-720f-40bf-97c4-54905b58d6b6', 'b36c82a7-1482-457b-9b4d-0707642b8137']",32,Right Foot,"[114.8, 43.8]",True,"[{'location': [109.1, 47.4], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.5, 49.8], 'player': {'id': 276299, 'name': 'Demi Vance'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.7, 55.2], 'player': {'id': 45371, 'name': 'Lauren Wade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.1, 59.1], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.6, 51.8], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.7, 45.6], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.4, 57.4], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.5, 44.0], 'player': {'id': 276297, 'name': 'Nadine Caldwell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 42.2], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [114.6, 40.6], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 33.4], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.1, 39.6], 'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.8, 32.2], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.8, 41.3], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 44.6], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.8, 41.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",8acc86c8-a041-4862-8ea7-abeaf18add89,,Blocked,0.111834064,Half Volley,Open Play,,,,Norway Women's,852,00:17:32.175,Shot,
,,,,,,,,,,,,,,0.127726,,,,,,,,,,,,,a38dbe2f-e659-40ed-85db-328b89df4f84,685,,,"[110.3, 33.0]",3835320,21,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Amalie Vevle Eikeland,26570.0,Right Wing,47,Norway Women's,852,['f28843b9-cf07-4322-b989-ee5aee35707f'],13,Right Foot,"[112.5, 33.9, 0.7]",True,"[{'location': [108.0, 48.2], 'player': {'id': 276299, 'name': 'Demi Vance'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.7, 34.5], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [97.0, 27.2], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 34.5], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 28.3], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 28.9], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.4, 34.6], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.5, 30.7], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.9, 14.0], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.8, 34.5], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",69716bf6-0a07-4d32-badc-c8d79deb9e0d,,Saved,0.21599093,Normal,Open Play,,,,Norway Women's,852,00:21:13.386,Shot,
,,,,,,,,,,,,,,1.012849,,,,,,,,,,,,,e86d9ad7-af3e-4fcb-8c76-229e93a65bee,787,,,"[92.6, 37.5]",3835320,23,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frida Maanum,10516.0,Right Defensive Midfield,50,Norway Women's,852,['616e514e-5686-42bf-88a3-df689965fc3d'],2,Right Foot,"[118.3, 36.4, 0.3]",,"[{'location': [80.0, 12.2], 'player': {'id': 45371, 'name': 'Lauren Wade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.9, 45.5], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.2, 48.0], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.5, 24.4], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [87.1, 19.7], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.5, 37.5], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 27.9], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.2, 38.8], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [92.8, 39.5], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.4, 48.2], 'player': {'id': 276299, 'name': 'Demi Vance'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.8, 42.3], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.7, 33.2], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.5, 36.2], 'player': {'id': 276297, 'name': 'Nadine Caldwell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.4, 28.9], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.3, 27.6], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 24.2], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.5, 40.3], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",fa89b05f-9f82-45ae-a3e6-5af74e9f7da5,,Saved,0.03347694,Normal,Open Play,,,,Norway Women's,852,00:23:02.924,Shot,
