ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.354998,,,,,,,,,,,,,bf6a6953-fafc-4dd4-8a1e-5fdb30f8a3ea,802,,,"[116.6, 48.5]",3835320,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ada Stolsmo Hegerberg,10385.0,Center Forward,51,Norway Women's,852,['36acadf9-42e0-4a15-89a4-62d222d7a29a'],5,Head,"[120.0, 32.9, 0.3]",,"[{'location': [101.7, 33.0], 'player': {'id': 276297, 'name': 'Nadine Caldwell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.5, 22.2], 'player': {'id': 45371, 'name': 'Lauren Wade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.4, 30.3], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [115.7, 50.7], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.3, 38.5], 'player': {'id': 276299, 'name': 'Demi Vance'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [114.0, 42.2], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.9, 39.5], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 24.0], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 50.3], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [99.4, 40.1], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.0, 44.7], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.8, 42.1], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.9, 39.0], 'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.1, 34.3], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.6, 40.6], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.2, 12.6], 'player': {'id': 10386, 'name': 'Caroline Graham Hansen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [95.7, 16.6], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",3e1d23c1-ff58-4d86-8035-a3b541c7efa4,True,Off T,0.12013167,Normal,Open Play,,,,Norway Women's,852,00:24:05.071,Shot,
,,,,,,,,,,,,,,0.970624,,,,,,,,,,,,,955177cc-d054-40f0-8ccf-493a556ff250,870,,,"[99.6, 50.7]",3835320,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lauren Wade,45371.0,Right Wing,54,Northern Ireland,2457,['6f81af9b-a378-4ee2-8720-739c74a968b2'],12,Left Foot,"[120.0, 46.5, 0.0]",,"[{'location': [98.2, 45.4], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 35.3], 'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.5, 30.1], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.7, 36.6], 'player': {'id': 10390, 'name': 'Anja Sønstevold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.4, 38.9], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 49.2], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 52.2], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.5, 42.6], 'player': {'id': 276302, 'name': 'Guro Pettersen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 37.8], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.4, 27.8], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.6, 46.2], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",3a95eeec-a672-4b65-acc6-6cce492000ec,,Off T,0.03559984,Normal,Open Play,,,,Northern Ireland,2457,00:26:12.123,Shot,
,,,,,,,,,,,,,,0.105489,,,,,,,,,,,,,058f5722-3acc-49a7-9d32-0408b23f5cd1,894,,,"[112.0, 41.1]",3835320,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ada Stolsmo Hegerberg,10385.0,Center Forward,55,Norway Women's,852,"['8d35334f-5d3e-4eb3-8108-a38df139864b', 'c7cf0c4e-9894-4802-88df-24f0e9cf1536']",59,Right Foot,"[114.3, 41.0]",True,"[{'location': [111.0, 45.0], 'player': {'id': 276297, 'name': 'Nadine Caldwell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 47.4], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.6, 54.5], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.9, 46.4], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 61.6], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.3, 47.5], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.7, 38.7], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.3, 42.3], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.6, 40.0], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",0103826f-aed6-4faf-b6e2-33eaeb917516,,Blocked,0.25589296,Half Volley,Open Play,,,,Norway Women's,852,00:26:59.871,Shot,
,,,,,,,,,,,,,,0.743107,,,,,,,,,,,,,d1556958-5628-403b-b382-a04de9d2ce99,899,,,"[108.1, 40.1]",3835320,30,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Caroline Graham Hansen,10386.0,Center Attacking Midfield,57,Norway Women's,852,['ef59d1d5-e39d-4df8-ad69-eb77039d383c'],50,Right Foot,"[120.0, 37.1, 1.6]",,,,,Goal,0.7835,Normal,Penalty,,,,Norway Women's,852,00:30:50.020,Shot,
,,,,,,,,,,,,,,0.66133,,,,,,,,,,,,,a6de95e2-d67d-4c9f-b1f8-7394804a0a07,974,,,"[102.8, 47.5]",3835320,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Lauren Wade,45371.0,Right Wing,62,Northern Ireland,2457,"['14716deb-cedd-486c-8183-0ced7a4322a9', '1cfa85ae-91e3-4480-a7ea-7f824be663d9', 'c108fff4-359a-41eb-9a3e-4859d5d95afd']",31,Left Foot,"[111.1, 42.6]",,"[{'location': [105.6, 42.2], 'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.5, 41.0], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.7, 29.3], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.2, 37.5], 'player': {'id': 10390, 'name': 'Anja Sønstevold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.3, 42.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.3, 46.7], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 48.9], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.9, 40.8], 'player': {'id': 276302, 'name': 'Guro Pettersen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 36.8], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.4, 41.4], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.0, 57.8], 'player': {'id': 276297, 'name': 'Nadine Caldwell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",640d7ff2-feab-42a3-8bc4-3fadc410fb66,,Blocked,0.05668856,Normal,Open Play,,,,Northern Ireland,2457,00:33:31.084,Shot,True
,,,,,,,,,,,,,,0.205798,,,,,,,,,,,,,f3d38823-f776-43eb-aff7-786c16287659,1079,,,"[96.0, 46.3]",3835320,34,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caroline Graham Hansen,10386.0,Center Attacking Midfield,63,Norway Women's,852,"['b17df2fd-494f-4308-a93c-ae8bbbabcf50', 'e6c7009b-8ebf-4f39-a674-f8fb046355ae']",54,Left Foot,"[102.6, 45.3]",,"[{'location': [103.9, 38.7], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.1, 49.3], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 54.9], 'player': {'id': 276299, 'name': 'Demi Vance'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.4, 50.6], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 45.1], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.3, 39.7], 'player': {'id': 276297, 'name': 'Nadine Caldwell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 32.2], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.8, 27.5], 'player': {'id': 45371, 'name': 'Lauren Wade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.0, 40.3], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 53.6], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.4, 38.1], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.4, 32.9], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.2, 28.0], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [85.4, 20.3], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",f2462f5b-b8d8-4135-b0f7-d367125f791f,,Blocked,0.04922256,Normal,Open Play,,,,Norway Women's,852,00:34:54.081,Shot,
,,,,,,,,,,,,,,0.892826,,,,,,,,,,,,,3451d589-eacb-46a5-b2fd-55f1060c87f3,1413,,,"[89.3, 33.6]",3835320,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ada Stolsmo Hegerberg,10385.0,Center Forward,76,Northern Ireland,2457,['8f720c27-61da-4df8-a041-927fa66569da'],28,Right Foot,"[112.7, 35.9, 0.5]",,"[{'location': [90.3, 41.9], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.4, 36.7], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.0, 37.5], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.5, 44.3], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.6, 31.1], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [81.9, 7.9], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.2, 19.7], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [83.8, 32.2], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [79.7, 15.4], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Saved,0.06270923,Normal,Open Play,,,,Norway Women's,852,00:44:28.996,Shot,
,,,,,,,,,,,,,,0.795139,,,,,,,,,,,,,34466abe-a984-48df-9c9c-8e7a0909bb0c,1464,,,"[101.2, 56.1]",3835320,45,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Simone Magill,15559.0,Left Wing,85,Northern Ireland,2457,['36cfcc3e-0068-41a4-81cf-174f2116174f'],23,Right Foot,"[120.0, 45.7, 0.5]",True,"[{'location': [89.0, 48.0], 'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 34.4], 'player': {'id': 10390, 'name': 'Anja Sønstevold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 52.7], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.9, 46.4], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [86.9, 61.9], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.5, 43.4], 'player': {'id': 276302, 'name': 'Guro Pettersen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",be38149b-0f4d-4f4e-a890-dfca3dfe3134,,Off T,0.039762076,Normal,Open Play,,,,Northern Ireland,2457,00:45:23.712,Shot,
,,,,,,,,,,,,,,0.885136,,,,,,,,,,,,,88f08579-c064-4bf0-aade-deb12cda5893,1506,,,"[99.8, 29.3]",3835320,46,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Caroline Graham Hansen,10386.0,Center Attacking Midfield,86,Norway Women's,852,['82f73014-c36f-425f-99cc-495d50a84f50'],51,Right Foot,"[116.3, 40.1, 1.0]",,"[{'location': [99.9, 31.8], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 39.7], 'player': {'id': 276291, 'name': 'Kelsie Burrows'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 43.1], 'player': {'id': 276299, 'name': 'Demi Vance'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.1, 32.4], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.0, 27.6], 'player': {'id': 276297, 'name': 'Nadine Caldwell'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.2, 16.9], 'player': {'id': 45371, 'name': 'Lauren Wade'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 26.6], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.4, 24.0], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [116.8, 38.7], 'player': {'id': 224848, 'name': 'Jacqueline Burns'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.1, 43.0], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.2, 33.6], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.8, 21.3], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.5, 20.4], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",ca23da7f-f043-4bbd-948a-e989659c506c,,Saved,0.05846013,Normal,Open Play,,,,Norway Women's,852,00:46:51.259,Shot,
,,,,,,,,,,,,,,0.756134,,,,,,,,,,,,,8246ee3c-ab6d-4a7c-bdfb-d6d6c866628a,1672,,,"[112.8, 27.9]",3835320,48,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Rachel Furness,15706.0,Center Forward,98,Northern Ireland,2457,['12527337-a2a8-4ded-8dc4-041c82de4fa8'],10,Right Foot,"[114.3, 42.3]",True,"[{'location': [115.8, 33.4], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.7, 41.4], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.2, 39.5], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.6, 38.0], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.7, 37.3], 'player': {'id': 10390, 'name': 'Anja Sønstevold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.3, 37.2], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.7, 30.8], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 31.7], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.6, 34.6], 'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.9, 37.3], 'player': {'id': 276302, 'name': 'Guro Pettersen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 43.5], 'player': {'id': 276298, 'name': 'Julie Nelson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.9, 40.8], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.1, 39.1], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [106.3, 31.1], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.1, 32.2], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",df8abfbe-ebd8-4608-9f03-2dc84849d2e5,,Wayward,0.06280254,Volley,Open Play,,,,Northern Ireland,2457,00:03:10.606,Shot,
,,,,,,,,,,,,,,0.652401,,,,,,,,,,,,,214059dd-3b3e-4532-8689-9dd85ea0e8c2,1675,,,"[113.6, 43.0]",3835320,48,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Julie Nelson,276298.0,Right Center Back,98,Northern Ireland,2457,['e83d8183-64ef-4a23-9ba0-abb78310dcb7'],11,Head,"[120.0, 40.2, 0.2]",,"[{'location': [114.8, 40.5], 'player': {'id': 24374, 'name': 'Ingrid Syrstad Engen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.7, 39.7], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.2, 37.0], 'player': {'id': 10390, 'name': 'Anja Sønstevold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.4, 37.5], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 40.2], 'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.2, 31.2], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.1, 32.3], 'player': {'id': 10385, 'name': 'Ada Stolsmo Hegerberg'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.4, 29.3], 'player': {'id': 191851, 'name': 'Julie Blakstad'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.7, 34.1], 'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.3, 38.4], 'player': {'id': 276302, 'name': 'Guro Pettersen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 32.4], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.1, 33.8], 'player': {'id': 276295, 'name': 'Abbie Magee'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [111.8, 26.5], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.7, 41.5], 'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.9, 39.7], 'player': {'id': 110841, 'name': 'Sarah Cathryn Ann Robson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}]",,,Goal,0.2613665,Normal,Open Play,,,,Northern Ireland,2457,00:03:11.616,Shot,
