50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,17911bde-ca9f-48a8-9b51-8ab50603b866,38,,"[115.0, 34.0]",7581,0,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mathias Jattah-Njie Jørgensen,3027.0,Left Center Back,3,Denmark,776,['6d117862-01dc-427e-956d-677d1ec7fd4d'],57,,Left Foot,"[119.0, 39.7, 0.2]",,"[{'location': [103.0, 34.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 47.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.0, 47.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.0, 45.0], 'player': {'id': 5732, 'name': 'Andreas Evald Cornelius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.0, 45.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.0, 35.0], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.0, 41.0], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 35.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 41.0], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [105.0, 52.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.0, 34.0], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.0, 41.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.0, 36.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [120.0, 38.0], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",46251848-74c7-46ee-893a-82abe61af502,Goal,0.12611686,Normal,Open Play,,,,Denmark,776,00:00:57.320,Shot,
,,,,,,,,,,,,,,0.693,,,,,,,,,,,,,,,38b2e6aa-7a22-4752-9e15-4100cf4f4aba,122,,"[112.0, 36.0]",7581,3,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mario Mandžukić,5472.0,Center Forward,7,Croatia,785,['1832d6b7-a566-44ff-841e-cfdf47ddf2bf'],39,,Right Foot,"[120.0, 36.4, 1.1]",True,"[{'location': [107.0, 34.0], 'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 29.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 64.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.0, 54.0], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.0, 41.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 29.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.0, 43.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.0, 54.0], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [99.0, 50.0], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [117.0, 50.0], 'player': {'id': 6355, 'name': 'Jonas Knudsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 51.0], 'player': {'id': 3027, 'name': 'Mathias Jattah-Njie Jørgensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 42.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,Goal,0.26349646,Normal,Open Play,,,,Croatia,785,00:03:39.880,Shot,
,,,,,,,,,,,,,,0.453,,,,,,,,,,,,,,,1e6d8f0d-1178-44c5-9248-599dea93f6e8,331,,"[101.0, 55.0]",7581,11,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ivan Perišić,5474.0,Left Midfield,17,Croatia,785,"['a15018fe-993c-43cf-a83b-9fe9bc99a414', 'c3b774f4-6ad6-4154-9b7b-3033c07f478b']",34,,Left Foot,"[110.0, 48.0]",,"[{'location': [96.0, 41.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 40.0], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.0, 28.0], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.0, 40.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.0, 44.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 46.0], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 37.0], 'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 44.0], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [110.0, 46.0], 'player': {'id': 6355, 'name': 'Jonas Knudsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 3027, 'name': 'Mathias Jattah-Njie Jørgensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 39.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 52.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.0, 48.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 49.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 50.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 51.0], 'player': {'id': 5732, 'name': 'Andreas Evald Cornelius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Blocked,0.06305066,Normal,Free Kick,,,,Croatia,785,00:11:34.400,Shot,
,,,,,,,,,,,,,,0.373,,,,,,,,,,,,,,,a4800533-0969-4ab4-ae8c-8b072cf3fba5,718,,"[103.0, 24.0]",7581,18,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivan Perišić,5474.0,Left Midfield,29,Croatia,785,"['79403e53-d3b8-4050-bd08-633a28c8c44c', 'ddb61467-9a1d-4904-92d7-e04e22a562a5']",55,,Right Foot,"[105.0, 27.0]",,"[{'location': [113.0, 40.0], 'player': {'id': 6355, 'name': 'Jonas Knudsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.0, 43.0], 'player': {'id': 3027, 'name': 'Mathias Jattah-Njie Jørgensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 29.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.0, 31.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 24.0], 'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 26.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.0, 42.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.0, 59.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.0, 54.0], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",086b1188-4e89-4ed9-8985-8b095fd052db,Blocked,0.030144284,Normal,Open Play,,,,Croatia,785,00:18:55.480,Shot,
,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,d62b48b4-2b15-4149-aa5d-b484c5b33f5a,801,,"[96.0, 37.0]",7581,22,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Secondary Striker,34,Denmark,776,"['4466979c-6770-4643-a532-ea59236303d6', '75c72e49-8e19-44eb-b7c6-6c2ef389b80d']",6,,Right Foot,"[99.0, 36.0]",,"[{'location': [93.0, 34.0], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 48.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 45.0], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [79.0, 26.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.0, 45.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 37.0], 'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 32.0], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 26.0], 'player': {'id': 5732, 'name': 'Andreas Evald Cornelius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 30.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 41.0], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Blocked,0.037469286,Normal,Open Play,,,,Denmark,776,00:22:06.080,Shot,
,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,cd4a18a4-c332-4061-a091-562b336a217a,928,,"[111.0, 50.0]",7581,26,,,,,,,,,,,,,,,,,,,,1,Regular Play,Martin Braithwaite Christensen,4447.0,Left Wing,42,Denmark,776,"['1f8b9aa7-ec37-4092-bd1c-f201712da231', '83f6b0b2-bb31-4e06-a9c2-330832db4ae2']",31,,Right Foot,"[115.0, 40.3, 0.5]",True,"[{'location': [91.0, 52.0], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [92.0, 50.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.0, 53.0], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 56.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 51.0], 'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 56.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 41.0], 'player': {'id': 5732, 'name': 'Andreas Evald Cornelius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 23.0], 'player': {'id': 6355, 'name': 'Jonas Knudsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.0, 26.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.0, 39.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 49.0], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 45.0], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d67593b5-ed22-483e-97d6-857c9e6c9d94,Saved,0.13162047,Normal,Open Play,,,,Denmark,776,00:26:31.840,Shot,True
,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,251f0f38-497a-47a3-aa69-e2c318b50f0e,986,,"[94.0, 32.0]",7581,28,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,46,Croatia,785,['88ec2401-60ab-4ce6-b552-71f15d78fa4a'],19,,Right Foot,"[116.0, 37.8, 2.1]",,"[{'location': [103.0, 24.0], 'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 24.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.0, 38.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.0, 44.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [86.0, 48.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [86.0, 15.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [85.0, 29.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.0, 35.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.0, 50.0], 'player': {'id': 6355, 'name': 'Jonas Knudsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 32.0], 'player': {'id': 3027, 'name': 'Mathias Jattah-Njie Jørgensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 30.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [86.0, 34.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",6afc5a9a-f041-45b3-970e-3c4f62ba49cd,Saved,0.038346656,Normal,Open Play,,,,Croatia,785,00:28:19.000,Shot,
,,,,,,,,,,,,,,0.973,,,,,,,,,,,,,,,77441b90-f5b8-4a50-8888-072753ca2da0,998,,"[110.0, 32.0]",7581,28,,,,,,,,,,,,,,,,,,,,1,From Counter,Ivan Perišić,5474.0,Left Midfield,46,Croatia,785,['d25cb5f6-4055-497a-ae41-d221d30e6a03'],28,,Left Foot,"[113.0, 34.0]",True,"[{'location': [95.0, 34.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.0, 29.0], 'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 31.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 32.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.0, 30.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.0, 27.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.0, 38.0], 'player': {'id': 3027, 'name': 'Mathias Jattah-Njie Jørgensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 45.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.0, 37.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 42.0], 'player': {'id': 6355, 'name': 'Jonas Knudsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 30.0], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [99.0, 51.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.0, 52.0], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.0, 14.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",5aa88c5e-9685-4218-abcb-90f56d6c12ad,Wayward,0.16490108,Half Volley,Open Play,,,,Croatia,785,00:28:28.600,Shot,
,,,,,,,,,,,,,,0.293,,,,,,,,,,,,,,,0dc40e2d-ae9a-48bb-b2e5-0a62a23379cf,1001,,"[111.0, 34.0]",7581,28,,,,,,,,,,,,,,,,,,,,1,From Counter,Ivan Perišić,5474.0,Left Midfield,46,Croatia,785,['99475168-1629-46ed-9043-7890169c5059'],30,,Right Foot,"[120.0, 40.9, 6.4]",True,"[{'location': [96.0, 35.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.0, 28.0], 'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 32.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 29.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.0, 27.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.0, 36.0], 'player': {'id': 3027, 'name': 'Mathias Jattah-Njie Jørgensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 35.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 6355, 'name': 'Jonas Knudsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 44.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 33.0], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [107.0, 16.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 52.0], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.0, 50.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,Off T,0.120503984,Volley,Open Play,,,,Croatia,785,00:28:30.040,Shot,
