50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.487473,,,,,,,,,,,,,cc5444b3-2d6e-4fa2-a86b-0c2cc69c5d70,979,,,"[113.1, 24.9]",3901148,25,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maxime Barthelmé,7567.0,Left Midfield,60,Lorient,165,['04f5e217-be66-4ad5-96f6-6294cddfaed1'],24,,Left Foot,,"[118.4, 36.8, 0.2]",,"[{'location': [102.0, 21.1], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.8, 22.1], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.4, 31.1], 'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 20.3], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.2, 48.3], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.6, 30.8], 'player': {'id': 40527, 'name': 'Brou Benjamin Angoua'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.1, 36.9], 'player': {'id': 91209, 'name': 'Franck Hery'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 41.2], 'player': {'id': 401524, 'name': 'Maxime Baca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.7, 36.8], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 20.8], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.1, 39.6], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.6, 34.8], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",04c116a6-6d29-4d11-9870-9e329dffe0ab,,Saved,,0.02134987,Normal,Open Play,,,,Lorient,165,00:25:24.556,Shot,
,,,,,,,,,,,,,,,,,,0.395759,,,,,,,,,,,,,0cd71380-e716-4c7c-9297-9e46de5c537c,1108,,,"[118.5, 48.8]",3901148,28,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pape Abdou Paye,7392.0,Right Back,66,Lorient,165,"['13164c55-64c8-417d-b0f6-f1dbcc159fdc', 'b2393faf-0f01-42f2-8459-ce42ba15f429']",35,,Left Foot,,"[119.4, 44.5, 0.9]",,"[{'location': [106.9, 42.2], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.9, 47.6], 'player': {'id': 91209, 'name': 'Franck Hery'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.7, 40.6], 'player': {'id': 40527, 'name': 'Brou Benjamin Angoua'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.6, 44.8], 'player': {'id': 401524, 'name': 'Maxime Baca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.2, 39.3], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.5, 47.7], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.1, 42.9], 'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.3, 44.4], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.8, 60.5], 'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.8, 41.5], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.1, 44.3], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.0, 50.8], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.6, 40.1], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [88.5, 58.1], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",3d4464b1-6ae7-4b11-9ee9-4c142214528b,True,Saved,,0.026585614,Normal,Open Play,,,,Lorient,165,00:28:35.728,Shot,True
,,,,,,,,,,,,,,,,,,0.593592,,,,,,,,,,,,,98249480-b7e4-46b2-baac-eea7ecc6ce0e,1144,,,"[109.6, 25.9]",3901148,29,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Mevlüt Erdinç,20027.0,Left Center Forward,69,Guingamp,142,"['68dc7761-ce46-4a62-90d1-71ae70dba5a0', 'a9e8c3dc-ca24-4b27-b959-0d9a52d29494']",42,,Left Foot,,"[120.0, 36.1, 2.8]",,"[{'location': [102.9, 43.0], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.5, 18.3], 'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.1, 30.1], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 28.2], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.9, 32.3], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9d683a46-74c1-4185-a9d2-ec3d14309df5,True,Post,,0.13761516,Normal,Open Play,,,,Guingamp,142,00:29:42.910,Shot,True
,,,,,,,,,,,,,,,,,,1.235193,,,,,,,,,,,,,5a5d16c4-5a24-4cab-90ce-50978b853cfe,1148,,,"[93.3, 32.2]",3901148,29,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jimmy Briand,3213.0,Right Center Forward,69,Guingamp,142,['936ce559-487d-423d-810e-9da668730f0d'],46,,Right Foot,,"[118.2, 37.3, 0.9]",,"[{'location': [117.1, 39.4], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.3, 15.2], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [90.9, 33.5], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 31.1], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 34.5], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 48.5], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.3, 25.5], 'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.4, 34.0], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.7, 58.1], 'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.8, 27.6], 'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [92.7, 23.1], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Saved,,0.02301009,Half Volley,Open Play,,,,Guingamp,142,00:29:46.623,Shot,
,,,,,,,,,,,,,,,,,,0.413538,,,,,,,,,,,,,0bd6069c-2079-43fb-92d0-f0d11dff0692,1160,,,"[113.7, 44.2]",3901148,30,,True,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Benjamin Jeannot,3552.0,Right Center Forward,71,Lorient,165,['c709d06b-92db-41d2-b060-d8aecbe941f8'],17,,Head,,"[120.0, 44.0, 0.3]",,"[{'location': [117.7, 41.8], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 64.4], 'player': {'id': 401524, 'name': 'Maxime Baca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 60.4], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.1, 47.7], 'player': {'id': 91209, 'name': 'Franck Hery'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 41.5], 'player': {'id': 40527, 'name': 'Brou Benjamin Angoua'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.4, 52.3], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 49.8], 'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 36.9], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.8, 36.0], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.1, 47.9], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.0, 70.0], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [94.7, 61.9], 'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",d9957ff1-c6a4-409e-a034-24e0f5bb787a,True,Post,,0.23303364,Normal,Open Play,,,,Lorient,165,00:30:17.069,Shot,
,,,,,,,,,,,,,,,,,,0.302712,,,,,,,,,,,,,50a4c5d1-078f-4a94-a751-bd74c4dd7498,1200,,,"[98.0, 54.5]",3901148,31,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yannis Salibur,3122.0,Right Midfield,73,Guingamp,142,"['80344266-0765-44fc-a080-4378f071598a', 'b7133ff4-13fd-4e03-b1a2-fb6116f0888e']",26,,Right Foot,,"[105.3, 50.0]",,"[{'location': [91.4, 47.2], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [98.9, 61.0], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.6, 50.8], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.7, 45.2], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 35.4], 'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 39.2], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.2, 30.8], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.3, 49.9], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.1, 42.1], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.1, 65.9], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.0, 41.8], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.8, 42.9], 'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.6, 34.8], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.8, 17.1], 'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",8fbe7537-4ba0-4092-a455-b7fa9175a00d,,Blocked,,0.025621228,Normal,Open Play,,,,Guingamp,142,00:31:26.020,Shot,
,,,,,,,,,,,,,,,,,,1.602873,,,,,,,,,,,,,00b695c5-e3fc-494a-98b6-579d0f20258f,1214,,,"[90.4, 28.6]",3901148,31,True,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Benjamin Jeannot,3552.0,Right Center Forward,75,Lorient,165,['9ccf70e7-ef56-4282-bceb-342f0e44164a'],47,,Left Foot,,"[120.0, 34.2, 1.0]",,"[{'location': [117.8, 39.0], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.3, 35.7], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.0, 40.1], 'player': {'id': 401524, 'name': 'Maxime Baca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.5, 30.1], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 30.0], 'player': {'id': 40527, 'name': 'Brou Benjamin Angoua'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.6, 36.8], 'player': {'id': 91209, 'name': 'Franck Hery'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.2, 22.1], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.5, 38.8], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.3, 59.7], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",7b441f53-2aae-4e39-b42f-045a8ad0b717,,Off T,,0.020768084,Normal,Open Play,,,,Lorient,165,00:31:47.642,Shot,
,,,,,,,,,,,,,,,,,,0.98675,,,,,,,,,,,,,b9c80ea5-df05-433b-a62c-205af7111c56,1267,,,"[107.4, 44.5]",3901148,33,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Zargo Touré,7211.0,Left Center Back,78,Lorient,165,"['029d16e1-3c3c-4fa5-8e82-7563964424cf', 'a7fb46df-0f0b-4ba6-8a1a-ce34b1fd10d8']",16,True,Head,,"[113.2, 43.3]",,"[{'location': [119.2, 37.6], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.6, 38.6], 'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.8, 41.8], 'player': {'id': 401524, 'name': 'Maxime Baca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 43.9], 'player': {'id': 40527, 'name': 'Brou Benjamin Angoua'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 36.0], 'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.8, 33.6], 'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [110.8, 31.6], 'player': {'id': 91209, 'name': 'Franck Hery'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 45.5], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 41.4], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 32.0], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.6, 34.7], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.4, 34.7], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.3, 40.6], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.0, 49.0], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",34685ca6-8c6b-410d-bb42-c71c43384e22,,Wayward,,0.030825442,Normal,Open Play,,,,Lorient,165,00:33:16.627,Shot,True
,,,,,,,,,,,,,,,,,,0.546857,,,,,,,,,,,,,de5972c3-8474-4b91-a3db-69bb53c27d85,1309,,,"[93.5, 37.2]",3901148,34,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Didier Ndong Ibrahim,22587.0,Right Defensive Midfield,82,Lorient,165,"['6a7c2fe0-24b9-416e-b06f-5be4757dcb18', 'c8240507-63cf-4cb0-8d73-48aa2c409236']",52,,Right Foot,,"[107.6, 36.3]",True,"[{'location': [116.8, 40.0], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.5, 45.5], 'player': {'id': 401524, 'name': 'Maxime Baca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.7, 41.4], 'player': {'id': 91209, 'name': 'Franck Hery'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 36.4], 'player': {'id': 40527, 'name': 'Brou Benjamin Angoua'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.7, 46.3], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.0, 39.0], 'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [105.3, 18.6], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 24.9], 'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.5, 36.0], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.7, 42.7], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.8, 37.1], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.7, 28.9], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.0, 3.8], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [88.1, 25.5], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [88.0, 47.0], 'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Blocked,,0.020975152,Half Volley,Open Play,,,,Lorient,165,00:34:52.273,Shot,
,,,,,,,,,,,,,,,,,,0.614027,,,,,,,,,,,,,ad3b8e05-f761-41f9-9d4a-a54f732980e4,1340,,,"[109.2, 33.1]",3901148,35,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Abdul Majeed Waris,7615.0,Left Center Forward,83,Lorient,165,['67ba160e-11ea-416c-a561-65386524c627'],21,,Left Foot,,"[120.0, 39.8, 3.9]",True,"[{'location': [109.7, 36.8], 'player': {'id': 401524, 'name': 'Maxime Baca'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 39.9], 'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 34.4], 'player': {'id': 40527, 'name': 'Brou Benjamin Angoua'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.7, 32.1], 'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.7, 46.9], 'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.8, 34.7], 'player': {'id': 91209, 'name': 'Franck Hery'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.6, 37.3], 'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.2, 29.5], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.8, 37.8], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.1, 55.3], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Off T,,0.25839666,Half Volley,Open Play,,,,Lorient,165,00:35:21.497,Shot,
