50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.129256,,,,,,,,,,a98df75f-b78d-43f7-8d43-f0dca2b1ccc8,808,,,"[112.3, 49.6]",3835324,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kosovare Asllani,10220.0,Right Wing,47,Sweden Women's,858,"['7c26be1a-c61a-4abc-9b83-2f9ad4ab7d6b', '8d5802d9-0874-45b2-acfc-0fe2bcf91485']",48,,Right Foot,"[113.0, 49.0]",True,"[{'location': [118.3, 43.6], 'player': {'id': 32339, 'name': 'Daphne van Domselaar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.4, 62.8], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.5, 59.6], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 53.3], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 48.8], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.1, 42.9], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.7, 45.1], 'player': {'id': 62951, 'name': 'Aniek Nouwen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 42.0], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.3, 40.9], 'player': {'id': 32333, 'name': 'Lynn Wilms'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.6, 63.0], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [119.1, 64.3], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.8, 43.9], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [111.8, 42.5], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",b72457d1-2178-4cf4-a230-4db072c9c701,Blocked,0.038229287,Volley,Open Play,,,,Sweden Women's,858,00:24:48.733,Shot,
,,,,,,,,,,,,,,,,,,0.49491,,,,,,,,,,ed97a39e-0fe1-4a3f-8027-e9a7a86c2508,812,,,"[115.0, 50.2]",3835324,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kosovare Asllani,10220.0,Right Wing,47,Sweden Women's,858,['6d9b301b-d6cc-46c8-b177-10a2f1d94d0f'],49,,Right Foot,"[120.0, 44.8, 0.9]",True,"[{'location': [115.4, 51.2], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 43.2], 'player': {'id': 32339, 'name': 'Daphne van Domselaar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.9, 58.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.4, 59.3], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.1, 49.6], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 45.5], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.0, 44.8], 'player': {'id': 62951, 'name': 'Aniek Nouwen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.7, 43.2], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.4, 40.6], 'player': {'id': 32333, 'name': 'Lynn Wilms'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.3, 44.9], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [90.3, 36.6], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.8, 61.4], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [120.0, 65.3], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.3, 45.8], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [111.4, 43.5], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Off T,0.12595576,Half Volley,Open Play,,,,Sweden Women's,858,00:24:49.559,Shot,
,,,,,,,,,,,,,,,,,,2.512357,,,,,,,,,,920a4bb6-968d-49bb-9de7-fe3861866392,833,,,"[69.7, 34.3]",3835324,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fridolina Rolfö,10215.0,Left Wing,49,Sweden Women's,858,['fecbdb3a-3edf-4a1d-96ef-08a700533dd2'],35,,Left Foot,"[120.0, 38.2, 4.2]",,"[{'location': [108.1, 39.1], 'player': {'id': 32339, 'name': 'Daphne van Domselaar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [64.4, 42.6], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [71.7, 76.3], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [69.5, 38.6], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [76.2, 46.0], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [73.1, 27.0], 'player': {'id': 32333, 'name': 'Lynn Wilms'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.9, 54.0], 'player': {'id': 62951, 'name': 'Aniek Nouwen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.5, 38.1], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [62.5, 74.7], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [62.3, 28.5], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [71.0, 51.8], 'player': {'id': 62666, 'name': 'Ingrid Filippa Angeldal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [83.9, 50.6], 'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [78.3, 33.7], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Off T,0.009673961,Lob,Open Play,,,,Sweden Women's,858,00:25:35.498,Shot,
,,,,,,,,,,,,,,,,,,1.883753,,,,,,,,,,a9ada863-0bd8-46a9-93c3-5a5d41f9a3bf,897,,,"[85.9, 52.2]",3835324,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lieke Martens,10649.0,Left Wing,53,Netherlands Women's,851,['6b938be3-4730-4ad3-8762-c12186321cd9'],31,,Right Foot,"[120.0, 40.4, 4.9]",,"[{'location': [89.8, 62.1], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [86.9, 66.4], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [90.1, 56.9], 'player': {'id': 26093, 'name': 'Gun Nathalie Björn'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [89.4, 50.0], 'player': {'id': 26092, 'name': 'Amanda Ilestedt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [84.6, 60.6], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.2, 40.3], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [82.3, 45.9], 'player': {'id': 62666, 'name': 'Ingrid Filippa Angeldal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [78.5, 53.8], 'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [71.3, 61.8], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [66.9, 64.9], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.6, 43.5], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [71.0, 38.5], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [73.2, 52.9], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [75.9, 59.6], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [72.9, 68.4], 'player': {'id': 32333, 'name': 'Lynn Wilms'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [85.3, 56.2], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [82.6, 58.8], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [85.6, 70.5], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",a659e2bf-62c3-4d67-b607-c9f037e521c0,Off T,0.008689953,Lob,Open Play,,,,Netherlands Women's,851,00:27:31.916,Shot,
,,,,,,,,,,,,,,,,,,1.089787,,,,,,,,,,06dda4c0-d35f-436f-96f1-bb79bd95e0dc,1091,,,"[94.1, 42.9]",3835324,30,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jill Roord,10650.0,Right Wing,59,Sweden Women's,858,['fb193893-b411-41ca-9562-0cca68427de3'],44,,Left Foot,"[116.3, 41.7, 0.2]",,"[{'location': [116.7, 41.1], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 48.2], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.6, 42.6], 'player': {'id': 26093, 'name': 'Gun Nathalie Björn'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [93.7, 48.9], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 38.4], 'player': {'id': 26092, 'name': 'Amanda Ilestedt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [86.9, 58.4], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [94.0, 35.8], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [87.3, 39.4], 'player': {'id': 62666, 'name': 'Ingrid Filippa Angeldal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [79.6, 59.0], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [91.1, 35.0], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [83.6, 49.4], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [81.1, 44.6], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [78.6, 54.7], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [96.5, 56.2], 'player': {'id': 32333, 'name': 'Lynn Wilms'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.4, 48.8], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Saved,0.030083492,Normal,Open Play,,,,Netherlands Women's,851,00:30:44.742,Shot,
,,,,,,,,,,,,,,,,,,0.47305,,,,,,,,,,5c08ac40-9c80-4638-8855-e085f9b46375,1244,,,"[113.6, 35.0]",3835324,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Wing Back,77,Sweden Women's,858,['45b3fbde-11fe-461a-9b2a-75b065e3f16f'],1,,Left Foot,"[120.0, 42.0, 0.2]",,"[{'location': [105.9, 47.7], 'player': {'id': 62666, 'name': 'Ingrid Filippa Angeldal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.2, 47.6], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [114.0, 52.2], 'player': {'id': 62951, 'name': 'Aniek Nouwen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.1, 47.3], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 33.5], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.5, 41.8], 'player': {'id': 32333, 'name': 'Lynn Wilms'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.6, 42.2], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.6, 44.1], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.6, 37.3], 'player': {'id': 32339, 'name': 'Daphne van Domselaar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.3, 55.4], 'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.0, 39.3], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.8, 44.1], 'player': {'id': 25697, 'name': 'Lina Mona Andréa Hurtig'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",e154c5c5-88d5-492c-b20f-71b233bd9125,Goal,0.5090996,Normal,Open Play,,,,Sweden Women's,858,00:35:01.236,Shot,
,,,,,,,,,,,,,,,,,,0.40698,,,,,,,,,,1b87b779-5c54-41f2-ba0d-130f2e3345d6,1277,,,"[109.5, 25.2]",3835324,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Lieke Martens,10649.0,Left Wing,78,Netherlands Women's,851,['9348a97f-b186-46d8-a2aa-4a47cade8f08'],23,,Left Foot,"[117.0, 36.7, 0.5]",,"[{'location': [102.1, 36.2], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 49.6], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.6, 40.8], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.1, 29.3], 'player': {'id': 26093, 'name': 'Gun Nathalie Björn'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.7, 26.9], 'player': {'id': 26092, 'name': 'Amanda Ilestedt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.4, 36.5], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.4, 24.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.8, 51.3], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,Saved,0.064492874,Normal,Open Play,,,,Netherlands Women's,851,00:36:23.108,Shot,
,,,,,,,,,,,,,,,,,,1.150331,,,,,,,,,,4ea12ba9-9f70-4200-89dd-c47df0039db2,1338,,,"[109.0, 37.4]",3835324,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lina Mona Andréa Hurtig,25697.0,Center Forward,84,Sweden Women's,858,['bbd35c41-76ea-4bf9-b9e8-308629c17236'],53,,Head,"[120.0, 33.5, 0.7]",,"[{'location': [117.9, 37.3], 'player': {'id': 32339, 'name': 'Daphne van Domselaar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.6, 46.5], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.9, 39.2], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 33.7], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.9, 37.1], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 37.7], 'player': {'id': 62951, 'name': 'Aniek Nouwen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 28.3], 'player': {'id': 32333, 'name': 'Lynn Wilms'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.7, 40.2], 'player': {'id': 62666, 'name': 'Ingrid Filippa Angeldal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [96.5, 48.0], 'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.9, 36.9], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.6, 21.6], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",0ef327b0-bbd3-44c4-bf1a-11110a88553f,Off T,0.16913018,Diving Header,Open Play,,,,Sweden Women's,858,00:37:53.230,Shot,
,,,,,,,,,,,,,,,,,,0.884089,,,,,,,,,,be0e8c42-a35f-4a70-89d6-ad2b7e190f3b,1364,,,"[105.7, 39.7]",3835324,40,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Center Attacking Midfield,87,Netherlands Women's,851,['564e389c-87b2-48e4-94f0-0e765211e8d0'],16,,Right Foot,"[120.0, 41.9, 5.0]",True,"[{'location': [93.7, 48.1], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.1, 37.3], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.0, 38.6], 'player': {'id': 26092, 'name': 'Amanda Ilestedt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 44.1], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.3, 40.6], 'player': {'id': 26093, 'name': 'Gun Nathalie Björn'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.8, 41.1], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.4, 50.7], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.7, 52.9], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 27.8], 'player': {'id': 10649, 'name': 'Lieke Martens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.5, 57.9], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.2, 38.1], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",200c365e-9668-4c16-bf9b-1aacec3a1ffd,Off T,0.0761728,Half Volley,Open Play,,,,Netherlands Women's,851,00:40:16.093,Shot,
,,,,,,,,,,,,,,,,,,0.551552,,,,,,,,,,8faa08af-3199-4a12-b333-08a584e64d08,1784,,,"[118.9, 43.0]",3835324,48,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lina Mona Andréa Hurtig,25697.0,Center Forward,107,Sweden Women's,858,['32d35139-2ed5-4bf0-b76e-b8c81ea7bc0c'],55,,Head,"[120.0, 43.7, 4.4]",,"[{'location': [119.2, 42.9], 'player': {'id': 32339, 'name': 'Daphne van Domselaar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.8, 26.5], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.6, 19.9], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [87.0, 24.9], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.0, 39.1], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.9, 33.4], 'player': {'id': 10645, 'name': 'Sherida Spitse'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.9, 44.9], 'player': {'id': 221890, 'name': 'Marisa Christiane Wilhelmina Olislagers'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.3, 39.2], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.9, 36.9], 'player': {'id': 10647, 'name': 'Stephanie van der Gragt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.4, 17.9], 'player': {'id': 32333, 'name': 'Lynn Wilms'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.2, 40.8], 'player': {'id': 62666, 'name': 'Ingrid Filippa Angeldal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [94.7, 30.6], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.8, 37.8], 'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",6cad1db0-1556-4a52-aaf3-50202342b734,Off T,0.55485517,Normal,Open Play,,,,Sweden Women's,858,00:48:55.494,Shot,
