50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.2016,,,,,,,,,,,8d4c5c9a-0e23-41e7-9854-2d843264c6f6,273,,,"[96.0, 53.0]",19775,6,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Remi Allen,18149.0,Left Midfield,19,Reading WFC,974,"['76889e87-d3fa-4a1f-a7e6-4aad0900edaf', 'f3c7ed81-3c4b-4dd7-9610-49f93362eab1']",17,,Right Foot,"[101.0, 52.0]",,"[{'location': [90.0, 54.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 50.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 60.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 55.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 50.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.0, 41.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.0, 41.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 65.0], 'player': {'id': 15703, 'name': 'Charlotte Estcourt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.0, 62.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [95.0, 45.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",0fa70a10-76b1-4fdc-9228-b160a544f534,,,Blocked,0.026992602,Normal,Open Play,,,,Reading WFC,974,00:06:17.807,Shot,
,,,,,,,,,,0.8166,,,,,,,,,,,883c48ce-52ba-47b8-817b-10ffc177f18b,278,,,"[95.0, 33.0]",19775,6,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Fara Williams,10251.0,Center Forward,20,Reading WFC,974,"['7f007b79-fb54-4a71-bf6d-48e763ea78cf', 'f5514c1f-4664-4201-b993-5c758c7d277a']",54,,Left Foot,"[113.0, 38.0]",True,"[{'location': [111.0, 53.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 54.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 47.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.0, 23.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 30.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.0, 35.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.0, 54.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [102.0, 48.0], 'player': {'id': 15703, 'name': 'Charlotte Estcourt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.0, 55.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.0, 38.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 41.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 34.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.0, 32.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [112.0, 36.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 32.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",de613e05-a6c8-4266-b57c-39d26793be16,,,Blocked,0.027609644,Normal,Open Play,,,,Reading WFC,974,00:06:54.453,Shot,
,,,,,,,,,,0.848058,,,,,,,,,,,620c5055-906b-4fb9-9844-129f883f0e6e,447,,,"[108.0, 34.0]",19775,9,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Courtney Sweetman-Kirk,15611.0,Right Wing,30,Liverpool WFC,966,['4dd6ed5d-ada9-4b77-ae93-403c4604fe66'],40,,Right Foot,"[119.0, 43.6, 0.9]",True,"[{'location': [110.0, 36.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 15703, 'name': 'Charlotte Estcourt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [112.0, 48.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 57.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 48.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 40.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",f90269b8-34a6-4222-bcf7-55b66de31c6b,,,Goal,0.10510202,Volley,Open Play,,,,Liverpool WFC,966,00:09:40.169,Shot,
,,,,,,,,,,0.2614,,,,,,,,,,,0a414f79-b84c-4eb2-b8cd-16ecd100dd54,475,,,"[112.0, 59.0]",19775,11,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Left Attacking Midfield,33,Reading WFC,974,"['82006435-d725-4442-a14e-9a41b2cb2784', 'abc24820-8a9e-4595-83d2-046787db6f8d']",18,,Right Foot,"[116.0, 55.0]",True,"[{'location': [101.0, 51.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 57.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 58.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 55.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 56.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 55.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 55.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 50.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 46.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,,Blocked,0.009102195,Normal,Open Play,,,,Reading WFC,974,00:11:18.337,Shot,
,,,,,,,,,,0.4913,,,,,,,,,,,dbb70a98-663c-494e-831c-b53b72e1ba10,481,,,"[112.0, 33.0]",19775,11,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Rachel Furness,15706.0,Center Midfield,34,Reading WFC,974,"['8372fd79-228c-4a63-8dbf-f185ebb5cd83', 'b86d7892-b4b4-459b-a78b-1c51b31c7c96']",54,,Left Foot,"[115.0, 38.0]",,"[{'location': [115.0, 36.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 49.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.0, 49.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.0, 33.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [120.0, 42.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.0, 37.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [120.0, 38.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.0, 40.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [115.0, 42.0], 'player': {'id': 15703, 'name': 'Charlotte Estcourt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",d5e59e00-189a-430e-b0e6-3fc4a30e2601,,,Blocked,0.054774754,Normal,Open Play,,,,Reading WFC,974,00:11:54.332,Shot,
,,,,,,,,,,0.3536,,,,,,,,,,,46f5e90d-d4ca-47c7-8048-d7e19a41705d,497,,,"[102.0, 60.0]",19775,12,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Fara Williams,10251.0,Center Forward,34,Reading WFC,974,"['ae9e95e0-2404-4e97-9284-55418f749bf1', 'fa67e4c4-6e73-42b1-9fac-4dc3e329c392']",9,,Left Foot,"[106.0, 57.0]",,"[{'location': [113.0, 34.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 45.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 65.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.0, 55.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 52.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 63.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.0, 61.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 44.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 53.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 61.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [92.0, 48.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [100.0, 55.0], 'player': {'id': 15703, 'name': 'Charlotte Estcourt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,,Blocked,0.011540225,Normal,Open Play,,,,Reading WFC,974,00:12:09.335,Shot,
,,,,,,,,,,1.455025,,,,,,,,,,,9bd009e0-97fd-4682-a0d5-c261eb6f6741,548,,,"[101.0, 30.0]",19775,13,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mayumi Pacheco,15724.0,Left Back,35,Reading WFC,974,['90af9722-7c1a-4986-92b6-70e0e78b7a81'],26,,Left Foot,"[120.0, 43.8, 3.8]",,"[{'location': [117.0, 43.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 45.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 43.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 31.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.0, 33.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 48.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 38.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [117.0, 39.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,,Off T,0.052180566,Half Volley,Open Play,,,,Reading WFC,974,00:13:26.211,Shot,
,,,,,,,,,,1.3436,,,,,,,,,,,80d7ea00-9e3c-4382-a2d5-aa2d75fa3a61,620,,,"[89.0, 41.0]",19775,15,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fara Williams,10251.0,Center Forward,40,Reading WFC,974,['1053ca30-877b-49eb-a694-008e3715c1f1'],45,,Right Foot,"[120.0, 39.9, 2.4]",,"[{'location': [98.0, 24.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.0, 48.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.0, 45.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.0, 39.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 43.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 35.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.0, 43.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [88.0, 50.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}]",aa3fbcc8-9c5b-4aef-9871-0f277a521fe6,,,Saved,0.02532001,Normal,Open Play,,,,Reading WFC,974,00:15:45.906,Shot,
,,,,,,,,,,1.481899,,,,,,,,,,,6928b1f6-ecb9-44c8-a456-9b56c510b094,800,,,"[95.0, 49.0]",19775,19,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kirsty Linnett,19418.0,Center Forward,47,Liverpool WFC,966,['458114d2-32cb-4cb8-b418-9f71225ce7a3'],8,,Left Foot,"[118.0, 36.2, 0.3]",,"[{'location': [104.0, 28.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 41.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.0, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 58.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 37.0], 'player': {'id': 15703, 'name': 'Charlotte Estcourt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 32.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 42.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [101.0, 58.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 48.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",bf06e2ff-f048-41ee-bef5-5a07519ae6f7,,,Saved,0.020657485,Normal,Open Play,,,,Liverpool WFC,966,00:19:08.918,Shot,
,,,,,,,,,,1.231554,,,,,,,,,,,0c03824f-4044-48c0-9a3c-9ddd720f09e0,813,,,"[112.0, 35.0]",19775,19,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jessica Anne Clarke,15218.0,Left Wing,48,Liverpool WFC,966,"['3d4e9e34-5a15-4587-938b-f566109c2a59', '822f6c3b-00e5-4ace-ac5a-1b2f5cdedb2e']",50,True,Head,"[120.0, 34.2, 2.0]",,"[{'location': [113.0, 32.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [111.0, 36.0], 'player': {'id': 15703, 'name': 'Charlotte Estcourt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 21.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 23.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 32.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.0, 43.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.0, 41.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.0, 42.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,,Off T,0.25975972,Normal,Open Play,,,,Liverpool WFC,966,00:19:50.652,Shot,True
