ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.480295,,,,,,,,,,,,70f530e5-6eee-49fa-950b-118656ffd7fc,269,,"[110.9, 45.6]",3754192,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Craig Gardner,9485.0,Center Attacking Midfield,24,West Bromwich Albion,27,"['0b6a0447-36d2-4683-8b13-434e8d75b739', '170aaebc-d164-4772-806e-2b4c4de80e17']",52,,Right Foot,"[115.6, 40.3]",True,"[{'location': [115.4, 39.3], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.8, 43.6], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.4, 56.5], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 57.2], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.1, 53.2], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 49.3], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.6, 44.3], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 51.3], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.4, 47.0], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.5, 40.4], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.9, 58.4], 'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",23d5f015-80fc-47d9-9a5d-f94705ba8eb0,Blocked,0.12238065,Normal,Open Play,,,,West Bromwich Albion,27,00:07:52.807,Shot,
,,,,,,,,,,,,,,,0.427922,,,,,,,,,,,,f3b886fe-0cf9-4639-b9bb-6fb32df8362f,274,,"[108.4, 44.5]",3754192,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Craig Gardner,9485.0,Center Attacking Midfield,24,West Bromwich Albion,27,['9a39861f-10d8-4322-aacb-5ad0ed001865'],54,,Right Foot,"[116.7, 42.3, 0.5]",True,"[{'location': [113.6, 55.1], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.5, 50.4], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.3, 45.4], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.4, 45.6], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 38.8], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 36.4], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.7, 46.2], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.2, 46.4], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.4, 38.2], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.2, 41.5], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Saved,0.09958337,Half Volley,Open Play,,,,West Bromwich Albion,27,00:07:54.281,Shot,
,,,,,,,,,,,,,,,1.273326,,,,,,,,,,,,cf5f3ed1-46c3-445b-bb50-3667cee3903c,294,,"[94.3, 45.2]",3754192,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Craig Dawson,3523.0,Right Back,24,West Bromwich Albion,27,['a589861c-c460-4191-9c50-9ac318bbb880'],9,,Right Foot,"[105.6, 24.4]",True,"[{'location': [118.2, 37.7], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.9, 25.8], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.0, 15.9], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.8, 21.9], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.7, 19.1], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 21.5], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.1, 32.9], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 37.9], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.7, 46.8], 'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 43.5], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.1, 39.2], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 40.7], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.0, 51.5], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",,Wayward,0.037589975,Half Volley,Open Play,,,,West Bromwich Albion,27,00:08:09.672,Shot,
,,,,,,,,,,,,,,,0.062845,,,,,,,,,,,,2697fe1e-2705-4f10-b165-534e5e05e537,298,,"[105.8, 29.0]",3754192,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Craig Gardner,9485.0,Center Attacking Midfield,24,West Bromwich Albion,27,"['6f7ea67d-8c40-44ca-a639-db7e7a1819c5', '74334811-2833-4ef0-a9d5-69ca418938d6']",12,,Right Foot,"[107.5, 29.9]",,"[{'location': [117.5, 38.1], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 53.6], 'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.9, 50.4], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.0, 29.0], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.9, 42.3], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.9, 30.3], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 44.4], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 14.0], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.3, 44.5], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.2, 33.0], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 35.6], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 34.9], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Blocked,0.051373933,Half Volley,Open Play,,,,West Bromwich Albion,27,00:08:12.010,Shot,
,,,,,,,,,,,,,,,0.735127,,,,,,,,,,,,fb4ff2f3-43d0-45c2-8041-38b0d36d9ae7,332,,"[97.0, 51.1]",3754192,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Michail Antonio,3349.0,Right Back,27,West Ham United,40,"['3f2f72ea-f51b-4da8-90d1-5389e0f16fdf', 'd060ad2f-c210-45e8-82a6-a9eed3e4df8c']",0,,Right Foot,"[105.5, 38.7]",,"[{'location': [118.9, 41.8], 'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.5, 30.8], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.3, 36.8], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.0, 44.2], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.0, 20.3], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.6, 62.6], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 54.7], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.9, 50.2], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 56.0], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [88.8, 39.5], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.4, 38.6], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.0, 22.4], 'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.8, 36.2], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 46.3], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 31.0], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,Wayward,0.021300524,Half Volley,Open Play,,,,West Ham United,40,00:10:00.875,Shot,True
,,,,,,,,,,,,,,,0.77917,,,,,,,,,,,,25adc8c7-ffe5-4fec-9fcb-5a0de1ae5e36,371,,"[110.7, 54.2]",3754192,11,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Craig Gardner,9485.0,Center Attacking Midfield,28,West Bromwich Albion,27,"['303e2e0a-ab49-4548-b89c-590ac807177d', 'cb16bbc2-787b-448c-a976-827ebae15478']",6,,Left Foot,"[119.3, 37.4]",,"[{'location': [118.2, 42.8], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 35.3], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.1, 38.1], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.7, 43.0], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.5, 60.0], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.2, 52.6], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.9, 66.3], 'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.5, 48.2], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 49.4], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 55.4], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.7, 61.4], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,Blocked,0.044739343,Normal,Open Play,,,,West Bromwich Albion,27,00:11:06.558,Shot,
,,,,,,,,,,,,,,,1.373357,,,,,,,,,,,,17f745fd-3e3c-4f44-997a-15d193ece117,673,,"[109.8, 37.2]",3754192,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andy Carroll,4271.0,Left Center Forward,40,West Ham United,40,"['03be4ee7-ec3d-453a-92e8-95b93a3100c1', '32093d40-d950-4e7b-b9fc-a45f216c7c64']",22,True,Head,"[120.0, 39.7, 6.2]",,"[{'location': [110.6, 41.1], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.2, 18.6], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.7, 31.6], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.9, 38.0], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.5, 41.3], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.1, 28.9], 'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.5, 36.8], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 46.6], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 39.8], 'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8daafa31-28d4-46f9-97ca-2f847153d7ae,Off T,0.07905799,Normal,Open Play,,,,West Ham United,40,00:19:22.162,Shot,True
,,,,,,,,,,,,,,,1.253658,,,,,,,,,,,,470f3a03-dbdb-4261-aee4-360c99e223cf,760,,"[111.6, 35.6]",3754192,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Craig Gardner,9485.0,Center Attacking Midfield,45,West Bromwich Albion,27,['d159c1e4-a7c2-4b58-bb9f-858c714b18f9'],34,,Head,"[120.0, 34.2, 1.6]",,"[{'location': [118.1, 42.2], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.1, 44.3], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.9, 38.3], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.4, 41.1], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.9, 37.6], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.5, 45.9], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.4, 49.3], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.0, 52.9], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.8, 38.4], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.6, 40.8], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Off T,0.15580378,Normal,Open Play,,,,West Bromwich Albion,27,00:22:34.738,Shot,
,,,,,,,,,,,,,,,0.039594,,,,,,,,,,,,5832c1b6-5520-4c07-81bb-5a47d0cb087e,787,,"[114.3, 44.4]",3754192,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Gareth McAuley,3596.0,Right Center Back,48,West Bromwich Albion,27,"['12730d90-fd7e-4eda-98ba-e3a85eacd46a', '4487f729-304e-44f0-bfcc-0a52d00af629']",5,,Left Foot,"[115.0, 44.5]",True,"[{'location': [107.5, 37.1], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.2, 43.7], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.8, 36.2], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.2, 42.8], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [116.2, 42.4], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 42.7], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 44.0], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [119.2, 37.0], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.6, 39.7], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.8, 37.2], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 67.5], 'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.6, 44.2], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [119.1, 41.5], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.8, 59.6], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.9, 63.8], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",58dee251-22e9-4dec-8703-e3f253ca7495,Blocked,0.12081848,Volley,Open Play,,,,West Bromwich Albion,27,00:24:05.731,Shot,
,,,,,,,,,,,,,,,0.097877,,,,,,,,,,,,c96de2e8-83bc-4ada-96ee-1ea10466022e,892,,"[96.4, 40.9]",3754192,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Midfield,55,West Ham United,40,"['15711205-e98f-4661-850e-4cc26d3ad09b', '94c682c9-fa7b-4690-9c2a-279599890f3d']",43,,Right Foot,"[99.4, 40.6]",,"[{'location': [98.5, 48.4], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.6, 44.7], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.2, 25.9], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [115.2, 40.2], 'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.8, 32.6], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.9, 32.9], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.4, 39.8], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.6, 42.1], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 49.7], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.3, 34.4], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [85.2, 25.5], 'player': {'id': 22702, 'name': 'Jonathan Leko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",02d79ff9-6fd2-4cf6-b306-ef99f5e703ed,Blocked,0.048106194,Normal,Open Play,,,,West Ham United,40,00:27:43.838,Shot,
