50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.72263,,,,,,,,,,,,5301cb22-9ca7-4046-ad1f-16c54bc76379,185,,,"[110.8, 29.8]",3775569,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,9,Arsenal WFC,968,"['04066a66-37ab-4eba-b6f6-6721b29d5d76', 'a404464f-86ad-4f0d-896d-3d3540d913c9']",10,,Left Foot,,"[120.0, 41.1, 0.5]",,"[{'location': [95.2, 15.8], 'player': {'id': 10380, 'name': 'Leonie Maier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.0, 29.1], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [119.0, 38.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.2, 32.4], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 31.4], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 31.2], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 34.4], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.7, 24.4], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.2, 45.2], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.3, 44.4], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.8, 40.2], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",daff5e02-9c6e-4bb4-a4e1-aa7c9a73b21a,,Goal,0.12898405,Normal,Open Play,,,,Arsenal WFC,968,00:03:10.949,Shot,True
,,,,,,,,,,,,,,,,0.256666,,,,,,,,,,,,babbb04f-e2bb-478f-b9e9-466e26be446b,627,,,"[113.0, 39.9]",3775569,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Danielle van de Donk,10658.0,Right Center Midfield,31,Arsenal WFC,968,"['2361d10f-6f54-47e6-83e6-f0f8e4575709', '4d5b8169-80d5-4210-9dcf-49f795b575af']",14,True,Head,,"[117.7, 39.2]",,"[{'location': [116.8, 43.4], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 34.2], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.6, 39.7], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.0, 42.6], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.5, 41.4], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.8, 42.3], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.1, 40.2], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 39.7], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.4, 37.7], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.9, 29.1], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.8, 44.3], 'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.9, 45.3], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.1, 29.3], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [119.8, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 37.5], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.4, 41.5], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",73fcf61d-ae08-4ebe-a3df-baa58c35dbdc,,Wayward,0.093656875,Normal,Open Play,,,,Arsenal WFC,968,00:13:14.792,Shot,True
,,,,,,,,,,,,,,,,0.921525,,,,,,,,,,,,f28a7160-fa8d-406b-8ae6-899c0d6d0ebd,1190,,,"[113.8, 40.8]",3775569,27,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Vivianne Miedema,15623.0,Center Forward,51,Arsenal WFC,968,['2268684f-4e74-4903-b845-17e2d77ff8c7'],56,,Head,,"[120.0, 43.2, 2.8]",,"[{'location': [106.2, 21.2], 'player': {'id': 10380, 'name': 'Leonie Maier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.2, 24.2], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.3, 28.1], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 43.5], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.1, 39.8], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.7, 34.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 31.1], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.2, 39.8], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.4, 40.9], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.3, 46.0], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.2, 31.1], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [85.5, 20.6], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",260bfa7a-fd55-404b-b9c1-9613d008d7b5,,Post,0.2003117,Normal,Open Play,,,,Arsenal WFC,968,00:27:56.144,Shot,
,,,,,,,,,,,,,,,,0.158913,,,,,,,,,,,,7e1c7eb5-6f5c-4588-be88-bb1450520d5b,1193,,,"[113.1, 46.8]",3775569,27,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordan Nobbs,10192.0,Right Wing,51,Arsenal WFC,968,['66ab7bac-d18b-4816-b241-33e8f4ca8247'],58,,Right Foot,,"[116.0, 44.0, 0.5]",True,"[{'location': [110.7, 42.5], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 33.9], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.5, 23.0], 'player': {'id': 10380, 'name': 'Leonie Maier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.9, 36.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.3, 34.0], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.9, 38.9], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 25.8], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.2, 42.2], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.7, 44.4], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.6, 44.2], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",,,Saved,0.0953213,Half Volley,Open Play,,,,Arsenal WFC,968,00:27:58.280,Shot,
,,,,,,,,,,,,,,,,0.157516,,,,,,,,,,,,51330c3a-8174-4d77-a396-f6669c72ecc4,1203,,,"[107.7, 35.5]",3775569,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jill Roord,10650.0,Left Center Midfield,51,Arsenal WFC,968,"['a14d773b-8ac4-48e3-927d-226693ca5e81', 'cdd8e173-84d4-4263-974d-4a8dec05bed9']",3,,Right Foot,,"[108.8, 36.4]",True,"[{'location': [110.4, 27.4], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.8, 45.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.0, 39.8], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.2, 43.1], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 39.6], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 39.2], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.5, 36.9], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.8, 38.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.2, 34.7], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.4, 40.7], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 38.9], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.6, 28.4], 'player': {'id': 10380, 'name': 'Leonie Maier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",d7287653-c442-45b6-8ba5-60f95a0366ed,,Blocked,0.10146178,Normal,Open Play,,,,Arsenal WFC,968,00:28:03.769,Shot,
,,,,,,,,,,,,,,,,1.430226,,,,,,,,,,,,96702663-333d-4f0f-aff8-d10fa9a601da,1503,,,"[114.2, 40.0]",3775569,36,,,True,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Vivianne Miedema,15623.0,Center Forward,63,Arsenal WFC,968,"['0d2addb5-312c-4904-a16f-c7da1dc35a70', 'fb2a31c9-bc5f-4f01-9a36-6aeab4af836e']",27,True,Head,,"[120.0, 42.9, 3.0]",,"[{'location': [111.0, 47.1], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.7, 47.0], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.5, 46.3], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.4, 42.8], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.9, 35.1], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.1, 42.2], 'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.0, 38.3], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.9, 47.8], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [95.1, 30.9], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.5, 46.8], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.4, 40.5], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.8, 40.1], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 39.2], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 31.3], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.7, 40.1], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.9, 39.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",623b28f8-093c-4f04-b281-6d621864b2aa,,Post,0.13485694,Normal,Open Play,,,,Arsenal WFC,968,00:36:27.801,Shot,True
,,,,,,,,,,,,,,,,1.050734,,,,,,,,,,,,1ad6df9f-6714-43f5-86c7-c9b7e1c80f20,1546,,,"[107.1, 30.7]",3775569,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,66,Arsenal WFC,968,['cf8f053b-1346-40a1-be06-96301aa883b2'],53,,Right Foot,,"[120.0, 36.5, 0.5]",,"[{'location': [101.4, 37.6], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.9, 43.5], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.7, 39.7], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.5, 34.5], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 43.9], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.7, 28.4], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.3, 25.7], 'player': {'id': 10380, 'name': 'Leonie Maier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.6, 41.9], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.3, 39.3], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.8, 49.4], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.3, 36.8], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.5, 42.4], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.7, 38.8], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.9, 28.4], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.5, 37.1], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",997855fc-079b-485c-ad78-199fecee1ce3,,Post,0.11133708,Normal,Open Play,,,,Arsenal WFC,968,00:37:53.184,Shot,
,,,,,,,,,,,,,,,,0.501796,,,,,,,,,,,,cc9614b6-b05c-4394-b452-2a68a40005d7,1693,,,"[109.0, 41.5]",3775569,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jill Roord,10650.0,Left Center Midfield,70,Arsenal WFC,968,"['3866f1e3-26dc-4690-a769-c9a2629dbdcb', '9930dd18-dfa2-4d64-b5a5-cb3750c3c0ab', 'be3b07bf-eebe-4a86-adf2-43b20ad217d3']",35,,Left Foot,,"[116.6, 42.9]",True,"[{'location': [113.6, 43.4], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 38.3], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.5, 30.3], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.2, 25.7], 'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.5, 33.2], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.7, 39.2], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.6, 41.2], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.5, 37.9], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 42.1], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.6, 43.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.4, 29.0], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 30.2], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.8, 39.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.8, 40.6], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",d1d2062c-6f85-41e8-a900-4855e99c98ca,,Blocked,0.09794152,Normal,Open Play,,,,Arsenal WFC,968,00:41:35.998,Shot,True
,,,,,,,,,,,,,,,,0.660402,,,,,,,,,,,,3375bc0e-a325-4e32-bab9-1f2bb9eb1fa7,1849,,,"[112.5, 43.3]",3775569,45,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Right Center Midfield,73,Arsenal WFC,968,['1ecd9835-cc88-4427-9958-ef0658fcf6e5'],2,,Right Foot,,"[120.0, 37.9, 0.9]",True,"[{'location': [100.1, 30.6], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.8, 18.3], 'player': {'id': 10380, 'name': 'Leonie Maier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.8, 36.1], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.5, 27.1], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.4, 51.3], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.4, 31.3], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 31.9], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 38.3], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 39.5], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 42.8], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.1, 49.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.2, 40.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ab3a7028-c890-43c7-81f3-917b2e43ea57,,Goal,0.47949162,Normal,Open Play,,,,Arsenal WFC,968,00:45:02.830,Shot,
,,,,,,,,,,,,,,,,0.408972,,,,,,,,,,,,e15686b1-ef60-4b2e-bd40-24235559907f,2078,,,"[114.9, 30.7]",3775569,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Vivianne Miedema,15623.0,Center Forward,84,Arsenal WFC,968,['7cd3b104-f88f-4181-888b-5190865c040c'],20,,Right Foot,,"[117.9, 35.1, 1.0]",,"[{'location': [104.7, 42.2], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.1, 47.4], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 34.4], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.8, 37.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.7, 35.5], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 44.4], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.8, 41.0], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.9, 30.8], 'player': {'id': 36799, 'name': 'Kiera Skeels'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.3, 34.7], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 31.7], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.6, 22.8], 'player': {'id': 31564, 'name': 'Molly Pike'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",11cc064f-399e-4d9a-afcd-665481d141d8,,Saved,0.09411816,Normal,Open Play,,,,Arsenal WFC,968,00:04:20.430,Shot,
