50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.985493,,,,,,,,,,,,49fe9a35-e98d-4c2f-9498-4a2b87a1497b,224,,,"[103.0, 33.3]",3813303,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Muhammed Nemil Valiyattil,165325.0,Center Attacking Midfield,11,Goa,7288,['b07ad33e-18c4-46e5-9c20-12f6f548a845'],35,,Left Foot,,"[120.0, 46.4, 1.0]",,"[{'location': [107.5, 31.8], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 23.6], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.7, 41.5], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.8, 38.9], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 45.5], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 45.1], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.8, 40.6], 'player': {'id': 163337, 'name': 'Ashutosh Mehta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.4, 35.7], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.1, 34.6], 'player': {'id': 163342, 'name': 'Hugo Adnan Boumous'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [89.6, 48.6], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [90.8, 25.1], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.4, 35.1], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [84.8, 45.7], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 46.5], 'player': {'id': 33487, 'name': 'Dylan Fox'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [107.8, 38.9], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.1, 44.7], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",a9cf3311-a22d-4827-9bc8-62ccc975cb36,Off T,0.212586,Normal,Open Play,,,,Goa,7288,00:04:35.603,Shot,
,,,,,,,,,,,,,,,,,,0.17827,,,,,,,,,,,,7117aa90-87e0-41d0-ab6e-83e3befee152,366,,,"[87.5, 40.8]",3813303,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jorge Ortiz Mendoza,159764.0,Left Center Forward,17,Goa,7288,"['8e982ddd-93ef-43ee-bb6c-1f8d3c8253d1', 'cd311a44-88a8-4c86-8724-f45386fe4bdd']",0,,Right Foot,,"[91.9, 40.9]",,"[{'location': [117.7, 40.9], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [77.3, 38.6], 'player': {'id': 165325, 'name': 'Muhammed Nemil Valiyattil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [95.9, 51.5], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.5, 40.8], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.2, 36.5], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [81.3, 38.5], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [77.5, 42.7], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [79.9, 22.4], 'player': {'id': 163337, 'name': 'Ashutosh Mehta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.8, 56.1], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",10817b20-4f34-4dca-8073-37cd8a46a8cd,Blocked,0.023382338,Normal,Open Play,,,,Goa,7288,00:08:00.078,Shot,
,,,,,,,,,,,,,,,,,,1.137056,,,,,,,,,,,,e832fe10-adae-49be-9ecb-9a621f2a5e1f,805,,,"[96.3, 21.9]",3813303,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Saviour Gama,159779.0,Left Wing Back,37,Goa,7288,['3c4118f3-f2c9-4ae1-854e-a505f9f38c01'],18,,Left Foot,,"[116.6, 37.7, 1.0]",,"[{'location': [117.9, 39.0], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.5, 24.4], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.1, 43.3], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.7, 23.8], 'player': {'id': 163337, 'name': 'Ashutosh Mehta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 45.1], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.2, 25.9], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.6, 31.7], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [86.7, 38.0], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 49.8], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",3c95f908-aa04-4c9e-9c9f-8da513534c32,Saved,0.009571999,Normal,Open Play,,,,Goa,7288,00:18:18.155,Shot,
,,,,,,,,,,,,,,,,,,0.372869,,,,,,,,,,,,004f286b-ca68-4087-bbb6-4796cc8bb00d,843,,,"[104.4, 39.3]",3813303,19,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Muhammed Nemil Valiyattil,165325.0,Center Attacking Midfield,43,Goa,7288,['164abd3e-fa60-47b8-9de0-8b6ea52d820e'],11,,Right Foot,,"[120.0, 38.3, 4.5]",True,"[{'location': [103.4, 28.4], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [113.4, 44.8], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 48.9], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 54.5], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 45.1], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.8, 38.0], 'player': {'id': 163337, 'name': 'Ashutosh Mehta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.2, 44.8], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 40.5], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.5, 44.4], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.9, 44.9], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",1d3dc783-f178-45ce-8109-a582f00b1aaa,Off T,0.1550068,Normal,Open Play,,,,Goa,7288,00:19:11.138,Shot,
,,,,,,,,,,,,,,,,,,0.802136,,,,,,,,,,,,b285df91-a658-4337-916d-0761a796ab1e,887,,,"[101.5, 16.5]",3813303,21,,True,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Liston Colaco,124907.0,Left Wing,47,ATK Mohun Bagan,7282,['147b6a78-c82b-4180-b875-cfb19e38c310'],3,,Right Foot,,"[119.1, 35.8, 0.9]",,"[{'location': [111.5, 43.8], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.2, 16.4], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [110.9, 30.7], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 37.5], 'player': {'id': 33487, 'name': 'Dylan Fox'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.5, 45.1], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.1, 20.4], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 18.3], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [101.8, 26.8], 'player': {'id': 159781, 'name': 'Princeton Rebello'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 46.1], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [119.2, 37.3], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.6, 7.6], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.2, 27.5], 'player': {'id': 163342, 'name': 'Hugo Adnan Boumous'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",aa140684-d95c-4267-baec-87ea291f4532,Saved,0.0077373977,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:21:03.199,Shot,
,,,,,,,,,,,,,,,,,,0.562767,,,,,,,,,,,,6d6a0609-2d85-4e35-9566-9d5f35f84559,893,,,"[103.8, 20.8]",3813303,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Hugo Adnan Boumous,163342.0,Center Attacking Midfield,48,ATK Mohun Bagan,7282,"['58e28b7b-ed70-4e05-863e-932a516b0b26', '5a4663a2-4545-49a0-93a7-00a9916839c7']",33,,Right Foot,,"[113.8, 33.4]",,"[{'location': [108.1, 36.8], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.5, 42.8], 'player': {'id': 33487, 'name': 'Dylan Fox'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.1, 47.9], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.2, 45.0], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 33.9], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.3, 37.6], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 37.1], 'player': {'id': 165325, 'name': 'Muhammed Nemil Valiyattil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.0, 25.0], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.8, 27.3], 'player': {'id': 159781, 'name': 'Princeton Rebello'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.4, 38.4], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 20.4], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [115.7, 47.7], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.4, 44.2], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.4, 30.8], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.1, 34.9], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.9, 21.9], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",7bb31579-77aa-40c6-90da-98181e2a415b,Blocked,0.009847494,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:21:33.869,Shot,
,,,,,,,,,,,,,,,,,,1.071132,,,,,,,,,,,,5d596f6f-3a14-4a93-a029-8334b46a857e,930,,,"[94.4, 24.8]",3813303,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Liston Colaco,124907.0,Left Wing,50,Goa,7288,['194c029c-f0a7-41f1-b1e3-f5c156e9229e'],37,,Right Foot,,"[120.0, 42.3, 2.4]",,"[{'location': [82.4, 33.6], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [115.7, 38.3], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.7, 48.5], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [94.1, 36.1], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.6, 45.5], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 42.5], 'player': {'id': 33487, 'name': 'Dylan Fox'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.8, 30.0], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.8, 22.0], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [95.1, 55.5], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.6, 51.4], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.9, 26.2], 'player': {'id': 163342, 'name': 'Hugo Adnan Boumous'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,Goal,0.031205859,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:22:37.520,Shot,
,,,,,,,,,,,,,,,,,,1.008979,,,,,,,,,,,,1f127db7-bca3-4009-b2e3-01b3f05b42b6,1018,,,"[89.0, 47.9]",3813303,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Ortiz Mendoza,159764.0,Left Center Forward,53,Goa,7288,['37f56495-1af9-40df-b447-3e61432bf4e8'],44,,Right Foot,,"[120.0, 36.3, 4.5]",,"[{'location': [88.9, 58.3], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [98.7, 34.8], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.6, 39.8], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [76.5, 48.6], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.0, 33.1], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.3, 46.7], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.3, 42.7], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.4, 26.8], 'player': {'id': 163337, 'name': 'Ashutosh Mehta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.6, 38.1], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [76.3, 44.7], 'player': {'id': 163342, 'name': 'Hugo Adnan Boumous'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [77.2, 31.3], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.4, 11.8], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [90.8, 36.9], 'player': {'id': 165325, 'name': 'Muhammed Nemil Valiyattil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",7d06e076-ecd2-497a-bf81-1fed14e1ddbe,Off T,0.023366444,Normal,Open Play,,,,Goa,7288,00:24:44.225,Shot,
,,,,,,,,,,,,,,,,,,1.156846,,,,,,,,,,,,6e0986a2-1287-4ffe-9cea-aff38419b552,1134,,,"[93.2, 19.6]",3813303,29,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jorge Ortiz Mendoza,159764.0,Left Center Forward,58,Goa,7288,['9147f094-7f31-4bee-9131-e9dab6bb1e6a'],12,,Right Foot,,"[119.3, 36.2, 0.2]",,"[{'location': [102.7, 24.7], 'player': {'id': 163342, 'name': 'Hugo Adnan Boumous'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [91.8, 33.5], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [90.9, 44.2], 'player': {'id': 159781, 'name': 'Princeton Rebello'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.2, 33.5], 'player': {'id': 165325, 'name': 'Muhammed Nemil Valiyattil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.1, 35.8], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.9, 39.9], 'player': {'id': 33487, 'name': 'Dylan Fox'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [105.0, 41.8], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [101.3, 15.2], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [103.7, 43.0], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.8, 41.0], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.3, 18.3], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.4, 34.6], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 35.5], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 38.2], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.7, 40.0], 'player': {'id': 170691, 'name': 'José Luis Espinosa Arroyo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 39.9], 'player': {'id': 163337, 'name': 'Ashutosh Mehta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 25.5], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.3, 23.9], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,Saved,0.008782483,Normal,Free Kick,,,,Goa,7288,00:29:12.741,Shot,
,,,,,,,,,,,,,,,,,,0.058215,,,,,,,,,,,,cf306a0a-ae36-40ee-a639-d4d0d812ed3e,1380,,,"[112.9, 27.4]",3813303,41,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Roy Krishna,163344.0,Center Forward,73,ATK Mohun Bagan,7282,"['4b9bd88e-83ac-4ad6-bff8-74a8f97724cc', '898b06c5-9cbe-4d3d-aa93-7a5d4016486b', 'a76e3790-5951-4a2d-a176-d5ae00ebf55d']",1,,Left Foot,,"[113.3, 28.2]",,"[{'location': [111.3, 25.7], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 28.7], 'player': {'id': 33487, 'name': 'Dylan Fox'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.0, 27.7], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.3, 37.5], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 32.3], 'player': {'id': 159781, 'name': 'Princeton Rebello'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 28.7], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 42.3], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [99.9, 14.7], 'player': {'id': 163337, 'name': 'Ashutosh Mehta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.7, 34.7], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.4, 47.7], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.5, 30.4], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.3, 37.7], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Blocked,0.08106783,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:41:01.633,Shot,True
