50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.008825,,,,,,,,,,,,,,554a05dc-805c-497a-9fb3-295c5de76dad,381,,"[111.6, 33.0]",3825841,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Markel Bergara Larrañaga,6633.0,Center Defensive Midfield,14,Real Sociedad,210,['8c21b5ba-b3e7-48f6-87af-5e6257e03cbd'],10,,Head,"[112.1, 35.4]",,"[{'location': [104.9, 46.8], 'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 43.7], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 41.0], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 40.3], 'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.5, 34.1], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.1, 38.7], 'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 37.7], 'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 28.9], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.3, 38.3], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.4, 27.6], 'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.1, 42.9], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.1, 41.9], 'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.3, 36.4], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",61ca3add-1392-4bff-83cd-02c7a6f7fadf,True,Wayward,0.15840884,Diving Header,Open Play,,,,Real Sociedad,210,00:08:10.427,Shot,
,,,,,,,,,,,,,,,,,0.167331,,,,,,,,,,,,,,ff9e0d67-3d70-47e7-a719-380fc4224dc5,390,,"[111.4, 36.3]",3825841,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Íñigo Martínez Berridi,6665.0,Left Center Back,15,Real Sociedad,210,"['2069186c-fbb1-4d9c-bb33-c4cf96331227', '7d81f781-d0d3-471f-bcf7-8ebbe030780f']",28,,Left Foot,"[112.7, 36.6]",True,"[{'location': [108.8, 47.5], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.5, 27.8], 'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.4, 34.9], 'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.2, 32.8], 'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.7, 35.9], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.8, 45.1], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 38.7], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.8, 35.5], 'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [116.7, 34.1], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.4, 32.5], 'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.8, 34.2], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 37.2], 'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.5, 38.8], 'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.7, 36.6], 'player': {'id': 11813, 'name': 'Emiliano Buendía'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.5, 35.9], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",68df20b5-8644-472d-980c-f407822d9bf4,,Blocked,0.06194831,Volley,Open Play,,,,Real Sociedad,210,00:09:28.584,Shot,
,,,,,,,,,,,,,,,,,0.287721,,,,,,,,,,,,,,b347a159-ac87-42a4-bebb-8401d7c2d5e7,501,,"[109.3, 27.8]",3825841,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mikel Oyarzabal Ugarte,6685.0,Left Wing,23,Real Sociedad,210,['6ca8e046-eb22-410d-b4c0-8c4456d78d63'],13,,Left Foot,"[113.6, 36.0]",True,"[{'location': [113.5, 37.3], 'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.5, 36.0], 'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [119.9, 61.3], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.9, 45.7], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 28.3], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.1, 39.9], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 54.7], 'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 37.4], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 37.7], 'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 30.0], 'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",f9c6629d-0c87-47aa-8cc2-0beac1c548ff,,Wayward,0.048653845,Half Volley,Open Play,,,,Real Sociedad,210,00:13:13.370,Shot,
,,,,,,,,,,,,,,,,,0.530149,,,,,,,,,,,,,,3e287e51-07c5-4fcc-99c9-a7d1e6e3f5ce,639,,"[113.7, 38.6]",3825841,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Carlos Alberto Vela Garrido,5560.0,Right Wing,32,Real Sociedad,210,"['3b3fda4e-8e76-4465-9d28-b34ace29a026', 'e632bd0d-d0d3-4888-9f24-59c2b0d4b561']",36,,Left Foot,"[120.0, 38.3, 0.4]",True,"[{'location': [115.7, 15.4], 'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.6, 38.3], 'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.1, 39.1], 'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.3, 18.6], 'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.2, 39.5], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.4, 20.1], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.0, 22.8], 'player': {'id': 220761, 'name': 'Miguel Ángel Muñoz Alonso'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.4, 36.3], 'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.8, 35.9], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.4, 17.1], 'player': {'id': 11813, 'name': 'Emiliano Buendía'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.4, 39.4], 'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.9, 29.4], 'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 36.3], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 38.7], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",,,Goal,0.20635991,Half Volley,Open Play,,,,Real Sociedad,210,00:18:36.431,Shot,True
,,,,,,,,,,,,,,,,,0.261072,,,,,,,,,,,,,,afea4e66-1495-4345-bb90-64adac929b41,1563,,"[109.9, 45.3]",3825841,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emiliano Buendía,11813.0,Center Attacking Midfield,90,Getafe,216,['96fd0266-2237-4e7c-b030-91390646414a'],57,,Right Foot,"[120.0, 43.3, 5.9]",True,"[{'location': [115.4, 38.5], 'player': {'id': 6674, 'name': 'Alberto De La Bella Madureño'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.6, 36.6], 'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.8, 25.3], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.1, 42.9], 'player': {'id': 6692, 'name': 'Oier Olazábal Paredes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 33.5], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.2, 17.3], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",a479c47c-276f-460f-b884-7203d86c8493,,Off T,0.14792378,Volley,Open Play,,,,Getafe,216,00:39:57.464,Shot,
,,,,,,,,,,,,,,,,,0.547999,,,,,,,,,,,,,,d7d1ca2f-8b6f-4bcb-b2ad-a99c5d9a7086,1721,,"[108.8, 35.0]",3825841,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pablo Sarabia García,6720.0,Left Wing,97,Getafe,216,['e115f4f9-6897-4ed2-80c1-c8134bd98b8f'],47,,Right Foot,"[119.9, 37.2, 0.7]",True,"[{'location': [117.7, 40.2], 'player': {'id': 6692, 'name': 'Oier Olazábal Paredes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.7, 61.4], 'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 65.4], 'player': {'id': 6674, 'name': 'Alberto De La Bella Madureño'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.4, 51.1], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 39.7], 'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 38.3], 'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.8, 56.0], 'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.8, 46.7], 'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.6, 49.0], 'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [90.4, 55.9], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.0, 68.7], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.6, 42.5], 'player': {'id': 11813, 'name': 'Emiliano Buendía'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",a35ea493-a48c-45df-addd-00f77c6b4798,,Goal,0.16137189,Volley,Open Play,,,,Getafe,216,00:44:47.438,Shot,
,,,,,,,,,,,,,,,,,1.261131,,,,,,,,,,,,,,9cf32ff5-759a-469e-bba5-20a4e25786cf,1948,,"[94.0, 50.2]",3825841,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Moisés Gómez Bordonado,11675.0,Right Wing,109,Getafe,216,['e7945aa9-308c-4501-afdb-e650b880f218'],52,,Left Foot,"[120.0, 33.8, 6.3]",,"[{'location': [103.6, 34.1], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.8, 51.3], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.5, 52.6], 'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.6, 40.4], 'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.0, 35.5], 'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.4, 49.3], 'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 56.6], 'player': {'id': 6674, 'name': 'Alberto De La Bella Madureño'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.3, 44.3], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 37.8], 'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 34.0], 'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.1, 40.9], 'player': {'id': 6692, 'name': 'Oier Olazábal Paredes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 64.3], 'player': {'id': 220761, 'name': 'Miguel Ángel Muñoz Alonso'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.8, 44.5], 'player': {'id': 11813, 'name': 'Emiliano Buendía'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",d6a4d579-b1ed-4209-bc67-e85de77c1185,,Off T,0.026167816,Normal,Open Play,,,,Getafe,216,00:02:52.898,Shot,
,,,,,,,,,,,,,,,,,0.185122,,,,,,,,,,,,,,0a0e51be-1165-46d5-8f4d-8588de6bbb75,2185,,"[105.3, 55.7]",3825841,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Carlos Alberto Vela Garrido,5560.0,Right Wing,120,Real Sociedad,210,"['6eb3c7d9-6861-43f3-926e-67dae49e65f7', 'fc5335b0-a577-45a6-90f1-4b708b309ef3']",22,,Left Foot,"[107.5, 52.8]",True,"[{'location': [105.7, 46.1], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 41.9], 'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 48.6], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 42.6], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 52.1], 'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 34.8], 'player': {'id': 220761, 'name': 'Miguel Ángel Muñoz Alonso'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.1, 48.4], 'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 27.0], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [89.1, 57.7], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.2, 38.0], 'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.6, 26.3], 'player': {'id': 6674, 'name': 'Alberto De La Bella Madureño'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.7, 44.2], 'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.8, 44.5], 'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",4fe9a5fa-07a5-4647-9456-a5250c3d0aca,,Blocked,0.042800594,Normal,Open Play,,,,Real Sociedad,210,00:07:22.620,Shot,
,,,,,,,,,,,,,,,,,0.686871,,,,,,,,,,,,,,017dc023-3a2e-4330-b3ce-515436fc1a89,2190,,"[109.4, 37.4]",3825841,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jonathas Cristian de Jesus,8584.0,Center Forward,121,Real Sociedad,210,['e9b319a2-1b5a-4585-ab48-99c7d45efea2'],48,,Head,"[120.0, 42.5, 5.6]",,"[{'location': [111.2, 42.2], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.3, 37.1], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 48.4], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.8, 45.2], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 43.0], 'player': {'id': 220761, 'name': 'Miguel Ángel Muñoz Alonso'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.2, 39.7], 'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 41.0], 'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 38.8], 'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 38.1], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.0, 40.6], 'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.1, 40.6], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.4, 45.8], 'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.0, 43.5], 'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [114.5, 37.6], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",121ddb3a-1fff-46b2-a7b2-c359846dd706,,Off T,0.044395912,Normal,Open Play,,,,Real Sociedad,210,00:07:48.619,Shot,
,,,,,,,,,,,,,,,,,0.619607,,,,,,,,,,,,,,15fef548-4292-4f28-970c-ce5f1abce047,2287,,"[108.1, 40.1]",3825841,55,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Álvaro Vázquez García,24035.0,Center Forward,129,Getafe,216,['f97f2c33-fc9a-4cf4-9310-13606f4e753d'],51,,Right Foot,"[120.0, 40.5, 0.5]",,,,,Goal,0.7835,Normal,Penalty,,,,Getafe,216,00:10:51.752,Shot,
