ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.2216,,,,,,,,,,,558a04d3-2427-4e91-8df6-eb1a0d3a752a,929,,,"[104.0, 45.0]",19802,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ellie Mason,15715.0,Left Center Back,61,Yeovil Town LFC,970,"['191891d0-703d-4382-93ba-195abb02b265', '8c5d97e1-6327-4c67-bc19-7d68c0764fa6']",43,,Left Foot,"[110.0, 42.0]",,"[{'location': [112.0, 44.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 41.0], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 23290, 'name': 'Sophie Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 41.0], 'player': {'id': 19420, 'name': 'Fern Whelan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 55.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 50.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 51.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [99.0, 48.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.0, 48.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.0, 44.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.0, 32.0], 'player': {'id': 10195, 'name': 'Rachel Mclauchlan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",3acecdba-a5e2-466e-bd94-e3cdf3899309,,Blocked,0.06248701,Normal,Open Play,,,,Yeovil Town LFC,970,00:34:43.006,Shot,
,,,,,,,,,,,,,,,,,,0.2003,,,,,,,,,,,f2a1397b-9916-4326-b6e7-8d58bf5fa1a7,1257,,,"[88.0, 31.0]",19802,45,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Bonnie Horwood,15713.0,Right Defensive Midfield,84,Yeovil Town LFC,970,"['b2ad9def-9bb3-43ba-9935-244b860b32ce', 'fdc77358-bea6-4016-b02f-dc6788f268c9']",4,,Right Foot,"[95.0, 34.0]",True,"[{'location': [104.0, 41.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 23290, 'name': 'Sophie Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 46.0], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 34.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 56.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.0, 42.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 38.0], 'player': {'id': 19420, 'name': 'Fern Whelan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.0, 48.0], 'player': {'id': 19774, 'name': 'Charlotte Buxton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [86.0, 37.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [96.0, 35.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [95.0, 39.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.0, 44.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 51.0], 'player': {'id': 10195, 'name': 'Rachel Mclauchlan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Blocked,0.022190772,Normal,Open Play,,,,Yeovil Town LFC,970,00:45:04.561,Shot,
,,,,,,,,,,,,,,,,,,2.369371,,,,,,,,,,,3d95a1e0-3962-4ce6-a868-7ad663ccdc92,1315,,,"[114.0, 38.0]",19802,47,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kayleigh Green,16400.0,Left Center Forward,88,Brighton & Hove Albion WFC,965,['cd427e04-1968-4575-bee2-8e4da69f4f81'],16,,Head,"[120.0, 45.8, 2.3]",,"[{'location': [112.0, 43.0], 'player': {'id': 19420, 'name': 'Fern Whelan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.0, 54.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.0, 48.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 33.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 51.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [113.0, 45.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 43.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 37.0], 'player': {'id': 10195, 'name': 'Rachel Mclauchlan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 19774, 'name': 'Charlotte Buxton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [120.0, 40.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 35.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.0, 34.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 38.0], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",373a2e07-6079-4e76-9414-d32fcbfbc76d,,Off T,0.37398854,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:47:16.066,Shot,
,,,,,,,,,,,,,,,,,,0.927114,,,,,,,,,,,0f2e969f-c261-42f8-875e-8ed332b565c6,1322,,,"[108.0, 36.0]",19802,47,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Ellie Brazil,16393.0,Right Center Forward,90,Brighton & Hove Albion WFC,965,"['33084a61-bca3-4021-8399-5ccb6c745416', '5b441b08-40ee-4ce9-952d-157ad9a71eea']",43,,Left Foot,"[117.0, 40.7, 1.0]",,"[{'location': [97.0, 49.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 41.0], 'player': {'id': 10195, 'name': 'Rachel Mclauchlan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.0, 43.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [116.0, 38.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 45.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 38.0], 'player': {'id': 19774, 'name': 'Charlotte Buxton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",f8d6755b-874a-4742-be66-c203f3b051fb,,Saved,0.29301533,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:47:43.467,Shot,True
,,,,,,,,,,,,,,,,,,2.083806,,,,,,,,,,,15f3b877-cbf1-4fd7-bbe0-613b427fa6f0,1509,,,"[115.0, 44.0]",19802,48,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Ellie Brazil,16393.0,Right Center Forward,107,Brighton & Hove Albion WFC,965,['9c5133ce-d3df-438c-88ff-53df07088ee5'],32,,Head,"[117.0, 29.0]",,"[{'location': [112.0, 38.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.0, 57.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 59.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.0, 70.0], 'player': {'id': 16399, 'name': 'Kate Natkiel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.0, 40.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.0, 37.0], 'player': {'id': 19774, 'name': 'Charlotte Buxton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 41.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 46.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",332da53a-dd10-4509-a75c-ef71a42a92f7,,Wayward,0.23775156,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:03:32.902,Shot,
,,,,,,,,,,,,,,,,,,0.431104,,,,,,,,,,,efd837f6-410d-4d73-a7ac-3f9f6f1d531e,1576,,,"[109.0, 30.0]",19802,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kate Natkiel,16399.0,Right Midfield,110,Brighton & Hove Albion WFC,965,['51d02941-5b08-4642-8042-c0bc408b3457'],13,,Right Foot,"[119.0, 36.2, 1.6]",,"[{'location': [104.0, 31.0], 'player': {'id': 10195, 'name': 'Rachel Mclauchlan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.0, 30.0], 'player': {'id': 19774, 'name': 'Charlotte Buxton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 31.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 39.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 32.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 38.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 37.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.0, 52.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.0, 44.0], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 35.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.0, 29.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.0, 29.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",0e8dbf79-f64a-4b00-9fe7-9e9f0faa2772,,Saved,0.077962175,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:05:13.921,Shot,
,,,,,,,,,,,,,,,,,,1.074257,,,,,,,,,,,143efdb4-070c-4af1-a30a-7dc08dded70c,1615,,,"[106.0, 50.0]",19802,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Emily Donovan,15705.0,Left Midfield,114,Yeovil Town LFC,970,['0387463c-6e9d-4160-9481-2ce0bb6f169c'],10,,Left Foot,"[120.0, 46.0, 0.2]",True,"[{'location': [115.0, 41.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.0, 44.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.0, 47.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 48.0], 'player': {'id': 10195, 'name': 'Rachel Mclauchlan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.0, 41.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 27.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [119.0, 42.0], 'player': {'id': 23290, 'name': 'Sophie Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 47.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.0, 33.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 19420, 'name': 'Fern Whelan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 45.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 45.0], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 31.0], 'player': {'id': 16399, 'name': 'Kate Natkiel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",,,Off T,0.05598344,Volley,Open Play,,,,Yeovil Town LFC,970,00:07:10.430,Shot,
,,,,,,,,,,,,,,,,,,0.558114,,,,,,,,,,,da02b8c6-3bb3-4103-aa49-9a24956c1871,1715,,,"[111.0, 31.0]",19802,57,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emily Simpkins,23289.0,Right Defensive Midfield,125,Brighton & Hove Albion WFC,965,['6cc80c45-08c5-4b75-b07b-1a793a1af81a'],18,,Right Foot,"[120.0, 36.2, 1.6]",True,"[{'location': [116.0, 22.0], 'player': {'id': 19774, 'name': 'Charlotte Buxton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 29.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 38.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 34.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 42.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 46.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.0, 39.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.0, 28.0], 'player': {'id': 16399, 'name': 'Kate Natkiel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",995785e1-a8ba-497e-bdb9-01793c9dddaa,,Saved,0.16694461,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:12:18.624,Shot,
,,,,,,,,,,,,,,,,,,1.301672,,,,,,,,,,,1df48bc0-24a3-4c91-bc07-6eb9f7c9f61f,1767,,,"[92.0, 23.0]",19802,58,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kate Natkiel,16399.0,Right Midfield,128,Yeovil Town LFC,970,['29c63049-e13e-41be-ba90-3030d1666e54'],40,,Right Foot,"[120.0, 36.6, 0.9]",,"[{'location': [102.0, 51.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.0, 22.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 23.0], 'player': {'id': 19774, 'name': 'Charlotte Buxton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 33.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 26.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.0, 27.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [83.0, 52.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.0, 30.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Saved,0.008589204,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:13:40.290,Shot,
,,,,,,,,,,,,,,,,,,0.858619,,,,,,,,,,,c7b0dfcf-892e-40b6-b912-29610cd5da8d,1834,,,"[100.0, 36.0]",19802,60,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Megan Connolly,23413.0,Left Defensive Midfield,132,Brighton & Hove Albion WFC,965,['31846e4c-a162-4028-b053-c730aa4c61d5'],32,,Right Foot,"[120.0, 34.8, 0.8]",,"[{'location': [99.0, 28.0], 'player': {'id': 10195, 'name': 'Rachel Mclauchlan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 30.0], 'player': {'id': 19774, 'name': 'Charlotte Buxton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 56.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.0, 53.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.0, 47.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 41.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 48.0], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.0, 32.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.0, 38.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",f98b9142-c2a8-4563-9a84-e815a478ee57,,Off T,0.06697357,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:15:32.238,Shot,
