ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.858193,,,,,,,,,,,,,,195e0d66-7a61-48f6-83c7-30cbc3cb8bc5,100,,"[110.8, 44.0]",3829478,2,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Abdou Kader Mangane,2953.0,Right Center Back,7,Gazélec Ajaccio,160,['fcab669f-edb1-4efb-8ab2-281a35545d86'],23,,Head,,"[120.0, 42.4, 5.6]",,"[{'location': [118.8, 38.2], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 40.8], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 42.3], 'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.7, 35.8], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 45.9], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.6, 34.2], 'player': {'id': 4475, 'name': 'Romain Danzé'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.1, 32.9], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [112.0, 37.9], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [110.5, 42.5], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 44.4], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.9, 45.9], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 30.8], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.3, 38.9], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.9, 37.6], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.8, 36.5], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [94.4, 49.1], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",bf256bc1-6d45-42d2-b6c8-f5c4a1dc0bfe,,Off T,,0.056369066,Normal,Open Play,,,,Gazélec Ajaccio,160,00:02:23.873,Shot,
,,,,,,,,,,,,,,0.792017,,,,,,,,,,,,,,1c02f9b4-6ee0-40e6-91ff-b46007264e79,138,,"[93.2, 26.3]",3829478,3,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Henrique Konzen Medina da Silva,16503.0,Left Center Forward,10,Rennes,134,['d9f921fc-6546-4527-9eca-ace515d8b809'],32,,Right Foot,,"[115.2, 37.5, 0.9]",,"[{'location': [89.2, 42.1], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.1, 48.6], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.5, 21.2], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.4, 35.8], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 37.8], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 31.2], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 23.5], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.9, 37.9], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.7, 36.2], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.7, 37.6], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [82.2, 24.1], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.3, 15.0], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",37621609-8ffb-4f23-b737-4716886088d9,,Saved,,0.026717223,Normal,Open Play,,,,Rennes,134,00:03:32.775,Shot,
,,,,,,,,,,,,,,4.502033,,,,,,,,,,,,,,34507656-06df-4fa9-b763-24fdb31171e7,232,,"[107.6, 24.1]",3829478,6,,,True,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Issiar Dia,40536.0,Right Center Forward,14,Gazélec Ajaccio,160,['8f587458-5c09-4338-a77b-1223e0b8218d'],5,,Right Foot,,"[112.8, 80.0]",,"[{'location': [105.1, 22.4], 'player': {'id': 4475, 'name': 'Romain Danzé'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.8, 25.9], 'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.1, 20.7], 'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 16.7], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 28.9], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.7, 33.6], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 42.4], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 42.4], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.4, 36.4], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.4, 34.0], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.9, 19.9], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.5, 40.7], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.0, 14.4], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",0113932a-30cc-4e08-b448-6cb4f476bebc,,Wayward,,0.03400834,Normal,Open Play,,,,Gazélec Ajaccio,160,00:06:05.648,Shot,
,,,,,,,,,,,,,,0.683323,,,,,,,,,,,,,,51f9b477-9b4b-4bd5-adbc-61e7eb368ddd,512,,"[106.9, 46.2]",3829478,13,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Abdoulaye Doucouré,3292.0,Right Center Forward,35,Rennes,134,['a7b9ded1-64c3-4074-bfaa-2914f7cd1401'],31,,Right Foot,,"[116.0, 43.9, 1.7]",True,"[{'location': [87.1, 55.7], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.3, 43.4], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.8, 56.6], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.2, 29.3], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 47.3], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 42.3], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.4, 33.2], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.7, 42.6], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.4, 40.6], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.9, 32.2], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [93.6, 20.1], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",c1475f36-f369-4021-b0d9-9e80b5876869,,Saved,,0.11175142,Volley,Open Play,,,,Rennes,134,00:13:31.470,Shot,
,,,,,,,,,,,,,,1.84189,,,,,,,,,,,,,,8187eeaa-abb5-490e-b53d-c14fe9c112fc,691,,"[93.5, 18.8]",3829478,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Henrique Konzen Medina da Silva,16503.0,Left Center Forward,44,Rennes,134,['6d0feb48-95ee-404e-91a5-b4abac611e49'],32,,Right Foot,,"[120.0, 47.6, 0.6]",,"[{'location': [105.0, 45.0], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.6, 45.3], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.7, 44.3], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 34.2], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 40.7], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 34.7], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.3, 26.1], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.7, 20.7], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 38.1], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 43.9], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 12.3], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",03ac5c1f-938e-400c-814b-bd7ef8bc7169,,Off T,,0.008279386,Normal,Open Play,,,,Rennes,134,00:17:32.710,Shot,
,,,,,,,,,,,,,,0.878084,,,,,,,,,,,,,,8f1602a6-48db-4c71-8977-514ea06fa01e,806,,"[109.9, 56.0]",3829478,19,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Issiar Dia,40536.0,Right Center Forward,45,Gazélec Ajaccio,160,"['ce4eed2f-3234-494c-885a-018f024ca1d9', 'dc67f79d-5b64-4797-a224-024364a07ef7']",44,,Right Foot,,"[119.4, 45.5, 0.2]",,"[{'location': [118.3, 44.3], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.1, 65.3], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.2, 55.8], 'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.4, 57.1], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 40.6], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [81.8, 67.0], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 38.6], 'player': {'id': 4475, 'name': 'Romain Danzé'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [76.8, 67.5], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.6, 70.3], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.9, 40.7], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.7, 39.0], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [88.7, 57.2], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",85522870-d726-48ed-89a7-14b8c6774cfa,True,Saved Off Target,True,0.05029887,Normal,Open Play,,,,Gazélec Ajaccio,160,00:19:44.308,Shot,True
,,,,,,,,,,,,,,0.496823,,,,,,,,,,,,,,3625d5a5-88eb-43ee-bbf7-cca86ae953cd,951,,"[105.9, 38.8]",3829478,23,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Henrique Konzen Medina da Silva,16503.0,Left Center Forward,52,Rennes,134,"['309b4d20-d3e8-42f7-8308-524fe431eba0', '51058a1e-1e8c-4b30-858d-8687e322f40a']",20,,Left Foot,,"[113.0, 38.4]",True,"[{'location': [113.9, 38.2], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.4, 38.5], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 45.3], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 32.1], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 26.4], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.9, 37.8], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 39.3], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.4, 44.4], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.1, 31.0], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.5, 22.3], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",1af67d35-94d9-403e-b1c3-d2200d4432e9,,Blocked,,0.19064273,Normal,Open Play,,,,Rennes,134,00:23:20.675,Shot,
,,,,,,,,,,,,,,1.940729,,,,,,,,,,,,,,14cfbfb9-cc14-448c-b59d-88a6c356d0a4,1081,,"[73.3, 57.0]",3829478,26,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovanni-Guy Yann Sio,3018.0,Right Center Forward,60,Gazélec Ajaccio,160,['d94ff6b0-bfd4-480e-9491-492acabdc77a'],15,,Left Foot,,"[120.0, 32.2, 6.1]",,"[{'location': [115.6, 39.9], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.9, 26.2], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [63.5, 57.8], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [80.1, 78.7], 'player': {'id': 4475, 'name': 'Romain Danzé'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [82.3, 70.7], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [67.1, 50.6], 'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [80.4, 51.6], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [85.0, 57.6], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [86.6, 42.4], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [84.4, 32.5], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [73.6, 44.7], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Off T,,0.0061840457,Normal,Open Play,,,,Rennes,134,00:26:15.587,Shot,
,,,,,,,,,,,,,,0.203293,,,,,,,,,,,,,,4d0c5eba-6077-4c30-bbb1-7794cce65374,1111,,"[88.1, 53.9]",3829478,27,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,David Ducourtioux,401509.0,Right Center Midfield,61,Gazélec Ajaccio,160,"['41a41c2e-0e21-43bb-8f7d-947bfa6fac40', '79861bb9-d43a-4202-aacf-767f457191fb']",11,,Right Foot,,"[93.0, 51.8]",,"[{'location': [93.5, 51.6], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 54.5], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [99.7, 45.6], 'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.3, 33.6], 'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.2, 20.7], 'player': {'id': 4475, 'name': 'Romain Danzé'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.2, 41.6], 'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 28.1], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.1, 52.0], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.4, 73.0], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",c16bd30c-736e-4efb-858a-86bc79f31853,,Blocked,,0.0064118607,Normal,Open Play,,,,Gazélec Ajaccio,160,00:27:11.649,Shot,
,,,,,,,,,,,,,,1.065707,,,,,,,,,,,,,,9fcc313e-7ab0-4819-beb6-e0ad3904d7a9,1156,,"[99.3, 31.8]",3829478,27,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovanni-Guy Yann Sio,3018.0,Right Center Forward,62,Rennes,134,"['309e5c38-cfef-46f6-8399-a9761933fc3b', 'aff488ee-0820-4e4e-9658-f5feea6d325d']",50,,Left Foot,,"[120.0, 44.8, 1.5]",,"[{'location': [99.9, 51.6], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.4, 33.4], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.1, 39.3], 'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 43.3], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 35.5], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.8, 38.4], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 31.1], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.7, 38.2], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 54.2], 'player': {'id': 4475, 'name': 'Romain Danzé'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [103.2, 37.7], 'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [84.1, 22.6], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [99.9, 24.1], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Off T,,0.0658798,Normal,Open Play,,,,Rennes,134,00:27:50.000,Shot,True
