ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.24565,,,,,,,,,,,,,6c7cff77-d1a8-4504-bbf8-206da0944de1,261,,,"[114.6, 39.5]",3754135,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marko Arnautović,3325.0,,Left Midfield,18,Stoke City,30,['29398fb1-7182-489e-938b-63ea3742c560'],7,Right Foot,"[120.0, 40.2, 1.2]",True,"[{'location': [114.7, 39.0], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.2, 58.7], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.8, 42.7], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.7, 56.6], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 57.3], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 41.8], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 46.9], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.9, 67.8], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [120.0, 60.9], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.0, 44.9], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.5, 65.5], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.5, 51.0], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",14291a0c-0ae4-4099-8e10-c63bff3e2004,,Goal,0.50252134,Half Volley,Open Play,,,,Stoke City,30,00:06:07.394,Shot,
,,,,,,,,,,,,,,,,0.514774,,,,,,,,,,,,,3aadd4c0-dc1b-4154-8584-17ca1abb7678,591,,,"[104.7, 47.5]",3754135,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Kevin De Bruyne,3089.0,,Right Wing,33,Manchester City,36,['faf55703-3075-4534-9c81-2f09033797d4'],50,Right Foot,"[114.4, 43.7, 0.2]",,"[{'location': [108.1, 39.6], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 46.0], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 42.2], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.7, 50.2], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.3, 56.4], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.2, 42.3], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.5, 38.5], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.3, 39.5], 'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.2, 42.6], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.4, 57.4], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",ebd32223-18a9-470f-b3a1-f8159645bc8b,,Saved,0.1331178,Normal,Open Play,,,,Manchester City,36,00:13:50.735,Shot,
,,,,,,,,,,,,,,,,0.559236,,,,,,,,,,,,,cb69a103-2d80-4c1f-99c2-415ad9b0d477,630,,,"[108.4, 46.1]",3754135,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marko Arnautović,3325.0,,Left Midfield,34,Stoke City,30,"['6f5a8d81-ca08-4bbf-a702-73a99cb40198', '95d005ba-e7a2-4ce5-8679-05256808841f']",34,Right Foot,"[120.0, 38.4, 0.3]",True,"[{'location': [102.4, 50.1], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [77.1, 73.0], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.3, 47.7], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 44.8], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.7, 42.8], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.7, 59.6], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.9, 50.1], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 44.2], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",289c9e93-9ca5-46d9-8541-94d8c32a194d,,Goal,0.31972897,Normal,Open Play,,,,Stoke City,30,00:14:34.955,Shot,True
,,,,,,,,,,,,,,,,1.310885,,,,,,,,,,,,,2899bcd3-1e03-4171-8053-0f7b166489ae,721,,,"[83.7, 35.7]",3754135,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicolás Hernán Otamendi,3090.0,,Left Center Back,38,Manchester City,36,['7bd9fa5f-3126-486f-aeeb-aacdd2a0cc8f'],25,Right Foot,"[120.0, 32.6, 0.3]",,"[{'location': [101.2, 19.5], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.1, 28.4], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.2, 38.6], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 37.3], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.1, 42.9], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.3, 23.7], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [92.9, 31.6], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 54.2], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [90.8, 37.1], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.8, 41.7], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.5, 20.4], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.3, 22.7], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.3, 43.9], 'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.2, 24.9], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.1, 33.0], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [96.2, 41.4], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.7, 62.5], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [84.2, 45.2], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",0da9ee75-c04e-4555-9635-31918a60b8b7,,Off T,0.0057121734,Normal,Open Play,,,,Manchester City,36,00:17:25.826,Shot,
,,,,,,,,,,,,,,,,0.512937,,,,,,,,,,,,,d13a6f6b-ff22-45ed-a31e-1acfbb4bd59e,875,,,"[117.6, 34.9]",3754135,21,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raheem Sterling,3233.0,,Left Wing,46,Manchester City,36,['0a09e4d2-5136-490d-b4fa-b11a863cbae7'],42,Head,"[118.2, 38.9]",,"[{'location': [117.8, 36.4], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.6, 28.6], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.5, 47.8], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.4, 54.5], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.7, 69.5], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.5, 47.5], 'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.0, 46.0], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 41.5], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 49.2], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 59.6], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.4, 68.5], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.2, 27.1], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.1, 43.2], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.8, 35.8], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",6be4dc1e-09ca-4cf4-8df1-0877752f8fdc,,Wayward,0.11232932,Normal,Open Play,,,,Manchester City,36,00:21:42.942,Shot,
,,,,,,,,,,,,,,,,0.667031,,,,,,,,,,,,,c192bb3c-ec1f-4059-9407-deeaa7b7b118,1260,,,"[99.6, 54.8]",3754135,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Wilfried Guemiand Bony,3598.0,,Center Forward,65,Manchester City,36,['0381fcba-93a7-4fdd-9b99-03ffce164273'],21,Right Foot,"[120.0, 49.5, 7.5]",,"[{'location': [119.4, 40.3], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [78.4, 40.4], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [83.1, 52.0], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [79.2, 21.6], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.9, 64.3], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.1, 70.2], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.3, 36.9], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [94.9, 27.1], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.1, 52.5], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.1, 58.7], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.0, 33.5], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.8, 43.1], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.9, 60.0], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 53.3], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 43.5], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 33.0], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",5496f5f4-9840-43b8-ab52-135cbb649005,,Off T,0.034531202,Normal,Open Play,,,,Manchester City,36,00:31:21.080,Shot,
,,,,,,,,,,,,,,,,0.785014,,,,,,,,,,,,,6c86fe5e-567d-4a09-a4a4-964107a53d5f,1396,,,"[109.4, 35.0]",3754135,36,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marko Arnautović,3325.0,,Left Midfield,77,Stoke City,30,['f029d25d-9265-4195-8879-3d50c4ac7dc7'],27,Head,"[120.0, 35.2, 0.2]",,"[{'location': [109.5, 41.8], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.0, 51.7], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [114.0, 16.2], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [117.9, 37.1], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 41.2], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.6, 33.9], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 27.2], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.3, 17.4], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.7, 33.3], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.7, 39.5], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.7, 43.8], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",1adc5fff-6bb1-4a33-8bc5-7beb2ee3b53a,,Off T,0.09147586,Normal,Open Play,,,,Stoke City,30,00:36:27.836,Shot,
,,,,,,,,,,,,,,,,0.359984,,,,,,,,,,,,,7b21b1c5-4804-4782-aefb-946a90b8647a,1540,,,"[113.6, 26.2]",3754135,40,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleksandar Kolarov,5596.0,,Left Back,84,Manchester City,36,['af5fe98f-1929-4e3a-9969-97c8308ecaab'],50,Left Foot,"[119.2, 35.7, 0.2]",True,"[{'location': [102.3, 62.8], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.8, 47.9], 'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.5, 32.4], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.1, 37.3], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 28.0], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.6, 39.6], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.9, 36.1], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.3, 35.8], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.7, 46.7], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 35.3], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 37.7], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.9, 39.6], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 29.8], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.3, 33.6], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.1, 29.7], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",524f5ddb-01e9-418e-a795-5c14eb17a7b7,,Saved,0.053724304,Normal,Open Play,,,,Manchester City,36,00:40:50.703,Shot,
,,,,,,,,,,,,,,,,0.854093,,,,,,,,,,,,,94005029-9225-4f4c-85eb-c09a836fc8ca,1602,,,"[106.3, 52.1]",3754135,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Marko Arnautović,3325.0,,Left Midfield,86,Stoke City,30,"['365f477c-6320-4bf4-a752-543df4257deb', 'f81f8964-1e79-4f56-9a24-6efdeb5b9420']",27,Right Foot,"[120.0, 44.0, 2.0]",,"[{'location': [110.2, 49.4], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 40.7], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 49.6], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.6, 56.9], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.2, 44.6], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",b8f03670-efa9-489e-b4e6-09ab83029d83,True,Post,0.34075055,Normal,Open Play,,,,Stoke City,30,00:42:27.188,Shot,True
,,,,,,,,,,,,,,,,0.244802,,,,,,,,,,,,,53504e67-e27d-4449-9cb7-0ad1e758ae54,1842,,,"[106.4, 24.5]",3754135,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Geoff Cameron,3480.0,,Right Center Midfield,97,Stoke City,30,"['74d3e0ad-e877-4a1b-b06f-e3b932c4f198', 'c08a17bb-26b5-429b-8409-3f210125c33c']",0,Left Foot,"[107.1, 25.3]",True,"[{'location': [103.7, 37.8], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [91.3, 19.1], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.0, 27.5], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [82.8, 28.1], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [76.5, 30.8], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [76.7, 17.3], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [83.2, 45.4], 'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [90.3, 28.9], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 37.1], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.4, 34.4], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.9, 37.4], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 19.6], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.5, 25.7], 'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.5, 36.9], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",48e1b94c-25aa-4a00-9c67-01689f7b0f7f,,Blocked,0.04683957,Normal,Open Play,,,,Stoke City,30,00:01:00.588,Shot,
