50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.651408,,,,,,,,,,,,,,bcd00aa6-6286-49fe-ad1b-b788abe9f858,2206,,"[114.4, 41.9]",3879772,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Andrea Belotti,7471.0,Right Center Forward,134,Torino,241,"['a0707dca-7d6a-476a-a57e-10a8f02beb59', 'b8999f2b-b7f0-4710-9359-b0100b04bad1']",38,True,Head,"[120.0, 35.4, 5.4]",,"[{'location': [114.2, 44.6], 'player': {'id': 11427, 'name': 'Filip Đorđević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [114.7, 63.1], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.8, 47.9], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.6, 43.7], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.2, 46.7], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.7, 39.6], 'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.7, 35.6], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.1, 40.6], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.8, 78.1], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [111.3, 44.6], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [113.4, 49.5], 'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.1, 38.5], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.1, 31.4], 'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",9207d6fc-0f8e-4403-82eb-432cdfa08d12,,Off T,0.17482102,Normal,Open Play,,,,Torino,241,00:10:38.464,Shot,True
,,,,,,,,,,,,,,,,,,0.260811,,,,,,,,,,,,,,a4b05064-adcb-45d5-bfbd-a676e3bceb1d,2260,,"[104.0, 39.7]",3879772,57,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergej Milinković-Savić,5589.0,Right Center Midfield,136,Lazio,236,"['1c9da648-375d-42b9-b507-4cff0a791747', '9f90df93-5345-41cc-b68b-7bb8c1da0d05']",45,,Right Foot,"[109.8, 39.9]",True,"[{'location': [106.6, 18.1], 'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.4, 38.2], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.8, 43.0], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.2, 37.4], 'player': {'id': 11427, 'name': 'Filip Đorđević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.5, 19.4], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.6, 16.9], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.1, 39.0], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 34.5], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 42.5], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.1, 39.6], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 37.6], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.7, 25.4], 'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",0cf3a504-f7da-4dc3-8ed3-8682aae75f77,,Blocked,0.09282144,Half Volley,Open Play,,,,Lazio,236,00:12:45.533,Shot,
,,,,,,,,,,,,,,,,,,0.121825,,,,,,,,,,,,,,dacec320-37f5-4963-a95c-11bacdd203eb,2265,,"[98.4, 31.8]",3879772,57,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Felipe Anderson Pereira Gomes,8172.0,Center Attacking Midfield,136,Lazio,236,"['901f7715-de66-41b2-aa8a-3d332c6ff4e3', 'e1ab6668-f4dc-4375-83e8-fb775cc3a61e']",48,,Right Foot,"[100.3, 32.7]",True,"[{'location': [99.1, 18.4], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.9, 30.4], 'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [93.9, 28.7], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [101.0, 32.8], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 45.9], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.9, 36.7], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.4, 38.4], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 29.9], 'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 38.5], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.5, 38.1], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 45.7], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.2, 38.6], 'player': {'id': 11427, 'name': 'Filip Đorđević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.2, 26.9], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [100.1, 38.5], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.3, 29.9], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",682aa887-2522-462a-9555-dc04dc80227c,,Blocked,0.028640687,Normal,Open Play,,,,Lazio,236,00:12:48.347,Shot,
,,,,,,,,,,,,,,,,,,0.809423,,,,,,,,,,,,,,21b43ce5-26f3-445a-9420-ba3e28d1b34f,2597,,"[101.0, 37.9]",3879772,65,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marco Benassi,7149.0,Left Center Midfield,149,Torino,241,"['26dc6d47-e189-427c-81f9-7210ce9af2ce', '678946b4-e0a4-4e11-85ec-d2ba582e3868']",24,,Right Foot,"[120.0, 42.2, 6.3]",,"[{'location': [104.2, 44.2], 'player': {'id': 8459, 'name': 'Edson Braafheid'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 38.2], 'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.7, 20.2], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.4, 29.9], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 31.2], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.5, 23.6], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 20.6], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.6, 40.4], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.7, 51.8], 'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.5, 29.4], 'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.1, 18.6], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",91229799-1fae-40e0-aa88-d0dcbba4bb90,,Off T,0.061217047,Normal,Open Play,,,,Torino,241,00:20:24.805,Shot,True
,,,,,,,,,,,,,,,,,,0.33732,,,,,,,,,,,,,,cd90be25-e441-446a-afe1-21f30443c74d,2625,,"[109.4, 27.9]",3879772,66,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Sergej Milinković-Savić,5589.0,Right Center Midfield,150,Lazio,236,['6c0f3b1f-45e3-4841-a18f-ec02606d53dc'],5,,Left Foot,"[116.9, 34.9, 2.0]",,"[{'location': [117.5, 35.5], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 31.8], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.7, 38.4], 'player': {'id': 11427, 'name': 'Filip Đorđević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.7, 41.0], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.3, 41.3], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.0, 32.9], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 30.3], 'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 32.7], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.7, 26.6], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.4, 40.1], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",0838064f-6a84-423d-98aa-0062ec7e0f54,,Saved,0.099958524,Normal,Open Play,,,,Lazio,236,00:21:05.896,Shot,
,,,,,,,,,,,,,,,,,,1.674354,,,,,,,,,,,,,,1f9dc03a-f014-47fa-aa3d-54d2113da209,2630,,"[101.9, 35.4]",3879772,66,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Felipe Anderson Pereira Gomes,8172.0,Center Attacking Midfield,150,Lazio,236,['0789667f-c181-44f2-a84a-8ded0e6e48c3'],10,,Right Foot,"[117.3, 35.0]",True,"[{'location': [118.5, 37.5], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.1, 41.6], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.3, 38.5], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 35.8], 'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.1, 35.3], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.2, 28.1], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.5, 37.5], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.2, 34.2], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 42.4], 'player': {'id': 11427, 'name': 'Filip Đorđević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.2, 30.0], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.7, 36.8], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.8, 41.8], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.7, 36.5], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [91.3, 42.1], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",f6374fea-8a73-4a6e-acfc-07be728c24fd,,Wayward,0.0248388,Overhead Kick,Open Play,,,,Lazio,236,00:21:10.524,Shot,
,,,,,,,,,,,,,,,,,,0.981423,,,,,,,,,,,,,,a2eb4319-d380-4bf6-a6ad-bbdf3df5b2a9,2677,,"[108.5, 28.6]",3879772,67,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marco Parolo,8173.0,Left Center Midfield,152,Lazio,236,"['0e7e2368-6e21-4fbb-83a8-ef6250918c7d', '694b9ba8-5fbc-4b8a-8876-f3894fd0c7eb']",0,,Left Foot,"[120.0, 44.0, 1.2]",True,"[{'location': [101.7, 45.9], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.4, 56.8], 'player': {'id': 11427, 'name': 'Filip Đorđević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.5, 36.3], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 49.9], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 30.5], 'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 32.3], 'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [90.7, 63.5], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.6, 44.1], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.8, 32.3], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",3b841886-76d6-48a4-9640-bedf69dde628,,Post,0.0918437,Half Volley,Open Play,,,,Lazio,236,00:22:00.178,Shot,True
,,,,,,,,,,,,,,,,,,1.033569,,,,,,,,,,,,,,25cfcef1-d657-4b16-b5ab-20916100f1d4,2686,,"[94.9, 43.5]",3879772,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,153,Lazio,236,['8e898994-afea-4618-95f5-901b995f669f'],0,,Right Foot,"[118.5, 42.7, 1.6]",,"[{'location': [104.9, 44.6], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.6, 31.4], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.7, 34.4], 'player': {'id': 16202, 'name': 'Nikola Maksimović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 39.6], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 36.4], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.8, 46.6], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.9, 43.9], 'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.9, 43.1], 'player': {'id': 7474, 'name': 'Afriyie Acquah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.9, 42.3], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.9, 41.4], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.3, 38.2], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 34.3], 'player': {'id': 8172, 'name': 'Felipe Anderson Pereira Gomes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.5, 34.0], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.3, 51.8], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.0, 46.2], 'player': {'id': 11427, 'name': 'Filip Đorđević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.9, 40.4], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.9, 38.2], 'player': {'id': 19286, 'name': 'Miroslav Klose'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 32.2], 'player': {'id': 8459, 'name': 'Edson Braafheid'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [90.5, 46.5], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,Saved,0.0738724,Normal,Free Kick,,,,Lazio,236,00:24:00.641,Shot,
,,,,,,,,,,,,,,,,,,0.584425,,,,,,,,,,,,,,626477cf-f121-4dde-80b9-777c8d21ebcf,2953,,"[108.0, 40.0]",3879772,77,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Lucas Rodrigo Biglia,5510.0,Center Defensive Midfield,167,Lazio,236,['12fb82b0-6299-43cf-a810-76c2a327cbe5'],44,,Right Foot,"[120.0, 36.7, 0.9]",,,,,Goal,0.7835,Normal,Penalty,,,,Lazio,236,00:32:44.229,Shot,
,,,,,,,,,,,,,,,,,,1.022276,,,,,,,,,,,,,,4ba49ad4-4087-4f50-924d-3f08872b283d,2965,,"[93.2, 49.7]",3879772,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Ciro Immobile,7788.0,Left Center Forward,168,Torino,241,['9df10774-00e8-4809-a3fd-d602ad490216'],36,,Right Foot,"[120.0, 44.7, 0.6]",,"[{'location': [97.7, 55.3], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [118.1, 41.9], 'player': {'id': 12491, 'name': 'Federico Marchetti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.5, 51.7], 'player': {'id': 5510, 'name': 'Lucas Rodrigo Biglia'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.1, 54.7], 'player': {'id': 8459, 'name': 'Edson Braafheid'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 56.0], 'player': {'id': 8173, 'name': 'Marco Parolo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.1, 48.2], 'player': {'id': 3103, 'name': 'Milan Biševac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 46.8], 'player': {'id': 3588, 'name': 'Wesley Hoedt'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 38.9], 'player': {'id': 26683, 'name': 'Abdoulay Konko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.7, 34.5], 'player': {'id': 5589, 'name': 'Sergej Milinković-Savić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.8, 43.5], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.2, 32.6], 'player': {'id': 7465, 'name': 'Daniele Baselli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",64be95c9-641b-4f97-8f65-3a0de8526f8e,,Off T,0.02283888,Normal,Open Play,,,,Torino,241,00:33:36.410,Shot,
