ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.7602,,,,,,,,,,,047f2da8-8483-44e1-99f4-a40af45fa40e,183,,"[111.1, 44.3]",69208,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alexandra Popp,15178.0,Right Center Midfield,12,Germany Women's,857,"['4bcfe497-6308-4bf2-aedc-2aefc027a13f', '56a0dfd3-8415-4206-b8b5-4b69594b9c21']",38,True,Head,,"[119.6, 41.0, 1.2]",,"[{'location': [111.1, 43.3], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.3, 41.5], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.6, 51.0], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.8, 35.8], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.2, 35.8], 'player': {'id': 10258, 'name': 'Linda Dallmann'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.1, 17.5], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.8, 35.7], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.9, 44.7], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 43.5], 'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.2, 45.1], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.3, 40.7], 'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 44.8], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.5, 16.0], 'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 39.9], 'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [114.1, 34.4], 'player': {'id': 13881, 'name': 'Eva Sofia Jakobsson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.6, 29.7], 'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.7, 41.2], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",df2ac431-869d-44fc-ad66-7d17a17632d4,,Saved,0.05745492,Normal,Open Play,,,,Germany Women's,857,00:03:38.802,Shot,True
,,,,,,,,,,,,,,,,0.9492,,,,,,,,,,,f1056966-a2e3-4207-bb3f-67600e22af7d,246,,"[99.9, 31.5]",69208,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lina Magull,10259.0,Left Center Forward,15,Germany Women's,857,['1ec2d095-c988-4e6b-9457-b51801376167'],34,,Right Foot,,"[119.9, 37.1, 1.5]",,"[{'location': [119.3, 39.7], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.8, 25.7], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.3, 36.5], 'player': {'id': 10258, 'name': 'Linda Dallmann'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.1, 40.2], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.2, 48.6], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.5, 44.9], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.4, 36.6], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.1, 44.0], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.8, 34.9], 'player': {'id': 13881, 'name': 'Eva Sofia Jakobsson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.9, 34.2], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.0, 33.6], 'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.9, 31.9], 'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.5, 37.1], 'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.7, 35.9], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 40.4], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.8, 42.2], 'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 44.9], 'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 48.2], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Saved,0.08606018,Normal,Free Kick,,,,Germany Women's,857,00:05:34.043,Shot,
,,,,,,,,,,,,,,,,0.0543,,,,,,,,,,,b9f4de14-1432-4e73-bff6-136f4e620d94,271,,"[90.5, 42.0]",69208,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sara Däbritz,10263.0,Left Center Midfield,17,Germany Women's,857,"['3c686a4c-c584-496f-826b-ef3299cae0e9', '6bdab8b0-1340-4df8-967d-5aae5cb70cef']",12,,Left Foot,True,"[116.4, 39.0, 0.4]",,"[{'location': [92.9, 42.1], 'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 32.2], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.4, 45.7], 'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.9, 39.2], 'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 59.7], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.6, 39.5], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.8, 57.0], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.2, 38.8], 'player': {'id': 13881, 'name': 'Eva Sofia Jakobsson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.6, 64.2], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.5, 61.6], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [92.5, 54.1], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.2, 27.3], 'player': {'id': 10258, 'name': 'Linda Dallmann'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.3, 44.8], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",c61acdb5-64c0-485f-bb47-a05c1b266e2d,,Saved,0.021565653,Normal,Open Play,,,,Germany Women's,857,00:06:12.799,Shot,
,,,,,,,,,,,,,,,,0.3256,,,,,,,,,,,e623d366-32d8-4477-95d4-b03d85127c37,541,,"[109.8, 28.0]",69208,11,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Eva Sofia Jakobsson,13881.0,Right Wing,26,Sweden Women's,858,['675a8c7f-2739-4d97-ab2d-b12951184422'],54,,Left Foot,,"[116.2, 34.8, 0.2]",,"[{'location': [116.9, 34.4], 'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.8, 48.6], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.9, 56.5], 'player': {'id': 10258, 'name': 'Linda Dallmann'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.2, 28.9], 'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 34.7], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 27.4], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 35.3], 'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",0e068042-7842-4cf7-9a69-45b67cfa6068,,Saved,0.047469076,Normal,Open Play,,,,Sweden Women's,858,00:11:54.544,Shot,
,,,,,,,,,,,,,,,,0.5064,,,,,,,,,,,f182740a-60cd-42fb-991a-ad9b3efd0ba9,546,,"[116.3, 35.0]",69208,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Magdalena Lilly Eriksson,4633.0,Left Back,27,Sweden Women's,858,"['1b77f398-5582-42ca-924d-020872cbd4f1', '950fdd02-fea9-4ef7-808d-186f07a79bd4']",34,True,Head,,"[120.0, 37.6, 4.7]",,"[{'location': [115.1, 33.3], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.1, 36.4], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.6, 17.4], 'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 37.2], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.9, 35.9], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.1, 35.8], 'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.3, 42.9], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.9, 41.9], 'player': {'id': 10258, 'name': 'Linda Dallmann'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.2, 44.5], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 40.5], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.7, 1.1], 'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.9, 38.6], 'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.9, 40.4], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.5, 49.6], 'player': {'id': 13881, 'name': 'Eva Sofia Jakobsson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.0, 40.9], 'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.9, 29.9], 'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.0, 31.0], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",8e44a3fa-85db-42f9-9add-c65dad353a34,,Off T,0.12573287,Normal,Open Play,,,,Sweden Women's,858,00:12:34.148,Shot,True
,,,,,,,,,,,,,,,,0.6656,,,,,,,,,,,1730beb4-0dd5-4729-9a81-25ed5a89e40b,653,,"[106.9, 43.1]",69208,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lina Magull,10259.0,Left Center Forward,33,Germany Women's,857,"['b23a5018-58f0-4e0e-a68e-27b1505bfff7', 'fec5cbf7-4f84-4e22-9ccd-71852f2ef3f7']",34,,Right Foot,,"[120.0, 38.7, 0.4]",,"[{'location': [98.7, 37.7], 'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 39.3], 'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.4, 40.9], 'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 45.1], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.2, 40.8], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.2, 40.7], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 37.6], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 60.8], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.0, 46.4], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.4, 37.8], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.4, 23.5], 'player': {'id': 10258, 'name': 'Linda Dallmann'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",d30141aa-2499-4f8f-a317-6b96ca579e49,,Goal,0.22935413,Overhead Kick,Open Play,,,,Germany Women's,857,00:15:34.380,Shot,True
,,,,,,,,,,,,,,,,0.7304,,,,,,,,,,,4b2bcec8-456c-41a2-9c0c-c036dbbc8e18,701,,"[109.2, 38.6]",69208,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Lea Schüller,25476.0,Right Center Forward,36,Germany Women's,857,['3c932dcb-71f1-4cee-b589-16e2a6d2707d'],15,,Head,,"[118.5, 41.8, 1.6]",,"[{'location': [119.1, 41.3], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.8, 28.3], 'player': {'id': 13881, 'name': 'Eva Sofia Jakobsson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.2, 40.3], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.1, 37.2], 'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 43.6], 'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 48.4], 'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.7, 52.8], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 55.9], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 51.1], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.6, 60.6], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.3, 45.5], 'player': {'id': 10258, 'name': 'Linda Dallmann'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",d9e823fc-d735-40a6-903d-91cf1cf83908,,Saved,0.15565853,Normal,Open Play,,,,Germany Women's,857,00:18:15.636,Shot,
,,,,,,,,,,,,,,,,1.173694,,,,,,,,,,,5f8bd736-f70c-45b9-a1d2-a9c38fb67da0,846,,"[104.4, 48.7]",69208,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Eva Sofia Jakobsson,13881.0,Right Wing,42,Sweden Women's,858,['b190df89-9b45-425c-9b7c-51d271ef1ba8'],31,,Right Foot,,"[119.9, 36.9, 0.3]",,"[{'location': [92.4, 39.2], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 47.1], 'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 47.2], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.4, 43.0], 'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a9a63582-c807-416d-b90f-8fa0ef94dae7,,Goal,0.24652642,Normal,Open Play,,,,Sweden Women's,858,00:21:31.005,Shot,
,,,,,,,,,,,,,,,,0.2462,,,,,,,,,,,a900323e-811f-4ee2-a9da-21c62224d6c2,1068,,"[103.4, 53.1]",69208,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Linda Dallmann,10258.0,Left Midfield,49,Germany Women's,857,"['4959db89-42e3-4c3b-9c98-53fd1b58f019', '6270e260-2c9f-49fd-9db9-b7b1ced27b4f']",59,,Left Foot,,"[105.6, 51.5]",,"[{'location': [112.0, 57.3], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.3, 44.4], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.7, 39.4], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.0, 31.6], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.8, 30.4], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.1, 53.9], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.5, 50.5], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 49.3], 'player': {'id': 10230, 'name': 'Linda Brigitta Sembrant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 51.8], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 43.5], 'player': {'id': 10375, 'name': 'Nilla Fischer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 39.7], 'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 30.1], 'player': {'id': 24693, 'name': 'Hanna Erica Maria Glas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.7, 43.0], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e8a83c1f-b29e-4c0a-9199-8999b1eb21b2,,Blocked,0.04392866,Normal,Open Play,,,,Germany Women's,857,00:26:59.369,Shot,
,,,,,,,,,,,,,,,,1.554807,,,,,,,,,,,eca32cd2-8c53-4efe-8e42-5a29aeef7c3f,1281,,"[84.1, 27.1]",69208,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Linda Brigitta Sembrant,10230.0,Left Center Back,53,Sweden Women's,858,['d69968dd-c91b-4e15-9613-c398ce8674dc'],53,,Right Foot,,"[120.0, 41.5, 6.2]",,"[{'location': [100.1, 47.6], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.1, 32.9], 'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.7, 26.4], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.7, 36.5], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 44.4], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 60.6], 'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.5, 48.7], 'player': {'id': 10221, 'name': 'Elin Ingrid Johanna Rubensson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [93.1, 54.6], 'player': {'id': 13881, 'name': 'Eva Sofia Jakobsson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.6, 23.6], 'player': {'id': 10215, 'name': 'Fridolina Rolfö'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.6, 39.4], 'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 53.8], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.9, 13.3], 'player': {'id': 10258, 'name': 'Linda Dallmann'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [84.0, 56.9], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [81.1, 36.7], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [83.0, 28.5], 'player': {'id': 25476, 'name': 'Lea Schüller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [96.0, 35.0], 'player': {'id': 10220, 'name': 'Kosovare Asllani'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [76.9, 35.3], 'player': {'id': 10224, 'name': 'Sara Caroline Seger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [83.8, 2.1], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",07724a87-4e70-4a43-ba73-b89f4e2a2f54,,Off T,0.00612663,Normal,Open Play,,,,Sweden Women's,858,00:31:53.544,Shot,
